search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Tipos de cabezales,Cantidad de cabezales,Sistema de afeitado,Tipo de alimentación,Tiempo de funcionamiento,Tiempo de carga,Peso
495, Rasuradora Philips Norelco - Bodygroom - Cromo ,"2,175",NA,1,4,18 meses,120.83,NA,Envío gratis a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.com.mx/DEMARKAZONE,https://articulo.mercadolibre.com.mx/MLM-661809121-rasuradora-philips-norelco-bodygroom-cromo-_JM,1,1,0,0,0,#661809121,"NA","NA",30528,Flexibles,1,Láminas,Recargable,NA,NA,232 g
496, Rasuradora Wahl 9854-600 Hombre Recargable Iones De Litio ,"1,924",NA,2,14,12 meses,190.08,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DEMARKAZONE,https://articulo.mercadolibre.com.mx/MLM-550730394-rasuradora-wahl-9854-600-hombre-recargable-iones-de-litio-_JM,NA,NA,NA,NA,NA,#550730394,Wahl,NA,9854-600,Removibles,3,NA,NA,3 horas,1 h,NA
497, Philips Series 7000 Replacement Shaver Head Sh70/50 7000 Ser ,"1,950",NA,1,199,18 meses,108.33,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/I-TX,https://articulo.mercadolibre.com.mx/MLM-598261027-philips-series-7000-replacement-shaver-head-sh7050-7000-ser-_JM,NA,NA,NA,NA,NA,#598261027,Philips,Series 7000,Shaver,NA,3,NA,Eléctricas,45 s,1 m,NA
498, Panasonic Eh2351ac Heated Eyelash Curler With Comb Design ,702,NA,2,200,12 meses,69.35,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ENKARGO_MX,https://articulo.mercadolibre.com.mx/MLM-623924417-panasonic-eh2351ac-heated-eyelash-curler-with-comb-design-_JM,NA,NA,NA,NA,NA,#623924417,Panasonic,NA,NA,NA,NA,NA,NA,NA,NA,NA
499, Rasuradora Philips Norelco Bt7215/49 7200 Series ,"1,875",NA,2,3,12 meses,185.23,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DEMARKAZONE,https://articulo.mercadolibre.com.mx/MLM-584560280-rasuradora-philips-norelco-bt721549-7200-series-_JM,NA,NA,NA,NA,NA,#584560280,Philips,NA,7300,NA,NA,NA,NA,NA,NA,NA
500," Braun 5s 5609, 370/575 Pocketgo Foil & Frame ",726,NA,4,200,12 meses,71.72,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/I-TX,https://articulo.mercadolibre.com.mx/MLM-610357574-braun-5s-5609-370575-pocketgo-foil-frame-_JM,NA,NA,NA,NA,NA,#610357574,Braun,NA,NA,NA,NA,NA,NA,NA,NA,NA
501, Braun 70s 9000 Series 7 Pulsonic Prosonic Shaver Foil & Cutt ,"2,727",NA,1,200,18 meses,151.50,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/I-TX,https://articulo.mercadolibre.com.mx/MLM-593256864-braun-70s-9000-series-7-pulsonic-prosonic-shaver-foil-cutt-_JM,NA,NA,NA,NA,NA,#593256864,Braun,Series 7,NA,NA,NA,NA,NA,NA,NA,NA
502, Set Of 3 New Phillips Norelco Hq8 Sh50/52 Replacement Electr ,966,NA,1,199,12 meses,95.43,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/FOTOMEXIGANGA,https://articulo.mercadolibre.com.mx/MLM-624573671-set-of-3-new-phillips-norelco-hq8-sh5052-replacement-electr-_JM,NA,NA,NA,NA,NA,#624573671,Philips,Norelco,NA,NA,NA,NA,NA,NA,NA,NA
503," Braun Series 9 90s Foil & Cutter Replacement Head, Compatibl ","2,198",NA,1,200,18 meses,122.11,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/I-TX,https://articulo.mercadolibre.com.mx/MLM-624246698-braun-series-9-90s-foil-cutter-replacement-head-compatibl-_JM,NA,NA,NA,NA,NA,#624246698,Braun,Series 9,NA,NA,NA,NA,NA,NA,NA,NA
504, Oster Artisan Cord/cordless Trimmer Without Stand ,"1,803",NA,1,200,18 meses,100.17,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ENKARGO_MX,https://articulo.mercadolibre.com.mx/MLM-627957565-oster-artisan-cordcordless-trimmer-without-stand-_JM,NA,NA,NA,NA,NA,#627957565,Beauty Exchange LLC,NA,NA,NA,NA,NA,NA,NA,NA,NA
505, Philips Norelco Oneblade Reemplazo Blade 3-pack Qp230/80 Msi ,"1,531",NA,1,4,18 meses,85.09,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/DEMARKAZONE,https://articulo.mercadolibre.com.mx/MLM-679730183-philips-norelco-oneblade-reemplazo-blade-3-pack-qp23080-msi-_JM,NA,NA,NA,NA,NA,#679730183,Philips,Norelco,34285,NA,NA,NA,NA,NA,NA,22 g
506, Rasuradora Electrica ,380,NA,2,8,18 meses,21.11,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/JDPE70,https://articulo.mercadolibre.com.mx/MLM-572018373-rasuradora-electrica-_JM,NA,NA,NA,NA,NA,#572018373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507, Afeitadoras Eléctrico 3d Afeita Impermeable Inteligente Xia ,552,NA,2,999,18 meses,30.68,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/FEIONAMX,https://articulo.mercadolibre.com.mx/MLM-664993815-afeitadoras-electrico-3d-afeita-impermeable-inteligente-xia-_JM,NA,NA,NA,NA,NA,#664993815,Xiaomi,NA,Youpin ES3,NA,NA,NA,NA,NA,NA,NA
508, Rasuradora Personal Recortador Nariz Orejas Vello Trimmer ,410,NA,6,85,18 meses,22.82,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CKEYINMX,https://articulo.mercadolibre.com.mx/MLM-625873182-rasuradora-personal-recortador-nariz-orejas-vello-trimmer-_JM,NA,NA,NA,NA,NA,#625873182,NA,NA,NA,NA,NA,NA,NA,NA,NA,92 g
509, Rasuradora Recortadora Vello Barba Nariz Orejas Facil ,404,NA,5,86,18 meses,22.48,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CKEYINMX,https://articulo.mercadolibre.com.mx/MLM-625873375-rasuradora-recortadora-vello-barba-nariz-orejas-facil-_JM,NA,NA,NA,NA,NA,#625873375,NA,NA,NA,NA,NA,NA,NA,NA,NA,122 g
510, Afeitadoras Eléctrico Afeitar Recortadora Maquina Xiaomi ,939,NA,2,999,18 meses,52.17,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/FEIONAMX,https://articulo.mercadolibre.com.mx/MLM-664994065-afeitadoras-electrico-afeitar-recortadora-maquina-xiaomi-_JM,NA,NA,NA,NA,NA,#664994065,Xiaomi,NA,Mi Home,NA,NA,NA,NA,NA,NA,NA
511, Maquina Para Cortar Cabellos De Nariz Y Orejas ,178,NA,4,698,18 meses,9.91,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/HOLAMUNDOMX,https://articulo.mercadolibre.com.mx/MLM-675708567-maquina-para-cortar-cabellos-de-nariz-y-orejas-_JM,NA,NA,NA,NA,NA,#675708567,Importado,NA,Trimmer,NA,NA,NA,NA,NA,NA,NA
512, Xiaomi Youpin Ed1 Afeitadora Eléctrica De Mini Bolsillo ,480,NA,1,211,18 meses,26.72,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/JANEEYREMX,https://articulo.mercadolibre.com.mx/MLM-678192552-xiaomi-youpin-ed1-afeitadora-electrica-de-mini-bolsillo-_JM,NA,NA,NA,NA,NA,#678192552,Xiaomi,NA,NA,NA,NA,NA,NA,NA,NA,NA
513, Cabezales De Repuesto Philips Norelco Hq8 De Doble Precisión ,"1,784",NA,2,38,12 meses,176.33,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-617775053-cabezales-de-repuesto-philips-norelco-hq8-de-doble-precision-_JM,NA,NA,NA,NA,NA,#617775053,Philips,Norelco,HQ8,NA,NA,NA,NA,NA,NA,NA
514, Miserwe 5 En 1 Para Mujer Afeitadora Eléctrica Indolora Ipx4 ,"1,706",NA,1,39,12 meses,168.62,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-617777654-miserwe-5-en-1-para-mujer-afeitadora-electrica-indolora-ipx4-_JM,NA,NA,NA,NA,NA,#617777654,MISERWE,NA,NA,NA,NA,NA,NA,NA,NA,NA
515, Braun 3series 380s-4 Wet And Dry Máquina De Afeitar ,"3,316",NA,1,39,12 meses,327.65,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-556106709-braun-3series-380s-4-wet-and-dry-maquina-de-afeitar-_JM,NA,NA,NA,NA,NA,#556106709,Braun,Series 3,380S-4,NA,NA,NA,NA,NA,NA,NA
516," Braun Clean Y Renovar 3 Pack, Cartucho, Refill, Un Limpiador ","1,440",NA,2,38,12 meses,142.35,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-590880212-braun-clean-y-renovar-3-pack-cartucho-refill-un-limpiador-_JM,NA,NA,NA,NA,NA,#590880212,Braun,NA,NA,NA,NA,NA,NA,NA,NA,NA
517," Remington Ep7030 De Las Mujeres De Lujo Recargable, Depilaci ","2,233",NA,1,39,12 meses,220.65,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-590882738-remington-ep7030-de-las-mujeres-de-lujo-recargable-depilaci-_JM,NA,NA,NA,NA,NA,#590882738,Remington,NA,EP7030,NA,NA,NA,NA,NA,NA,NA
518, Braun Series 7 Pulsonic 70s Foil Sustitución De La Cabeza Af ,"2,208",NA,1,39,12 meses,218.17,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-590884761-braun-series-7-pulsonic-70s-foil-sustitucion-de-la-cabeza-af-_JM,NA,NA,NA,NA,NA,#590884761,Braun,Series 7,NA,NA,NA,NA,NA,NA,NA,NA
519, Sweetlf Máquina De Afeitar Eléctrica Para Los Hombres 100% R ,"1,827",NA,1,39,12 meses,180.57,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-590961294-sweetlf-maquina-de-afeitar-electrica-para-los-hombres-100-r-_JM,NA,NA,NA,NA,NA,#590961294,SweetLF,NA,NA,NA,NA,NA,NA,NA,NA,NA
520, Philips Norelco Multigroom Pro Trimmer Serie 7500 Con La Bol ,"2,313",NA,1,39,12 meses,228.54,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-590968847-philips-norelco-multigroom-pro-trimmer-serie-7500-con-la-bol-_JM,NA,NA,NA,NA,NA,#590968847,Philips,Norelco,Multigroom,NA,NA,NA,NA,NA,NA,NA
521, Profesional De Afeitar Eléctrica Rotativa Máquina De Afeitar ,"1,813",NA,1,39,12 meses,179.13,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-617777403-profesional-de-afeitar-electrica-rotativa-maquina-de-afeitar-_JM,NA,NA,NA,NA,NA,#617777403,BSW,NA,NA,NA,NA,NA,NA,NA,NA,NA
522," Philips Norelco Máquina De Afeitar Eléctrica 1100, S1150 / 8 ","1,812",NA,1,39,12 meses,179.04,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-617777739-philips-norelco-maquina-de-afeitar-electrica-1100-s1150-8-_JM,1,0,0,0,0,#617777739,Philips,Series 1000,S1150/81,NA,NA,NA,NA,NA,NA,NA
523, Philips Norelco La Barba Y El Cabezal De Corte De La Serie 5 ,"2,584",NA,1,39,12 meses,255.33,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-617780791-philips-norelco-la-barba-y-el-cabezal-de-corte-de-la-serie-5-_JM,NA,NA,NA,NA,NA,#617780791,Philips,Norelco,BT5215/41,NA,NA,NA,NA,NA,NA,NA
524," Philips Norelco Máquina De Afeitar Eléctrica 3500, S3560 / 8 ","2,526",NA,1,39,12 meses,249.57,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-617782076-philips-norelco-maquina-de-afeitar-electrica-3500-s3560-8-_JM,1,0,0,0,0,#617782076,Philips,Norelco,S3560/81,NA,NA,NA,NA,NA,NA,NA
525," Nariz Pelo Trimmer, Nariz Y Oído Xpreen Eléctrico Del Conden ","1,020",NA,1,39,12 meses,100.81,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-617966051-nariz-pelo-trimmer-nariz-y-oido-xpreen-electrico-del-conden-_JM,NA,NA,NA,NA,NA,#617966051,Xpreen,NA,NA,NA,NA,NA,NA,NA,NA,NA
526, Braun Bt5050 Barba Trimmer Hombres Con 25 Posiciones De Long ,"1,981",NA,1,39,12 meses,195.72,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-617966721-braun-bt5050-barba-trimmer-hombres-con-25-posiciones-de-long-_JM,NA,NA,NA,NA,NA,#617966721,Braun,NA,Braun Beard Trimmer,NA,NA,NA,NA,NA,NA,NA
527," Oído, Nariz Y Pelo Trimmer 5 En 1 Usb Recargable De La Nariz ","1,809",NA,1,39,12 meses,178.73,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-617971800-oido-nariz-y-pelo-trimmer-5-en-1-usb-recargable-de-la-nariz-_JM,NA,NA,NA,NA,NA,#617971800,BURVENC,NA,NA,NA,NA,NA,NA,NA,NA,NA
528, Xiaomi Mi Rasuradora Shaver | Portatil | Recargable | Viaje ,999,NA,5,1,18 meses,55.50,NA,Envío gratis,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/SERVENETPRO,https://articulo.mercadolibre.com.mx/MLM-629185926-xiaomi-mi-rasuradora-shaver-portatil-recargable-viaje-_JM,NA,NA,NA,NA,NA,#629185926,Xiaomi,Shaver,Shaver,Ergónomicos,NA,NA,Recargable,1 recarga = 30 dias de uso,NA,100 g
529, Xiaomi Afeitadora Eléctrica Portátil Recargable Mihome Barba ,721,NA,1,999,18 meses,40.07,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/BEIJIAYUEMX,https://articulo.mercadolibre.com.mx/MLM-679532927-xiaomi-afeitadora-electrica-portatil-recargable-mihome-barba-_JM,NA,NA,NA,NA,NA,#679532927,Xiaomi,NA,Mi Home,NA,NA,NA,NA,NA,NA,0.104 kg
530, Rasuradora Terminadora Panasonic 5 Posiciones Seco Mojado ,685,NA,1,49,18 meses,38.06,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/ALANVELAZQUEZ0,https://articulo.mercadolibre.com.mx/MLM-642898614-rasuradora-terminadora-panasonic-5-posiciones-seco-mojado-_JM,NA,NA,NA,NA,NA,#642898614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531, Rasuradora Cortadora Barba Bigote Remington Maquina ,549,NA,5,10,18 meses,30.50,NA,Envío gratis a todo el país,NA,NA,4.7,89,https://perfil.mercadolibre.com.mx/ROMBOSESHOP,https://articulo.mercadolibre.com.mx/MLM-676797366-rasuradora-cortadora-barba-bigote-remington-maquina-_JM,66,17,4,1,0,#676797366,Remington,Remington,PG6025 (110) F,Giratorios,NA,NA,Eléctrica,NA,NA,NA
532, Braun Kombipack 52s Replacement Shear And Blade Blade In Sil ,"1,426",NA,2,200,18 meses,79.22,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/I-TX,https://articulo.mercadolibre.com.mx/MLM-620839008-braun-kombipack-52s-replacement-shear-and-blade-blade-in-sil-_JM,NA,NA,NA,NA,NA,#620839008,Braun,NA,NA,NA,NA,NA,NA,NA,NA,NA
533, Recortadora De Barba Braun Bt3040: Máxima Precisión ,"1,280",NA,12,1,12 meses,126.45,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/MOCA4771572,https://articulo.mercadolibre.com.mx/MLM-704977414-recortadora-de-barba-braun-bt3040-maxima-precision-_JM,NA,NA,NA,NA,NA,#704977414,Braun,AFEITADORA,BT3040,Removibles,2,Rotativo,Recargable,60 MINUTOS,8 h,NA
534, Braun 10b Cabezal De Repuesto ,"1,414",NA,3,37,12 meses,139.74,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/CHUPAPRECIOS,https://articulo.mercadolibre.com.mx/MLM-590881066-braun-10b-cabezal-de-repuesto-_JM,NA,NA,NA,NA,NA,#590881066,Braun,NA,NA,NA,NA,NA,NA,NA,NA,NA
535, Maquina De Afeitar De Rotacion Norelco S1560 ,449,NA,1,1,18 meses,24.94,NA,Envío a todo el país,NA,NA,4.5,2,https://perfil.mercadolibre.com.mx/GARUMI,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=GRIfhZ6S%2F2qQMEnxKaY1YHLfXzabb%2FBdJ66eioaPTAqqHnnIEUZnf0x9urS%2FAP3o5zeH7a9z%2Bsup6sp3E0ZWA%2FXVFk%2Ff%2FC6w5QM4%2BbsgH1vLbF5pTJKTz%2F5TT%2FhwS8U0Vo84uU3Bl40NbZkfAw6CClG7bBtYC4DvaN%2B8BM6RlpSoCdQSzGDJxCZxbRlbM7aoapes4JC8%2F5CTSJXl2EaQKpfKDfU%2BjGL2pGh44fTFL%2F4SK%2BhMHV47ZX%2FpUJokAsVfb5p4jtHxFHDhWEPzNub2neoUYzNzw0O%2B1rosxNPkk%2FIqzgxFhiXyeJ%2FY0vGDfzVEPYGMiAVb%2FQNQNrw1%2FVV47KDNJIwShG6B2YwteCAYZoyR8HuCrM3OTDiDDRQCav0mYQl06iDf4xVOiELCQRvNsgKT0XOdF3sYnEQMrwSBahiXS32GOI2e%2FL3QnPFYyBanJq35atwkZzbJO74w%2B11UaRY46I%2BhdF5csMljEltSR40GPq2kxEyNfLbJx1cw68v3M5dnCRqodSq1TQfyptig2U8YnQ%2BjYZawI%2FUL7CGnQ5zqjRlyCKa2PJ1dyj%2FHyCOFvMJ%2FkNMkR9s5QxMN6w4w2AXpL3A2Pg%2BdlLxlGw1679mn7Ietx13C4wM%2F78gBboovDe0U7pFLW8mP%2BtP%2FJzCTGQHel%2FiliLgNsW3XxHknVeLtug4Tum%2Bz8bIS7acHgrHbCciS%2FqBWjo2z9Bo3nHoGvx8kxxjHnSXb04qRC%2FQL7PseaBLZ0tr75ptuPer7X%2BulO%2FPZx3BO8f%2FA6VpaKuhb5saNp98d8zBLA9jRy4Ht7ncDxSf1kMiIanBp6ycY3sZG3JDiVsSMf2g%2FIiwSQiQxsx5pfW5WdfviBJbVvTIGzIjVqZPbmhWu5AgNmvFyD4o9hC9REgt5dm0zUhrYnmmn2w7u0kfFDY%2BdS75%2BnNYcOlPBgvcjnWRLe674qp9RWU9omdQXNOp4MjmOcZDYGpNktP3QxeWGdik3KPa0g9%2BM3RgwoOl8%2Bdv5pKBG06pGHTgOTgQfVgqNcEu%2FrZvYH%2BNfjKFUxt6RNj4tQw%2BDAx8TcnRvgKHyW3QMvfip1mp%2FHDU1SsJr9Hswvm5EcjxEY2UY0vLeRDmAI%2BafOpfnkHN4Ulf29xx4OgTAyJHRMNX9EGhszyVn0jMGgK6vP8n1PXJOPF8RUsKSQuh3WR3q5UB9NEVzC9VzQbgoautyyMBU52VBudvi2piBFnMCuqEz7ikA1l6cVtK4VvP6SoSSHLMrLB5ME%2FUoSfdhWbcVrG2dndEM0xLUtdeza3uKUI0PI5nUYOtnMWex9X8aIhe1rttLv7i4jWau5EfWLarpCeDVuF0NRp9AJwCnfeRy9AFiArU66EicOdBUVa42z8hGWJPoqh3xpQ47S8bTzSukhUjC%2Fy6%2FeW1d%2B0enHXYK4wll2kzcp4AMUC8QvB60tVwbppqZEJA9WV%2Fn2yC%2Bz%2BwlmLdnUGFCxBY6ntybLpRyes7NykdOcJ9nPu6Yq%2Ffg%2F1uVox2Fyl%2BBT0qmi16JDywoWOsXTV5Evt14OuC73UN3Ufg4HqvAWUlwTSQDWoEgAaK3dNI6lcVp24qwJ7%2FfRAMollJR%2BpN0ySw1BrtY5ED%2BRtiiLFsRqw%2FixM%2BoRH6Up62LGODSNuLAooBKaOf9BU6tTo7e%2BSdB1JUMmNLx25BohPyyTicSyMpvBmh3qmdEXR8%2FfUivm9OhGzPl1alH8AU%2Bjcr1G0ZZKtLSZaYHq%2Fp9nrLToLO6ie7Gn%2BU692F6ShsoKtn4KS6eq2lnqorj8gX7s2HNgUq9T3sfO6OVE5dJrdiaiXSQzikJhvB5N1UdoFZgziIl1GBBwkrXncc1XBsGgI0qymYql3NYvUR4PrwfaPnDB270MFGI,1,1,0,0,0,#649395794,Timco,BSK-9300,BSK-9300,Giratorios,3,Rotativo,Recargable,45 Minutos,8 h,NA
536, Usb Recargable De Seguridad Eléctrico Adulto Nariz De Afeit ,184,NA,1,199,18 meses,10.26,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/COMPRALEGREMX,https://articulo.mercadolibre.com.mx/MLM-699875589-usb-recargable-de-seguridad-electrico-adulto-nariz-de-afeit-_JM,NA,NA,NA,NA,NA,#699875589,NA,NA,NA,NA,NA,NA,NA,NA,NA,120 g
537, Rasuradora Norelco Pt724 Para Barba ,"1,569",NA,4,5,18 meses,87.17,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/POMA+BEAUTY,https://articulo.mercadolibre.com.mx/MLM-589414587-rasuradora-norelco-pt724-para-barba-_JM,NA,NA,NA,NA,NA,#589414587,Philips,Norelco,PT-729,Flexibles,3,NA,Recargable,40 MINUTOS,8 h,NA
538, Mini Rasuradora Eléctrica Rc-pm18 Color Negro Rca ,221,NA,1,NA,18 meses,12.28,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/BEAUTY-PARLOR+DEPOT,https://articulo.mercadolibre.com.mx/MLM-649595357-mini-rasuradora-electrica-rc-pm18-color-negro-rca-_JM,NA,NA,NA,NA,NA,#649595357,RCA,Only be You,RC-PM18,NA,1,Rotativo,Eléctrica,4 hrs,NA,NA
539, Rechargeable Electric Trimmer Shaver Razor Beard Hair Clippe ,"1,422",NA,1,199,18 meses,79.00,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/I-TX,https://articulo.mercadolibre.com.mx/MLM-609243663-rechargeable-electric-trimmer-shaver-razor-beard-hair-clippe-_JM,NA,NA,NA,NA,NA,#609243663,Saige,NA,NA,NA,NA,NA,NA,NA,NA,NA
540, Afeitadora Profoil Plus Andis Lithium Titanium Shaver ,"1,690",NA,1,396,18 meses,93.89,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.com.mx/VADOSADEV,https://articulo.mercadolibre.com.mx/MLM-674540201-afeitadora-profoil-plus-andis-lithium-titanium-shaver-_JM,NA,NA,NA,NA,NA,#674540201,Andis,pROFESIONAL,Profoil Plus,Planos,NA,NA,Recargable,80 m,NA,NA
