search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Modelo alfanumérico,Voltagem,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Sensibilidade de entrada,Resposta máxima em frequência,Resposta mínima em frequência,Conectores de entrada,Peso,Largura,Altura,Profundidade,Cor
995, Kit 4 Caixa Caixinha Som Portátil Bluetooth Mp3 Pendrive ,125,NA,"
			
				Novo
			
			
				
					 - 
				
				15
				vendidos
			
		",(46 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1042
		
		 sem juros
		
	

	
		",42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,2,https://perfil.mercadolivre.com.br/VA.+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1245119229-kit-4-caixa-caixinha-som-portatil-bluetooth-mp3-pendrive-_JM,NA,NA,NA,NA,NA,#1245119229,Altomex,NA,A23,A-23,DC5V,NA,NA,NA,NA,Caixa,NA,1,NA,22 kHz,120 Hz,USB,NA,NA,NA,NA,Rosa vermelha
996, Caixinha Som Bluetooth Potente 80w Rms Portátil Mondial Usb ,229,NA,"
			
			
				
				11
				vendidos
			
		",(14 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2197
		
		 sem juros
		
	

	
		",97,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,114,https://perfil.mercadolivre.com.br/WE+MARKET?brandId=1869,https://produto.mercadolivre.com.br/MLB-1189438826-caixinha-som-bluetooth-potente-80w-rms-portatil-mondial-usb-_JM,71,25,8,3,6,#1189438826,Mondial,Multi Connect,MCO-07,MCO-07,NA,80 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,2.2 kg,22 cm,32 cm,12 cm,NA
997, Case Capa Bolsa Maleta Para Nova Caixa De Som Jbl Boombox ,309,NA,"
			
				Novo
			
			
				
					 - 
				
				9
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2582
		
		 sem juros
		
	

	
		",82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,533,https://perfil.mercadolivre.com.br/SHOPDAPESCA.COM,https://produto.mercadolivre.com.br/MLB-1183502598-case-capa-bolsa-maleta-para-nova-caixa-de-som-jbl-boombox-_JM,419,46,19,20,29,#1183502598,JBL,NA,Boombox,NA,NA,NA,Case,Ativo,NA,NA,"Não vendemos o som, somente a Case para Colocar o Som.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
998, Caixa Original Jbl Wind Portátil Moto Bike Nfe + 1 Ano Garan ,166,NA,"
			
				Novo
			
			
				
					 - 
				
				12
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1392
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,869,https://perfil.mercadolivre.com.br/RICARDOALTOVALE,https://produto.mercadolivre.com.br/MLB-1144610584-caixa-original-jbl-wind-portatil-moto-bike-nfe-1-ano-garan-_JM,701,117,34,6,10,#1144610584,JBL,NA,Wind,NA,NA,3 W,NA,Ativo,NA,Caixa,NA,NA,NA,20 kHz,20 Hz,NA,NA,NA,NA,NA,NA
999," Caixa Multiuso Amplificada 100w Rms Bluetooth,usb+sd+fm ",349,NA,"
			
				Novo
			
			
				
					 - 
				
				16
				vendidos
			
		",(9 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2908
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/AGFPARTS,https://produto.mercadolivre.com.br/MLB-921299857-caixa-multiuso-amplificada-100w-rms-bluetoothusbsdfm-_JM,2,1,0,0,0,#921299857,Music Way,Ambientes,Mw100Bt,NA,NA,0 W,Caixa,Ativo,NA,Caixa,NA,NA,NA,NA,NA,USB,5.5 kg,42 cm,32 cm,17 cm,NA
1000, Caixa Som Portátil Amplificada Bluetooth Recarregável Oferta ,108,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(11 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 908
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETRO+SHOK,https://produto.mercadolivre.com.br/MLB-1173793122-caixa-som-portatil-amplificada-bluetooth-recarregavel-oferta-_JM,NA,NA,NA,NA,NA,#1173793122,Inova,NA,RAD-390Z,NA,NA,12 W,Woofer,NA,De piso,Torre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1001, Kit 10 Caixa Som Torre Amplificada Bluetooth 500w - Usb Fm ,313,329,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(991 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2612
		
		 sem juros
		
	

	
		",12,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FP+VAREJOEATACADO,https://produto.mercadolivre.com.br/MLB-1245753333-kit-10-caixa-som-torre-amplificada-bluetooth-500w-usb-fm-_JM,NA,NA,NA,NA,NA,#1245753333,Goldenultra,NA,Torre,NA,NA,10 W,NA,Ativo/Passivo,NA,Caixa,5.1,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA
1002, Caixa Som Xiaomi Mi Mini Bluetooth Original Recarregavel ,81,NA,"
			
				Novo
			
			
				
					 - 
				
				16
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 675
		
		 sem juros
		
	

	
		",75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MEGAMAISSTORE,https://produto.mercadolivre.com.br/MLB-1240953617-caixa-som-xiaomi-mi-mini-bluetooth-original-recarregavel-_JM,NA,NA,NA,NA,NA,#1240953617,Xiaomi,Mi,MI MINI,NA,NA,2 W,NA,Mini,Portatil,Caixa,1,NA,80 dB,NA,NA,NA,0.15 kg,NA,NA,NA,NA
1003, Caixa Som Banheiro Prova D Água Bluetooth Android E Ios ,18,NA,"
			
				Novo
			
			
				
					 - 
				
				17
				vendidos
			
		",(84 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 670
		
		 sem juros
		
	

	
		",70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/RAINHADASVENDASS,https://produto.mercadolivre.com.br/MLB-1225941542-caixa-som-banheiro-prova-d-agua-bluetooth-android-e-ios-_JM,NA,NA,NA,NA,NA,#1225941542,Baisec,NA,caixinha de som,NA,NA,5 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1004, Caixa Jbl Wind Bluetooth Original Caixinha Jblwind ,159,NA,"
			
				Novo
			
			
				
					 - 
				
				21
				vendidos
			
		",(168 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1520
		
		 sem juros
		
	

	
		",20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,869,https://perfil.mercadolivre.com.br/PRIMEINHP,https://produto.mercadolivre.com.br/MLB-912760323-caixa-jbl-wind-bluetooth-original-caixinha-jblwind-_JM,701,117,34,6,10,#912760323,JBL,JBL,18747,NA,NA,3 W,Portátil,Ativo,"Mesa, Bike, Bicicleta, Moto",Caixa,NA,NA,NA,20000 Hz,20 Hz,P2,NA,NA,NA,NA,NA
1005, Caixa De Som Philco 80w Bateria Usb Fm Bluetooth Pht80 ,282,NA,"
			
				Novo
			
			
				
					 - 
				
				53
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2358
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,3,https://perfil.mercadolivre.com.br/LOJASCAPRI,https://produto.mercadolivre.com.br/MLB-830203269-caixa-de-som-philco-80w-bateria-usb-fm-bluetooth-pht80-_JM,1,1,1,0,0,#830203269,Philco,NA,PHT80,NA,NA,80 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,2.01 kg,34.2 cm,22.2 cm,12.8 cm,NA
1006, Caixa Som Amplificada Bluetooth 4000w Sub Profissional Sumay ,878,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(47 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 7317
		
		 sem juros
		
	

	
		",17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,72,https://perfil.mercadolivre.com.br/LOJAVALENCIO,https://produto.mercadolivre.com.br/MLB-1107028531-caixa-som-amplificada-bluetooth-4000w-sub-profissional-sumay-_JM,53,10,6,1,2,#1107028531,Sum. Import BR,NA,Thunder Black,SM-CAP12T,NA,400 W,"Alto-falante 12”, Subwoofer 12”, Tweeter 5”",Subwoofer,NA,Caixa,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA
1007, Caixa De Som Bluetooth Jbl Tune Rádio Fm Usb Micro Sd Nfe ,389,NA,"
			
				Novo
			
			
				
					 - 
				
				3
				vendidos
			
		",(2 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 3250
		
		 sem juros
		
	

	
		",50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/RCAR+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1128473386-caixa-de-som-bluetooth-jbl-tune-radio-fm-usb-micro-sd-nfe-_JM,NA,NA,NA,NA,NA,#1128473386,JBL,NA,JBL TUNE,NA,NA,NA,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,USB,210 g,NA,NA,NA,NA
1008, Caixa Som Boombox Grande 60w Potente + Carregador Original ,359,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(18 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2992
		
		 sem juros
		
	

	
		",92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.0,1,https://perfil.mercadolivre.com.br/COMPRE+F%C3%81CILBR1,https://produto.mercadolivre.com.br/MLB-1193512296-caixa-som-boombox-grande-60w-potente-carregador-original-_JM,NA,NA,NA,NA,NA,#1193512296,Boombox,Caixa Som,Boombox Grande,Boombox Com Alça,Bivolt,60 W,Circular Passivo,Passivo,1A,Circular,5.1,2,80 dB,NA,NA,USB,1500 g,NA,NA,NA,NA
1009, Vaso De Planta Musical Bluetooth Caixa Som Decorativa Led ,38,NA,"
			
				Novo
			
			
				
					 - 
				
				18
				vendidos
			
		",(21 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 633
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/123INBOX,https://produto.mercadolivre.com.br/MLB-944353790-vaso-de-planta-musical-bluetooth-caixa-som-decorativa-led-_JM,NA,NA,NA,NA,NA,#944353790,IMPORTADO RPC,NA,VASO MUSICAL,NA,Bivolt,5 W,NA,Embutido,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010, Caixa De Som Led 80w Rms Bluetooth Usb Sd Multilaser Sp289 ,239,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(6 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2284
		
		 sem juros
		
	

	
		",84,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NEASOUND,https://produto.mercadolivre.com.br/MLB-1197330405-caixa-de-som-led-80w-rms-bluetooth-usb-sd-multilaser-sp289-_JM,NA,NA,NA,NA,NA,#1197330405,Multilaser,NA,Sp289,NA,NA,80 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011, Caixa De Som Bluetooth Q3 Usb Mp3 Aux Com Suporte Celular ,42,NA,"
			
				Novo
			
			
		",(10000 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 715
		
		 sem juros
		
	

	
		",15,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JUNIOROUTLETSTORE,https://produto.mercadolivre.com.br/MLB-1209047783-caixa-de-som-bluetooth-q3-usb-mp3-aux-com-suporte-celular-_JM,NA,NA,NA,NA,NA,#1209047783,SOM,NA,HFQ3,NA,NA,5 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,Auxiliar,457 g,NA,NA,NA,NA
1012, Caixa Som 3500w Amplificada Grave Bluetooth Ativa 12p Usb Fm ,309,NA,"
			
				Novo
			
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2953
		
		 sem juros
		
	

	
		",53,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA_RADOME,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=ywnE%2BQDncK0jWQNlX3KcdqV51CHLEl3BcQt%2F4ICuV%2BX%2BMRGOq4CITGg%2BJ%2FZ1wSHh6LS6rouufCJnTl46cmaG%2BFxFmUMd08Tyz9c8IciqzSVHymRTT0yRZ65%2FVY1D6yggEAkQXGnkmPKqBLZvLroYox5cQfB7cPgK%2B5myrIpTZq23BUgf15gnoynJxsaptjuAsBuLn8SMEERg4k%2Br%2B5Ccy2w7scy9QRE6SC9Ai%2Bi3NzLN5Td6O1LQ5CcUktjTTCA3ii6suX%2FRQptu%2FYG5peOg9DGSMUfkrlEvyPuNE4wMizh6sbwUnkT3VKM2vnlVcE5cfvCYWJLWBOJ5TvABsdHCPeRnw7L475IYdL3G1mKbYrznaOYRT48Vm9SrQzTfwOTPO2LYOyO%2FzWK%2F4tTvoTaCw4aqKbHBlkcmsEf3%2BVYj7x%2Bso9ry48W4fm3xQbvS1sjw7QHfUo4PpnM1S%2FRC5ukssjTSd7lmIf5%2FUW5MJcmDavL32YWafuu3TpuXgq%2FrSLR1vrCLqScLr%2BLQ4XXy491IOIDyzoF0Z0TZc0K%2FO2%2BMERkBSiH%2Bl2RIY00F0R%2B1LTzsBHecYOAJIZaSrbNcGitcJCSGKxWiH2c3soXtFdMQRc3WZqHgprDCl4T%2BffRZW84Jf4UZNk7ZsI0YL5tRdVBhOiN%2FpLqwWUe1wKYMIBkda1nozn5lpM51uuzbIbNyzp4n46rHKi3RGqf9l%2Bt%2F3ZFtUgdwp3SHCrPe9MZQyDyoOeOjjx9tA%2Bq%2FuWH9UlUoULOgw7HaCXPa1qwNZQFcSl%2BtZU3huX22x2YYnyu%2B0ZGXbc8YekB%2BKaoxfTFky5D9xiS3Z4wHNb9F0qlP%2FZq5XbwQniY56LRJc%2FJElOJaKoxW89P46ucqjkaD9uoThpkZ9kjOVeTXhmBsQBzxvXCClUpTlmAHVhx82IojROs0ibRZlYuyDDpumMF%2BGoGx%2F4AmeQtk71c3zFmqQBta%2B7CXmfitwU8KbY3bWQdmmYGTEsOU6moOSsD7LJmu%2BfoxOLpL78VGh6PaQ%2BFn0pjnaFTSrjQd3ltM2mRnAEiCI8uyFyMrelsmlNUlFwhAOCcWb9V8wI76xnMh7hTPgtxEuT2dN6Elli5dxNOc5Cx%2F8wVXrMogiCfGeVfhwbi5zvB4q10Vejrgh0fHbguDMd1KqUGJKHFdT9aF9D55OYNo8Ee2JsHCVNgofL3vWAq%2B2TpCW0x7AWejhxnhn6lqhzKZMdXwuJsYgr8tHkqnxmLfM86UV0oYRAXFxYbKdSPHqRYSypTmAzNxmnroWofbGInuJ4eq6517h3FUUMqTVh6U1%2FBXeb1pTDBr2Sv%2FIsO%2FEqeVGYYX9d6ZC2iHfq9K2kbljGHSUbfVzKkNvKYFoS1gF0nLNB0AdHYw2D43RhQR%2BJaKuMa2%2F74rUBR9rjubwOm5GoODeJVXy%2B4EXMsuAekczXK%2FDX%2BTjBg%2BvfKX3e67sVQN2pH7W1Zl3HMkf9scUC9QfBxDB2vixGaqj2HdcWhFQKEGKwOMVASW8awzOA0NVFVgyXwFn%2BHMbMU07TODrr5yHxk%2BWnLFrZY4eP9FaxhlAKNGWe4JDEJtEweYB%2FESTiSGo1WhKFq7bMMa%2BJa5QkaYrpBOJzL7wRoOlPB30qqh4DliA9ndEbMzPcdvRWHo9uoQXOUIePZDUpZKLECdeOIfPQB3R6J%2F8%2BqDenLrn9bRjK%2BwD2vft2%2BBEOsKgc3ZB%2BX%2FFr4Hh%2Bs%2BHhp0ZFt1Aw%2F%2Fzp60ZHN8AwbeNyeDU0psND0FGyJInsZMULp1KnYoNB9e55X%2FN5%2FmkmfLgNRoRjbBu7Ed23kErrHDR75ypQiXVoFpTKP07djEPLAM78uwgRKF5vLJRmcUT%2BCijIEaEpCw0uTNxzy6RFmJmyigrdbP,NA,NA,NA,NA,NA,#1271076360,Mobile speakee,NA,MS 357 BT PTO| H,NA,NA,6 W,NA,Subwoofer,De piso,Caixa,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013, Caixa De Som Pulse Waterproof 15w Laranja Sp246 - Em 12x S/j ,569,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(491 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 5438
		
		 sem juros
		
	

	
		",38,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BARATAOPONTOCOM,https://produto.mercadolivre.com.br/MLB-1141100792-caixa-som-3500w-amplificada-grave-bluetooth-ativa-12p-usb-fm-_JM,NA,NA,NA,NA,NA,#1141100792,Sumay,CAIXA AMPLIFICADA,Primus,NA,Bivolt,250 W,NA,Woofer,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,Preto
1014, Devialet Phantom White Sem Fio High-end Alto Falante 1200w ,209,NA,"
			
				Novo
			
			
				
					 - 
				
				10
				vendidos
			
		",(8 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1742
		
		 sem juros
		
	

	
		",42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.7,3,https://perfil.mercadolivre.com.br/MERCADOFACILSHOP,https://produto.mercadolivre.com.br/MLB-1121223609-caixa-de-som-pulse-waterproof-15w-laranja-sp246-em-12x-sj-_JM,2,0,0,0,1,#1121223609,Pulse,NA,SP246,NA,NA,15 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA
1015, Caixa De Som Bluetooth Portátil Torre Mp3 Usb Rádio Pendrive ,15990,NA,"
			
				Novo
			
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1.33258
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VINAVIVISSHOP,https://produto.mercadolivre.com.br/MLB-1181087967-devialet-phantom-white-sem-fio-high-end-alto-falante-1200w-_JM,NA,NA,NA,NA,NA,#1181087967,Devialet,Phantom,Phantom White 101 dB,NA,NA,NA,NA,Subwoofer,"Mesa, Home",Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1016, Caixa Amplificada Amvox Aca-292 New Bluetooth Usb E 290w Rms ,249,NA,"
			
				Novo
			
			
				
					 - 
				
				8
				vendidos
			
		",(5 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2389
		
		 sem juros
		
	

	
		",89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-1164626827-caixa-de-som-bluetooth-portatil-torre-mp3-usb-radio-pendrive-_JM,NA,NA,NA,NA,NA,#1164626827,Briwax,NA,BX-668,NA,Bivolt,20 W,NA,Passivo,NA,Caixa,NA,2,80 dB,NA,NA,USB,NA,NA,NA,NA,Preto
1017, 1 Alto Falante Oem 10w 4ohm 2' Polegadas Neodímio Charge 3 ,529,NA,"
			
			
				
				6
				vendidos
			
		",(55 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 4408
		
		 sem juros
		
	

	
		",08,NA,Envio para todo o país,NA,NA,4.7,163,https://perfil.mercadolivre.com.br/LOJASDULAR?brandId=1801,https://produto.mercadolivre.com.br/MLB-1224674472-caixa-amplificada-amvox-aca-292-new-bluetooth-usb-e-290w-rms-_JM,124,27,9,1,2,#1224674472,AMVOX,NA,000503352,NA,NA,290 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018, 10 Caixa De Som Ms-357 Bt - Preço Atacado ,239,NA,"
			
				Novo
			
			
		",(5000 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1999
		
		 sem juros
		
	

	
		",99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/D3MAIS,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=kzeNkxIxJdmtGywlLUlIUsHo5rP0ILK%2BQl5vULywpOZZhDvPXcCBE9Y377i64B7y13wdX0W2z2msKIPnRo16IjfJ5kPiLt0ML5Y9N3aB024frkwWlrWRn7A2ubt1kYE8Z5NVQ5%2F4ZZ5rokrcLVjHxHmWmNjB9DSfXzDQ%2Blnrp8Xf6F%2BL6EdNd6ETyzDkEqZEU60M6Dk%2BpuhUAZHBPHkzJb1Wv35HUrbQ2FK8X%2B2v%2Bz4qxWtuELrMYNnRuIEkNVFxlwDSJHK%2F2UqCKpeLQCg7QldJN8lvhLyEVT6Ru6kuXrsw6yQUV1gOe1za%2F%2FJB6p7iM0O5lCihfuqPqlJHBER49gooq0NyMwkc9rgzL2Uar%2FndqxRTuTAYXem%2FThx0cLagEtGqe7W5xscFYK%2FSA6uKiJzh%2F%2FE0N99Hyj0V0R76TKlZyxfMtt17GcpMO%2F5xEkXakCExn28cT%2FHH6m7CwiCJF%2BzmBGn%2Bu2wm6%2Feb4rgGAb6BFBBnbUmJqMMzJP9V4sIoSVgEmjsZdjGiy0TleV46R16pu3%2FAQcmgemfds8Nk9pXgWDW%2FXHawINGST6vA3BhLFWNTLdjiI6akAVeUv5MelFfze9IIeBw9I5m8sKT3UB5jkVg6%2FE602teWFp%2B%2Fd%2Br5rFh20l1n6NS6VFx66hvip3MxBZB0Hp7P24%2F1ZSKQsMxMqrO9IEwf30HcPGn8bjsQpYMeNFktqbxtHuzQGZeRxlkQBN1JVPh%2FE3VxUF%2F7XwsWiVPa%2FSeu3Saq%2FjdGQRFz6JRDSAkXumrGN6F9pXfSqD8RRA2jGojB6glAWKGk3Hd7CXxnSFwUg8d6RszMdFe2Gnzf9caY6Mrw%2FLOvxOxGXpQDpgyA4HU9f5zN4%2FMYcXhJ6IV3K%2FfRuNeS7%2F6TfyE5V51HgTRfpOKw7m0no2elqUXxyNIO3F%2BfySkF4hky5jbYBI45fKBJJwNOwZIGek5WYSkJwp%2Flk%2BbL9jqWoCXRLC6yOFbsnOup9nP9kDXobufi4iAcIAPtrV56ddXSTe7W85OW9B8bxgK3QfV3YDYB9G94qOSfows7pmbzldhif08fPecAr8ykydnzdtPAWJ880PYdXtglTL3ptXoS1vigi%2BN8nZVPNopogheXVyHWXiL5165h9X57K5D22kKeqetmSWjPA7LU9KqzcITojBh4A5csY5vQXICWIxuFojzw1bn6W0rkeIfCSvQ0L6Gbv7wsWN5F6by9RIdH07MDCQ%2BR9Zchp%2FCPQrEcYe%2B8L2nD%2FhyVIy7M%2B%2BP%2FnVfw1I1Ul0s7P6YTM2YqX0isGP6LW1S9G38WfkCkJwY8xl8LT2T7S8K2NpCEoTfsPtAw8egMLPVIDgu20qKONMTdk1ULecN27T6R4T3e%2FqzwAgQ63xJ91X%2FSglNV2jGTufnWhyGKlf5ovP83Tycx%2FUUVKkNOsiXq6SsPz1f9huJ0OQQr%2BfpcHmTyGBbhlboR3D5Ifo2nYR08rCBnvaHOdL5GDKZbWyjR54WCtbF3MCX%2FzjsyCi5oESvaqzjse0p5n1UYJVG%2FtuIFJuTfjfCgy99rTFFIyU3XQU0d%2Bvi1giMUkMHDZYZVCP2Wp%2BO%2B1JQX5IPRLDjTi36%2B7zs0z2XjeO5w8q62B%2FLhvBoytJylasnrerFRPinNxzOP7Z6dsuht4Csxh%2BvGSP%2BUuxETQS13Nt7QuqTVf2LV2Kx4iBjinIu9xMVHl7yoUo1LTfEINU3bdJpoNuDWmQUugazOqDvwes6qFy%2BuFu5yOP%2FfOVdexS8eRYVe65ZFPWjd0PTUIkvqw607u0bB4QFixBybkXAOZPhMAeg86JpZunDDarmjFbKFnY3UiH3YPHMBby%2FDV2BghlOnWMhDIDltUaXo1NCUlBUM%2BGblk6FMobP0cW2DIveN2ddKRjCvqKw7TvVl%2F4fJAxCJuNRcVg%3D%3D,NA,NA,NA,NA,NA,#1253042277,CMiK,NA,MK-B70,NA,NA,25 W,NA,Amplificado,"Sala, Quarto, Festas, Eventos, Sítio, Praia",Retângulo,Bluetooth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1019, Caixa De Som Bulldog Francês Cachorro Portatil Bluetooth 4.1 ,60,NA,"
			
				Novo
			
			
				
					 - 
				
				14
				vendidos
			
		",(10 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 573
		
		 sem juros
		
	

	
		",73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2360,https://perfil.mercadolivre.com.br/MERCATRONIX+SHOPONLINE,https://produto.mercadolivre.com.br/MLB-1224720056-1-alto-falante-oem-10w-4ohm-2-polegadas-neodimio-charge-3-_JM,1752,335,136,53,84,#1224720056,JBL,NA,Charge 3,NA,NA,10 W,Full Range,1,Caixa portátil DIY,Caixa,2.0,1,80 dB,20 kHz,65 Hz,NA,NA,NA,33 mm,NA,NA
1020, Caixa De Som Bluetooth Amplificada Bateria Interna Rodinha ,59,NA,"
			
				Novo
			
			
				
					 - 
				
				53
				vendidos
			
		",(998 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 676
		
		 sem juros
		
	

	
		",76,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,1,https://perfil.mercadolivre.com.br/RAFAELCOSTARODRIQUES,https://produto.mercadolivre.com.br/MLB-1205768098-caixa-de-som-bulldog-francs-cachorro-portatil-bluetooth-41-_JM,NA,NA,NA,NA,NA,#1205768098,CM,NA,M 12,NA,NA,3 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021, Mini Caixa Portátil Bluetooth Usb Rádio Micro Sd 5wats Q3 Nf ,259,NA,"
			
				Novo
			
			
				
					 - 
				
				6
				vendidos
			
		",(4 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 2158
		
		 sem juros
		
	

	
		",58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAXIMA.SHOP,https://produto.mercadolivre.com.br/MLB-1259020920-caixa-de-som-bluetooth-amplificada-bateria-interna-rodinha-_JM,NA,NA,NA,NA,NA,#1259020920,Kimiso,NA,QS-805,NA,NA,NA,NA,Woofer,Portátil,Caixa,NA,NA,NA,NA,NA,Auxiliar,3.2 kg,NA,NA,NA,NA
