search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Lugares de colocación,Formato del parlante,Configuración de canales,Conectores de entrada,Peso,Tipos de parlante,Voltaje,Altura
227, Parlante Jbl Go 2 Bluetooth Portátil Sumergible Original Go2 ,2299,NA,"
			
				Nuevo
			
			
				
					 - 
				
				134
				vendidos
			
		",(20 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,796,https://perfil.mercadolibre.com.ar/PUNTO_+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-720314776-parlante-jbl-go-2-bluetooth-portatil-sumergible-original-go2-_JM,665,115,15,1,0,#720314776,JBL,NA,GO 2,3 W,Pasivo,NA,NA,NA,Auxiliar,NA,NA,NA,NA
228, Parlante Bluetooth Inalambrico Resistente Agua Sopapa Ducha ,225,NA,"
			
				Nuevo
			
			
				
					 - 
				
				61
				vendidos
			
		",(913 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.5,2,https://perfil.mercadolibre.com.ar/ITPROUSER,https://articulo.mercadolibre.com.ar/MLA-762274906-parlante-bluetooth-inalambrico-resistente-agua-sopapa-ducha-_JM,NA,NA,NA,NA,NA,#762274906,U-Print,NA,BTS-06,5 W,Mini tweeter,Portátil,Convencional,NA,NA,NA,Portátil,NA,NA
229, Parlante Bluetooth Recargable Para La Ducha Resistente Agua! ,250,NA,"
			
				Nuevo
			
			
				
					 - 
				
				111
				vendidos
			
		",(13 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.0,4,https://perfil.mercadolibre.com.ar/LOOKINGLOOKING,https://articulo.mercadolibre.com.ar/MLA-717521384-parlante-bluetooth-recargable-para-la-ducha-resistente-agua-_JM,1,0,2,0,1,#717521384,Looking,NA,Bluetooth,5 W,Portátil,"baño, cocina, pieza, exterior, interior",redondo,NA,NA,NA,NA,NA,10 m
230, Bafle Potenciado 15'' Bluetooth-usb 1000w Moon Stone15au ,8899,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(20 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,23,https://perfil.mercadolibre.com.ar/INCOPAR+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-773542423-bafle-potenciado-15-bluetooth-usb-1000w-moon-stone15au-_JM,14,7,2,0,0,#773542423,Moon,NA,STONE15A,1000 W,Woofer,Poste,Caja,2,Plug,NA,NA,NA,NA
231, Parlante Logitech Ue Wonderboom Bluetooth Colores Sumergible ,3487,NA,"
			
				Nuevo
			
			
				
					 - 
				
				37
				vendidos
			
		",(4 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,2,https://perfil.mercadolibre.com.ar/INSUMOS_ACUARIO,https://articulo.mercadolibre.com.ar/MLA-745539411-parlante-logitech-ue-wonderboom-bluetooth-colores-sumergible-_JM,NA,NA,NA,NA,NA,#745539411,Logitech,NA,WONDERBOOM,8.5 W,NA,NA,NA,NA,NA,NA,NA,NA,NA
232, Parlante Portatil Bluetooth Mini Hongo 3w Manos Libres Usb ,331,349,"
			
				Nuevo
			
			
				
					 - 
				
				589
				vendidos
			
		",(2994 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,17,https://perfil.mercadolibre.com.ar/N2M-ELECTRONICA,https://articulo.mercadolibre.com.ar/MLA-708125402-parlante-portatil-bluetooth-mini-hongo-3w-manos-libres-usb-_JM,9,4,2,1,1,#708125402,N2M Electrónica,Audio/Parlante,Portátil,3 W,Mini tweeter,De mesa,Hongo,2.1,NA,NA,Mini tweeter,5V,NA
233, Parlante Portatil Bateria +12v Usb Bluetooth 5000w Radio Mic ,5499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				508
				vendidos
			
		",(544 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,107,https://perfil.mercadolibre.com.ar/BLUEWAYBLUE,https://articulo.mercadolibre.com.ar/MLA-611396471-parlante-portatil-bateria-12v-usb-bluetooth-5000w-radio-mic-_JM,69,26,12,0,0,#611396471,Winco,Bateria Portatil,W239,100 W,Woofer,Centro,Inyectado,MP3,NA,NA,Woofer,220v 12v,NA
234, Parlante Bluetooth Inalambrico 3w Usb ,338,NA,"
			
				Nuevo
			
			
				
					 - 
				
				433
				vendidos
			
		",(44 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,3,https://perfil.mercadolibre.com.ar/JBD-HITECH,https://articulo.mercadolibre.com.ar/MLA-690001056-parlante-bluetooth-inalambrico-3w-usb-_JM,2,0,1,0,0,#690001056,Music,NA,XC35,6 W,Bluetooth,portatil,PORTATIL,NA,USB Y MICRO SD,NA,INALMBRICO PORTATIL,NA,NA
235, Parlante 15 Portatil Gran Potencia 10000w 450rms Bluetooth ,11399,11999,"
			
				Nuevo
			
			
				
					 - 
				
				120
				vendidos
			
		",(406 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,55,https://perfil.mercadolibre.com.ar/BLUEWAYBLUE,https://articulo.mercadolibre.com.ar/MLA-655186040-parlante-15-portatil-gran-potencia-10000w-450rms-bluetooth-_JM,43,10,2,0,0,#655186040,Winco,pROFESIONAL,W1928,450 W,Woofer,Centro,Caja,Mp3 usb,NA,NA,Woofer,220V,NA
236, Parlante Bluetooth Madera Kugel Con Parlante Portatil Gratis ,26998,NA,"
			
			
				
				93
				vendidos
			
		",(98 disponibles),6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,30,https://perfil.mercadolibre.com.ar/THONETANDVANDER?brandId=370,https://articulo.mercadolibre.com.ar/MLA-604311862-parlante-bluetooth-madera-kugel-con-parlante-portatil-gratis-_JM,18,11,1,0,0,#604311862,Thonet & Vander,NA,Kind,140 W,Caja,Living,Caja,2.0,NA,NA,NA,100VAC ? 240VAC,NA
237, Torre Parlante Bluetooth 4000w Karaoke luces + 2 Micrófonos ,5190,NA,"
			
				Nuevo
			
			
				
					 - 
				
				15
				vendidos
			
		",(981 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,1,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-774147667-torre-parlante-bluetooth-4000w-karaokeluces-2-microfonos-_JM,NA,NA,NA,NA,NA,#774147667,Winco,NA,W248,4000 W,Activo,NA,Caja Portátil,NA,"Bluetooth, USB, AUX, Micrófono x 2.",NA,Woofer,NA,NA
238, Parlante Portatil Bluetooth Bose Be8 Micro Sd iPhone Samsung ,3599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				28
				vendidos
			
		",(9971 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,11,https://perfil.mercadolibre.com.ar/PANDASHOP_ARG,https://articulo.mercadolibre.com.ar/MLA-758593519-parlante-portatil-bluetooth-bose-be8-micro-sd-iphone-samsung-_JM,8,2,1,0,0,#758593519,Bose,SoundLink,Be8,8 W,Activo,Interior,Caja,NA,Auxiliar 3.5mm,NA,Tweeter,NA,NA
239, Parlante Portátil Karaoke Fiesta Bluetooth Usb Graba + Mic ,2490,NA,"
			
				Nuevo
			
			
				
					 - 
				
				33
				vendidos
			
		",(9975 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.3,3,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-755179606-parlante-portatil-karaoke-fiesta-bluetooth-usb-graba-mic-_JM,1,1,0,0,1,#755179606,Otras Marcas,MOSKU DX,SP-KJA16E,500 W,Activo,NA,Caja Portátil,NA,"Bluetooth, USB, microSD, AUX, Micrófono",NA,Woofer,220,NA
240, Parlante Bluetooth Portatil Carrito + 2 Mics Wireless 1000w ,8299,13400,"
			
			
				
				69
				vendidos
			
		",(731 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,11,https://perfil.mercadolibre.com.ar/SALES+COM?brandId=945,https://articulo.mercadolibre.com.ar/MLA-757929307-parlante-bluetooth-portatil-carrito-2-mics-wireless-1000w-_JM,10,1,0,0,0,#757929307,Gadnic,Live Studio,XBS6,4500 W,"Parlante Portatil, Parlante Bluetooth, Parlante Con luces, Parlante Wireless","Eventos, Cumpleaños, Casas, Departamentos",Trolley,NA,NA,NA,Karaoke,NA,NA
241, Parlante Potenciado Winco W234 Bt Usb + Micrófono + 6 Cuotas ,9990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(980 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,1,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-789595023-parlante-potenciado-winco-w234-bt-usb-microfono-6-cuotas-_JM,NA,NA,NA,NA,NA,#789595023,Winco,NA,W-234,NA,Activo,NA,Torre Portátil,NA,"Bluetooth, USB, microSD, AUX, Micrófono x2.",NA,NA,NA,NA
242, Parlante Bluetooth Portátil Radio Fm Usb Sd + Control Remoto ,889,NA,"
			
				Nuevo
			
			
				
					 - 
				
				171
				vendidos
			
		",(99 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,23,https://perfil.mercadolibre.com.ar/ALCLICK+ML,https://articulo.mercadolibre.com.ar/MLA-678616131-parlante-bluetooth-portatil-radio-fm-usb-sd-control-remoto-_JM,16,5,1,1,0,#678616131,Otras Marcas,ALIV,ALIV-07,10 W,Portátil,NA,Caja Portátil,NA,"Bluetooth, USB, microSD, AUX.",NA,Woofer,DC 3V,NA
243, Parlante Bluetooth Resistente Al Agua + Envio Incluido ,1489,NA,"
			
				Nuevo
			
			
				
					 - 
				
				24
				vendidos
			
		",(50 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.3,3,https://perfil.mercadolibre.com.ar/TPSHOP_BAIRES,https://articulo.mercadolibre.com.ar/MLA-763643942-parlante-bluetooth-resistente-al-agua-envio-incluido-_JM,0,1,2,0,0,#763643942,Universal,NA,Extreme,40 W,Activo,NA,Columna,5.1,NA,NA,Woofer,NA,NA
244, Parlante Bluetooth Inalambrico Karaoke Max Potencia Usb Sd ,1199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				80
				vendidos
			
		",(81 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.7,3,https://perfil.mercadolibre.com.ar/AJAXGOLD,https://articulo.mercadolibre.com.ar/MLA-761059718-parlante-bluetooth-inalambrico-karaoke-max-potencia-usb-sd-_JM,1,0,2,0,0,#761059718,Kolke,NA,KPM-275,15 W,NA,NA,Caja,NA,NA,NA,Portatil,NA,NA
245, Parlante Bluetooth Noblex Mnt570 ,11999,NA,"
			
			
				
				8
				vendidos
			
		",(23 disponibles),12 cuotas,NA,NA,Retiro gratis en local de Frávega,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/FRAVEGA?brandId=229,https://articulo.mercadolibre.com.ar/MLA-783565474-parlante-bluetooth-noblex-mnt570-_JM,NA,NA,NA,NA,NA,#783565474,Noblex,NA,NA,NA,NA,NA,NA,NA,Auxiliar,11 kg,NA,NA,NA
246, Parlante Portatil 12'' Karaoke Bt Usb Bateria Mic Inalambric ,5999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				30
				vendidos
			
		",(17 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,3,https://perfil.mercadolibre.com.ar/ELECTROWORLDGROUPARGENTINA,https://articulo.mercadolibre.com.ar/MLA-761050715-parlante-portatil-12-karaoke-bt-usb-bateria-mic-inalambric-_JM,1,2,0,0,0,#761050715,Otras Marcas,Smart Portable Party speaker,PBX-1210,NA,NA,NA,Caja,NA,NA,NA,Woofer,NA,NA
247, Parlante Portátil Bluetooth Ducha Resistente Agua Led Luces! ,559,NA,"
			
				Nuevo
			
			
				
					 - 
				
				86
				vendidos
			
		",(2 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,5,https://perfil.mercadolibre.com.ar/KA-MAS,https://articulo.mercadolibre.com.ar/MLA-713845233-parlante-portatil-bluetooth-ducha-resistente-agua-led-luces-_JM,3,1,1,0,0,#713845233,Parlante,NA,Ducha Luces FM,3 W,Portátil,"Piso, Mesa, Pared",Portatil,1,NA,NA,NA,NA,5 cm
248, Parlante Portatil Panacom Sp-3060wm 2500w Bluetooth Microf ,2999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				74
				vendidos
			
		",(24 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,7,https://perfil.mercadolibre.com.ar/0LIMPYA,https://articulo.mercadolibre.com.ar/MLA-702610556-parlante-portatil-panacom-sp-3060wm-2500w-bluetooth-microf-_JM,6,0,1,0,0,#702610556,Panacom,NA,SP-3060WM,25 W,Woofer,Portatil,Caja,2.1,NA,NA,PORTATIL,NA,NA
249, Parlante Jbl Charge 4 Bluetooth 4.2 30w Sumergible Nuevo ,9519,NA,"
			
				Nuevo
			
			
				
					 - 
				
				74
				vendidos
			
		",(900 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,12,https://perfil.mercadolibre.com.ar/LAMEJORSOLUCION,https://articulo.mercadolibre.com.ar/MLA-646745395-parlante-jbl-charge-4-bluetooth-42-30w-sumergible-nuevo-_JM,11,1,0,0,0,#646745395,JBL,NA,Charge 3,20 W,Pasivo,NA,NA,NA,NA,965 g,NA,NA,NA
250, Parlante Bt Recargable Resistente Agua Superior Ddp ,499,NA,"
			
				Nuevo
			
			
				
					 - 
				
				39
				vendidos
			
		",(48 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,1,https://perfil.mercadolibre.com.ar/NISUTAOFICIAL,https://articulo.mercadolibre.com.ar/MLA-652261395-parlante-bt-recargable-resistente-agua-superior-ddp-_JM,NA,NA,NA,NA,NA,#652261395,Nisuta,NA,NS-PA62B,3 W,NA,NA,NA,NA,NA,NA,NA,NA,NA
251, Parlante Portable Marshall Kilburn - Bluetooth ,20999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(2 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,8,https://perfil.mercadolibre.com.ar/MAKKASAR,https://articulo.mercadolibre.com.ar/MLA-734269715-parlante-portable-marshall-kilburn-bluetooth-_JM,7,1,0,0,0,#734269715,Marshall,NA,Killburn,NA,Portátil,NA,portatil,NA,NA,3 kg,portatil,NA,NA
252, Parlante Portatil Jbl Flip 4 Bluetooth iPhone Micro Usb Gtia ,5549,NA,"
			
				Nuevo
			
			
				
					 - 
				
				32
				vendidos
			
		",(967 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,1883,https://perfil.mercadolibre.com.ar/RAPIDA_ENTREGA_,https://articulo.mercadolibre.com.ar/MLA-666085187-parlante-portatil-jbl-flip-4-bluetooth-iphone-micro-usb-gtia-_JM,1604,239,29,6,5,#666085187,JBL,Flip Series,Flip 4,16 W,Altavoz,NA,NA,NA,NA,515 g,NA,NA,NA
253, Parlante Portátil Bluetooth Mp3 Mini Recargable Entrada Aux ,211,234,"
			
				Nuevo
			
			
				
					 - 
				
				146
				vendidos
			
		",(295 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,6,https://perfil.mercadolibre.com.ar/AHP_INSUMOS,https://articulo.mercadolibre.com.ar/MLA-616170568-parlante-portatil-bluetooth-mp3-mini-recargable-entrada-aux-_JM,3,1,2,0,0,#616170568,Genérico,NA,BS1,5 W,1.0,Portatil,Cilindrico,1,Auxiliar,NA,NA,NA,NA
254, Parlante Jbl Go 2 Bluetooth Sumergible Harman En Caja Nuevo ,1820,NA,"
			
				Nuevo
			
			
				
					 - 
				
				24
				vendidos
			
		",(10 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,785,https://perfil.mercadolibre.com.ar/ELECTRONIC-MARKET,https://articulo.mercadolibre.com.ar/MLA-779466391-parlante-jbl-go-2-bluetooth-sumergible-harman-en-caja-nuevo-_JM,652,122,9,0,1,#779466391,JBL,NA,GO 2,3 W,NA,NA,NA,NA,NA,NA,NA,NA,NA
255, Parlante Bluetooth Sumergible Jbl Go 2 Harman En Caja ,1819,NA,"
			
				Nuevo
			
			
				
					 - 
				
				47
				vendidos
			
		",(13 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,785,https://perfil.mercadolibre.com.ar/ELECTRONIC-MARKET,https://articulo.mercadolibre.com.ar/MLA-692004238-parlante-bluetooth-sumergible-jbl-go-2-harman-en-caja-_JM,652,122,9,0,1,#692004238,JBL,NA,GO 2,3 W,NA,NA,NA,NA,NA,NA,NA,NA,NA
256, Parlante Portatil 10 Bateria Bluetooth Microfono Proco Reck ,5990,NA,"
			
			
				
				47
				vendidos
			
		",(53 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,1,https://perfil.mercadolibre.com.ar/TIENDAS+STADIO?brandId=1212,https://articulo.mercadolibre.com.ar/MLA-723511314-parlante-portatil-10-bateria-bluetooth-microfono-proco-reck-_JM,NA,NA,NA,NA,NA,#723511314,PROCO,NA,Reck freedom 10,80 W,Activo,NA,Caja,NA,RCA,NA,NA,NA,NA
257, Parlante Karaoke Portatil Bluetooth Luces Led Microfono 2019 ,2699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				23
				vendidos
			
		",(284 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,1,https://perfil.mercadolibre.com.ar/DASHABOX,https://articulo.mercadolibre.com.ar/MLA-754483479-parlante-karaoke-portatil-bluetooth-luces-led-microfono-2019-_JM,NA,NA,NA,NA,NA,#754483479,Kolke,NA,221,60 W,Portátil,NA,Caja,NA,USB,NA,NA,NA,NA
258, Parlante Portatil Bluetooth Usb Sd Fm Linterna Camuflados ,999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				28
				vendidos
			
		",(96 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.0,2,https://perfil.mercadolibre.com.ar/SEACOM-WEB,https://articulo.mercadolibre.com.ar/MLA-761299805-parlante-portatil-bluetooth-usb-sd-fm-linterna-camuflados-_JM,NA,NA,NA,NA,NA,#761299805,Senon,NA,BZ3,8 W,Portátil,NA,Bazooka,2.1,NA,NA,Tweeter,NA,NA
259, Parlante Bluetooth Rca 12 Pulgadas Bateria Microfono 2300w ,8399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				31
				vendidos
			
		",(3 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,151,https://perfil.mercadolibre.com.ar/HTVSZGMULTITECSRL,https://articulo.mercadolibre.com.ar/MLA-737883181-parlante-bluetooth-rca-12-pulgadas-bateria-microfono-2300w-_JM,117,25,5,3,0,#737883181,RCA,NA,RSFEST12,40 W,2300w PMPO,INDISTINTO,Caja,no,Auxiliar,NA,NA,NA,NA
260, Parlante Bluetooth Portatil Bafle Winco W230 450w +microfono ,8199,NA,"
			
			
				
				22
				vendidos
			
		",(999 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,49,https://perfil.mercadolibre.com.ar/WINCO+STORE?brandId=1592,https://articulo.mercadolibre.com.ar/MLA-753346973-parlante-bluetooth-portatil-bafle-winco-w230-450w-microfono-_JM,26,17,3,1,2,#753346973,Winco,NA,W230,250 W,Woofer,De piso,Caja,NA,RCA,NA,Woofer,NA,NA
261, Parlante Bluetooth Portátil Retro Vintage T/marshall Bt Aux. ,3999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				15
				vendidos
			
		",(15 disponibles),6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,3,https://perfil.mercadolibre.com.ar/SIXIGALSA,https://articulo.mercadolibre.com.ar/MLA-766276787-parlante-bluetooth-portatil-retro-vintage-tmarshall-bt-aux-_JM,2,1,0,0,0,#766276787,Geeker,NA,GK NINO,24 W,Portátil Bluetooth,NA,NA,2 x 12w,NA,2250 g,NA,NA,NA
262, Parlante Portatil Jbl Go 2 Bluetooth Cyan Varios Colores ,1990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				25
				vendidos
			
		",(974 disponibles),12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,785,https://perfil.mercadolibre.com.ar/JV_AUDIO,https://articulo.mercadolibre.com.ar/MLA-774091333-parlante-portatil-jbl-go-2-bluetooth-cyan-varios-colores-_JM,652,122,9,0,1,#774091333,JBL,NA,GO 2,3 W,Woofer,NA,NA,NA,NA,0.18 kg,NA,NA,NA
263, Parlante Bluetooth Portatil Kosmo Kos 140 Led 30w Rms Fm Usb ,1399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				73
				vendidos
			
		",(211 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,6,https://perfil.mercadolibre.com.ar/ITECOM+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-748631175-parlante-bluetooth-portatil-kosmo-kos-140-led-30w-rms-fm-usb-_JM,5,1,0,0,0,#748631175,Kosmo,Kosmic Led,KOS-140,30 W,Portátil,NA,NA,NA,Auxiliar,1450 g,NA,220V,NA
264, Parlante Portatil Usb Sd Mp3 Bluetooth Karaoke + Microfono ,2099,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1081
				vendidos
			
		",(22 disponibles),12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,198,https://perfil.mercadolibre.com.ar/ELECTROCENTER1,https://articulo.mercadolibre.com.ar/MLA-620560877-parlante-portatil-usb-sd-mp3-bluetooth-karaoke-microfono-_JM,137,42,15,1,3,#620560877,Oryx,NA,MJ,9 W,Woofer,"Pared, De piso",Caja,1,Auxiliar,NA,Woofer,5V,NA
265," Parlante Portátil Recargable 6,5 , Bluetooth, Microfono ",1798,NA,"
			
				Nuevo
			
			
				
					 - 
				
				26
				vendidos
			
		",(124 disponibles),12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5.0,1,https://perfil.mercadolibre.com.ar/HELITEC,https://articulo.mercadolibre.com.ar/MLA-794723060-parlante-bluetooth-portatil-bateria-regalo-luces-led-fm-usb-_JM,NA,NA,NA,NA,NA,#794723060,Helitec,NA,H Q8A,1200 W,Activo,NA,CAJA PORTATIL,NA,USB,NA,Woofer,NA,NA
266, Parlante Bluetooth Portatil Batería Regalo Luces Led Fm Usb ,15999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(2 disponibles),12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/TODODJ,https://articulo.mercadolibre.com.ar/MLA-756242633-bafle-activo-15-mp3-1000w-bluetooh-salida-pasivo-profesional-_JM,NA,NA,NA,NA,NA,#756242633,GBR,NA,PL1530 MP3 POWER,500 W,Activo/Pasivo,"eventos, karoake, salones, fiestas, sonido profesional, animaciones, ecuelas, universidades, teatro, cine, salas de ensayo, karaoke, bailes",Caja,1,"RCA, CANON, PLUG, bluetooth, USB, mp3",NA,full range,NA,NA
