search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Formato
1, Audifonos Inalambrios Bluetooth Imantados Deportivos 2018 ,30,NA,419,25,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,30,http://perfil.mercadolibre.com.pe/FROG_PEOPLE+_IMPORT,https://articulo.mercadolibre.com.pe/MPE-420579803-audifonos-inalambrios-bluetooth-imantados-deportivos-2018-_JM,16,11,1,0,2,#420579803,NA,NA,NA,NA
2, Stock Audifonos Original Xiaomi Redmi Airdots Envió Inmediat ,80,NA,506,752,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,90,http://perfil.mercadolibre.com.pe/ZEALOTT+IMPORTACIONES,https://articulo.mercadolibre.com.pe/MPE-436293760-stock-audifonos-original-xiaomi-redmi-airdots-envio-inmediat-_JM,62,23,5,0,0,#436293760,Xiaomi,Audifonos Bluetooth,Redmi AirDots,Headset
3, Audifonos Jbl Bluetooth Pure Bass Sound T110 Wireles Colores ,129,NA,40,34,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,6,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435128963-audifonos-jbl-bluetooth-pure-bass-sound-t110-wireles-colores-_JM,5,1,0,0,0,#435128963,JBL,NA,T110,NA
4, Audifonos Original Xiaomi Redmi Airdots En Stock + Tienda !! ,84,119,167,433,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,90,http://perfil.mercadolibre.com.pe/CASEMOTIONS.PE,https://articulo.mercadolibre.com.pe/MPE-433005812-audifonos-original-xiaomi-redmi-airdots-en-stock-tienda--_JM,62,23,5,0,0,#433005812,Xiaomi,Mi,AirDots,In-ear
5, Audifonos Hands Free Bluetooth V4.1 Micro Magneticos ,17,NA,31,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VENTAS+O.,https://articulo.mercadolibre.com.pe/MPE-436216694-audifonos-hands-free-bluetooth-v41-micro-magneticos-_JM,NA,NA,NA,NA,NA,#436216694,NA,NA,NA,NA
6, Stock Audifonos Original Xiaomi Redmi Airdots Entrega Rapida ,80,NA,161,102,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,90,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-436361713-stock-audifonos-original-xiaomi-redmi-airdots-entrega-rapida-_JM,62,23,5,0,0,#436361713,Xiaomi,Wearables Bluetooh,Redmi Airdots,Headset
7, Mini AirPods I9s Tws Audifonos Bluetooth 5.0 Ultima Version ,75,NA,27,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-435244365-mini-airpods-i9s-tws-audifonos-bluetooth-50-ultima-version-_JM,1,0,0,0,0,#435244365,NA,NA,NA,NA
8, Samsung Galaxy Buds 2019 Audifonos Inalambricos En Stock!! ,539,NA,68,31,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,5,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-436048863-samsung-galaxy-buds-2019-audifonos-inalambricos-en-stock-_JM,5,0,0,0,0,#436048863,Samsung,Galaxy,Buds,In-ear
9, Audifonos Deportivos Bluetooth 4.2 Inalámbricos Radio Sd ,49,NA,620,380,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.4,9,http://perfil.mercadolibre.com.pe/GRUPONATIC.PE,https://articulo.mercadolibre.com.pe/MPE-418636835-audifonos-deportivos-bluetooth-42-inalambricos-radio-sd-_JM,5,3,1,0,0,#418636835,st3,NA,NA,NA
10, Audifonos I7s Plus Bluetooth 5.0 Inalambricos Apple Android ,44,NA,313,287,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.5,2,http://perfil.mercadolibre.com.pe/HUMA7820320,https://articulo.mercadolibre.com.pe/MPE-433034458-audifonos-i7s-plus-bluetooth-50-inalambricos-apple-android-_JM,0,1,1,0,0,#433034458,i7s Plus,NA,NA,NA
11, Motorola Audifonos Bluetooth Pulse Escape Super Combo Pack ,149,NA,122,30,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,18,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-433512029-motorola-audifonos-bluetooth-pulse-escape-super-combo-pack-_JM,15,3,0,0,0,#433512029,Motorola,NA,Pulse Escape,Over-ear
12, Skullcandy Audifonos Bluetooth Method Sport Supreme Sound ,199,NA,32,30,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,4,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434305464-skullcandy-audifonos-bluetooth-method-sport-supreme-sound-_JM,3,1,0,0,0,#434305464,Skullcandy,NA,Method,NA
13," Audifono Redmi Xiaomi Airdots Originales! En Stock,tienda ",83,NA,58,93,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,90,http://perfil.mercadolibre.com.pe/TITECHNOLOGYIMPORT,https://articulo.mercadolibre.com.pe/MPE-436723758-audifono-redmi-xiaomi-airdots-originales-en-stocktienda-_JM,62,23,5,0,0,#436723758,Xiaomi,NA,AIRDOTS REDMI,NA
14, Auriculares Bluetooth Hoco Es20 Con Control Táctil ,260,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LUCIANATZ,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=eWGv8N4j78Xc5MHdpR1Uc2Fm11t4wH8S0GGOZrHtPQujj9zstwTxtDBdEn9TfncnYDnkGW83%2BC3k794tyE6jwLq7ejoyZwqo4fD4BVLuNVDbvgkj3jmcIjguaxy3giJ%2FGiZLoNn5RaFUthyj3qudm%2FhhNbgON2llKBROI%2F2tMOqc4vcoDfnBmdtM8KRbNlrTL8GYyKgRjSD%2BYL1BuaZO%2B1yT1NYzDh4BDp40yN8va8T8T89GcflEstgB%2Bf2Z%2BdpLIS%2FA2agFSUqVY2GqRX1laf54KQ2fEHCI7nFtXsn9AYce8BZV6d%2BKpf7cM1mupATUJmzIkN9FLqk6qN%2Bc818eTJ5%2F2X0bP2oy%2BtLnjbaxHHM5Yn3boMwpvxFAwU2Xac4Sj0JOv7rut9hWghyoRfGfOXs41X%2BwvVs%2FEtgB%2BPURuwBzl543IbJegQqXV%2F%2BBoewnB1jkEAw6g53cx%2FcK2A%2FLvR%2Fd%2Bls8NJDraTHjB5vb461uZlRB8LXkfRAFG5sR09%2BdzNkab1c8mvAoYsFe%2FPdMCUh0ZfkKqtONKfWbIjD2yulUHTo8QH9o%2BuQRrlY6gBspQMkkuaD9f3tlljYSU%2FO%2FsZYGDHeob0F83QGN6nD%2Bdiasf3uup3dmUuZ1%2FpDQn54XpifAgg7oX2cDBXVsT%2F%2FKZRaTrwNJgLo5CadxNBmqHPpTU6gNDOLJoH53KJCivIuJJL4%2Bt6Dpzmm7O2uQQg497nifCJ1AhHQ%2BoNYioqqD3RU1LNMX8B11YYOC9soQZj5zOKq4nz%2BDkt%2BVaeHFuUHyroVaxMqjrtCbgg9YWoW7sQ00T4rrDEVrUvqxZP0eKiu7D6A2oNN37D4nCYHlX2YpeDJViIBkGXNajW8E5YX7uCMxIxO2C%2BHRjwwB20vvZgBTTAmO9wK4PuUQDUR4%2Ba%2FP18nBQN7wzOH81W550GKlyIIr%2BHlj0reCze7%2BPjyFQ1Gat%2ButF7JBC5nVbyyr3%2F7SHDNNhokoESRdT58ZpQ8lqq%2BT2%2B1LbjEdO0zMIoDtEpw6hLWKt%2FLeXYo%2FoGLwdt4dk%2FLpMrRHxpVp3mhI1rSbYxwIvlE3aU%2BJoJG96ZSc6EQ1cJs%2Bw%2FKqDOFJF3uWs3EuL%2BKqqJwuhxYe8aA%2B2UGxzt85hqaNtQ5zT%2BEi8a4rIdKDtQ1HL9OA6Zg8ercrNn4mm9qiw8g00YjewQYRux%2BnuCb8ZEsSr9tJR2YxhEw6FX4ARbkUC%2BlMxgh75gHt%2BJBl5W4p5wV46MzOsjvR0trUA4b6vPosFsJBlnd2e7Tc4YQA9ixuSotVzDUpX3yL62TDZrHA4ukxKaNxeirJgRrwngugkJ41u3sYJ5EObD558Gs3a4nGRcmGPsW799BCAXfhcXWMr%2FWyqu7rBvE0HRLSaPgnu2sKRDVdVNfBwD%2B1vYLLj2pddSuFDtl64mJxyb28nXonBRmToNWnYfAmVDkrKphxqqTDTiVs5vlgH41YMPWG7KHuRNCLUTfl0iAoOy92x79o1N9GAlYgyPLQT7t3b6aIB2C7GlAc4TtqY9NaTQ7YajcOQ0FkV9fnt%2F2SKRWijiOPgJ%2BdtKDb8PJHo72J0CWgn%2FXK2nBGH4eGZRX0uA%3D%3D,NA,NA,NA,NA,NA,#437431728,NA,NA,NA,NA
15, Audífonos I7s Tws Bluetooth Tipo AirPods Blanco Y Negro ,34,NA,43,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,2,http://perfil.mercadolibre.com.pe/LIZANDROAN,https://articulo.mercadolibre.com.pe/MPE-432449528-audifonos-i7s-tws-bluetooth-tipo-airpods-blanco-y-negro-_JM,0,2,0,0,0,#432449528,NA,NA,NA,NA
16, Audifonos Xiaomi Mi Sports Youth Edition 2019 ,79,NA,42,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-436221893-audifonos-xiaomi-mi-sports-youth-edition-2019-_JM,0,1,0,0,0,#436221893,Xiaomi,Mi,NA,NA
17, Audifonos Hands Free Sports Bluetooth V4.1 Con Micro ,60,NA,610,299,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,52,http://perfil.mercadolibre.com.pe/MKURON0,https://articulo.mercadolibre.com.pe/MPE-421391955-audifonos-hands-free-sports-bluetooth-v41-con-micro-_JM,41,9,2,0,0,#421391955,NA,NA,NA,NA
18, Audifonos Bluetooth AirPods I12 Tws ,96,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CTPPERU,https://click1.mercadolibre.com.pe/mclics/clicks/external/MPE/count?a=qS3MtC0A700x54t9Tvf5ClSYU%2Bd6WbW5G%2B3yh3jaQgiyKW8f3trpxPr6HGm7Dhlmyti%2FQNeSqgo7KQvOrhIofiEedhedOhZ3zBqCI7kPr%2FS2%2B6p9dx5ggnLpx3Tef3dxCp3ADevcURk0By%2FEFgJi3Aah5Egj%2FcBqnYj6py7vy67URAuOgC%2Bzlpu3sR6m3JjW3IDEliUx8j%2FtE6XoeBowYmc9xSlXoSENbqgZ7s98dRm61lq1njCyr%2Fnj9OxqGKcriIOz6zKkGPSQn%2FItXSdBtVUG9sHjrybDtz49qjQdD6IFJqrFjkKVDPiHXpkAOAUsEvsUToa5fvoEguIycaFJhbbJgp64UXc0g6J7g3nMrYwGRbpM1Cgu81XPx8MX%2BLQhk8qrsBmRZgDg8ZspOGPMjADnXyuywQ5o5tVzLFmxo3UbUyJg6XOIYreuuuWYgF48Nb1lD1EGVDnjfFqzrLG8t%2F2L4%2FWQEZ%2F7C%2BDJ2nNHOr09Hm6SQguccgJJTyz9vC8%2FdmLACIaWpDUEl6veSFB6kTY0i8FChdjVlrHDVVhsXTJUF5ZM%2FUyndHEi6QRbvCp7PQV3ppQnw4e2tLH9litGnyuVexp3PusIsMAGdgb9GlgYydd403oL3XRXrJDhiPckNdJcgXzpmiS5sUb20b2X2lp2OF4rLPUUl3mbFMa5bzmf0WdmGADdM6tK5d1kszi2OD1QDglhN6xsLdmLrf20lJbMEscF5zyKt9izudzC7IIJBhlrzzBdMEKbJXIqxr7HGTK%2B3NVusIm3%2B6vVCWvdd8jxH%2FTuTrDPHs9DsFzYDhOdGtYz32EnRq%2FVOUAF7mzzTecJpAQETlQ1%2F7Fi5nlDGFPrpkj0WhdlwIvtVnru2%2BL89dL7j7O567jtkMRmbK4m9o1xYT%2FCc%2Bb42WdGO51iwG8GST%2BuY8VHu6N8Q9V4D9Qrf6aS0AfRKv3tPk2ObOM9%2FRgfD08kmBG7o9NeTt3IE362WKV8s9vo5hvqSCcu%2BJX4JBXi2UNWuJ7UAKX6MnuHUAjXkyonJaZUuYOw7onb4EF%2F8IWRwDFmfthF1qAUNOQd1fOhed1jbfFam5RbvsOE1PKk00tqFXPhFn8y%2BqWU8DtIikXNYHYYAfTodq1%2Ba2FPC3oaiKtjpBlzM0r3L0dguvyBBg9xLFk0wI6%2Bsuen2L7xXvARaNEpTuvsxKeUtSguslurY2%2Fm5PT%2FB4JsXVkjxBjvQVA9nVJJRAXjqulTBfZVFXegMwpAzEsEJHQEiXdz5GblZxWQgg84o4FOiUaN1dsLzHRt66iO1veKthswyYtDp9SNvrIRCizlaceyT8vrYZPePEnsx1KMAh51FFmpiLe%2FTII04Q074crwTbTmW83ozvB25CjMFOJNcc1debL3dIrT7QVEbx0khWk0mkCB0cmET1AvaiEIgLA1MHbBBG%2FHCnY1LGCN1%2Bj%2BLfByjNt13xNBSY2D40BAdUU0XA5%2FXNdgvPHBtuRQ2gmdiGZrq3F8yi8eqGw%2F0irmyOaL1Tdw7LlPX93x0RSWV7c74XL04WqcuR1XjVbFo6S2kBMF3pcVnRoh05mM6xLvm5lGWw%3D%3D,NA,NA,NA,NA,NA,#437623040,NA,NA,NA,NA
19, Audifonos Motorola Bluetooth Pulse Escape Plus Camuflado ,149,NA,33,29,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,13,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-433197597-audifonos-motorola-bluetooth-pulse-escape-plus-camuflado-_JM,9,4,0,0,0,#433197597,Motorola,NA,Pulse Escape+,Over-ear
20, Jbl Audifonos Bluetooth Pure Bass T450 Wireless Harman ,159,NA,32,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434659465-jbl-audifonos-bluetooth-pure-bass-t450-wireless-harman-_JM,2,0,0,0,0,#434659465,JBL,NA,T450,NA
21, Audifonos Bluetooth AirPods I12 Tws ,105,NA,13,38,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RODRI+STORE01,https://articulo.mercadolibre.com.pe/MPE-435892665-audifonos-bluetooth-airpods-i12-tws-_JM,NA,NA,NA,NA,NA,#435892665,NA,NA,NA,NA
22, Apple AirPods 2 Originales Sellados Garantizados Oferta!! ,738,NA,17,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,40,http://perfil.mercadolibre.com.pe/IPLUS_STORE,https://articulo.mercadolibre.com.pe/MPE-434385525-apple-airpods-2-originales-sellados-garantizados-oferta-_JM,38,2,0,0,0,#434385525,Apple,Auriculares Inalambricos,A2032 A2031 A1602,Handfree
23, Audifonos Xiaomi Mi Sports Bluetooth Inalambricos ,99,NA,53,31,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,3,http://perfil.mercadolibre.com.pe/FRANKSMAZA,https://articulo.mercadolibre.com.pe/MPE-432908688-audifonos-xiaomi-mi-sports-bluetooth-inalambricos-_JM,1,2,0,0,0,#432908688,Xiaomi,NA,NA,NA
24, Audífono Bluetooth Huawei Honor Sport Am61 ,119,NA,24,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,5,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-435912269-audifono-bluetooth-huawei-honor-sport-am61-_JM,4,0,1,0,0,#435912269,Huawei,Honor Series,Xsport,In-ear
25, Audifonos Bluetooth Inalambrico I7s Tws Itelsistem ,39,NA,26,74,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,2,http://perfil.mercadolibre.com.pe/ITELSISTEMSAC,https://articulo.mercadolibre.com.pe/MPE-435912653-audifonos-bluetooth-inalambrico-i7s-tws-itelsistem-_JM,1,1,0,0,0,#435912653,NA,NA,NA,NA
26, Audifonos Bluetooth I7s Tws Cargador Portatil Apple Android ,35,39,760,39,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,11,http://perfil.mercadolibre.com.pe/BRUNOESPINOZAFALCN,https://articulo.mercadolibre.com.pe/MPE-432083624-audifonos-bluetooth-i7s-tws-cargador-portatil-apple-android-_JM,7,2,1,0,1,#432083624,Apple,TWS,i9S,In-ear
27, Audifono Blitzwolf Inalambrico Blutooth Ipx6 Tactil AirPods ,229,NA,11,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AVY-BELLA,https://articulo.mercadolibre.com.pe/MPE-436210221-audifono-blitzwolf-inalambrico-blutooth-ipx6-tactil-airpods-_JM,NA,NA,NA,NA,NA,#436210221,BlitzWolf,NA,NA,NA
28, Audifonos Skullcandy Ink'd Wireless Supreme Sound Bluetooth ,139,NA,38,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434095418-audifonos-skullcandy-inkd-wireless-supreme-sound-bluetooth-_JM,2,0,0,0,0,#434095418,Skullcandy,NA,INK'D Wireless,NA
29, Audífono Bluetooth Twins True Wireless Stereo + Base K2 ,79,NA,53,47,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITAL-PERU,https://articulo.mercadolibre.com.pe/MPE-431013752-audifono-bluetooth-twins-true-wireless-stereo-base-k2-_JM,NA,NA,NA,NA,NA,#431013752,NA,NA,NA,NA
30, Huawei Audifonos Bluetooth Sport Lite Am61 Wireless Original ,149,NA,6,14,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434303187-huawei-audifonos-bluetooth-sport-lite-am61-wireless-original-_JM,NA,NA,NA,NA,NA,#434303187,Huawei,NA,Am61,NA
31, Samsung Audifonos Level U Bluetooth Wireless S6 S7 S7 Edge ,149,NA,15,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-432200186-samsung-audifonos-level-u-bluetooth-wireless-s6-s7-s7-edge-_JM,NA,NA,NA,NA,NA,#432200186,Samsung,Level,NA,NA
32, Audifono Bluetooth X18 Inalámbrico V5.0 Para Android iPhone ,119,NA,18,89,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUMA7820320,https://articulo.mercadolibre.com.pe/MPE-434514647-audifono-bluetooth-x18-inalambrico-v50-para-android-iphone-_JM,NA,NA,NA,NA,NA,#434514647,NA,NA,NA,NA
33, Audifonos Bluetooth I7 Tws iPhone Android ,35,NA,17,85,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3,2,http://perfil.mercadolibre.com.pe/AGKE6470835,https://articulo.mercadolibre.com.pe/MPE-435089395-audifonos-bluetooth-i7-tws-iphone-android-_JM,0,0,2,0,0,#435089395,NA,NA,NA,NA
34, Audifonos Motorola Pulse Escape Plus Bluetooth 20 Horas ,149,NA,14,26,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,13,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435131028-audifonos-motorola-pulse-escape-plus-bluetooth-20-horas-_JM,9,4,0,0,0,#435131028,Motorola,NA,Pulse Escape+,Over-ear
35, Audifonos Skullcandy Hesh 3 Bluetooth Premium Sound Edition ,329,NA,11,22,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-433197679-audifonos-skullcandy-hesh-3-bluetooth-premium-sound-edition-_JM,0,1,0,0,0,#433197679,Skullcandy Hesh 3,NA,NA,NA
36, Audifonos Samsung U Flex Edition Bluetooth Wireless S9 S10 ,189,NA,10,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436410727-audifonos-samsung-u-flex-edition-bluetooth-wireless-s9-s10-_JM,1,0,0,0,0,#436410727,Samsung,NA,U Flex,Neckband
37, Meizu Audifonos Ep51 Sport Bluetooth Alta Calidad Original ,114,NA,9,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/MIALIENSTORE,https://articulo.mercadolibre.com.pe/MPE-429704651-meizu-audifonos-ep51-sport-bluetooth-alta-calidad-original-_JM,1,0,0,0,0,#429704651,Meizu,NA,EP51,NA
38, Audifonos Bluetooth I7s Tws Cargador Portátil Apple Android ,31,NA,78,22,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,4,http://perfil.mercadolibre.com.pe/VRB+EIRL,https://articulo.mercadolibre.com.pe/MPE-433144734-audifonos-bluetooth-i7s-tws-cargador-portatil-apple-android-_JM,3,0,0,0,1,#433144734,Apple,NA,NA,NA
39, Sony Wh-1000xm3 Audifonos Bluetooth Stock Tda Miraflores ,1598,NA,8,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITALPERU,https://articulo.mercadolibre.com.pe/MPE-434735551-sony-wh-1000xm3-audifonos-bluetooth-stock-tda-miraflores-_JM,NA,NA,NA,NA,NA,#434735551,NA,NA,NA,NA
40, Audífonos Mini I9s Bluetooth 5.0 AirPods P/ Apple Y Android ,79,NA,29,21,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.3,3,http://perfil.mercadolibre.com.pe/RODRI+STORE01,https://articulo.mercadolibre.com.pe/MPE-434251817-audifonos-mini-i9s-bluetooth-50-airpods-p-apple-y-android-_JM,0,1,2,0,0,#434251817,NA,NA,NA,NA
41, Audifonos Smoke Wireless Rasta Ultimate Sound Bluetooth ,89,NA,13,22,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,2,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435408723-audifonos-smoke-wireless-rasta-ultimate-sound-bluetooth-_JM,1,1,0,0,0,#435408723,Skullcandy,NA,NA,NA
42, Samsung Audifonos Handsfree Bluetooth Musica Mg900 Original ,109,NA,14,36,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-436527045-samsung-audifonos-handsfree-bluetooth-musica-mg900-original-_JM,1,0,0,0,0,#436527045,Samsung,NA,MG900,NA
43, Audífonos Inalambricos Bluetooth X3t Originales ,115,NA,69,22,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EZ+TECH,https://articulo.mercadolibre.com.pe/MPE-429896419-audifonos-inalambricos-bluetooth-x3t-originales-_JM,NA,NA,NA,NA,NA,#429896419,NA,NA,NA,NA
44, Audifonos Bluetooh Ink'd Wireless + Lentes Skullcandy Unisex ,159,NA,13,37,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,2,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-434095009-audifonos-bluetooh-inkd-wireless-lentes-skullcandy-unisex-_JM,1,1,0,0,0,#434095009,Skullcandy,NA,INK'D,NA
45, Audifono Bluetooth V10 Manos Libres 5.0 Con 12 Hrs Continuo ,90,NA,19,81,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TITECHNOLOGYIMPORT,https://articulo.mercadolibre.com.pe/MPE-435701012-audifono-bluetooth-v10-manos-libres-50-con-12-hrs-continuo-_JM,NA,NA,NA,NA,NA,#435701012,NA,NA,V9,NA
46, Nuevos Audífonos Inalambricos Bluetooth X4t Originales ,169,NA,8,22,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EZ+TECH,https://articulo.mercadolibre.com.pe/MPE-435057077-nuevos-audifonos-inalambricos-bluetooth-x4t-originales-_JM,NA,NA,NA,NA,NA,#435057077,NA,NA,NA,NA
47, Audífonos Bluetooth 5.0 Qcy Qs2 Tws/deporti/mejor Que Xiaomi ,99,NA,10,14,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MONTEZAMOVIL,https://articulo.mercadolibre.com.pe/MPE-436749040-audifonos-bluetooth-50-qcy-qs2-twsdeportimejor-que-xiaomi-_JM,NA,NA,NA,NA,NA,#436749040,QCY,Q,Q-S2,In-ear
48," Audífonos I7s Bluetooth, Para Uso Individual Tipo Airpod ",19,NA,39,61,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.5,4,http://perfil.mercadolibre.com.pe/BONOTECH.PE,https://articulo.mercadolibre.com.pe/MPE-434286693-audifonos-i7s-bluetooth-para-uso-individual-tipo-airpod-_JM,2,0,1,0,1,#434286693,NA,NA,NA,NA
49, Audífonos Sport Bluetooth B16 Con Micrófono Baseus ,105,NA,5,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-426933270-audifonos-sport-bluetooth-b16-con-microfono-baseus-_JM,NA,NA,NA,NA,NA,#426933270,NA,NA,NA,NA
50, Audifonos Xioami Redmi Airdots Bluetooth Sellados En Stock ,88,NA,28,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.6,90,http://perfil.mercadolibre.com.pe/PEDROAE24,https://articulo.mercadolibre.com.pe/MPE-436660204-audifonos-xioami-redmi-airdots-bluetooth-sellados-en-stock-_JM,62,23,5,0,0,#436660204,Xiaomi,Mi,AirDots,In-ear
51, Audifonos Jbl Bluetooth Free Wireless Deportivos Ipx5 ,549,NA,5,15,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FULL+NOVEDADES-,https://articulo.mercadolibre.com.pe/MPE-435223179-audifonos-jbl-bluetooth-free-wireless-deportivos-ipx5-_JM,NA,NA,NA,NA,NA,#435223179,JBL,NA,T110,NA
52, Repuesto De Sujetador De Audífono Bluetooth Handsfree ,4,NA,154,846,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3.4,9,http://perfil.mercadolibre.com.pe/GRUPONATIC.PE,https://articulo.mercadolibre.com.pe/MPE-425332744-repuesto-de-sujetador-de-audifono-bluetooth-handsfree-_JM,4,0,3,0,2,#425332744,NA,NA,NA,NA
53," Audifono Bluetooth Handsfree 8 Horas, Original, Envio Gratis ",75,NA,40,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/SOLUMATICA+IMPORT,https://articulo.mercadolibre.com.pe/MPE-432140061-audifono-bluetooth-handsfree-8-horas-original-envio-gratis-_JM,1,0,0,0,0,#432140061,NA,NA,NA,NA
