search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Linha,Modelo,Formato,Modelo alfanumérico
436, Fone Jbl E25 Bt Bluetooth Preto Original Garantia E Nota ,135,NA,48,8,12x,12.90,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,120,https://perfil.mercadolivre.com.br/IMPORTSWELL,https://produto.mercadolivre.com.br/MLB-1146085422-fone-de-ouvido-bluetooth-a-prova-dagua-wavefun-x-buds-ipx7-_JM,108,9,3,0,0,#1146085422,Samsung,NA,Wavefun X-buds Ipx7,Headset,NA
437, Fone De Ouvido Airpod Bluetooth I7s Tws iPhone Android ,178,NA,62,23,12x,14.83,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,218,https://perfil.mercadolivre.com.br/CITRON+INSTRUMENTOSMUSICAIS,https://produto.mercadolivre.com.br/MLB-1119706435-fone-jbl-e25-bt-bluetooth-preto-original-garantia-e-nota-_JM,173,40,12,4,6,#1119706435,JBL,E-Series,E25BT,Ear-Buds,NA
438, 2 Fones De Ouvido Altomex A-839 Bluetooth Fm Microsd P2 ,119,NA,1,3,12x,9.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA_RADOME,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=d24yoJ9ysekxH7kovTDpfeMar08CBC3VzZFii6ikm9bXk4uh1VbaveUV9zDsCPhyJW0JB1Qu%2BNvxC5oL5fy8abcp3iBuvdKkyxXqNOA0xA4aR74L7aChTABNlJhbbrYBll7cxO9BhEGxKs0cdU%2FHjNQUc1DTSjEqW28cX13cBjMifUB1kTj0dTLTbEw6MNHBxc%2FwpXdneDpfQUUEdom7IK9nu0vUx5iIZd7Q%2BfhxZgEz1x57y4Zwkui0z61rexkFfFx0q%2F43Nskw91CSG%2B1uaTtZdebYq%2FveecZGsgFtq%2For2j4LgEH2u20K0wYXSTKxwPdan8VawJp0KFuEm50TXbGsZZ5Y0yf74gWOLkYvNRxejo5HgXdRTZsvjkvy6RZ7fWREH0O6sG2EQ3Tg18LD6XY1wDE4JV2b3Cfo7r28%2B2L10rgSHOxxods2D9RgFzWrccBX7kp8drbQm0GDwJFm2mBEflIVa9mxL9AkCBFn%2FTWR97CU1e5IR3TezqWMcVQII08sUBZ8CBVHXKEzNmCNQDeBGaWxtpdHYp%2BX9oB%2FNlCTaLpHR6ffPCD5voGXBHxlJOn1l8eMXhxQ995K4aokW7jDt0PgVrDHALNrKFDF6W4NQRd4Vs7bBxbM5KlY2kauGQ3P5zTAKa5Ec12tLKd0yaCZ1%2F4RYf0XgXt5tpDOXtzIIJubod%2Bjbx0IOrSzLUuaJTEKLHRbf98MwqpQhr0VuYnehXEaKF%2B551SQNHacel2ymDzkixWfE0hlXTrPmySTfLOAtfqD9WMzkacjRb2aGy3qJtAykdFTpDGq98xNAWkKhzcj%2Bnih6LpJ7SWkzs3pAP3F2VEQ7mWLtt4OguQLLDKv1iF5s2Sm%2FSPCZ9HjSf%2Ff67IdCC8BVnjoBylhyREvhZ5T8Bu2BAAd%2BxrG5CFn0sHzNQa9M1o0BrjURU3qXtrlNbhQkYvURdyFUiDALZxX3onkpERIjI%2FvolZwqj%2Bh0ceM8aHBUMZgmAWb5xzORX%2B9xaD%2F8HxRpLJF7gZN1rPZ7XK9cb%2FEYE8HlVzVA0cLVlCCJEDPJY8XvBtdZcF4QRis705rwW16%2BikSWt4yEGzgFgQvlvtxzigdtNoFPesJA7Ahg6Bl2s4ip8oj%2FKZqCTRDtTgnDUIgHGlx1%2FMfP4j1fQcL2o8CN4baRA%2B0cfbcwB5EAx3FPDLylbSSHPAF0jEIilO%2BWt6qDIaEzWgAy391pSdyNOvqdaVFruLRGPe1YWouqOfBNL6FZVl8mRqjo7ObngJQANmblgMiYln0J4yPZFApgWgcJuMqT1fG66yMUgAUtYppEP%2Fafk%2BUihqQKqhCcAMJhfVZUzDhCcBMlYFJVh4umPOTxqBX4rZkgAnHvry%2FuEgCF%2FEKH0OIejg2PPjXgcYWUzvA1T5Z4wDjfyAwdtViMlBl5T04D8uQkCVKHZWkxP6EGwd8CeHLd%2FBESKdQ%2BwFycx6bCVyZwVrwctAme2epUZiGOz5GD%2FpzN9XaLFcFUUbh%2FYlAdzuQ8v26XV4DBkP1vIBlV%2BPui3C8qVx2aKwGT2pgbrMG587%2BjgAK5GyijMXBMinaM1UsWdnpXXWE3u5bSRSKXPDxuvNa4%2FxmLOi0dj6%2F3pY7ZkcZVUfQ0lJ23gGnYFEzux%2Bw7trHlHqteTCVBZO1ZLo88OhESWjOGxxcUCmgrlY%2BRyoGgnTEpAPHvse8xUoWKPJO2Zu%2FESiF93szKOFO4GSJHMCOAecnlgNayvQ%3D,NA,NA,NA,NA,NA,#1217010064,Altomex,HEADPHONE,A992,Over-ear,A-992
439, Fone De Ouvido Wireless Sports Kd-907 Kaidi Original Com Nf ,28,NA,24,9975,5x,5.76,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1141784651-fone-de-ouvido-airpod-bluetooth-i7s-tws-iphone-android-_JM,NA,NA,NA,NA,NA,#1141784651,I7s Tws,NA,NA,NA,NA
440, Fone Headphone Orelha De Gatinho Exbom Com Led Bluetooth ,69,NA,56,6,12x,6.69,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/LIBERTAD.COM.BR,https://produto.mercadolivre.com.br/MLB-1121916343-fone-de-ouvido-wireless-sports-kd-907-kaidi-original-com-nf-_JM,1,0,0,0,0,#1121916343,Kaidi,NA,KD-907,Clip-ear,NA
441, Fone De Ouvido Bluetooth Igual Jbl Jb950 Super Bass Fm Mp3 ,61,NA,57,443,12x,5.92,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/ZHANGFENG+2018,https://produto.mercadolivre.com.br/MLB-1210848540-fone-headphone-orelha-de-gatinho-exbom-com-led-bluetooth-_JM,2,1,0,0,0,#1210848540,Exbom,HF-270BT,HF-C240BT,Over-ear,HF-C240BT
442, Fone De Ouvido Altomex A-992 Bluetooth Microsd Rádio ,99,NA,25,27,12x,9.46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2386,https://perfil.mercadolivre.com.br/ARMAZEMDOEPI,https://produto.mercadolivre.com.br/MLB-1226563120-fone-de-ouvido-bluetooth-igual-jbl-jb950-super-bass-fm-mp3-_JM,1718,402,147,50,69,#1226563120,Universal,BLUETOOTH,P JB950,Over-ear,PS950
443, Fone De Ouvido Bluetooth Sem Fio Sport Magnético Jbl ,44,NA,45,55,6x,7.48,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/LOJA-SHOP123,https://produto.mercadolivre.com.br/MLB-1220235088-fone-de-ouvido-bluetooth-sem-fio-sport-magnetico-jbl-_JM,1,0,0,0,0,#1220235088,Universal,Sport,Sport,Sport Magnético,NA
444, Fone De Ouvido Jbl Duet Bt Headphone Preto - Jblduetbtblk ,29,NA,26,35,5x,6.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MVSPORTS013,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=LbmsOoyLZbuxIuDAuy50q7Fk0BePr3SXa2Gx8hEUQ6jH%2F2atXS6Kz7ur4RzXT3FUCmQ1pC6sjOxz%2Bhsm86iCuTpGmspuKRyi9Kglrbd%2BRTH%2B2BA7eZ3NrKnzNqatckMUIZtUpaBzmI%2FRIVC2Ncvx15I0KT68%2FALJRMtbbzGSXY4Tj04cP2XppFH35hu0dlvAlZpfJNO0cgCW6dg3UPAyj0oQY%2FN7IKYSOosKbsCU5%2BLoK45J8fxesmtq2ivajhjinZJoakeN2r7RlZLF2QprRVxMKvo1bQj2f%2ByASaZs9Rgd3DuWvDpceoT%2BuZzQ8cTdGsA9NLkvB5CFBvn%2Fh0MmzQFftNlFkIwf7H%2B7kti%2BEWYDiejFa8nfkvUnbeG7Z9QpI95Rrr%2BYPEo5aLOe1SVGG23BMApDe%2FsaVdeIsAQ9lUim1hmfmGm2co9MZDN2KHPQ%2F%2FkYdX%2BV%2Fhxjqyu9yQOAKuNdyhHAfSM5aHECJvLreySVoFM97%2BsgEGrxKWEHvegPxqS6ZpjXkjqUTZGYAFF7F1knAZaqrr2FXPcxNXb2L5yx%2BKKg3l9vh2Radynz3EYIkXCoBAs4hLRQ1fGRNgQ9GIoZTVywmGLE1zj4h0D4ch3u8FGYviuEgafwTK8YtPhkFos0VfcbO7GvcF1%2FbQxutM%2B5cFmjf5AqauTST0rBsji2oVF6%2F2YnA8is2javdIwW7kd0IGdk9BDuQN6y6nyJwS3wHQaQR3uOGp5DUn90Qa749KjinZ5DgyXhVkjyE2ZFRAtmtnArmwrkTFZZFjzRWHzHRRBaW8Hdn9UWkP6BelFRHBQ3z4bdTj2joCaFaDSGQkJDak44zCY9OGvx4QLAGKCfWsuP8RzZoZJ9Ts2WSN6EWElzcJ1gXMSVsx8yxvF3VubzH7k4Griad8QwQ%2FBwH4xwokUWXK9rzzQ4hZ8Jdt%2FlM2mgasxwCo8QJMlZ2Bnxb87HSA7PT0zeicqexQlfTgVClhyI4sceM13bgRjA7RJ1lFhgPKhEdxAImIiLXiEpd1JxIvtDibcum6xDDDMwh3eMO6v%2BRkJL9nWateGpcQ68%2B4hZZW5Wwui6yG%2FAZK1%2Fin31nlGaA2rB0A0teCx95VNOfmUiGjK0ErIrvMlRHlqti6hmvStkzORRQM1LoxqE6VPMkXLnOgk9NmDekpfLfWe%2BEMgPGDH8dyQnBbC%2FbhqZtClY%2BXS8LXSV6N1NherOAQgiDI3AstBjFnQAW8LRgykmiafPpBEGa8ZUkD6Kc5fkGDSos%2Fdg3ca7518lHWHtC%2FyenI2pYX%2BnzhRAnhSRHG4emtZ9N0LfawTPoC6mceyHRZsJXSDEl17pYB%2FXnTFQrVgWqq5HjbwMdYLyl5s8PpOKoL4ay5IE3LtEi%2Fu5b9dfpjrP8rDaSupI9XN%2Bn%2Fz6MlTi88HGe8Njj9HL9PbgRjEw8aM2AacVbH0THeMirdA8f9%2BTPxjwP7ZeW9%2F8AQ8OMEyL6wOvlw3kE0gDsOGGJukz1woqNly3OLBd%2BE%2FW1UEjkjVok5KIjpMJ1JPtM3LYWFlqIqqjPuE5bCeUJrSbCwQtvC825nRHtLM5paP0%2Fp529PdqrU3UwTZ0g0GEMKKjxqwP8%2B%2BDanIwP6RurLrh5yeVyjhaEcirUCetD3egOB6OhsMlFfsAXU3PSjc1B%2BHKgCf7VOFglsdFemcV%2BsQvc5z9yus0i6cc%2FiRiyYjvZqw7Nc3EP9T0N8%2BZu%2F7e%2BWeHydZK9oVwl4lu1A%3D%3D,NA,NA,NA,NA,NA,#1285986875,TWS,i7S,i7S,In-ear,i7S
445, Fone Ouvido Bluetooth Sport 4.2 Stereo Jwcom Fo- C33 20 Hora ,283,372,178,728,12x,27.09,NA,Envio para todo o país,NA,NA,4.9,60,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-938962539-fone-de-ouvido-jbl-duet-bt-headphone-preto-jblduetbtblk-_JM,52,8,0,0,0,#938962539,JBL,NA,JBLDUETBTBLK,Over-ear,NA
446, Lançamento Novo Fone Xiaomi Mi Airdots Pro - Pronta Entrega ,69,NA,41,38,12x,5.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,4,https://perfil.mercadolivre.com.br/PRESIMPORT01,https://produto.mercadolivre.com.br/MLB-1181594158-fone-ouvido-bluetooth-sport-42-stereo-jwcom-fo-c33-20-hora-_JM,3,0,1,0,0,#1181594158,JWCOM,bluetooth sport,FO - C33,In-ear,FO - C33
447," 10 Fone De Ouvido Bluetooth 4,1 Mini Portátil Chamada Música ",415,NA,25,19,12x,34.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,555,https://perfil.mercadolivre.com.br/EMR.VARIEDADE-ONLINE,https://produto.mercadolivre.com.br/MLB-1228763461-lancamento-novo-fone-xiaomi-mi-airdots-pro-pronta-entrega-_JM,456,70,18,2,9,#1228763461,Xiaomi,Air,Pro,Ear-Buds,TWSEJ01JY
448, Mini Fone De Ouvido Bluetooth 503-tf Academia Esporte Bt ,144,NA,120,955,12x,13.81,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/WOLF+TECH,https://produto.mercadolivre.com.br/MLB-1023276285-10-fone-de-ouvido-bluetooth-41-mini-portatil-chamada-musica-_JM,1,0,0,0,0,#1023276285,Universal,NA,Wolf Tech,NA,NA
449, Fone De Ouvido Xiaomi Redmi Airdots Bluetooth Original ,37,NA,27,976,6x,6.28,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,3,https://perfil.mercadolivre.com.br/IDEAL+COMERCIO,https://produto.mercadolivre.com.br/MLB-1143747308-mini-fone-de-ouvido-bluetooth-503-tf-academia-esporte-bt-_JM,2,0,0,1,0,#1143747308,Wolf Tech,Bluetooth,503 TF,Head,3
450, Fone Ouvido Headset Bluetooth 4.1 Sem Fio Stereo Amw-810 ,120,NA,83,19,12x,10.01,NA,NA,NA,NA,5,4,https://perfil.mercadolivre.com.br/NEWGETTBR?brandId=2157,https://produto.mercadolivre.com.br/MLB-1237980564-fone-de-ouvido-xiaomi-redmi-airdots-bluetooth-original-_JM,4,0,0,0,0,#1237980564,Xiaomi,NA,Redmi AirDots,NA,NA
451, Fone De Ouvido I7 Bluetooth Sem Fio Case Base ,35,NA,38,2,6x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GOLDEN+ELETRONICOS.,https://produto.mercadolivre.com.br/MLB-1056471977-fone-ouvido-headset-bluetooth-41-sem-fio-stereo-amw-810-_JM,NA,NA,NA,NA,NA,#1056471977,Universal,Sports,AMW-810,In-ear,NA
452, Fone Ouvido Head-phone B-05 Sem Fio ,39,NA,27,5,6x,7.31,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/JC+SHOPLOJA,https://produto.mercadolivre.com.br/MLB-1230373869-fone-de-ouvido-i7-bluetooth-sem-fio-case-base-_JM,1,0,0,0,0,#1230373869,TWS,Intra-auricular,i7-MINI,Bluetooth,i7 TWS
453, Fone De Ouvido Bluetooth Wireless Sem Fio Recarregável E1 ,35,NA,103,49,6x,6.48,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,4,https://perfil.mercadolivre.com.br/FAST+TEK,https://produto.mercadolivre.com.br/MLB-1205638470-fone-ouvido-head-phone-b-05-sem-fio-_JM,2,2,0,0,0,#1205638470,X,B-05,B-05,Over-ear,NA
454, Xiaomi Redmi Airdots Fones De Ouvido Tws - Pronta Entrega ,78,NA,107,98,12x,6.58,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,357,https://perfil.mercadolivre.com.br/UNIVERSO.520.741.8,https://produto.mercadolivre.com.br/MLB-735015416-fone-de-ouvido-bluetooth-wireless-sem-fio-recarregavel-e1-_JM,215,62,42,15,23,#735015416,Universal,NA,Fone De Ouvido Zealot E1 Wireless Bluetooth,Clip-ear,NA
455, Headphone Bluetooth Edifier W800bt Hi-fi Stéreo 75hs Bateria ,179,NA,33,6,12x,17.19,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,555,https://perfil.mercadolivre.com.br/MOGU255246,https://produto.mercadolivre.com.br/MLB-1259024188-xiaomi-redmi-airdots-fones-de-ouvido-tws-pronta-entrega-_JM,456,70,18,2,9,#1259024188,Xiaomi,Mi,AirDots,In-ear,NA
456, Fone De Ouvido Sem Fio Bluetooth 5.0 Qcy Qs1 T1 Promoção ,248,NA,139,4,12x,20.74,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,1009,https://perfil.mercadolivre.com.br/STARCLICK+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1069888209-headphone-bluetooth-edifier-w800bt-hi-fi-stereo-75hs-bateria-_JM,846,128,29,3,3,#1069888209,Edifier,Fone Bluetooth,W800BT,Over-ear,W800BT Bluetooth
457, Fone De Ouvido Par AirPods I8 Tws iPhone 6 7 8 Ios Android ,119,NA,43,12,12x,11.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,284,https://perfil.mercadolivre.com.br/YE2350978,https://produto.mercadolivre.com.br/MLB-1268673578-fone-de-ouvido-sem-fio-bluetooth-50-qcy-qs1-t1-promoco-_JM,230,37,10,3,4,#1268673578,QCY XIAOMI,Fone Bluetooth Sem Fio,QS1 - NOVA VERSÃO,COMPACTO E ANATÔMICO,QCY QS1
458, Fone De Ouvido Motorola Pulse Escape Sh012 Bluetooth Preto ,169,NA,196,10,12x,16.24,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.5,6,https://perfil.mercadolivre.com.br/ORIONOFICIAL?brandId=1259,https://produto.mercadolivre.com.br/MLB-1032665099-fone-de-ouvido-par-airpods-i8-tws-iphone-6-7-8-ios-android-_JM,3,1,0,0,2,#1032665099,TWS,NA,Airpods i8,In-ear,NA
459, Fone De Ouvido Sem Fio Bluetooth I7s Tws Case Android Ios ,169,NA,75,61,12x,14.17,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,171,https://perfil.mercadolivre.com.br/VASQUES01,https://produto.mercadolivre.com.br/MLB-777224090-fone-de-ouvido-motorola-pulse-escape-sh012-bluetooth-preto-_JM,130,27,12,1,1,#777224090,Motorola,NA,Escape,Over-ear,SH012
460, Fone Ouvido Microfone Bluetooth Headset Moto Uber Capacete ,120,NA,37,463,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,3,https://perfil.mercadolivre.com.br/SHBO3220690,https://produto.mercadolivre.com.br/MLB-1112061978-fone-ouvido-microfone-bluetooth-headset-moto-uber-capacete-_JM,2,1,0,0,0,#1112061978,IMPORT,NA,HELMET BLUETOOTH HEADSET,"BLUETOOTH 4,0+EDR",NA
461, Fone De Ouvido Arco Sport Bluetooth Laranja Ph185 Multilaser ,76,NA,29,189,12x,6.35,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/E10COMERCIO?brandId=1582,https://produto.mercadolivre.com.br/MLB-999136675-fone-de-ouvido-arco-sport-bluetooth-laranja-ph185-multilaser-_JM,NA,NA,NA,NA,NA,#999136675,Multilaser,Arco Sport,PH185,Intra-auricular,PH185
462, Fone De Ouvidos Bluetooth Tws I7s ,55,NA,58,935,10x,5.54,NA,NA,NA,NA,3.8,4,https://perfil.mercadolivre.com.br/TOPDEALSBR?brandId=2069,https://produto.mercadolivre.com.br/MLB-1211913958-fone-de-ouvidos-bluetooth-tws-i7s-_JM,2,1,0,0,1,#1211913958,TWS,NA,I7S,NA,NA
463, Fone De Ouvido Bluetooth Sem Fio Twins Duplo Música Chamadas ,179,NA,4392,19,12x,14.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,9,https://perfil.mercadolivre.com.br/NATHCELLDIGITALL,https://produto.mercadolivre.com.br/MLB-921066132-fone-de-ouvido-bluetooth-sem-fio-twins-duplo-musica-chamadas-_JM,5,3,0,0,1,#921066132,Universal,Primeira,Marca correta é AWEI Modelo T3,Ear-Buds,Fone Bluetooth T3 5.0
464, Fone D Ouvido Bluetooth 503 Mp3 Micro Sd S/ Fio Wireless ,33,NA,681,9472,6x,6.20,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.1,14,https://perfil.mercadolivre.com.br/BEATRIZVENDASS,https://produto.mercadolivre.com.br/MLB-1049779205-fone-d-ouvido-bluetooth-503-mp3-micro-sd-s-fio-wireless-_JM,8,3,1,1,1,#1049779205,Importado,BT,Mini Bh503,In-ear,sim
465, Transmissor Receptor Bluetooth 4.1 Tv Para O Fone De Ouvido ,39,NA,188,48,6x,7.40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,8,https://perfil.mercadolivre.com.br/MYG-SHOP,https://produto.mercadolivre.com.br/MLB-1196885856-transmissor-receptor-bluetooth-41-tv-para-o-fone-de-ouvido-_JM,6,2,0,0,0,#1196885856,TX8,NA,Bluetooth,NA,NA
466, Mini Fone Ouvido Bluetooth Sem Fio Invisível Zealot Dourado ,53,NA,28,2,10x,5.40,NA,Envio para todo o país,NA,NA,2.7,3,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1123154028-mini-fone-ouvido-bluetooth-sem-fio-invisivel-zealot-dourado-_JM,1,0,0,1,1,#1123154028,Universal,NA,NA,NA,NA
467, Fone Ouvido Jbl Duet Bt Headphone Branco Dourado Jblduetbt ,291,NA,144,133,12x,24.32,NA,Envio para todo o país,NA,NA,4.7,148,https://perfil.mercadolivre.com.br/FASTSHOP+OFICIAL?brandId=942,https://produto.mercadolivre.com.br/MLB-903703642-fone-ouvido-jbl-duet-bt-headphone-branco-dourado-jblduetbt-_JM,123,15,4,3,3,#903703642,JBL,NA,JBLDUETBT,Over-ear,NA
468, Fone De Ouvido Sem Fio Bluetooth Universal Stereo Lc-100 ,39,NA,1255,14,6x,7.38,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.6,57,https://perfil.mercadolivre.com.br/DNR+PARTS,https://produto.mercadolivre.com.br/MLB-685469180-fone-de-ouvido-sem-fio-bluetooth-universal-stereo-lc-100-_JM,22,12,7,8,8,#685469180,Universal,Fone Bluetooth,LC-100,In-ear,4.1
469, Fone Ouvido Bluetooth Mpow Flame Ipx7 Bluetooth Multicores ,137,NA,55,9,12x,11.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LILYS+WORLD,https://produto.mercadolivre.com.br/MLB-1018466142-fone-ouvido-bluetooth-mpow-flame-ipx7-bluetooth-multicores-_JM,NA,NA,NA,NA,NA,#1018466142,Mpow,2019,Flame,In-ear,BH088
470, Fone Ouvido Headfone Nia X3 Bluetooth Wireless Fm Sem Fio ,65,NA,81,56,12x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/DAITE+COMERCIO,https://produto.mercadolivre.com.br/MLB-1130392572-fone-ouvido-headfone-nia-x3-bluetooth-wireless-fm-sem-fio-_JM,3,0,0,0,0,#1130392572,NIA,x3,X3,Over-ear,x3
471, Fone De Ouvido I9s Tws Sem Fio Com Bluetooth ,89,NA,34,32,12x,7.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/LUNA9087114,https://produto.mercadolivre.com.br/MLB-1232725280-fone-de-ouvido-i9s-tws-sem-fio-com-bluetooth-_JM,3,0,0,0,0,#1232725280,TWS,NA,i9s,NA,NA
472, Mpow Flame Mpow D7 Fone De Ouvido Bluetooth ,109,NA,431,63,12x,10.42,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,70,https://perfil.mercadolivre.com.br/SCECOMMERCE,https://produto.mercadolivre.com.br/MLB-1096056557-mpow-flame-mpow-d7-fone-de-ouvido-bluetooth-_JM,61,7,1,0,1,#1096056557,Mpow,Esporte,Flame,In-ear,NA
473, Fone Bluetooth Jbl Everest Elite 750nc Cancelamento De Ruído ,1117,NA,34,13,12x,93.15,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,17,https://perfil.mercadolivre.com.br/SULMART+BR,https://produto.mercadolivre.com.br/MLB-1036025822-fone-bluetooth-jbl-everest-elite-750nc-cancelamento-de-ruido-_JM,15,2,0,0,0,#1036025822,JBL,Everest Series,Everest Elite 750 NC,Over-ear,750NC
474, Fone De Ouvido Wireless Sem Fio Bluetooth Radio Fm Micro Sd ,54,NA,25,8,10x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,4,https://perfil.mercadolivre.com.br/GOLDEN+ELETRONICOS.,https://produto.mercadolivre.com.br/MLB-1177274262-fone-de-ouvido-wireless-sem-fio-bluetooth-radio-fm-micro-sd-_JM,3,1,0,0,0,#1177274262,exbom,HF,420BT,Headset,HF-420BT
475, Fone Ouvido Sem Fio Bluetooth Jwcom Universal Apple Samsung ,48,NA,120,9,6x,8.88,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,606,https://perfil.mercadolivre.com.br/ZHENYUAN,https://produto.mercadolivre.com.br/MLB-1065518688-fone-ouvido-sem-fio-bluetooth-jwcom-universal-apple-samsung-_JM,399,116,55,13,23,#1065518688,Universal,NA,BH668,Over-ear,FO-BH668
476, Fone Zst Pro Lacrado + Cabo Bluetooth Aptx 8hrs Original Kz ,197,NA,182,25,12x,16.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,998,https://perfil.mercadolivre.com.br/JHONATAM.MARTINS,https://produto.mercadolivre.com.br/MLB-1018797799-fone-zst-pro-lacrado-cabo-bluetooth-aptx-8hrs-original-kz-_JM,784,161,40,0,13,#1018797799,KZ,Zst,ZST PRO,Ear-Buds,Zst pro
477, Fone De Ouvido Bluetooth 4.1 Mini Portátil Chamada Música Bt ,16,NA,40,629,3x,6.02,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/MINHENRIQUE,https://produto.mercadolivre.com.br/MLB-1232742306-fone-de-ouvido-bluetooth-41-mini-portatil-chamada-musica-bt-_JM,1,0,0,0,0,#1232742306,Universal,Mini,Wolf Tech,In-ear,3
478, Fone De Ouvido Sports Xiaomi Bluetooth In-ear Youth Edition ,143,NA,28,11,12x,11.99,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,67,https://perfil.mercadolivre.com.br/GOH1SHOPTM,https://produto.mercadolivre.com.br/MLB-1231113614-fone-de-ouvido-sports-xiaomi-bluetooth-in-ear-youth-edition-_JM,51,13,2,0,1,#1231113614,Xiaomi,Youth Edition,Sports In-ear Youth Edition YDLYEJ03LM,Ear-Buds,YDLYEJ03LM
479, Fone Ouvido Sem Fio I12 Mini Earphone Com Base Carregador ,135,NA,53,48,12x,11.32,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,1,1,https://perfil.mercadolivre.com.br/EAESPORTS,https://produto.mercadolivre.com.br/MLB-1228587295-fone-ouvido-sem-fio-i12-mini-earphone-com-base-carregador-_JM,0,0,0,0,1,#1228587295,TWS,Wireless,I12,Ear-Buds,I12
480, Fone Ouvido Airpod Bluetooth I7s iPhone Android S /fio Preto ,89,NA,24,3,12x,8.59,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,1183,https://perfil.mercadolivre.com.br/DIGISERVITRADINGLTDA,https://produto.mercadolivre.com.br/MLB-1154186017-fone-ouvido-airpod-bluetooth-i7s-iphone-android-s-fio-preto-_JM,982,94,41,25,41,#1154186017,Apple,NA,Airpods i7S - Preto,In-ear,MMEF2
