search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Color,Marca,Modelo,Material
66, Funda Case Protector Bumper Aluminio iPhone 7/8/plus + Glass ,119,NA,12,38,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-424832128-funda-case-protector-bumper-aluminio-iphone-78plus-glass-_JM,NA,NA,NA,NA,NA,#424832128,Apple,NA,NA,NA,NA
67, Funda Case iPhone 8 Plus Brilla Con Led Flash Luz Blanca ,40,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DETALLESMYAPE,https://articulo.mercadolibre.com.pe/MPE-432765700-funda-case-iphone-8-plus-brilla-con-led-flash-luz-blanca-_JM,NA,NA,NA,NA,NA,#432765700,Apple,NA,NA,NA,NA
68, Funda Sobre Tirador iPhone 8 Plus Protector Carcasa Cuero ,39,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546646-funda-sobre-tirador-iphone-8-plus-protector-carcasa-cuero-_JM,NA,NA,NA,NA,NA,#433546646,Apple,NA,NA,NA,Cuero
69, Funda Case Protector Todo Terreno iPhone 7/8/plus/x Alumini ,149,NA,0,21,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-434240404-funda-case-protector-todo-terreno-iphone-78plusx-alumini-_JM,NA,NA,NA,NA,NA,#434240404,Apple,NA,NA,NA,NA
70, Funda Silicone iPhone 5/5s 6/6plus 7/7plus 8/8plus/x + Mica ,39,NA,6,94,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MALUPHONE,https://articulo.mercadolibre.com.pe/MPE-430828279-funda-silicone-iphone-55s-66plus-77plus-88plusx-mica-_JM,NA,NA,NA,NA,NA,#430828279,Apple,NA,NA,NA,NA
71, Case Bumpers Fundas iPhone 8 Y 8 Plus ,19,NA,2,13,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JARRIETAA,https://articulo.mercadolibre.com.pe/MPE-426642181-case-bumpers-fundas-iphone-8-y-8-plus-_JM,NA,NA,NA,NA,NA,#426642181,Apple,NA,NA,NA,NA
72, iPhone 8 Plus Funda Iface Ring Holder Cover Forro Case ,59,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-435716148-iphone-8-plus-funda-iface-ring-holder-cover-forro-case-_JM,NA,NA,NA,NA,NA,#435716148,Apple,NA,NA,NA,NA
73, iPhone 8 Plus Funda Antishock De Silicona Tpu Transparente ,49,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-436220069-iphone-8-plus-funda-antishock-de-silicona-tpu-transparente-_JM,NA,NA,NA,NA,NA,#436220069,Apple,NA,NA,NA,Silicona
74, Case Ring Grip iPhone 6s Plus 7 8 X Funda Con Soporte Aro ,20,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/921489126,https://articulo.mercadolibre.com.pe/MPE-437414354-case-ring-grip-iphone-6s-plus-7-8-x-funda-con-soporte-aro-_JM?searchVariation=41430370988,NA,NA,NA,NA,NA,#437414354,iPhone,NA,IPhone,Iphone,IPhone
75, Case Funda iPhone 7 / 8 Plus Transparente Anti Caidas Mobo ,40,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-435333468-case-funda-iphone-7-8-plus-transparente-anti-caidas-mobo-_JM,NA,NA,NA,NA,NA,#435333468,Apple,NA,NA,NA,NA
76, Case Funda Elegante De Cristal Con Marca Logo iPhone 8 Plus ,58,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AZTILEYRODRIGUEZ,https://articulo.mercadolibre.com.pe/MPE-436889203-case-funda-elegante-de-cristal-con-marca-logo-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#436889203,Apple,NA,NA,NA,NA
77, Funda iPhone 8/8plus/7/7plus Rob Case Carcasa Protector ,39,NA,31,4,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430710624-funda-iphone-88plus77plus-rob-case-carcasa-protector-_JM,NA,NA,NA,NA,NA,#430710624,Apple,Rojo,NA,NA,NA
78," Funda Case Protector Original iPhone 7, 8 Plus Textura Cuero ",45,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-429706723-funda-case-protector-original-iphone-7-8-plus-textura-cuero-_JM,NA,NA,NA,NA,NA,#429706723,Apple,NA,Nillkin,Cuero,NA
79, Case Funda Protector iPhone 7/8/plus/x Ultra Slim Aluminio ,129,NA,2,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-429712855-case-funda-protector-iphone-78plusx-ultra-slim-aluminio-_JM,NA,NA,NA,NA,NA,#429712855,Apple,Roja,NA,NA,NA
80, Funda Case Protector Antishock iPhone 7/8/plus/x Militar ,249,NA,0,42,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAPPYSHOPVENTAS,https://articulo.mercadolibre.com.pe/MPE-429712806-funda-case-protector-antishock-iphone-78plusx-militar-_JM,NA,NA,NA,NA,NA,#429712806,Apple,NA,Armorking,Lifeproof,Aluminio
81, Funda Tpu Transparente iPhone 8 Plus Cover Case Carcasa ,39,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546797-funda-tpu-transparente-iphone-8-plus-cover-case-carcasa-_JM,NA,NA,NA,NA,NA,#433546797,Apple,NA,NA,NA,NA
82, Case Funda Protector iPhone 7/8 Y 7/8 Plus - Con Diseño ,25,NA,0,20,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-435256080-case-funda-protector-iphone-78-y-78-plus-con-diseno-_JM,NA,NA,NA,NA,NA,#435256080,Apple,NA,NA,NA,NA
83, Case Funda Pantera Negra iPhone 6 Plus/6s Plus/7 Plus/8 Plus ,39,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CRUIZ145,https://articulo.mercadolibre.com.pe/MPE-432069484-case-funda-pantera-negra-iphone-6-plus6s-plus7-plus8-plus-_JM,NA,NA,NA,NA,NA,#432069484,Apple,NA,NA,NA,NA
84, A1 Protector Funda Estuche Tetris Puzzle iPhone 6 7 8 Plus X ,33,NA,0,999,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ENERGYZONE_MIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-432120110-a1-protector-funda-estuche-tetris-puzzle-iphone-6-7-8-plus-x-_JM,NA,NA,NA,NA,NA,#432120110,NA,NA,NA,NA,NA
85, Case Mate Brilliance iPhone 6 6s 7 8 Y Plus Funda + Glass 3d ,109,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-436283275-case-mate-brilliance-iphone-6-6s-7-8-y-plus-funda-glass-3d-_JM,NA,NA,NA,NA,NA,#436283275,Apple,NA,NA,NA,Silicona
86, Funda iPhone 6/6plus/7/7plus/8/8plus Puma Case Protector ,39,NA,26,44,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430531110-funda-iphone-66plus77plus88plus-puma-case-protector-_JM,NA,NA,NA,NA,NA,#430531110,Apple,Dorada,NA,NA,NA
87, Funda Silicona Antigolpes Para iPhone 6 / 6plus / 7 / 8 Plus ,22,NA,0,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EL+TALLER.DE.CHARLY,https://articulo.mercadolibre.com.pe/MPE-437431538-funda-silicona-antigolpes-para-iphone-6-6plus-7-8-plus-_JM,NA,NA,NA,NA,NA,#437431538,NA,NA,NA,NA,TPU
88, Vidrio Templado 6d + Funda Case iPhone 7 8 Plus iPhone Xs Ma ,33,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EL+TALLER.DE.CHARLY,https://articulo.mercadolibre.com.pe/MPE-437447814-vidrio-templado-6d-funda-case-iphone-7-8-plus-iphone-xs-ma-_JM,NA,NA,NA,NA,NA,#437447814,NA,NA,NA,NA,NA
89, Funda iPhone 5s/6/6plus/7/7plus8/8plus Princesa Case Carcasa ,49,NA,37,32,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430507604-funda-iphone-5s66plus77plus88plus-princesa-case-carcasa-_JM,NA,NA,NA,NA,NA,#430507604,Apple,NA,NA,NA,NA
90, Funda Case iPhone 8 Plus ,15,NA,1,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MAOMATACASTILLO,https://articulo.mercadolibre.com.pe/MPE-432512993-funda-case-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#432512993,Apple,Brillante,NA,NA,NA
91, Lensun Nano Estuche Funda Case Para iPhone 7plus /8plus ,65,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOCELENSUNPERU,https://articulo.mercadolibre.com.pe/MPE-435178903-lensun-nano-estuche-funda-case-para-iphone-7plus-8plus-_JM,NA,NA,NA,NA,NA,#435178903,Apple,Negro,NA,NA,Silicona
92," Case Funda iPhone 7, 7 Plus, 8, 8 Plus ",19,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JARRIETAA,https://articulo.mercadolibre.com.pe/MPE-423994090-case-funda-iphone-7-7-plus-8-8-plus-_JM,NA,NA,NA,NA,NA,#423994090,Apple,NA,NA,NA,NA
93, Rock Case Funda Protector Moc Series iPhone 7 / 8plus ,50,NA,0,30,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-434404743-rock-case-funda-protector-moc-series-iphone-7-8plus-_JM,NA,NA,NA,NA,NA,#434404743,NA,NA,NA,NA,NA
94, Case Protector Funda Silicona iPhone 7 / 8 & 7 / 8plus Apple ,50,NA,2,14,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-430700033-case-protector-funda-silicona-iphone-7-8-7-8plus-apple-_JM,NA,NA,NA,NA,NA,#430700033,Apple,NA,Apple,NA,NA
95, Case Funda Gel Con Pie iPhone 7 8 Plus Nillkin Transparente ,40,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-433664774-case-funda-gel-con-pie-iphone-7-8-plus-nillkin-transparente-_JM,NA,NA,NA,NA,NA,#433664774,Apple,NA,Nillkin,NA,NA
96, Funda Sobre Tirador iPhone 8 Plus Estuche Cover Case Forro ,39,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546641-funda-sobre-tirador-iphone-8-plus-estuche-cover-case-forro-_JM,NA,NA,NA,NA,NA,#433546641,Apple,NA,NA,NA,Cuero
97, Funda Case Transparente Contra Caidas Otterbox iPhone 8 Plus ,50,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-435465724-funda-case-transparente-contra-caidas-otterbox-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#435465724,Apple,NA,OtterBox,NA,NA
98, Funda Case iPhone 6 7 8 Plus Rock Royce Quickstand Genuino ,69,NA,2,98,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTOREPUNTOPE,https://articulo.mercadolibre.com.pe/MPE-421474548-funda-case-iphone-6-7-8-plus-rock-royce-quickstand-genuino-_JM,NA,NA,NA,NA,NA,#421474548,Apple,NA,NA,NA,NA
99, Funda Case Personalizados iPhone 4 4s 5s Se 6 7 8 Plus ,49,NA,4,96,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTOREPERUCASE,https://articulo.mercadolibre.com.pe/MPE-424193764-funda-case-personalizados-iphone-4-4s-5s-se-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#424193764,Apple,NA,NA,NA,NA
100," Funda Case Flipcover iPhone 7, 8 Plus Rock Tapa Transparente ",79,NA,1,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-429706288-funda-case-flipcover-iphone-7-8-plus-rock-tapa-transparente-_JM,NA,NA,NA,NA,NA,#429706288,Apple,NA,Rock,NA,NA
101, Funda iPhone X/8/8plus/7/7plus Gom Case Carcasa Protector ,39,NA,27,7,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430710607-funda-iphone-x88plus77plus-gom-case-carcasa-protector-_JM,NA,NA,NA,NA,NA,#430710607,Apple,Roja,NA,NA,NA
102, Funda Mercury iPhone 8 Plus Protector Carcasa Forro Goospery ,59,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546967-funda-mercury-iphone-8-plus-protector-carcasa-forro-goospery-_JM,NA,NA,NA,NA,NA,#433546967,Apple,NA,NA,NA,Silicona
103, Case Funda Protector Caseology iPhone 8 7 Plus Original Usa ,115,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990636-case-funda-protector-caseology-iphone-8-7-plus-original-usa-_JM,NA,NA,NA,NA,NA,#435990636,Apple,NA,NA,NA,NA
104, Funda Case Original Ringke Prism iPhone 7 8 Plus De Usa ,69,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-429706754-funda-case-original-ringke-prism-iphone-7-8-plus-de-usa-_JM,NA,NA,NA,NA,NA,#429706754,Apple,NA,Ringke,Prism,NA
105, Funda iPhone X/8/8plus/7/7plus/6/6s/6plus/6splus Case ,35,NA,29,7,NA,NA,NA,Envío gratis a todo el país,NA,NA,5,1,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430538328-funda-iphone-x88plus77plus66s6plus6splus-case-_JM,1,0,0,0,0,#430538328,Apple,Roja,NA,NA,NA
106, Funda Case Protector Antigolpes iPhone 6 7 Y 8 Plus 3 Piezas ,69,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-429706820-funda-case-protector-antigolpes-iphone-6-7-y-8-plus-3-piezas-_JM,NA,NA,NA,NA,NA,#429706820,Apple,NA,NA,NA,NA
107, Apple iPhone 7 iPhone 8 Plus Case Funda Cover Ligero Liviano ,10,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ISTORETEC,https://articulo.mercadolibre.com.pe/MPE-432665981-apple-iphone-7-iphone-8-plus-case-funda-cover-ligero-liviano-_JM,NA,NA,NA,NA,NA,#432665981,Apple,NA,Apple,NA,NA
108, Funda Case Silicona iPhone 7 / 8 Plus En Caja Colores Tienda ,29,NA,0,40,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-434143425-funda-case-silicona-iphone-7-8-plus-en-caja-colores-tienda-_JM,NA,NA,NA,NA,NA,#434143425,Apple,NA,NA,NA,NA
109, iPhone 8 Plus Apple Funda Robot Armor Case Cover Holster ,69,NA,0,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546901-iphone-8-plus-apple-funda-robot-armor-case-cover-holster-_JM,NA,NA,NA,NA,NA,#433546901,Apple,NA,Apple,NA,NA
110, Case Funda Protector Acuático Iphone 7 / 8 Plus Luphie ,170,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-434915505-case-funda-protector-acuatico-iphone-7-8-plus-luphie-_JM,NA,NA,NA,NA,NA,#434915505,NA,NA,NA,NA,NA
111," Protector Funda Case Magnético iPhone 7, 7 Plus, 8, 8 Plus ",45,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ASMOBILEACCESORIES,https://articulo.mercadolibre.com.pe/MPE-435746530-protector-funda-case-magnetico-iphone-7-7-plus-8-8-plus-_JM,NA,NA,NA,NA,NA,#435746530,Huawei,NA,NA,NA,NA
112, Case Funda Conejo Felpa Peludo Lujo Moda iPhone 7 / 8 Plus ,55,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AZTILEYRODRIGUEZ,https://articulo.mercadolibre.com.pe/MPE-436605606-case-funda-conejo-felpa-peludo-lujo-moda-iphone-7-8-plus-_JM,NA,NA,NA,NA,NA,#436605606,Apple,NA,NA,NA,NA
113, Funda Tpu Transparente iPhone 8 Plus Estuche Silicona Forro ,39,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546806-funda-tpu-transparente-iphone-8-plus-estuche-silicona-forro-_JM,NA,NA,NA,NA,NA,#433546806,Apple,NA,NA,NA,NA
114, Case Protector Funda Harley Queen iPhone X 7 Y 8 Plus ,39,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SABO520433,https://articulo.mercadolibre.com.pe/MPE-433342636-case-protector-funda-harley-queen-iphone-x-7-y-8-plus-_JM,NA,NA,NA,NA,NA,#433342636,Apple,NA,NA,NA,NA
115, Funda De Gel Transparente Para iPhone 8 Plus ,20,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SENDS_VICTOR2010,https://articulo.mercadolibre.com.pe/MPE-429368898-funda-de-gel-transparente-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#429368898,Apple,NA,NA,NA,Gel
116," Funda Case Protector Antigolpes iPhone 7, 8 Plus Con Parante ",35,NA,1,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-429706400-funda-case-protector-antigolpes-iphone-7-8-plus-con-parante-_JM,NA,NA,NA,NA,NA,#429706400,Apple,NA,ROCK,Kickstand,NA
117, Funda Audio Multifuncional Para Iphone 7/8 & 7/8plus Baseus ,100,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-433232637-funda-audio-multifuncional-para-iphone-78-78plus-baseus-_JM,NA,NA,NA,NA,NA,#433232637,NA,NA,NA,NA,NA
118," Case Funda Protector Para iPhone 6s, 6, 8 Plus ",35,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GHINEXS,https://articulo.mercadolibre.com.pe/MPE-436930371-case-funda-protector-para-iphone-6s-6-8-plus-_JM,NA,NA,NA,NA,NA,#436930371,Apple,Negro,NA,NA,NA
119, Funda Case Protector Militar iPhone 7/8/plus/x C/parante Usa ,169,NA,0,80,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GLOBAL+CELS,https://articulo.mercadolibre.com.pe/MPE-436678834-funda-case-protector-militar-iphone-78plusx-cparante-usa-_JM,NA,NA,NA,NA,NA,#436678834,Apple,NA,NA,NA,NA
120, Case Funda Silicona iPhone 6s/6plus 7/7plus 8s/8plus Sellado ,29,NA,0,200,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LUNA281192,https://articulo.mercadolibre.com.pe/MPE-437276660-case-funda-silicona-iphone-6s6plus-77plus-8s8plus-sellado-_JM,NA,NA,NA,NA,NA,#437276660,Apple,NA,NA,Silicone Case,Silicone
121, Case Protector Funda Cover Armor iPhone 7 Plus / 8 Plus ,49,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NDMSTORE,https://articulo.mercadolibre.com.pe/MPE-429541358-case-protector-funda-cover-armor-iphone-7-plus-8-plus-_JM,NA,NA,NA,NA,NA,#429541358,Apple,Negro,NA,NA,NA
122, Funda Mercury iPhone 8 Plus Cover Case Carcasa Estuche ,59,NA,0,NA,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546951-funda-mercury-iphone-8-plus-cover-case-carcasa-estuche-_JM,NA,NA,NA,NA,NA,#433546951,Apple,NA,NA,NA,Silicona
123, Case Protector Funda Duro Parante iPhone 7 Plus / 8 Plus ,59,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NDMSTORE,https://articulo.mercadolibre.com.pe/MPE-424208064-case-protector-funda-duro-parante-iphone-7-plus-8-plus-_JM,NA,NA,NA,NA,NA,#424208064,Apple,NA,NA,NA,NA
124," Case Funda Nice iPhone 6 , 7 , 8 Plus ",35,NA,0,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-427580536-case-funda-nice-iphone-6-7-8-plus-_JM,NA,NA,NA,NA,NA,#427580536,Apple,NA,NA,NA,NA
125, Case Funda Protector Ringke Air Prism Iphone 7/8 & 7/8 Plus ,55,NA,0,13,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-428490199-case-funda-protector-ringke-air-prism-iphone-78-78-plus-_JM,NA,NA,NA,NA,NA,#428490199,NA,NA,NA,NA,NA
126, Funda iPhone X/8/8plus/7/7plus Tra Case Carcasa Protector ,39,NA,30,4,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430538284-funda-iphone-x88plus77plus-tra-case-carcasa-protector-_JM,NA,NA,NA,NA,NA,#430538284,Apple,NA,NA,NA,NA
127," Funda Ibarbe Para iPhone 7 Plus Funda Para iPhone 8 Plus (5, ",116,NA,0,12,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436277636-funda-ibarbe-para-iphone-7-plus-funda-para-iphone-8-plus-5-_JM,NA,NA,NA,NA,NA,#436277636,Apple,NA,IBARBE,NA,NA
128, Funda Case iPhone 8 iPhone 8 Plus 360 ,40,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECNUEVAERA,https://articulo.mercadolibre.com.pe/MPE-431278720-funda-case-iphone-8-iphone-8-plus-360-_JM,NA,NA,NA,NA,NA,#431278720,Apple,NA,NA,NA,NA
129, Protector Bumper Case Funda Cerdito Para iPhone 6 7 8 Plus X ,30,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LINESSTORE,https://articulo.mercadolibre.com.pe/MPE-437402182-protector-bumper-case-funda-cerdito-para-iphone-6-7-8-plus-x-_JM,NA,NA,NA,NA,NA,#437402182,Apple,NA,Apple,NA,NA
130, Case Bumper Protector Funda Cristal Iphone 7/8 & 7/8 Plus X ,30,NA,0,27,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-431462991-case-bumper-protector-funda-cristal-iphone-78-78-plus-x-_JM,NA,NA,NA,NA,NA,#431462991,NA,NA,NA,NA,NA
131, Case Protector Funda Silicona iPhone X 8 Plus ,49,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MOBITECH.PE,https://articulo.mercadolibre.com.pe/MPE-432438478-case-protector-funda-silicona-iphone-x-8-plus-_JM,NA,NA,NA,NA,NA,#432438478,Apple,NA,NA,NA,NA
132, Funda Cuero Correa iPhone 8 Plus Protector Estuche Cover ,55,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-433546710-funda-cuero-correa-iphone-8-plus-protector-estuche-cover-_JM,NA,NA,NA,NA,NA,#433546710,Apple,NA,NA,NA,Cuero
