search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca da Capa,Marca de Celular,Modelo de Celular,Modelo da Capa,Tipo de capa,Material,Cor
617, iPhone 8 + Plus / Capa Case Capinha - Vermelha Red / Baseus ,49,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 923
		
		 sem juros
		
	

	
		",23,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DANIELSAVERIO1,https://produto.mercadolivre.com.br/MLB-1139149762-iphone-8-plus-capa-case-capinha-vermelha-red-baseus-_JM,NA,NA,NA,NA,NA,#1139149762,Baseus,Apple,8 + Plus,Vermeho metálico,armadura,TPU/Policarbonato,NA
618, Capa Carteira Couro Nome Borb Verniz Rosa Bebe iPhone 8 Plus ,69,NA,"
			
				Novo
			
			
		",(999 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 582
		
		 sem juros
		
	

	
		",82,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/LOJA+CELLWAY,https://produto.mercadolivre.com.br/MLB-1179806670-capa-carteira-couro-nome-borb-verniz-rosa-bebe-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1179806670,CELLWAY,Apple,IPHONE 8 PLUS,CAPINHA CARTEIRA COM NOME,Carteira,Couro,NA
619, Capa Capinha Protetor Anti Shock Air iPhone 8 Plus+pelicula ,35,NA,"
			
				Novo
			
			
		",(1111 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 583
		
		 sem juros
		
	

	
		",83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1211581436-capa-capinha-protetor-anti-shock-air-iphone-8-pluspelicula-_JM,NA,NA,NA,NA,NA,#1211581436,jk capas,Apple,iphone 8 plus tela 5.5,anti shock,capa protetor,TPU/Policarbonato,NA
620, Capinha iPhone 8 Plus Couro Cartão Capa Importada Pronta Ent ,120,NA,"
			
				Novo
			
			
		",(1 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1008
		
		 sem juros
		
	

	
		",08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ANDRO200392,https://produto.mercadolivre.com.br/MLB-997635978-capinha-iphone-8-plus-couro-carto-capa-importada-pronta-ent-_JM,NA,NA,NA,NA,NA,#997635978,Outros,Apple,iphone,Plus,Carteira,Silicone,NA
621, Capinha Capa iPhone Xs Max Xs X 8 7 Anti-impacto + Pelicula ,29,NA,"
			
				Novo
			
			
		",(250 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 600
		
		 sem juros
		
	

	
		",00,NA,Chegará amanhã,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STORECCS,https://produto.mercadolivre.com.br/MLB-1131643133-capinha-capa-iphone-xs-max-xs-x-8-7-anti-impacto-pelicula-_JM?searchVariation=29735160400,NA,NA,NA,NA,NA,#1131643133,Importada,Apple,Iphone X,iPhone X,Silicone Anti Impacto,Silicone,NA
622, Capa Capinha Anti Impacto 4em1 iPhone 6 7 8 Plus Xr X Xs Max ,49,NA,"
			
				Novo
			
			
		",(3259 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 833
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JKCAPAS,https://produto.mercadolivre.com.br/MLB-1254822065-capa-capinha-anti-impacto-4em1-iphone-6-7-8-plus-xr-x-xs-max-_JM?searchVariation=38969356109,NA,NA,NA,NA,NA,#1254822065,JK CAPAS,Apple,IPHONE,CAPA 4 EM 1 ANTI IMPACTO,CAPA PROTETOR,TPU/Policarbonato,NA
623, Capa Capinha Times iPhone 7 Plus / iPhone 8 Plus Flamengo ,14,NA,"
			
				Novo
			
			
		",(2 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 786
		
		 sem juros
		
	

	
		",86,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/THIAGO+CAROLINO,https://produto.mercadolivre.com.br/MLB-1276924920-capa-capinha-times-iphone-7-plus-iphone-8-plus-flamengo-_JM,NA,NA,NA,NA,NA,#1276924920,iphone,Apple,6 Plus/6s Plus,iPhone 6 Plus,case,Silicone,NA
624, Capinha Floveme Xadrez iPhone 6 6s 7 8 Plus X Xs Brilhante ,64,NA,"
			
				Novo
			
			
		",(396 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 620
		
		 sem juros
		
	

	
		",20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/L%C3%8DDER+STORE,https://produto.mercadolivre.com.br/MLB-1049999633-capinha-floveme-xadrez-iphone-6-6s-7-8-plus-x-xs-brilhante-_JM?searchVariation=24701649038,NA,NA,NA,NA,NA,#1049999633,Floveme,Apple,iPhone,NA,Ultra-fina,TPU/Policarbonato,NA
625, Capinha Capitão América Para iPhone 8 Plus ,43,NA,"
			
				Novo
			
			
		",(1010 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 732
		
		 sem juros
		
	

	
		",32,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1096858811-capinha-capito-america-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1096858811,Lucases,Apple,Iphone,iPhone 8 Plus,Personalizada,Silicone,NA
626, Capinha Capa Case Tpu iPhone 8 Plus Ultra Fina Casca De Ovo ,12,NA,"
			
				Novo
			
			
		",(985 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 650
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CAPAS+DELIVERY,https://produto.mercadolivre.com.br/MLB-1222279604-capinha-capa-case-tpu-iphone-8-plus-ultra-fina-casca-de-ovo-_JM,NA,NA,NA,NA,NA,#1222279604,Silicone,Apple,iPhone 8 Plus,Silicone,Silicone,Silicone,NA
627, Capa Anti Impacto P/ iPhone 5 6 7 8 10 X Xs Xr + Brinde ,22,NA,"
			
				Novo
			
			
		",(10 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 572
		
		 sem juros
		
	

	
		",72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NEGOCIOFECHADOFAST,https://produto.mercadolivre.com.br/MLB-1244396708-capa-anti-impacto-p-iphone-5-6-7-8-10-x-xs-xr-brinde-_JM?searchVariation=38304571343,NA,NA,NA,NA,NA,#1244396708,ANTI IMPACTO,Apple,Escolher no anúncio.,TPU,capinha de silicone,Silicone,NA
628, Capinha Floveme Quadrados Xadrez iPhone 6 6s 7 8 Plus X Xs ,24,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(396 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 622
		
		 sem juros
		
	

	
		",22,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FAVA+STORE,https://produto.mercadolivre.com.br/MLB-1066237289-capinha-floveme-quadrados-xadrez-iphone-6-6s-7-8-plus-x-xs-_JM?searchVariation=25532187320,NA,NA,NA,NA,NA,#1066237289,Floveme,Apple,iPhone,Ultra-fina,Comum,TPU/Policarbonato,NA
629, Capa Capinha Case Tribal Reggae Asteca iPhone 8 Plus ,32,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(190 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 599
		
		 sem juros
		
	

	
		",99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-937422778-capa-capinha-case-tribal-reggae-asteca-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#937422778,Fs Store,Apple,iPhone 8 Plus,Case,capinha,Emborrachada,NA
630, Capa Capinha Celular Orange Is The New Black iPhone 8 Plus ,32,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(306 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 599
		
		 sem juros
		
	

	
		",99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-937468897-capa-capinha-celular-orange-is-the-new-black-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#937468897,Fs Store,Apple,iPhone 8 Plus,Case,capinha,Emborrachada,NA
631, Capinha Homem De Ferro Para iPhone 8 Plus ,43,NA,"
			
				Novo
			
			
		",(1010 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 732
		
		 sem juros
		
	

	
		",32,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1099943365-capinha-homem-de-ferro-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1099943365,Lucases,Apple,Iphone,iPhone 8 Plus,Personalizada,Silicone,NA
632, Capinha Preta Enfeites Com Nome iPhone 8 Plus ,22,NA,"
			
				Novo
			
			
		",(2000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 572
		
		 sem juros
		
	

	
		",72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1188996949-capinha-preta-enfeites-com-nome-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1188996949,Lucases,Apple,Iphone,iPhone 8 Plus,Personalizada,Silicone,NA
633, Capa Capinha Case Carteira iPhone 8 Plus (5.5) + Pelicula ,34,NA,"
			
				Novo
			
			
				
					 - 
				
				7
				vendidos
			
		",(1 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 647
		
		 sem juros
		
	

	
		",47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUC_FERREIRADESALES,https://produto.mercadolivre.com.br/MLB-944924959-capa-capinha-case-carteira-iphone-8-plus-55-pelicula-_JM,NA,NA,NA,NA,NA,#944924959,H'maston,Apple,iPhone 7 Plus iPhone 8 Plus,Capa Carteira,Capa Carteira,Material Sintético,NA
634, Capinha Case iPhone 8 Plus Azul Royal Com Película 5d ,35,NA,NA,(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 598
		
		 sem juros
		
	

	
		",98,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1182579902-capinha-case-iphone-8-plus-azul-royal-com-pelicula-5d-_JM,NA,NA,NA,NA,NA,#1182579902,Cases e acessorios i.l,NA,NA,NA,NA,NA,NA
635, Capa Capinha Case Herois Personagens iPhone 8 / 8 Plus ,27,NA,"
			
				Novo
			
			
		",(88 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1188327183-capa-capinha-case-herois-personagens-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1188327183,Tudo Celular,Outros,Mais de 150 modelos,Silicone Flexível,Silicone,Silicone,NA
636, Capinha iPhone Todos Modelos + Pelicula Vidro Capa iPhone ,24,NA,"
			
				Novo
			
			
		",(6216 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 624
		
		 sem juros
		
	

	
		",24,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BOX-1001,https://produto.mercadolivre.com.br/MLB-1228292594-capinha-iphone-todos-modelos-pelicula-vidro-capa-iphone-_JM?searchVariation=36798394360,NA,NA,NA,NA,NA,#1228292594,H+7,Apple,IPHONE 6 / IPHONE 6S,TPU,ANTI IMPACTO,TPU/Policarbonato,NA
637, Capa Capinha Personalizada Com Suas Fotos iPhone 8 8 Plus ,39,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(10 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 740
		
		 sem juros
		
	

	
		",40,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/WALLCASE+PERSONALIZE,https://produto.mercadolivre.com.br/MLB-926443843-capa-capinha-personalizada-com-suas-fotos-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#926443843,Wallcase Personalize,Apple,iPhone 7 / 8 Plus,iPhone 7 / 8 Plus,Personalizada,TPU/Silicone,NA
638, Capinha Harry Potter Hogwarts Always - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(96 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEBR8016912,https://produto.mercadolivre.com.br/MLB-1021734462-capinha-harry-potter-hogwarts-always-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021734462,Capinha 2D,Apple,Variados,Variados,2D,NA,NA
639, Capinha Silicone Ultra Fina Casca De Ovo iPhone 8 / 8 Plus ,11,NA,"
			
				Novo
			
			
		",(63 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 595
		
		 sem juros
		
	

	
		",95,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JPMAGAZINE.GYN,https://produto.mercadolivre.com.br/MLB-1189815426-capinha-silicone-ultra-fina-casca-de-ovo-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1189815426,HRebros,iPhone,8 / 8 Plus,Ultra Fina casca de ovo,Braçadeira,Silicone,NA
640, Capinha Capa Anti Impacto iPhone 5 Se 6 7 8 Plus X 10 Xs Xr ,24,NA,"
			
				Novo
			
			
		",(500 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 673
		
		 sem juros
		
	

	
		",73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/2M.SHOP,https://produto.mercadolivre.com.br/MLB-1200566678-capinha-capa-anti-impacto-iphone-5-se-6-7-8-plus-x-10-xs-xr-_JM?searchVariation=34479933369,NA,NA,NA,NA,NA,#1200566678,CAPINHA,Apple,iPhone,ANTI CHOQUE,Capinha Anti Impacto,TPU/Policarbonato,NA
641, Capa Capinha iPhone 7plus/ 8plus Transparente + Pelicula ,19,NA,"
			
				Novo
			
			
		",(196 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 657
		
		 sem juros
		
	

	
		",57,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MOBIEXPRESSO,https://produto.mercadolivre.com.br/MLB-1217879122-capa-capinha-iphone-7plus-8plus-transparente-pelicula-_JM,NA,NA,NA,NA,NA,#1217879122,case power,Apple,iPhone 8 Plus 5.5,iPhone 8 Plus 5.5,silicone flexível Maleável,Silicone,NA
642, Capa Capinha Anti Impacto Luxo iPhone 8 Plus 5.5+1 Pelicula ,55,NA,"
			
				Novo
			
			
		",(167 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JKCAPAS,https://produto.mercadolivre.com.br/MLB-1263229843-capa-capinha-anti-impacto-luxo-iphone-8-plus-551-pelicula-_JM,NA,NA,NA,NA,NA,#1263229843,jk capas,Apple,iphone 7 plus/8 plus tela 5.5,hibrido,capa protetor,TPU/Policarbonato,NA
643, Capa Capinha Tpu Ultra Fina iPhone 8 Plus 5.5+pelicula Vidro ,50,NA,"
			
				Novo
			
			
				
					 - 
				
				139
				vendidos
			
		",(39469 disponíveis),"
	
		
			
		
		10x 
		
			
				R$ 500
		
		 sem juros
		
	

	
		",00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5.0,5,https://perfil.mercadolivre.com.br/JKCAPAS,https://produto.mercadolivre.com.br/MLB-802457300-capa-capinha-tpu-ultra-fina-iphone-8-plus-55pelicula-vidro-_JM,5,0,0,0,0,#802457300,jkcapas,Apple,iphone 8 plus,ultra fina,capa protetor,TPU,NA
644, Capa Apple iPhone 7 Plus / 8 Plus Capinha Case Silicone Aveludada Dura + Pelicula 3d-5d Cobre Tela Toda ,14,NA,"
			
				Novo
			
			
		",(5 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 750
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ZETSTORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Bji74UHylZh89MKyJK46MsyNuMLtSbt9Ds%2B0XoHfsyjT3xZ07MpYasWujf7SbfYxG%2B8NAuTMwXyyIdHZbz6JwLOyywXoAZf6Kmcx5nmIZdqzMg7oswz%2BayAUDDv7qzcDdFdqN%2BKZrPSBtHNf6Wd8UsHoOINrqwz%2FoasKWjy%2F8EKIbfT0aV3G00rikJaOSTcNIkiKPuMCXVvM624u%2F3txBH4N3Kv4isOw22YZfY3LiMoWWeth3h3TgZeCz3Lch0DqEYREzl2tKlCVvapjVpnQdV5pM9FqnwBCjDi2GM3gjRBvYU%2BLhPtMx0ZmmQ3pXwxFhqhwPIgneOx89IqtwOqNxPgSiX6RAGzGCJVxfMuhbm12%2BLny1Kc60gm6pi%2F4iNlj7V9JR6lH3Vka5IogL2F5rXSS6HhYR%2Fg8bXyF%2BDGDBf5nGBKnM6fxF1iv6oWZMvd5WOOhUK2zDIZDcYPnur3pM%2FdgE5hhu6ev%2F092WAZNK65oGrf9QBmDj38w4zjK5UBMX1gtpYAklC0TMWrMwoOsFmo%2FMEs%2Bwotyy6wm4D2r6tu%2FtdDAUPLL%2BDiCFw2CufwCyzhzMa%2Fh46gG8iKy62PAVApJgMSNs%2BKw1cTRdhJPaLIXNx9MqAkyL6MqWWsmTQ36OyqoJxX5ykV8rAxZxqSweYLPUGNvPG80zyIc4N65JQjiTdZBA7Stiz1PZfWj%2BPa2Jr7PP01MpPzPOM0QH6OgnIyaPHJqCX8NFMsch0wg7DTcpZ%2FOvsxmxLR%2B9zq76FpOt0Rjn0voC7I%2Fod%2BADrSI2lO5oC5RHMWCQ72VijmptXxe%2FR5swPklT9BNMqNdpFJgx0dw3BaNQRBSqzxaaNbfKlE6G3yWCiJE3jdD1tEKahzOfgybfWaVN4pAG2EZ9HXx2H3a1TZbF3dr18azQ0GWXI%2FX6DgX0xrinX42H7MXa6daMVrMvIBAgiiZA7uhigS%2FKbthOLhV7oAb78H2NPs7tUQlISh28BAVO3maN%2FHuTcgBT46uu5mHn7h2ZeCkAEi37AX0hVxpmhXZHuLHaadk3Q%2FwMVUxNkb7GuqHP5wkuXZlk4oBsmXqtnrN54zRNNsOUyx1R%2BTNNjGms4DpSTjDFV3Er8Tepdjm3OFZArA6M6dXqagU%2Fo%2Fz1GMsc2X5ynMttj4R4NbTe8t9n5ljcMBJg%2BIF2AWbDmm1dA%2Bi0Jh75eEg%2FeBKpdp8mIxfxyZaK4GOn0On1ZEyjADOMEA0i4z0%2BfbyK1tZliPLVlkPRI6GWLwkrgjrnPQzOi9jxuRUwKuSThHPaSroZFxBeRuxDXfWrK4LWyjVnGVYBWIvqf4qXa%2B5rVXm7Q7FqI6564SiDCPbUpWrUFAzt2V57vDSdP%2BSvx3WCnPqRtxL0JTlgjuqcbXrN2ahCl%2FrlQqRUVz1DajV%2BRQHvybXliU7ztR%2B8vcShiWfkEHMav9zPB2u6N5v9c5alz5Thzfzx1WrU14z3OjmXmTVnNLC6Fl5%2BAzhUGPWRQysm8BCR0AsSyfi02jXJ3o9SeELgTEw9hsV0MCwf2W%2FxV0FeUJ0CWFZzawx6T74wAIVOKW%2FatjWWf1ivfz09y7c6WBYYlV0Ara2QSsnLf%2FHOnEVNW%2F9ZLxght6e7314lX%2FFYmjuLQ5%2Bzc5LPmmrLUwKjyKCU3B31WggOuP%2FXwiYZqVfcuGAbVbrfW5W7PpYC077Fz0KFdmm9emPhuUS%2FEIjafXpUWj0ZM59QvTsINpQvDX9h0Q%3D,NA,NA,NA,NA,NA,#1302419201,Zet Store,Apple,"Iphone 7, 8, 7 Plus, 8 Plus e X",Anti Impacto,Anti Shock,Silicone,NA
645, Capa Capinha Case Hora Da Aventura Jake - iPhone 8 Plus ,32,NA,"
			
				Novo
			
			
				
					 - 
				
				2
				vendidos
			
		",(268 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 599
		
		 sem juros
		
	

	
		",99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-936732700-capa-capinha-case-hora-da-aventura-jake-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#936732700,Fanatic Store,Apple,iPhone 8,iPhone 8,capinha,Emborrachada,NA
646, Capa Capinha Case Super Homem Superman iPhone 8 Plus ,32,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(298 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 599
		
		 sem juros
		
	

	
		",99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-936742042-capa-capinha-case-super-homem-superman-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#936742042,Fanatic Store,Apple,iPhone 8,iPhone 8,capinha,Emborrachada,NA
647, Capinha Capa Case Grêmio - iPhone 8 Plus ,32,NA,"
			
				Novo
			
			
		",(199 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 599
		
		 sem juros
		
	

	
		",99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-944326403-capinha-capa-case-grmio-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#944326403,Fanatic Store,Apple,iPhone,iPhone,capinha,Emborrachada,NA
648, Capinha iPhone 7 8 Plus X Xs Couro Usams - Frete Grátis ,120,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(198 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 1000
		
		 sem juros
		
	

	
		",00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/L%C3%8DDER+STORE,https://produto.mercadolivre.com.br/MLB-922709251-capinha-iphone-7-8-plus-x-xs-couro-usams-frete-gratis-_JM?searchVariation=23622468887,NA,NA,NA,NA,NA,#922709251,Usams,Apple,iPhone 10 / iPhone X,Usams,Case,Couro,NA
649, Capinha Unicórnio Rosa Com Nome iPhone 8 Plus ,22,NA,"
			
				Novo
			
			
		",(2000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 572
		
		 sem juros
		
	

	
		",72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1173366083-capinha-unicornio-rosa-com-nome-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1173366083,Lucases,Apple,Iphone,iPhone 8 Plus,Personalizada,Silicone,NA
