search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Modelo,Marca,Formato
1858, Super Auricular Bluetooht - Fm-mp3-fono-nuquera S9 ,55,NA,4,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LIJOV_2016,https://articulo.mercadolibre.com.pe/MPE-419296839-super-auricular-bluetooht-fm-mp3-fono-nuquera-s9-_JM,NA,NA,NA,NA,NA,#419296839,NA,NA,NA
1859, Audifonos Bose Diy Qc20i Bluetooth Headset Diy Headphones ,300,NA,1,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DWILLIAMSROSSELL,https://articulo.mercadolibre.com.pe/MPE-435877864-audifonos-bose-diy-qc20i-bluetooth-headset-diy-headphones-_JM,NA,NA,NA,NA,NA,#435877864,DIY QC20i,Bose,NA
1860, Audifonos Panasonic Bluetooth Rp Hf400 ,165,NA,3,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-429793508-audifonos-panasonic-bluetooth-rp-hf400-_JM,NA,NA,NA,NA,NA,#429793508,RP-HF400,Panasonic,NA
1861," Audifonos Bluetooh Hbs-730 Lg, Samsung Sony Huawei Motorola. ",45,NA,4,96,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SHOPCELLPER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-423199921-audifonos-bluetooh-hbs-730-lg-samsung-sony-huawei-motorola-_JM,NA,NA,NA,NA,NA,#423199921,NA,NA,NA
1862, Audifonos Bose Bluetooth ,55,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FYR+STORE,https://articulo.mercadolibre.com.pe/MPE-436460847-audifonos-bose-bluetooth-_JM,NA,NA,NA,NA,NA,#436460847,NA,Bose,NA
1863, Audífonos Skullcandy Smokin Buds 2 Bluetooth Oferta ,200,NA,3,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.3,3,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-429791791-audifonos-skullcandy-smokin-buds-2-bluetooth-oferta-_JM,2,0,1,0,0,#429791791,Smokin' Buds 2,Skullcandy,In-ear
1864, Audífonos Qcy T1 - Bluetooth 5.0 - Originales ,129,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TUNEA.TU.SMART,https://articulo.mercadolibre.com.pe/MPE-435657910-audifonos-qcy-t1-bluetooth-50-originales-_JM,NA,NA,NA,NA,NA,#435657910,T1,QCY,In-ear
1865, Audífonos Iconx Gear 2018 Samsung Bluetooth ,690,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-432564118-audifonos-iconx-gear-2018-samsung-bluetooth-_JM,NA,NA,NA,NA,NA,#432564118,NA,NA,NA
1866, Auriculares In Ear Bluetooth V5.0 Mpow T6 Inalambricos Tws ,150,NA,0,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-436471368-auriculares-in-ear-bluetooth-v50-mpow-t6-inalambricos-tws-_JM,NA,NA,NA,NA,NA,#436471368,NA,Mpow,NA
1867, Audifonos Tws I13 - AirPods - Bluetooth V 5.0 - Blanco ,140,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LILI+LIJOV2017,https://articulo.mercadolibre.com.pe/MPE-436729698-audifonos-tws-i13-airpods-bluetooth-v-50-blanco-_JM,NA,NA,NA,NA,NA,#436729698,NA,NA,NA
1868, Audífonos Bluettoh Shure Se215 Oferta Por Tiempo Limitado ! ,529,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DARGRANDEZ,https://articulo.mercadolibre.com.pe/MPE-432393377-audifonos-bluettoh-shure-se215-oferta-por-tiempo-limitado--_JM,NA,NA,NA,NA,NA,#432393377,SE215,Shure,NA
1869, Audífonos Bluetooth AirPods I7s iPhone Android Original ,60,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,34,http://perfil.mercadolibre.com.pe/BREMOTT,https://articulo.mercadolibre.com.pe/MPE-436210960-audifonos-bluetooth-airpods-i7s-iphone-android-original-_JM,33,1,0,0,0,#436210960,AirPods,Apple,In-ear
1870, N Audífono Bluetooth 4.1 Razer Hammerhead Bt ,359,398,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-432428785-n-audifono-bluetooth-41-razer-hammerhead-bt-_JM,NA,NA,NA,NA,NA,#432428785,Hammerhead BT,Razer,In-ear
1871, Audifonos Jbl E25bt Bluetooth Wireless ,215,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSCAR-MANUEL,https://articulo.mercadolibre.com.pe/MPE-434968508-audifonos-jbl-e25bt-bluetooth-wireless-_JM,NA,NA,NA,NA,NA,#434968508,E25BT,JBL,NA
1872, Audifonos Bluetooth Samsung Level U - Nuevo - Envio Gratis ,210,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PANGEA+TEC,https://articulo.mercadolibre.com.pe/MPE-431138872-audifonos-bluetooth-samsung-level-u-nuevo-envio-gratis-_JM,NA,NA,NA,NA,NA,#431138872,NA,Samsung,NA
1873, Mini Auricular Bluetooth I7s Tws Y I7s Mini + Caja / AirPods ,49,NA,0,18,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTACIONES+AMAC,https://articulo.mercadolibre.com.pe/MPE-434060641-mini-auricular-bluetooth-i7s-tws-y-i7s-mini-caja-airpods-_JM,NA,NA,NA,NA,NA,#434060641,NA,NA,NA
1874, Moto Surround - Audifono Bluetooth Z3 Z2 Force Mercado Pago ,239,NA,1,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RAGIMPORT,https://articulo.mercadolibre.com.pe/MPE-432668408-moto-surround-audifono-bluetooth-z3-z2-force-mercado-pago-_JM,NA,NA,NA,NA,NA,#432668408,NA,NA,NA
1875, Audífonos Bluetooth Sony Mdr-xb950n1 100% Original ,799,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EMILYREYNAGA,https://articulo.mercadolibre.com.pe/MPE-435616146-audifonos-bluetooth-sony-mdr-xb950n1-100-original-_JM,NA,NA,NA,NA,NA,#435616146,NA,NA,NA
1876, Handsfree Original Jesbod Selladode Mini Auriculars Wireless ,40,NA,0,13,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ROXANNA2388,https://articulo.mercadolibre.com.pe/MPE-434307973-handsfree-original-jesbod-selladode-mini-auriculars-wireless-_JM,NA,NA,NA,NA,NA,#434307973,NA,NA,NA
1877, Audifonos Deportivos Bluetooth Skullcandy Method Sport ,199,NA,3,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORA+DACSA,https://articulo.mercadolibre.com.pe/MPE-427141863-audifonos-deportivos-bluetooth-skullcandy-method-sport-_JM,NA,NA,NA,NA,NA,#427141863,Method,Skullcandy,NA
1878, Audifono Bluetooth Skullcandy Hesh3 Wireless Original Sellad ,368,NA,0,19,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/NOTEPHONE_2013,https://articulo.mercadolibre.com.pe/MPE-434271295-audifono-bluetooth-skullcandy-hesh3-wireless-original-sellad-_JM,1,0,0,0,0,#434271295,Hesh 3 Wireless,Skullcandy,NA
1879," Audifonos I8s Aerbuds Bluetooth Afan Para Smartphone, iPhone ",99,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERUSTEC,https://articulo.mercadolibre.com.pe/MPE-433322185-audifonos-i8s-aerbuds-bluetooth-afan-para-smartphone-iphone-_JM,NA,NA,NA,NA,NA,#433322185,NA,NA,NA
1880, Audifono Bluetooh Precio Por Mayor Envio Provincia ,12,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REVOLLEDO2323,https://articulo.mercadolibre.com.pe/MPE-434440534-audifono-bluetooh-precio-por-mayor-envio-provincia-_JM,NA,NA,NA,NA,NA,#434440534,NA,NA,NA
1881, Skullcandy Audífonos Hesh 3 Negro Perú Bluetooth 45% Dsct ,275,NA,1,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TODO_POR_WEB,https://articulo.mercadolibre.com.pe/MPE-435986862-skullcandy-audifonos-hesh-3-negro-peru-bluetooth-45-dsct-_JM,NA,NA,NA,NA,NA,#435986862,HESH 3 FPF,Skullcandy,NA
1882, V Audífono Sennheiser Cx 6.00bt Bluetooth 4.2 ,348,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-436486136-v-audifono-sennheiser-cx-600bt-bluetooth-42-_JM,NA,NA,NA,NA,NA,#436486136,CX 6.00BT,Sennheiser,In-ear
1883," Los Auriculares Senso Activbuds Con Bluetooth, Los Mejores A ",187,NA,0,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KECHVR.COM,https://articulo.mercadolibre.com.pe/MPE-436566660-los-auriculares-senso-activbuds-con-bluetooth-los-mejores-a-_JM,NA,NA,NA,NA,NA,#436566660,NA,NA,NA
1884, Audifonos Original Xiaomi Redmi Airdots Bluetooth 5.0 ,159,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,36,http://perfil.mercadolibre.com.pe/PACHERRESJUAN,https://articulo.mercadolibre.com.pe/MPE-436484368-audifonos-original-xiaomi-redmi-airdots-bluetooth-50-_JM,26,8,2,0,0,#436484368,AirDots,Xiaomi,In-ear
1885, N Audífono Bluetooth 4.0 Jbl T450bt Pure Bass ,155,172,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4,3,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-435623671-n-audifono-bluetooth-40-jbl-t450bt-pure-bass-_JM,1,1,1,0,0,#435623671,T450BT,JBL,Over-ear
1886, Auriculares Bluetooth Stereo Anker Soundbuds Tag - Blanco ,157,NA,1,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RICHARD+FC,https://articulo.mercadolibre.com.pe/MPE-427862251-auriculares-bluetooth-stereo-anker-soundbuds-tag-blanco-_JM,NA,NA,NA,NA,NA,#427862251,NA,Anker,NA
1887, Xiaomi Audifonos Bluetooth Mi Sport ,120,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/XIAOMITIENDAPERUXIAOMI,https://articulo.mercadolibre.com.pe/MPE-435804707-xiaomi-audifonos-bluetooth-mi-sport-_JM,NA,NA,NA,NA,NA,#435804707,NA,NA,NA
1888, N Audífono Bluetooth 4.1 Panasonic Rp-hf410 Extra Bass ,160,177,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-436278011-n-audifono-bluetooth-41-panasonic-rp-hf410-extra-bass-_JM,NA,NA,NA,NA,NA,#436278011,NA,Panasonic,NA
1889, Audífonos Motorola Bluetooth Boom2 Original Reducción Ruido ,169,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVA+SMART,https://articulo.mercadolibre.com.pe/MPE-432430226-audifonos-motorola-bluetooth-boom2-original-reduccion-ruido-_JM,NA,NA,NA,NA,NA,#432430226,NA,Motorola,NA
1890, Audífonos Iem Hifi Híbridos De 10 Drivers Kz Zs10 Bluetooth ,145,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/M44Q,https://articulo.mercadolibre.com.pe/MPE-435130986-audifonos-iem-hifi-hibridos-de-10-drivers-kz-zs10-bluetooth-_JM,NA,NA,NA,NA,NA,#435130986,ZS10,KZ,NA
1891, Audífonos Bluetooth Tronsmart Spunky Buds ,170,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SOTECH+PERU,https://articulo.mercadolibre.com.pe/MPE-436893086-audifonos-bluetooth-tronsmart-spunky-buds-_JM,NA,NA,NA,NA,NA,#436893086,Spunky Buds,Tronsmart,In-ear
1892, Audífonos Con Bluetooth Skullcandy Hesh 2 Wireless ,320,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CIROXELECTRONIC,https://articulo.mercadolibre.com.pe/MPE-429214127-audifonos-con-bluetooth-skullcandy-hesh-2-wireless-_JM,NA,NA,NA,NA,NA,#429214127,Hesh 2 Wireless,Skullcandy,NA
1893," Xiaomi Mi Airdots Bluetooth 5,0 Auriculares Con Caja ",169,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.7,36,http://perfil.mercadolibre.com.pe/ROSE_2019,https://articulo.mercadolibre.com.pe/MPE-436484410-xiaomi-mi-airdots-bluetooth-50-auriculares-con-caja-_JM,26,8,2,0,0,#436484410,AirDots,Xiaomi,In-ear
1894, Auricular Deportivo Lephee Bt-450 V. 4.2 ,54,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LIJOV_2016,https://articulo.mercadolibre.com.pe/MPE-426410253-auricular-deportivo-lephee-bt-450-v-42-_JM,NA,NA,NA,NA,NA,#426410253,NA,NA,NA
1895, Audífonos Bluetooth Kz Bte Con Aptx (zs3 Zs10 Zs6 Zst) ,99,NA,1,29,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JUANBERROCALL,https://articulo.mercadolibre.com.pe/MPE-435881091-audifonos-bluetooth-kz-bte-con-aptx-zs3-zs10-zs6-zst-_JM,NA,NA,NA,NA,NA,#435881091,NA,KZ,NA
1896, Audífonos Bluetooth Inalámbrico 3 En 1 Micro Sd Mp3 Llamadas ,99,NA,10,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CSHOP1,https://articulo.mercadolibre.com.pe/MPE-431028592-audifonos-bluetooth-inalambrico-3-en-1-micro-sd-mp3-llamadas-_JM,NA,NA,NA,NA,NA,#431028592,NA,NA,NA
1897, N Audífono Bluetooth Huawei Freebuds Resiste Agua Y Sudor ,475,527,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-435682652-n-audifono-bluetooth-huawei-freebuds-resiste-agua-y-sudor-_JM,NA,NA,NA,NA,NA,#435682652,NA,Huawei,NA
1898, Auriculares Deportivos Bluetooth Inalámbrico Tf /tarjeta Sd ,20,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SHANGAI+SHOPPING,https://articulo.mercadolibre.com.pe/MPE-434645469-auriculares-deportivos-bluetooth-inalambrico-tf-tarjeta-sd-_JM,NA,NA,NA,NA,NA,#434645469,NA,NA,NA
1899, Auriculares Xgody Tws X9 Bluetooth 5.0 ,190,NA,0,6,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MOIS%C3%89S+JORGE,https://articulo.mercadolibre.com.pe/MPE-435842547-auriculares-xgody-tws-x9-bluetooth-50-_JM,NA,NA,NA,NA,NA,#435842547,NA,NA,NA
1900, Audifonos Bluetooth I7s Tws Cargador Portátil Apple Android ,30,NA,0,20,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-436195880-audifonos-bluetooth-i7s-tws-cargador-portatil-apple-android-_JM,NA,NA,NA,NA,NA,#436195880,NA,Apple,NA
1901," Auriculares Bluetooth Nuquera Bs19c ; Mp3, Sd X Mayor Y Unid ",19,NA,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RONALDOPEDREDOL,https://articulo.mercadolibre.com.pe/MPE-434794920-auriculares-bluetooth-nuquera-bs19c-mp3-sd-x-mayor-y-unid-_JM,NA,NA,NA,NA,NA,#434794920,NA,NA,NA
1902, Audifonos Sony Wh-ch400 Bluetooth Wireless 20 Horas ,205,NA,1,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MYJ+C%C3%81NEPANEGOCIOS,https://articulo.mercadolibre.com.pe/MPE-433272300-audifonos-sony-wh-ch400-bluetooth-wireless-20-horas-_JM,NA,NA,NA,NA,NA,#433272300,NA,NA,NA
1903, Gratis!!! Audífono Sony Wh-ch400 Nfc 20 Horas Bluetooth 4.2 ,214,NA,0,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-434296156-gratis-audifono-sony-wh-ch400-nfc-20-horas-bluetooth-42-_JM,NA,NA,NA,NA,NA,#434296156,WH-CH400,Sony,NA
1904, Audifono Samsung Level U Pro P/smartphones/tablets Bluetooth ,299,NA,0,1,NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEW_TECNOLOGY_PER%C3%9A,https://articulo.mercadolibre.com.pe/MPE-436081614-audifono-samsung-level-u-pro-psmartphonestablets-bluetooth-_JM,NA,NA,NA,NA,NA,#436081614,NA,Samsung,NA
1905, Audífonos Bluetooth Inalambrico X1t ,80,NA,1,7,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTACIONESHR,https://articulo.mercadolibre.com.pe/MPE-432579508-audifonos-bluetooth-inalambrico-x1t-_JM,NA,NA,NA,NA,NA,#432579508,NA,NA,NA
1906, Audífonos Bluethoo Jvc Modelo Qy7 Color Azul Rojo Y Blanco. ,60,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTACIONES+COELVA,https://articulo.mercadolibre.com.pe/MPE-432422289-audifonos-bluethoo-jvc-modelo-qy7-color-azul-rojo-y-blanco-_JM,NA,NA,NA,NA,NA,#432422289,NA,JVC,NA
1907, Cargador De Auto Auricular Bluetooth Cm21 4.2a. Ldnio Orig ,79,NA,0,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ANALULOZANO,https://articulo.mercadolibre.com.pe/MPE-436625921-cargador-de-auto-auricular-bluetooth-cm21-42a-ldnio-orig-_JM,NA,NA,NA,NA,NA,#436625921,NA,NA,NA
1908, Audífono Bluetooth Sony Mdr-zx330bt Nfc 30 Horas Música ,345,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DLECTRO-PERU,https://articulo.mercadolibre.com.pe/MPE-432856805-audifono-bluetooth-sony-mdr-zx330bt-nfc-30-horas-musica-_JM,NA,NA,NA,NA,NA,#432856805,MDR-ZX330BT,Sony,Over-ear
1909, Audifonos Huawei Bluetooth Honor Sport Lite| Android/ios ,179,NA,0,100,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REDMOVILPERU,https://articulo.mercadolibre.com.pe/MPE-433073773-audifonos-huawei-bluetooth-honor-sport-lite-androidios-_JM,NA,NA,NA,NA,NA,#433073773,NA,Huawei,NA
1910, Audifonos Bluetooth Fm-microsd-equalizador-control Volumen ,59,NA,3,47,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NOAR+IB,https://articulo.mercadolibre.com.pe/MPE-425148216-audifonos-bluetooth-fm-microsd-equalizador-control-volumen-_JM,NA,NA,NA,NA,NA,#425148216,NA,NA,NA
1911, Audífonos Bluetooth Sony Xb950b1 / Extra Bass Nuevo Garantía ,599,NA,0,8,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/RAGIMPORT,https://articulo.mercadolibre.com.pe/MPE-432640164-audifonos-bluetooth-sony-xb950b1-extra-bass-nuevo-garantia-_JM,NA,NA,NA,NA,NA,#432640164,NA,Sony,NA
1912, N Audífono Bluetooth 4.1 Panasonic Rp-nj300 ,141,156,0,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-433116528-n-audifono-bluetooth-41-panasonic-rp-nj300-_JM,NA,NA,NA,NA,NA,#433116528,NA,Panasonic,NA
1913, Audifonos Tws X3t Mini Bluetooth Inalambrico ,109,NA,2,93,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/VRB+EIRL,https://articulo.mercadolibre.com.pe/MPE-432746641-audifonos-tws-x3t-mini-bluetooth-inalambrico-_JM,NA,NA,NA,NA,NA,#432746641,NA,NA,NA
1914, Audifonos Bluetooth Motorola Hk255 Musica Llamadas Original ,99,NA,0,99,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,4,http://perfil.mercadolibre.com.pe/INNOVA+SMART,https://articulo.mercadolibre.com.pe/MPE-432476100-audifonos-bluetooth-motorola-hk255-musica-llamadas-original-_JM,4,0,0,0,0,#432476100,HK255,Motorola,Clip-ear
1915, Mini Audifono Bluetooth Estereo ,30,NA,0,9,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MPALOSA,https://articulo.mercadolibre.com.pe/MPE-432958446-mini-audifono-bluetooth-estereo-_JM,NA,NA,NA,NA,NA,#432958446,NA,NA,NA
1916, Audifono Bluetooth Manos Libres Bluedio Av890 Para Nokia Etc ,47,NA,0,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MESJ2012,https://articulo.mercadolibre.com.pe/MPE-433016219-audifono-bluetooth-manos-libres-bluedio-av890-para-nokia-etc-_JM,NA,NA,NA,NA,NA,#433016219,NA,NA,NA
1917, Audífonos Bluetooth Sennheiser Pxc550 Cancelación De Ruido ,339,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REMATOXQVIAJO,https://articulo.mercadolibre.com.pe/MPE-436526847-audifonos-bluetooth-sennheiser-pxc550-cancelacion-de-ruido-_JM,NA,NA,NA,NA,NA,#436526847,NA,Sennheiser,NA
1918," Audifono Huawei Sport Lite Honor Bluetooth Azul, Android Hd ",158,NA,0,5,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.5,4,http://perfil.mercadolibre.com.pe/VHUGOPHUERTA,https://articulo.mercadolibre.com.pe/MPE-435635383-audifono-huawei-sport-lite-honor-bluetooth-azul-android-hd-_JM,3,0,1,0,0,#435635383,Xsport,Huawei,In-ear
1919, Audifonos Motorola Verve Loop Bluetooth ,145,NA,2,3,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSCAR-MANUEL,https://articulo.mercadolibre.com.pe/MPE-429002353-audifonos-motorola-verve-loop-bluetooth-_JM,NA,NA,NA,NA,NA,#429002353,VerveLoop,Motorola,NA
1920, Audífonos Sony Bluetooth Wh-ch400 Nfc Batería 20 Horas ,209,NA,0,1000,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-434434915-audifonos-sony-bluetooth-wh-ch400-nfc-bateria-20-horas-_JM,NA,NA,NA,NA,NA,#434434915,WH-CH400,Sony,Over-ear
1921," Phaiser Bhs-530 Bluetooth Auriculares Para Correr, Ejerci ",249,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AKAESPERUSAC,https://articulo.mercadolibre.com.pe/MPE-433292120-phaiser-bhs-530-bluetooth-auriculares-para-correr-ejerci-_JM,NA,NA,NA,NA,NA,#433292120,NA,Phaiser,NA
1922," Auriculares Deportivos Bluetooth, Manos Libres, Magnéticos ",20,NA,1,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BYHOTECH4,https://articulo.mercadolibre.com.pe/MPE-435716221-auriculares-deportivos-bluetooth-manos-libres-magneticos-_JM,NA,NA,NA,NA,NA,#435716221,NA,NA,NA
1923, Audifonos Bluetooth De Uphone I13 Color Blanco _oferta!! ,140,NA,0,10,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MAVE1225614,https://articulo.mercadolibre.com.pe/MPE-436769912-audifonos-bluetooth-de-uphone-i13-color-blanco-oferta-_JM,NA,NA,NA,NA,NA,#436769912,NA,Apple,NA
1924, Audifono Bluetooth Handsfree Inalambrico ,16,NA,15,4,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5,1,http://perfil.mercadolibre.com.pe/ROBER_CACHAY,https://articulo.mercadolibre.com.pe/MPE-418817211-audifono-bluetooth-handsfree-inalambrico-_JM,1,0,0,0,0,#418817211,NA,NA,NA
1925, Audifono C/microf. Iblue Liberty Sp20 Bluetooth Stereo Black ,34,NA,0,1,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BYHOTECHD,https://articulo.mercadolibre.com.pe/MPE-432605823-audifono-cmicrof-iblue-liberty-sp20-bluetooth-stereo-black-_JM,NA,NA,NA,NA,NA,#432605823,LIBERTY SP20,i-Blue,NA
1926, Auriculares Sport Bluetooth Ttlife Alta Calidad - Antisudor ,49,NA,12,2,NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,3,1,http://perfil.mercadolibre.com.pe/TACTICAL.PE,https://articulo.mercadolibre.com.pe/MPE-423823369-auriculares-sport-bluetooth-ttlife-alta-calidad-antisudor-_JM,0,0,1,0,0,#423823369,NA,NA,NA
