search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Modelo alfanumérico,Tiempo de funcionamiento,Tipo de alimentación,Tipos de cabezales,Peso
1466, Corta Barba Philips Bt3206/14 ,1990,NA,0,10,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,48,https://perfil.mercadolibre.com.ar/24STORE,https://articulo.mercadolibre.com.ar/MLA-801264336-corta-barba-philips-bt320614-_JM,31,14,2,0,0,#801264336,Philips,Series 3000,Beardtrimmer,BT3206/14,NA,NA,NA,NA
1467, Cuchillas De Afeitarbraun 3series 320s-4 Shaver.. ,10590,NA,0,2,6 cuotas sin interés,NA,NA,NA,NA,NA,4.7,3,https://perfil.mercadolibre.com.ar/SPICEIMPORTSAR,https://articulo.mercadolibre.com.ar/MLA-694417283-cuchillas-de-afeitarbraun-3series-320s-4-shaver-_JM,2,1,0,0,0,#694417283,Braun,Series 3,320S-4,NA,NA,NA,NA,NA
1468, Maquina Tecnología Flex Foil Remington Pf7200 ,1499,NA,0,35,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,25,https://perfil.mercadolibre.com.ar/PHOTOPRINT_STORE,https://articulo.mercadolibre.com.ar/MLA-791458938-maquina-tecnologia-flex-foil-remington-pf7200-_JM,10,8,3,0,4,#791458938,Remington,Confort,PF7200,NA,30 minutos de uso inalámbrico,Batería,Flexibles,NA
1469, Htc 5 En 1 Afeitadora Eléctrica Promocion 6 Cuotas ,1400,NA,0,200,6 cuotas sin interés,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/EAPAOTECHSALES,https://articulo.mercadolibre.com.ar/MLA-792581908-htc-5-en-1-afeitadora-electrica-promocion-6-cuotas-_JM,NA,NA,NA,NA,NA,#792581908,HTC,5 EN 1,5 en 1,NA,NA,Eléctrica,Removibles,NA
1470, Afeitadora Philips Hq6906 Uso Con Cable ,4290,NA,21,10,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/GROUUP,https://articulo.mercadolibre.com.ar/MLA-618048815-afeitadora-philips-hq6906-uso-con-cable-_JM,NA,NA,NA,NA,NA,#618048815,Philips,Series 3000,Shaver,HQ6906/16,NA,NA,NA,NA
1471, Afeitadora Gama Gsh 950 Barba Trimmer Patillas Cuchillas ,4735,NA,9,99,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,14,https://perfil.mercadolibre.com.ar/TIENDAS+OFICIALES?brandId=156,https://articulo.mercadolibre.com.ar/MLA-622661814-afeitadora-gama-gsh-950-barba-trimmer-patillas-cuchillas-_JM,10,2,1,0,1,#622661814,GA.MA,Trimmer,GSH 950,NA,NA,Batería,Pivotantes,164 g
1472, Afeitadora Inalambrica Gama Gsh860 Patillas Bigote Cuotas ,1499,NA,4,10,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,96,https://perfil.mercadolibre.com.ar/ELECTROSTORE.COM.AR,https://articulo.mercadolibre.com.ar/MLA-670753542-afeitadora-inalambrica-gama-gsh860-patillas-bigote-cuotas-_JM,47,34,13,2,0,#670753542,GA.MA Italy,Precision Cut,GSH 860,NA,50 Minutos,Batería,Giratorios,NA
1473," Máquinas De Afeitar,braun Afeitadora De Bolsillo, 2xaa, .. ",1881,NA,0,2,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/SPICEIMPORTSAR,https://articulo.mercadolibre.com.ar/MLA-694417337-maquinas-de-afeitarbraun-afeitadora-de-bolsillo-2xaa--_JM,NA,NA,NA,NA,NA,#694417337,Braun,Mobile Shave,M-60,NA,NA,NA,NA,2 lb
1474, Philips Afeitadora 2-159 ,2022,NA,NA,21,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,551,https://perfil.mercadolibre.com.ar/TRABUCO+S.A.?brandId=1249,https://articulo.mercadolibre.com.ar/MLA-735426797-philips-afeitadora-2-159-_JM,370,122,37,13,9,#735426797,Philips,Afeitadora,S1030/04,NA,45 MIN,Corriente directa,NA,NA
1475, Ducati Imetec Cortacabello Hc 719 Steering Afeitadora + Acc ,1503,1769,0,6,12 cuotas,NA,NA,Envío,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FARMACIALELOIR,https://articulo.mercadolibre.com.ar/MLA-760267436-ducati-imetec-cortacabello-hc-719-steering-afeitadora-acc-_JM,NA,NA,NA,NA,NA,#760267436,Imetec,Ducati,HC719 STEERING,NA,60 minutos,NA,NA,NA
1476, Maquina Afeitar Electrica Remington Xr1430 Humedo Y Seco ,4199,NA,0,5,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MILESI+HOGAR,https://articulo.mercadolibre.com.ar/MLA-782128209-maquina-afeitar-electrica-remington-xr1430-humedo-y-seco-_JM,NA,NA,NA,NA,NA,#782128209,Remington,HyperFlex,XR1430,NA,NA,Batería,Flexibles,NA
1477, Corta Pelo Afeitadora Gama Gc625 Inalambrico ,1999,NA,0,2,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/DEBUT+OFICIAL,https://articulo.mercadolibre.com.ar/MLA-791761237-corta-pelo-afeitadora-gama-gc625-inalambrico-_JM,NA,NA,NA,NA,NA,#791761237,GA.MA,Afeitadora,GC 625,NA,NA,Inalámbrica,Ergónomicos,NA
1478, Philips Norelco Cabeza Reemplazo Sh50 / 52 Para Afeitadoras ,2841,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-799255813-philips-norelco-cabeza-reemplazo-sh50-52-para-afeitadoras-_JM,NA,NA,NA,NA,NA,#799255813,Philips Norelco,NA,SH50/52,NA,NA,NA,NA,NA
1479, Afeitadora Inalambrica Gama Gsh855 Sport Corta Patillas ,1264,NA,0,99,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,6,https://perfil.mercadolibre.com.ar/EMPAKEWEB,https://articulo.mercadolibre.com.ar/MLA-752653540-afeitadora-inalambrica-gama-gsh855-sport-corta-patillas-_JM,4,1,0,0,1,#752653540,GA.MA,GA.MA,GSH 855,NA,50 minutos,NA,NA,0.144 kg
1480, Afeitadora Gama Gsh 950 2 En 1 Sistema 3 Track 3 Cabezales ,2999,4500,NA,5,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/VIPELUQUERIAS?brandId=1433,https://articulo.mercadolibre.com.ar/MLA-785568802-afeitadora-gama-gsh-950-2-en-1-sistema-3-track-3-cabezales-_JM,NA,NA,NA,NA,NA,#785568802,GA.MA Italy,3 track system,GSH 950,NA,70 s,Eléctrica,Giratorios,164 g
1481, Vondom Afeitadora Portatil A Pila -cuotas ,880,NA,NA,7,6 cuotas sin interés,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,8,https://perfil.mercadolibre.com.ar/VONDOM?brandId=454,https://articulo.mercadolibre.com.ar/MLA-792373288-vondom-afeitadora-portatil-a-pila-cuotas-_JM,5,2,1,0,0,#792373288,Vondom,accesorios,VDM23,NA,NA,Pilas,Giratorios,NA
1482, Min Afeitadora Eléctrica Xiaomi De Larga Duración Rasura ,1244,NA,0,999,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/FAGESIWEIAR,https://articulo.mercadolibre.com.ar/MLA-784937765-min-afeitadora-electrica-xiaomi-de-larga-duracion-rasura-_JM,NA,NA,NA,NA,NA,#784937765,Xiaomi,NA,NA,NA,NA,NA,NA,NA
1483, Afeitadora Foil Remington Pf7200 Recargable Envios Remington ,1499,NA,0,35,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.8,25,https://perfil.mercadolibre.com.ar/BSG+AMERICA,https://articulo.mercadolibre.com.ar/MLA-787665616-afeitadora-foil-remington-pf7200-recargable-envios-remington-_JM,10,8,3,0,4,#787665616,Remington,Confort,PF7200,Pf7200,30 minutos de uso inalámbrico,Batería,Pivotantes,NA
1484, Afeitadora Philips S1100 ,1799,NA,0,4,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,76,https://perfil.mercadolibre.com.ar/CASA+POLICELLA,https://articulo.mercadolibre.com.ar/MLA-731431522-afeitadora-philips-s1100-_JM,37,26,10,1,2,#731431522,Philips,S1000,S1100,S1100/02,NA,NA,NA,NA
1485, Gama Afeitadora Electrica Modelo Gshmaster Magistral Lacroze ,1268,NA,0,NA,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MAGISTRAL+LACROZE,https://articulo.mercadolibre.com.ar/MLA-752278319-gama-afeitadora-electrica-modelo-gshmaster-magistral-lacroze-_JM,NA,NA,NA,NA,NA,#752278319,GA.MA Italy,afeitadora,GSHmaster,NA,todos,NA,NA,NA
1486, Ducati Imetec Cortacabello Hc 909 S-curve Afeitadora + Acc ,2030,2389,0,6,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FARMACIALELOIR,https://articulo.mercadolibre.com.ar/MLA-760267414-ducati-imetec-cortacabello-hc-909-s-curve-afeitadora-acc-_JM,NA,NA,NA,NA,NA,#760267414,Imetec,Ducati,HC909 S-CURVE,NA,60 minutos,NA,NA,NA
1487, Maquina Afeitadora Rasuradora Vellos Facial Recargable Usb ,345,NA,65,934,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/01ENLINEA,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=sZI2CPBE7qAni5ZZOKmwe%2F4jV5j35u04WimxjQH03Ba%2Fv%2FWyQSjqYoEtupBhXreGkZzcGz1jDpgiW3iM24K7w%2BqGMO9ouH01rc2FxsiAp02hWyi6y1XyyLacIxawbEBa2Cz73dR1ygYQkqFd2ipIbEp4s%2B%2BT9lW0hxu%2BL4dFF%2FiaKnJqy6Rd7aMRHfASBMYGo%2BF%2BoG0dD2BUDK8nL624RkazjCInnyPjyDTBiPuh2upHI95BXLyVoQgADPOiyfHi22Sn0tptoATWhfs9rrCCDQLa2K564m%2FC%2FUrw8PfJSQl5VTKbOLgrWpdh0%2FTpM1bfh3%2BHywMr6zEyj1uc8CxicT%2BPg%2BkXiYPRSvzkc%2B%2BF%2FMbsTG261hZB6PuOg6bM5yqYr%2BjMFYkPSFvgkMCAKW1mZ77lgtn1DxH%2FMuixxk2FWkdbwM2D0PsqPr3hhfFioUi1MCTKxhp6l0VYUmhBfKr4pladNsKnmvtHOKtQljQ%2BXAaAiKDE%2BlcLwKUKe2D0%2BMyTppr4HzG9dsWPB%2ByuizZA38W5XRnwwiYhwQxAXXu%2FMvd2j%2Ffjm1wcqWxxWWYaVE2TD86WeDdgVV0QyMYPXVh9Q7nniFQyXiWAjNRybfah5eYHZV9u6OWiZowdLmxSPNrMl4cneWSLb8I5uhBGAyFjE%2B1C6pVi2wDsxRWcpcY6Pj9HGF6aG8q9WfdVBpdZZDdH1RkxhT6t1wJY%2FkijPzsuMDWoqU6dH%2BXj6btk8RXG3FdKNRxyPzmwbvkXKLK1ujxF80uKkNfluBlGLT92DCwt1ngwDN8D1OawvYVFOBQb1WoYUio49yGcbbzfLdfVtZ5RZo0IrYZdnPZ4odKB7Y0zoElEs7F4bCyx3dzY%2FfpPCGO5%2B%2BsHqTRj5cm7xy021gbc1XVjVPeAVSNytfwquUDul6o%2BlJNoaBs%2BAHARqW%2F0QYMJlNXBE4DoVO1uwbbQ1mrc1Bm3kPcoApwe4%2F5x2zzcPpcbsb94qo21GIv46UPJfEEr7tzMgD4DAC2afK1N2%2BqQJdhygM1WIAaPn6GF6ra4ouTyB%2BJJiTSm6qICib4BzldrzHUd%2FahmzUSWI44NNqMiq%2FBc8HrhUixRlitr0OYkdA%2FtZgNEZfmMmXaWAqwcoTR9oxV5YojFdQzi2Yk6FN5Pp4mHOD9ZiFOjIsT9%2BdyeWC77SD0mdPLXoqUZoHe%2BT5tvdQphXHJ%2BeT8KOuSZcetLvdlHzTlLrNbScGOisl7l0gnUvufwKqg09q10fwWqE9dlqgTdJomVSxa%2BlBtSG5NzAjrL%2FNzKIUPNghspQYSTCeXJG1SZTpo5wiV8MrCv%2FVjeNfb9Cv6S83BccoeVAa8R6Hq%2BF%2Bbq7yARrURDFj4H1zaIXeKWeljKdgd2O3CXP3dRCJYgJIt5OEvjBIkyr3HbhYYtWtTIjJqJHnuOjotPMP1g5XsXNcU%2BxovMOYwjC7dJqEHmP3gtZohsh7apUQrng4moRUGRAEnpcnrtjC5UuCaAYI%2BGuBQ%2F6HoOcwfv%2FozQs5Pr6zEdnLeKF%2BU8zwZ8umJVvmb4IEwO4DSHhqcCLp8eih2CbxEAI%2BHrlpT9MKYqH4IeYdGM4O1qA41a1UMT7QB8ySU4Haaq4RAQOzpBB2Lz6Xd8bWaIaRIvdwvKnmiLaZ1Taj%2BN5%2BjiKvbKnoECyW4B2KBK7o%2F10V82tKs7im7t53fviKE5bduT%2B1Sp%2BAWEf%2B2Wux2TKDdPmFLvI11TxF52xlyHNo6a49nCmcqFIHtW%2BAjPbASw5u3FIgpm1yJgfgpCTQ0fxeok7xI46EijJ%2Ba3qwgnAQf33qGCrkoTENbjxivso1GkSpElJgQ9yA%3D%3D,2,0,0,0,0,#783178998,Nanzhong,"NA",NZ-203,NA,NA,USB,Giratorios,NA
1488, Maquina Afeitar Electrica Xiaomi Mijia Closecut Cabezales ,5999,NA,0,5,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MIKECOMUNICACION,https://articulo.mercadolibre.com.ar/MLA-765602720-maquina-afeitar-electrica-xiaomi-mijia-closecut-cabezales-_JM,NA,NA,NA,NA,NA,#765602720,Xiaomi,Mijia,MJTXD01SKS,NA,5 ANOS O MAS,NA,NA,0.176 kg
1489, Gama Afeitadora Master ,1500,NA,0,7,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ANIKASHOP,https://articulo.mercadolibre.com.ar/MLA-786601883-gama-afeitadora-master-_JM,NA,NA,NA,NA,NA,#786601883,GA.MA,NA,NA,NA,NA,NA,NA,NA
1490, Afeitadora Babyliss Pro Foil Fx01 Barberia Profesional ,3650,NA,0,1,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,3,https://perfil.mercadolibre.com.ar/TUNNEL-DIGITAL,https://articulo.mercadolibre.com.ar/MLA-782768958-afeitadora-babyliss-pro-foil-fx01-barberia-profesional-_JM,1,2,0,0,0,#782768958,BaBylissPRO,PROFESIONAL,FOILFX01,NA,NA,220 V,NA,NA
1491, Afeitadora Philips S1310 ,2199,NA,NA,6,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,57,https://perfil.mercadolibre.com.ar/-MARQUEZDIGITAL8-?brandId=251,https://articulo.mercadolibre.com.ar/MLA-682768462-afeitadora-philips-s1310-_JM,34,16,5,2,0,#682768462,Philips,Afeidora,S1310,NA,NA,Batería,Flexibles,NA
1492, Afeitadora Gama Gsh855 Recargable Inalámbrica Envio Gratis ,1189,NA,0,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/LOSAMIGOSHOGAR,https://articulo.mercadolibre.com.ar/MLA-790677461-afeitadora-gama-gsh855-recargable-inalambrica-envio-gratis-_JM,NA,NA,NA,NA,NA,#790677461,GA.MA,Sport,GSH 855,NA,NA,220 voltios,Pivotantes,NA
1493, Afeitadora Philips S1310 ,2689,NA,0,9,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,57,https://perfil.mercadolibre.com.ar/CASAMENDOZA,https://articulo.mercadolibre.com.ar/MLA-689738382-afeitadora-philips-s1310-_JM,34,16,5,2,0,#689738382,Philips,Series 1000,s1310,NA,35 min,Batería,NA,NA
1494, Afeitadora Philips Multigroom 8en1 Mg 3730/15 ,2450,NA,1,30,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/LAFRANCO+PERFUMERIA,https://articulo.mercadolibre.com.ar/MLA-728146571-afeitadora-philips-multigroom-8en1-mg-373015-_JM,NA,NA,NA,NA,NA,#728146571,Philips,Series 3000,MG3730/15,MG3730,NA,NA,NA,NA
1495, Afeitadora Remington 360 R Con Corta Patilla Plegable ,1610,NA,0,14,6 cuotas sin interés,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/MAUROFLUGEL,https://articulo.mercadolibre.com.ar/MLA-763279420-afeitadora-remington-360-r-con-corta-patilla-plegable-_JM,NA,NA,NA,NA,NA,#763279420,Remington,NA,power flex 360r,NA,continuo,NA,Removibles,NA
1496, Afeitadora Patillera Electrica Philips Recargable S5420 ,4199,NA,0,6,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,84,https://perfil.mercadolibre.com.ar/CONFORTDACARSRL,https://articulo.mercadolibre.com.ar/MLA-788099910-afeitadora-patillera-electrica-philips-recargable-s5420-_JM,57,19,4,2,2,#788099910,Philips,afeitadora,Aquatouch,NA,NA,Batería,Giratorios,NA
1497," Philips Norelco Multigroom Serie 7100, 8 Accesorios, Qg3390 ",9246,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-798943106-philips-norelco-multigroom-serie-7100-8-accesorios-qg3390-_JM,NA,NA,NA,NA,NA,#798943106,Philips Norelco,NA,QG3390,NA,NA,NA,NA,NA
1498, Philips Norelco Rq111 Haga Clic En - En Styler Para Norelco ,2131,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-799255816-philips-norelco-rq111-haga-clic-en-en-styler-para-norelco-_JM,NA,NA,NA,NA,NA,#799255816,Philips Norelco,NA,RQ111/52,NA,NA,NA,NA,NA
1499, Cortabarba Philips Bt7201 Recargable Afeitadora Acero Inox ,3499,NA,1,NA,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,47,https://perfil.mercadolibre.com.ar/IMPORTADORA_LYT,https://articulo.mercadolibre.com.ar/MLA-691180306-cortabarba-philips-bt7201-recargable-afeitadora-acero-inox-_JM,29,12,3,2,1,#691180306,Philips,Series 7000,BT7201,NA,60 m,NA,NA,NA
1500, Xiaomi Maquinilla De Afeitar Eléctrica Para Turbina Portátil ,1229,NA,0,999,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/FAGESIWEIAR,https://articulo.mercadolibre.com.ar/MLA-785007204-xiaomi-maquinilla-de-afeitar-electrica-para-turbina-portatil-_JM,NA,NA,NA,NA,NA,#785007204,Xiaomi,NA,NA,NA,NA,NA,NA,NA
1501, Afeitadora Philips Aquatouch S5420/24 Eléctrica Piel Suave ,4938,NA,0,1,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,84,https://perfil.mercadolibre.com.ar/USAWORLWIDE,https://articulo.mercadolibre.com.ar/MLA-786616955-afeitadora-philips-aquatouch-s542024-electrica-piel-suave-_JM,57,19,4,2,2,#786616955,Philips,AquaTouch,S5420/02,NA,NA,NA,NA,NA
1502, Cortabarba Philips Bt1000/15 Especial Oferta Cuotas Y Envios ,2058,NA,0,2,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,36,https://perfil.mercadolibre.com.ar/USAWORLWIDE,https://articulo.mercadolibre.com.ar/MLA-787485266-cortabarba-philips-bt100015-especial-oferta-cuotas-y-envios-_JM,22,12,2,0,0,#787485266,Philips,philips,BT1000/15,BT1000/15,NA,NA,NA,NA
1503," Cuchillas De Afeitar, Braun Series 9-9095cc Húmedo Y En .. ",26066,NA,0,2,6 cuotas sin interés,NA,NA,NA,NA,NA,5,1,https://perfil.mercadolibre.com.ar/SPICEIMPORTSAR,https://articulo.mercadolibre.com.ar/MLA-707853429-cuchillas-de-afeitar-braun-series-9-9095cc-humedo-y-en--_JM,1,0,0,0,0,#707853429,Braun,Series 9,9095CC,NA,NA,NA,NA,NA
1504, Afeitadora Philips P.a.d. S1310/02 Close Cut C/ca ,2899,NA,NA,10,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.4,57,https://perfil.mercadolibre.com.ar/NALDO+LOMBARDI?brandId=308,https://articulo.mercadolibre.com.ar/MLA-668480593-afeitadora-philips-pad-s131002-close-cut-cca-_JM,34,16,5,2,0,#668480593,Philips,S1310/02,S1310/02,NA,NA,Corriente directa,Giratorios,NA
1505, Afeitadora Inalambrica Gama Gsh895 Corta Patillas Y Bigote ,2538,NA,13,30,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,36,https://perfil.mercadolibre.com.ar/TECNOFAST_,https://articulo.mercadolibre.com.ar/MLA-740029565-afeitadora-inalambrica-gama-gsh895-corta-patillas-y-bigote-_JM,17,12,3,1,3,#740029565,GA.MA Italy,AFEITADORA,GSH 895,NA,60M,Batería,Giratorios,700 kg
1506, Afeitadora Philips Qp2521/10 Recargable Seco Humedo ,1399,NA,1,3,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,899,https://perfil.mercadolibre.com.ar/CORDONAT+TECHNOLOGY,https://articulo.mercadolibre.com.ar/MLA-745947758-afeitadora-philips-qp252110-recargable-seco-humedo-_JM,675,159,43,9,13,#745947758,Philips,NA,Qp2521,QP2521/10,NA,NA,NA,NA
1507, Afeitadora Electrica Gama Recargable + Corporal Body Groomer ,3459,NA,0,99,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/EMPAKEWEB,https://articulo.mercadolibre.com.ar/MLA-774088005-afeitadora-electrica-gama-recargable-corporal-body-groomer-_JM,NA,NA,NA,NA,NA,#774088005,GA.MA,Body Groomer,Combo,NA,30 MINUTOS,NA,NA,119 g
1508, Afeitadora Cortadora Barba Patilla Gama Gsh 860 Inalambrica ,1399,NA,0,24,12 cuotas,NA,NA,Llega mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,96,https://perfil.mercadolibre.com.ar/ORTOPEDIA9DEJULIO,https://articulo.mercadolibre.com.ar/MLA-784040988-afeitadora-cortadora-barba-patilla-gama-gsh-860-inalambrica-_JM,47,34,13,2,0,#784040988,GA.MA Italy,Shavers,GSH 860,NA,NA,Batería,NA,144 g
1509, Afeitadora Braun Series S3 Shave & Style 3000bt 3 En 1 ,4999,NA,0,10,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/CLIMAX+TIENDAONLINE,https://articulo.mercadolibre.com.ar/MLA-790645563-afeitadora-braun-series-s3-shave-style-3000bt-3-en-1-_JM,NA,NA,NA,NA,NA,#790645563,Braun,Série 3,3000BT,NA,NA,Batería,Planos,NA
1510," Philips Norelco S9311/87 , Shaver 9300 ",15645,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/CLUBENVIOSAR,https://articulo.mercadolibre.com.ar/MLA-799258997-philips-norelco-s931187-shaver-9300-_JM,NA,NA,NA,NA,NA,#799258997,Philips Norelco,Series 9000,S9311/87,S9311/87,NA,NA,NA,NA
1511, Máquina De Afeitar Philips! ,1300,NA,0,NA,6 cuotas sin interés,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/DOJO9513247,https://articulo.mercadolibre.com.ar/MLA-742558947-maquina-de-afeitar-philips-_JM,NA,NA,NA,NA,NA,#742558947,Philips,NA,NA,NA,NA,NA,NA,NA
1512, Andis Profoil Lithium Titanium Foil Shaver Afeitadora ,6890,NA,0,15,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.9,44,https://perfil.mercadolibre.com.ar/ESHOPPELUQUERIA,https://articulo.mercadolibre.com.ar/MLA-766875128-andis-profoil-lithium-titanium-foil-shaver-afeitadora-_JM,38,6,0,0,0,#766875128,Andis,Barber,Profoil Lithium Titanium,TS-1,80 min,220v,Pivotantes,NA
1513, Afeitadora Philips Qp2521 One Blade ,2099,NA,0,3,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,899,https://perfil.mercadolibre.com.ar/GARCIAYOLIVEROSAGARCIAYOL,https://articulo.mercadolibre.com.ar/MLA-790653776-afeitadora-philips-qp2521-one-blade-_JM,675,159,43,9,13,#790653776,Philips,AFEITADORA,Qp-2521,QP2521/10,NA,Eléctrica,Planos,NA
1514, Afeitadora Recargable Depiladora Eléctrica Herramienta De El ,1412,NA,0,100,6 cuotas sin interés,NA,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.com.ar/METROAR,https://articulo.mercadolibre.com.ar/MLA-806226415-afeitadora-recargable-depiladora-electrica-herramienta-de-el-_JM,NA,NA,NA,NA,NA,#806226415,NA,NA,RF-701,NA,NA,NA,NA,NA
1515, Afeitadora Gama Gsh1000 Carga Rápida 1h Corte De Precisión ,3549,NA,0,300,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,33,https://perfil.mercadolibre.com.ar/BEIROHOGAR-DIGITAL,https://articulo.mercadolibre.com.ar/MLA-702613289-afeitadora-gama-gsh1000-carga-rapida-1h-corte-de-precision-_JM,19,5,6,1,2,#702613289,GA.MA,Trimmer,GSH 1000,2444,70 Minutos,Batería,Flexibles,173 g
1516, Maquina Afeitadora Electrica Winco 812 Recargable +envio ,1799,NA,0,100,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ELECTRONICTECNO,https://articulo.mercadolibre.com.ar/MLA-785646095-maquina-afeitadora-electrica-winco-812-recargable-envio-_JM,NA,NA,NA,NA,NA,#785646095,Winco,Winco,Winco 812,NA,NA,Batería,Giratorios,NA
