search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca da Capa,Marca de Celular,Modelo de Celular,Modelo da Capa,Tipo de capa,Material,Cor
326, Capinha Holográfica iPhone 6 6s Plus 7 8 Plus X Xr Xs Max ,50,NA,NA,10,10x,5.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/EXTURO,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=TEih8pbCuMmY%2BrfFFWPYGsDxRbxXZ6cN5i2KIjyqMqfXimdDvHaQWTuQYgXltb884jf6dU7n6TR7Srvj27kISIVcNgaWbEOaVXxLSJ6nsBFATbx2To%2Fr%2FfYCEXaF%2BG3GPZ5VYtFPvre0f0t2DTXgKDd%2BmE0Xr3ZZKM2iOmcTjQdVCYhTVEVkyjqMtadqmAw9qPfy9jBK%2BeMAYO2mlSub5NzbHT5Ov%2B0EMgi9avbWcYsZsZQnmiH2bis7mZm5tLxFfjUYF3e0A9QFUGDSs7muhG2WhCrOCixlM29q1%2BPCp0kZIIzBYj6Poc7QAGanqN3waeQPdZALei4cNbzoVhVvDrMFicZ%2F%2FU91Ytz%2B%2BriPPiSdYrz%2FryI%2FIzByIHm%2BaZjZibzBesOw7fjiD8fHsXLLsFeYa2pgvNz8wXG1Ld4zM457bXXUSXd3fRV6aTAqVRV2%2F7gGO8K2aOqwqu6Zr%2BtGlVCRKTekF03hPkNr20pnXzAl8xJH49ixkLWVaV8%2F05w6xfSFFn1PGgMHSrSNijTeXcmJI%2BEwBsS9pcsSv5%2FBWUX4FEOauEenfaZo2REM8GNAzASXcprVkJQ8Lfykb9ibdQ%2FJSDmephTqKdSsZ9PHS87DF60ezP2Hq8XFxX9Gkn0mZgNC1%2BhQWkabJwjhyVvZCGvPzdyc7SD4x9Un3JeXNEyMuF9yjjrEA1IptfaRZhNsY%2FsHDqpHeB%2BJg4sybpYgtrFCIIyMO7FDNP6sjFwtsTCfJwC%2BrNysZqzyy2Ln8RTFhM8qIdoE5GSE6YFXiaWgBe7Rr2nLWPY67teCCaF0ReCl9ufJUrw6eCwmHYNubKWaS%2F2GxY7DuVvFE2qox2Njg6oSKdqikqTH1cfbsy0cvJJvG9NeR8sflW0PrbiMZxVjozowSbkrMeNi5cO7KFoSYMGaEiEMeN%2F5peWcqMSZGusa%2BY3DuumQ0tovRc27CDBn1%2BZPN19EzHaQSkzP0ICdndODoL7h%2BjVMKMw8XLIccI7OLEO0kp6vw4%2BI%2FYip%2FbvPLTQuIAakj6RzkTWp7BOunMyNTU9hY7Liz2M087s%2BvRpvbx977soQK70Z85zTJq1C7xmoMBxewlq62%2F5szmHyniwKEDlpugKbsyeBv5CLbOnHPmrq4FD9jnO7qdXGgwJLUKxSYLBEXoW7NhHGFdSZ9%2BZ8hdXjWho5HyBMiboSIgpzFF6vfeHYAr0l95aoNpOOjqR69AseFkQOIT%2Fi4mDXPUv0y1Jhi8p5uAb9L1JI1k4mTMn4CeFlP653%2BnwW4ZwGg4bhAV5DJYn3jV79ktQd9wu4mWJ2f%2B48qt15IYQT2RNNQx4FCm6u%2FxBybBS5pIpDesf4%2ByvWib6VH9ChQL3zuj11K4DGZiiRzxksCE6rYs0Lqk1o1CRnsxXho6ecQNVKhfHtgQAcZPv%2FMJR1PDIf6y4XFWWrHHZamZ2IMQ2o629%2Fkr%2FMw3m%2FvDZB5T0ro0k%2FGswimnSSZNthqgqgPBzV%2Fwlii0yj%2FlaMyx0usqQvXHuyur4pFrAxwrTZxLGoPunKxUCY5iVSYSYeMOhhZiVhkDzqJ0AnTMjAWdJxMlumUM8d18pekYbwrvq8zA26%2FTqOCnoc9a7ryLJHHHJUN0rOS24%2BSMxpGdTHBvMBX%2F8zlWjfThbCAd3ovFpwFXEsURzfNnuBr4tJwH0%3D,NA,NA,NA,NA,NA,#1295280664,NA,Apple,Iphone,Holográfica,TPU,TPU/Policarbonato,NA
327, Capa Anti Queda P/ iPhone 5 6 7 8 10 X Xs Max Xr + Pel. Gel ,15,NA,NA,20,3x,5.67,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TECMODENA,https://produto.mercadolivre.com.br/MLB-1222771088-capa-anti-queda-p-iphone-5-6-7-8-10-x-xs-max-xr-pel-gel-_JM?searchVariation=36245104177,NA,NA,NA,NA,NA,#1222771088,H+,Apple,Escolher no anúncio.,TPU,capinha de silicone,Silicone,NA
328, Capinha 360 Frente Verso iPhone 6 6s 7 8 Plus Vidro ,74,NA,NA,298,12x,7.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FAVA+STORE,https://produto.mercadolivre.com.br/MLB-1082882713-capinha-360-frente-verso-iphone-6-6s-7-8-plus-vidro-_JM?searchVariation=26442038746,NA,NA,NA,NA,NA,#1082882713,360 Full,Apple,iPhone,360°,Frente e Verso,TPU/Policarbonato,NA
329, Capinha Holográfica iPhone 6 6s Plus 7 8 Plus X Xr Xs Max ,50,NA,NA,30,10x,5.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/EXTURO,https://produto.mercadolivre.com.br/MLB-1295280664-capinha-holografica-iphone-6-6s-plus-7-8-plus-x-xr-xs-max-_JM?searchVariation=41886440703,NA,NA,NA,NA,NA,#1295280664,NA,Apple,Iphone,Holográfica,TPU,TPU/Policarbonato,NA
330, Capinha De Celular iPhone 7 E iPhone 8 Plus - Silicone Case ,39,NA,NA,2,6x,6.65,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PISA9687852,https://produto.mercadolivre.com.br/MLB-1277708919-capinha-de-celular-iphone-7-e-iphone-8-plus-silicone-case-_JM,NA,NA,NA,NA,NA,#1277708919,Genérico,iPhone,iPhone 7 e iPhone 8 PLUS,Silicone Case,SILICONE,SILICONE CASE,NA
331," Capinha Silicone iPhone 7 Plus 8 Plus 5,5 + Pelicula Vidro ",39,NA,NA,20,6x,6.65,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DETONATUDO2014,https://produto.mercadolivre.com.br/MLB-1284093091-capinha-silicone-iphone-7-plus-8-plus-55-pelicula-vidro-_JM,NA,NA,NA,NA,NA,#1284093091,made in China,Apple,iphone 7 Plus iPhone 8 Plus,Anti-impacto,silicone,Silicone,NA
332, Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Aveludada ,32,NA,389,811,6x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,7,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=HQ7mTS1FDUwHMQSEoB%2FUbdECFjMzpHkILo4mxMSvuvOaPPqT1deBPAA6PXBYvkHrbhxBeEErxMGBpgWumXACAZbCHRUKY6HA5%2FMhvnaF7BuD6e2tkOvlSZOEJwzqN9QiOeg6fVEzwunJdkZ%2B3rOLjkHUN76%2FO9N5S9cWwP0XhzpZsTmMdSXJFhJHXm2%2Fg8XYyUvWM8JbeLkjFMb5ED%2B4j8rLyHG53%2BGgc0B9Vm620ljjWjubjyxFdahSYjJ1jyoKzRAf4QJqKhmUUgN6YFqkE%2F6woHfUsT8TjKaUXpYpWaj%2BFFK0SNyBMM21%2BlKDPGFDyy1YosU2RWoziG8Iatf3XtbT2K8y%2B9MkwoxuPr%2FvpbpwgXExsF4ebxEXKbQ1Q1CqNbTIyLgFiwgNNgmcW6TqNm8lVeh6s4Uz1jt2h3RRpDN5DnElFzvCU%2FaC4VF5jnYKEiydOFpPNDXLriUg%2FN5l%2BMcJhzppPVcdqkwnBGQ%2BeEzFYvl1548YNU7CrgSo5e7xXuuXconN8JFVI2j2upN21iTpWg9oaLTmUuKFTiVcZ2nN2kgF4uUg%2FiVjzDZprkSIM635KhTNu9fPYiDGhIH7xigPJHV90icF4W8HsAYCqcvxsLLonGNRP7gjr43DiiIdKNWQ%2F%2BeUU9NxpKemVpPgEzFwS%2BEsjkgJSN%2BMp7FzEmNUZmpZcb2qqlZEdqjWnRfsbrtBpahGmNwo4TIUK5fmgJ7c1K8TqdX%2B8mBwAi9ciGiBwP6gvu5FbrnFbitazvhzDDkyHiGgQGdf94mrcLZTAGSm%2F1Jd9LvhUbHUtRQCfnO95Qn16P8bbRbDezXYrYUFVC26Mf3q2s5Xb9C2%2FRdRKIz6n1CeGJ7REoA1Q66Omio%2BtKveWpkQrgFKf%2B796hJ7C7%2FlXgN1tTfei1jR4yFRdMOaucwtRrqXYfmyU1p%2FswR54bhu2q9IxrFunVl2JahwLdGE89aU%2BHeds8vyNYfrZflLxlEPjkImUxYTMmDnNzyluzS%2FuaNXANBYLZgrsU7FWtk9u2RJ%2F%2BY8mAmtsUT3Ji%2ByO%2Fl%2FyF8Qgy7Lq810cKFOeWTjcEAa5cHa%2Bc4Y7A58x9BZF2SWsIH6F92nx6kqszxTusyxmbmdbEZfY%2FJ89E1HFenD77mA0GlVQHmewUVQWOF5xOXvzC2Dx%2BVmgABdMry%2BaR0KQv6OfjsK9A9%2FtjBBAVnwCuoJluyTFT2xjMeUWrxqwBNE5xATGsoSNaJ34gBhAC5LyGLAH4soYOlqtysEgjY5VuPUL1cpZNqcRHuWkXmO0028b2zPmY2GBJOnsejFKmD6e6IgAOg52HMoH9LDmrBrPAmyhtnyGnRorkJ7P8lW%2B0Ql7j1lYwy7Z5xi99urVD8skQ3ygBsKYH1%2Bt%2BeXjf%2B21ohNZCAUJci2fSAr3NrGhRHGVtReZAayb7%2BRP3d640EUmavvGriJhOk6yDjyNrYUIwB1iwhpp9BeuLiOoztUJjkxC1HeA%2FoVKx0dS%2BtcvbTrEssNw4MRLzqoE4Ih45evzcOUBdWr7lUT9NSaw5ARXRKSkmYnx3c4kUnw27ow6CsDGZ88YMvTB5vN8jWbiwLWdNXYBVNiIPECnO0gnGbuSkFswKUetCpDlSibjdnM5YwBwBoM%2FIUG96io6O%2BtS5rL4MpRJOUv0s2B4nD87VA4NtTtU%2Fw%3D,7,0,0,0,0,#1246923437,Silicone,Apple,iphone7 plus  iphone 8 plus,iPhone,Silicone,Silicone- Aveludada,NA
333, Capa Case Capinha Slim Red Vermelha Silicone iPhone 8 Plus ,64,NA,1,49,12x,6.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BAPUMEL.ACESSORIOS,https://produto.mercadolivre.com.br/MLB-1025566613-capa-case-capinha-slim-red-vermelha-silicone-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1025566613,Importada,Apple,Iphone 8 Plus,Silicone Slim Vermelha,NA,NA,NA
334, Capinha De Celular iPhone 7 / iPhone 8 Plus - Luxo Silicone ,45,NA,NA,1,6x,7.65,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/APANDRADECLAUDIA,https://produto.mercadolivre.com.br/MLB-1279171739-capinha-de-celular-iphone-7-iphone-8-plus-luxo-silicone-_JM,NA,NA,NA,NA,NA,#1279171739,Genérico,iPhone,iPhone 7 e iPhone 8 PLUS,Silicone Case,SILICONE,SILICONE CASE,NA
335, Capa Capinha Case Frases iPhone 8 / 8 Plus ,27,NA,NA,98,5x,5.50,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1147331415-capa-capinha-case-frases-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1147331415,Tudo Celular,Outros,Mais de 150 MODELOS,Silicone Flexível,Silicone,Silicone,NA
336, Capa Capinha Case Jogo Free Fire iPhone 8 / 8 Plus ,24,NA,NA,982,4x,6.22,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/TAMIRISLENHARO,https://produto.mercadolivre.com.br/MLB-1244286678-capa-capinha-case-jogo-free-fire-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1244286678,Tudo Celular,Samsung,Mais de 150 Modelos,Silicone,Silicone,Silicone,NA
337, Capa Capinha Case Femininas iPhone 8 / 8 Plus ,27,NA,NA,90,5x,5.50,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/MARIADELAZILMARQUES,https://produto.mercadolivre.com.br/MLB-1255080701-capa-capinha-case-femininas-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1255080701,Tudo Celular,iPhone,Iphone 8 / 8 plus,Silicone Flexível,Silicone,Silicone,NA
338, Capinha Flip Fechada Carteira Mofi iPhone 6 6s 7 8 Plus ,71,NA,NA,396,12x,5.99,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FAVA+STORE,https://produto.mercadolivre.com.br/MLB-1082884908-capinha-flip-fechada-carteira-mofi-iphone-6-6s-7-8-plus-_JM?searchVariation=26442043887,NA,NA,NA,NA,NA,#1082884908,Mofi,Apple,iPhone,Flip Cover,Flip Cover,Silicone,NA
339, Capa Capinha iPhone 7 / 8 4.7 Caseology Vault ,49,NA,3,20,6x,9.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STORECASE-BR,https://produto.mercadolivre.com.br/MLB-942282397-capa-capinha-iphone-7-8-47-caseology-vault-_JM,NA,NA,NA,NA,NA,#942282397,Caseology,Apple,Iphone 8 / 8 Plus / 7 / 7 Plus,Vault,protetora,TPU/Policarbonato,NA
340, Capa Capinha Ultra Fina Fosca Luxo iPhone 8 Plus Tela 5.5 ,35,NA,NA,1111,6x,5.83,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JK-CAPAS+EXPRESSO,https://produto.mercadolivre.com.br/MLB-1198748667-capa-capinha-ultra-fina-fosca-luxo-iphone-8-plus-tela-55-_JM,NA,NA,NA,NA,NA,#1198748667,JK CAPAS,Apple,IPHONE 8 PLUS TELA 5.5,ULTRA FINA,ULTRA FINA,TPU/Policarbonato,NA
341, Case Capinha Palace Company iPhone X/xs/7plus/8plus/7&8apple ,34,NA,4,9,6x,5.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GRWMULTIMARCAS,https://produto.mercadolivre.com.br/MLB-1147529833-case-capinha-palace-company-iphone-xxs7plus8plus78apple-_JM?searchVariation=30675170125,NA,NA,NA,NA,NA,#1147529833,palace HYPE,Apple,iPhone 7 Plus iPhone 8 Plus / iPhone X / iPhone Xs,PALACE COMPANY,Contra Queda,Emborrachada,NA
342, Capinha Bumper Alumínio Luxo Para Apple iPhone 8 / 8 Plus ,24,NA,123,892,4x,6.10,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,7,https://perfil.mercadolivre.com.br/MWCAPAS,https://produto.mercadolivre.com.br/MLB-764503294-capinha-bumper-aluminio-luxo-para-apple-iphone-8-8-plus-_JM,4,2,0,1,0,#764503294,iphone 8 / 8 Plus,Apple,iphone 8 / 8 Plus,iphone 8 / 8 Plus,NA,Metal,NA
343, Capa Case Capinha Gato Gatinhos Coelho iPhone 8 8 Plus X Xs ,29,NA,35,17,5x,6.56,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LINCSTORE,https://produto.mercadolivre.com.br/MLB-957730501-capa-case-capinha-gato-gatinhos-coelho-iphone-8-8-plus-x-xs-_JM?searchVariation=19386977321,NA,NA,NA,NA,NA,#957730501,Apple,Apple,iPhone 8 / 8 Plus / X / XS,iPhone 8 / 8 Plus / X / XS,NA,Silicone,NA
344, Capinha Capa Silicone Original Aple iPhone 8 Plus+pel 3d ,82,NA,5,53,12x,7.88,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PRIMEIRA_DA_NET,https://produto.mercadolivre.com.br/MLB-1093388368-capinha-capa-silicone-original-aple-iphone-8-pluspel-3d-_JM,NA,NA,NA,NA,NA,#1093388368,Silicone,Apple,iPhone 7 Plus,Silicone,SILICONE CASE,Silicone,NA
345, Capinha Apple iPhone 8 Plus Anti Choque + Suporte Cinto ,24,NA,2,98553,4x,6.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/KELL+MIX,https://produto.mercadolivre.com.br/MLB-1239384684-capinha-apple-iphone-8-plus-anti-choque-suporte-cinto-_JM?searchVariation=37873748906,NA,NA,NA,NA,NA,#1239384684,Apple,Apple,iPhone 8 Plus,Impacto,Suporte,TPU/Policarbonato,NA
346, Capa Capinha Case Cristal iPhone 8 Plus (5.5) + Pelicula ,69,NA,10,16,12x,6.69,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,1,https://perfil.mercadolivre.com.br/LOJA_4_REIS,https://produto.mercadolivre.com.br/MLB-935065703-capa-capinha-case-cristal-iphone-8-plus-55-pelicula-_JM,0,1,0,0,0,#935065703,H'maston,Apple,iPhone 8 e iPhone 8 Plus,TPU / SILICONE,TPU / SILICONE,Silicone,NA
347, Case Capinha Fibra Carbono iPhone 5 5s Se 6 6s 7 8 E Plus ,29,NA,15,298,5x,5.98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/L%C3%8DDER+STORE,https://produto.mercadolivre.com.br/MLB-971267425-case-capinha-fibra-carbono-iphone-5-5s-se-6-6s-7-8-e-plus-_JM?searchVariation=21797904835,NA,NA,NA,NA,NA,#971267425,HA,Apple,iPhone,Fibra Carbono,Anti-impacto,Silicone,NA
348, Capa Anti Impacto P/ iPhone 5 6 7 8 10 X Xs Xr + Pel ,49,NA,2,799,6x,9.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DYEGOTRYNDADE,https://produto.mercadolivre.com.br/MLB-1276845228-capa-anti-impacto-p-iphone-5-6-7-8-10-x-xs-xr-pel-_JM?searchVariation=40628437760,NA,NA,NA,NA,NA,#1276845228,Tonyou,Apple,Escolher no anúncio.,TPU,capinha de silicone,Silicone,NA
349, Capa Capinha P/ Apple iPhone 8 Plus - Foda-se 2 ,14,NA,12,988,2x,7.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105679-capa-capinha-p-apple-iphone-8-plus-foda-se-2-_JM,NA,NA,NA,NA,NA,#967105679,Quark,Apple,iPhone 8 plus,iPhone 8 Plus,NA,Gel,Transparente
350, Capinha Case iPhone 8 Plus Azul Escuro Com Película 5d ,27,NA,3,92,5x,5.58,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1182583515-capinha-case-iphone-8-plus-azul-escuro-com-pelicula-5d-_JM,NA,NA,NA,NA,NA,#1182583515,Cases e acessorios i.l,NA,NA,NA,NA,NA,NA
351, Capinha iPhone Anti Choque Proteção Escolher Modelo + Brinde ,24,NA,1,500,4x,6.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/2M.SHOP,https://produto.mercadolivre.com.br/MLB-1200570730-capinha-iphone-anti-choque-proteco-escolher-modelo-brinde-_JM?searchVariation=34479819712,NA,NA,NA,NA,NA,#1200570730,CAPINHA,Apple,iPhone,ANTI CHOQUE,Capinha Anti Impacto,TPU/Policarbonato,NA
352, Capa Capinha Case Cristal iPhone 8 Plus + Pelicula De Vidro ,69,NA,65,50,12x,6.69,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,4,https://perfil.mercadolivre.com.br/LOJA_4_REIS,https://produto.mercadolivre.com.br/MLB-935059615-capa-capinha-case-cristal-iphone-8-plus-pelicula-de-vidro-_JM,4,0,0,0,0,#935059615,H'maston,Apple,iPhone 8 e iPhone 8 Plus,TPU / SILICONE,TPU / SILICONE,Silicone,NA
353, Capa Anti Impacto P/ iPhone 5 6 7 8 10 X Xs Xr + Pel. Gel ,18,NA,3,1100,3x,6.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DYEGOTRYNDADE,https://produto.mercadolivre.com.br/MLB-1271906058-capa-anti-impacto-p-iphone-5-6-7-8-10-x-xs-xr-pel-gel-_JM?searchVariation=40243323058,NA,NA,NA,NA,NA,#1271906058,Tonyou,Apple,Escolher no anúncio.,TPU,capinha de silicone,Silicone,NA
354, Capa Anti Impacto P iPhone 6 7 8 10 X Xs Xr + Película Vidro ,9,NA,13,8,1x,9.98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,1,https://perfil.mercadolivre.com.br/FULLCELL_ML,https://produto.mercadolivre.com.br/MLB-1245509276-capa-anti-impacto-p-iphone-6-7-8-10-x-xs-xr-pelicula-vidro-_JM?searchVariation=38374898614,0,1,0,0,0,#1245509276,HR,Apple,Escolher no anúncio.,TPU,Capinha,Silicone,NA
355, Capa Capinha Case Rock Classy iPhone 8 / 7 Plus + Pel Vidro ,49,NA,3,100,6x,8.17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASE+SMART,https://produto.mercadolivre.com.br/MLB-1011900797-capa-capinha-case-rock-classy-iphone-8-7-plus-pel-vidro-_JM,NA,NA,NA,NA,NA,#1011900797,Rock,Apple,iphone 8/7 Plus,Classy Series,NA,Metal + PC,NA
356, Capa Capinha Tpu iPhone 8 Plus Ursinho Bordado ,37,NA,10,6,6x,7.03,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LINCSTORE,https://produto.mercadolivre.com.br/MLB-1175280366-capa-capinha-tpu-iphone-8-plus-ursinho-bordado-_JM,NA,NA,NA,NA,NA,#1175280366,NA,iPhone,iPhone 8 Plus,iPhone 8 Plus,TPU,TPU,NA
357," Capa Case Capinha Anti Gravidade Apple iPhone 8 Plus 5,5 Top ",29,NA,26,9974,5x,5.95,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3,3,https://perfil.mercadolivre.com.br/MWCAPAS,https://produto.mercadolivre.com.br/MLB-813400379-capa-case-capinha-anti-gravidade-apple-iphone-8-plus-55-top-_JM,1,0,1,0,1,#813400379,H+,Apple,iphone,Iphone,NA,TPU/Policarbonato,NA
358, Capinha Case Com Logo Para iPhone 7 / 8 Plus - Top Demais ,77,NA,1,33906,12x,6.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/IREXACESSORIOS,https://produto.mercadolivre.com.br/MLB-977053455-capinha-case-com-logo-para-iphone-7-8-plus-top-demais-_JM,NA,NA,NA,NA,NA,#977053455,Genérico,Apple,Iphone 8 e 7,Silicone,Silicone,Silicone,NA
359, Capa Anti Impacto + Película Gel P iPhone 5 6 7 8 10 X Xs Xr ,15,NA,3,147,3x,5.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MASTER+MIX2,https://produto.mercadolivre.com.br/MLB-1236050398-capa-anti-impacto-pelicula-gel-p-iphone-5-6-7-8-10-x-xs-xr-_JM?searchVariation=37597818278,NA,NA,NA,NA,NA,#1236050398,NA,NA,NA,NA,NA,NA,NA
360, Capa Case Capinha Cristal iPhone 8 E 8 Plus + Pelicula Vidro ,69,NA,15,588,12x,6.69,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LUC_FERREIRADESALES,https://produto.mercadolivre.com.br/MLB-935029831-capa-case-capinha-cristal-iphone-8-e-8-plus-pelicula-vidro-_JM?searchVariation=21716215348,NA,NA,NA,NA,NA,#935029831,H'maston,Apple,iPhone 8 e iPhone 8 PLUS,Silicone  / TPU,Silicone  / TPU,Silicone,NA
361, Capa Case Capinha Silicone 3d Rosa iPhone 6 7 8 Plus ,39,NA,32,22,6x,7.40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LINCSTORE,https://produto.mercadolivre.com.br/MLB-929395592-capa-case-capinha-silicone-3d-rosa-iphone-6-7-8-plus-_JM?searchVariation=18529728581,NA,NA,NA,NA,NA,#929395592,Apple,Apple,iphone 6 Plus / 7 Plus,6 Plus /  7 Plus / 8 Plus,SILICONE,Silicone,NA
362, Capa Capinha Case Para iPhone 7 E iPhone 8 E iPhone Plus ,29,NA,1,9,5x,5.98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASESDOBIRA,https://produto.mercadolivre.com.br/MLB-826134929-capa-capinha-case-para-iphone-7-e-iphone-8-e-iphone-plus-_JM,NA,NA,NA,NA,NA,#826134929,Apple,Apple,iPhone 7,iPhone 7,anti impacto,Emborrachada,NA
363, Capa Capinha Case Carteira iPhone 8 Plus (5.5) + Pelicula ,64,NA,6,1,12x,6.21,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJA_4_REIS,https://produto.mercadolivre.com.br/MLB-944935594-capa-capinha-case-carteira-iphone-8-plus-55-pelicula-_JM,NA,NA,NA,NA,NA,#944935594,H'maston,Apple,iPhone 7 Plus,Capa Carteira,Capa Carteira,Couro,NA
364, Capa Capinha Apple iPhone 7 Ou iPhone 8 ,13,NA,11,989,2x,6.74,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MERCADO-ELITE,https://produto.mercadolivre.com.br/MLB-693037986-capa-capinha-apple-iphone-7-ou-iphone-8-_JM,NA,NA,NA,NA,NA,#693037986,Importada,Apple,Iphone 6 Plus ou 6S Plus,Ultra Fina Premium,Ultra Fina Premium,Silicone,NA
365, Capa Anti Impacto Preta Fume P iPhone 5 5s Se 6 6s 7 8 X 10 ,11,NA,5,66,2x,6.28,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ROCHA_ACESS%C3%93RIOS,https://produto.mercadolivre.com.br/MLB-1226553486-capa-anti-impacto-preta-fume-p-iphone-5-5s-se-6-6s-7-8-x-10-_JM?searchVariation=36636205563,NA,NA,NA,NA,NA,#1226553486,H+,Xiaomi,A1 ou 5x,TPU,capinha de silicone,Silicone,NA
366, Capa Capinha P/ Apple iPhone 8 Plus - Odontologia 2 ,24,NA,2,998,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105939-capa-capinha-p-apple-iphone-8-plus-odontologia-2-_JM,NA,NA,NA,NA,NA,#967105939,Quark,Apple,NA,NA,NA,Gel,Transparente
