search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca da Capa,Marca de Celular,Modelo de Celular,Modelo da Capa,Tipo de capa,Material,Cor
1305, Capa Capinha P/ Apple iPhone 8 Plus - Mandala Azul ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967104559-capa-capinha-p-apple-iphone-8-plus-mandala-azul-_JM,NA,NA,NA,NA,NA,#967104559,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1306, Capa Capinha P/ Apple iPhone 8 Plus - Nada Me Faltará ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967104571-capa-capinha-p-apple-iphone-8-plus-nada-me-faltara-_JM,NA,NA,NA,NA,NA,#967104571,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1307, Capa Capinha P/ Apple iPhone 8 Plus - Ñ Pedi Opinião 2 ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967104576-capa-capinha-p-apple-iphone-8-plus-n-pedi-opinio-2-_JM,NA,NA,NA,NA,NA,#967104576,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1308, Capa Capinha P/ Apple iPhone 8 Plus - Beautiful Unicorn ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967104579-capa-capinha-p-apple-iphone-8-plus-beautiful-unicorn-_JM,NA,NA,NA,NA,NA,#967104579,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1309, Capa Capinha P/ Apple iPhone 8 Plus - Raios ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967104589-capa-capinha-p-apple-iphone-8-plus-raios-_JM,NA,NA,NA,NA,NA,#967104589,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1310, Capa Capinha P/ Apple iPhone 8 Plus - Margaridas Listra ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967104605-capa-capinha-p-apple-iphone-8-plus-margaridas-listra-_JM,NA,NA,NA,NA,NA,#967104605,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1311, Capa Capinha P/ Apple iPhone 8 Plus - Letra \\ U\ \ ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967104852-capa-capinha-p-apple-iphone-8-plus-letra-u--_JM,NA,NA,NA,NA,NA,#967104852,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1312, Capa Capinha P/ Apple iPhone 8 Plus - Letra \\ X\ \ ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967104859-capa-capinha-p-apple-iphone-8-plus-letra-x--_JM,NA,NA,NA,NA,NA,#967104859,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1313, Capa Capinha P/ Apple iPhone 8 Plus - Letra \\ W\ \ ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967104861-capa-capinha-p-apple-iphone-8-plus-letra-w--_JM,NA,NA,NA,NA,NA,#967104861,Quark,Apple,NA,NA,NA,Gel,Transparente
1314, Capa Capinha P/ Apple iPhone 8 Plus - Letra \\ Y\ \ ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967104864-capa-capinha-p-apple-iphone-8-plus-letra-y--_JM,NA,NA,NA,NA,NA,#967104864,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1315, Capa Capinha P/ Apple iPhone 8 Plus - Biologia Fem ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105065-capa-capinha-p-apple-iphone-8-plus-biologia-fem-_JM,NA,NA,NA,NA,NA,#967105065,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1316, Capa Capinha P/ Apple iPhone 8 Plus Comércio Exterior F ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105075-capa-capinha-p-apple-iphone-8-plus-comercio-exterior-f-_JM,NA,NA,NA,NA,NA,#967105075,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1317, Capa Capinha P/ Apple iPhone 8 Plus - Rec Humanos Fem ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105083-capa-capinha-p-apple-iphone-8-plus-rec-humanos-fem-_JM,NA,NA,NA,NA,NA,#967105083,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1318, Capa Capinha P/ Apple iPhone 8 Plus - Filosofia Masc ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105088-capa-capinha-p-apple-iphone-8-plus-filosofia-masc-_JM,NA,NA,NA,NA,NA,#967105088,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1319, Capa Capinha P/ Apple iPhone 8 Plus - Tec Informação Fe ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105111-capa-capinha-p-apple-iphone-8-plus-tec-informaco-fe-_JM,NA,NA,NA,NA,NA,#967105111,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1320, Capa Capinha P/ Apple iPhone 8 Plus - Psicologia Masc ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105114-capa-capinha-p-apple-iphone-8-plus-psicologia-masc-_JM,NA,NA,NA,NA,NA,#967105114,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1321, Capa Capinha P/ Apple iPhone 8 Plus - Eng Química Masc ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105133-capa-capinha-p-apple-iphone-8-plus-eng-quimica-masc-_JM,NA,NA,NA,NA,NA,#967105133,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1322, Capa Capinha P/ Apple iPhone 8 Plus - Fisioterapia Masc ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105142-capa-capinha-p-apple-iphone-8-plus-fisioterapia-masc-_JM,NA,NA,NA,NA,NA,#967105142,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1323, Capa Capinha P/ Apple iPhone 8 Plus - Nutrição Fem ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105143-capa-capinha-p-apple-iphone-8-plus-nutrico-fem-_JM,NA,NA,NA,NA,NA,#967105143,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1324, Capa Capinha P/ Apple iPhone 8 Plus - Economia Símbolo ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105152-capa-capinha-p-apple-iphone-8-plus-economia-simbolo-_JM,NA,NA,NA,NA,NA,#967105152,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1325, Capa Capinha P/ Apple iPhone 8 Plus Administração Símb ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105154-capa-capinha-p-apple-iphone-8-plus-administraco-simb-_JM,NA,NA,NA,NA,NA,#967105154,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1326, Capa Capinha P/ Apple iPhone 8 Plus - Letras Símbolo ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105170-capa-capinha-p-apple-iphone-8-plus-letras-simbolo-_JM,NA,NA,NA,NA,NA,#967105170,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1327, Capa Capinha P/ Apple iPhone 8 Plus Ciência Computação ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105174-capa-capinha-p-apple-iphone-8-plus-cincia-computaco-_JM,NA,NA,NA,NA,NA,#967105174,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1328, Capa Capinha P/ Apple iPhone 8 Plus - Eng Química Símb. ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105175-capa-capinha-p-apple-iphone-8-plus-eng-quimica-simb-_JM,NA,NA,NA,NA,NA,#967105175,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1329, Capa Capinha P/ Apple iPhone 8 Plus - Educação Física S ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105186-capa-capinha-p-apple-iphone-8-plus-educaco-fisica-s-_JM,NA,NA,NA,NA,NA,#967105186,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1330, Capinha Capa Case Silicone iPhone 7 Plus 8 Plus Aveludada ,32,NA,369,821,6x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,7,https://perfil.mercadolivre.com.br/GLOBALELETRONICOSEIRELI,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=1d33mhPqqNBfWSM3jj6ZXGXtSTf71vFq%2FpwS8%2B9LV9KpwQm3pOTtOtZ2K5SxXbHMgXhkIh1zWn8qUxEsJtwMNA7L8xozCHe2tXIgLVM8eMCm73j427jkmb0jeQGi%2F4Of17AwvaQa673jA0bGu6Opus1bBYxLcUQqMrx3OHo7LOTpL5j61a0gHOtlS6H7vWk3Hmcd9b6MQGTxdbYQDFL6%2BStHH8F6zQT%2FfjnW8BV7pcoM8jb%2Fx%2BS8UHaT0iiNP08G%2FfuzLzfxBRKLUxAvqXiqysY4tq51ZwacP1oFG%2BsBXUDa%2FlbUI9ffg72Cqx40RNvFG1dJg9bAPWmgavm9WcXe3RR50ooDt3PGv0v873QiPVexkDXnKwqfTn9myWFy85iOmws4k5u3cEZDN7bHXY4JG0wbx0T7nRRjIM4xSAfnj2OY0shpsbCLaLJKLazll5M2FUt6rkVjsgMZDptGEQ51MGfzbIRn85V3j%2BzqWdlTHq%2FeQ55GLG%2BkxukFlRlteGgE5eFtKGww8z5jPZFczBh3j5Ouk%2FxUW5XirgJf5K4HTxTMYWJ3rzzuNYtBWEKrDA7%2FBmt8FSP%2BBur4tJB%2BJXa0VKr7XPmh66k0WWnyDv7XKoGN%2Fm%2BaluZsj%2FjURJruoI2aiu0O%2FWxWcqKITDzh7eeS8epFN3XwDkJZ1h2msuJS90kQFq9OYoJxIxM15ITYNnsRe7G8Wv7v93zvPE8QIiVugj9PtHjdzjbDCbe2Gd86njZmK62UHaY0%2BoO654wUFG6Qs%2BApPuIrSyb3Z%2FgHJZG5MIvwHxCvw5dwGBL7bIFjBc1bS9kxZOjvdpLjFfpXnADNCYjcKokVzXKy%2FvvMlKPSWKO9ISIBdKv4pGBSOd7STZJ63bNqDH9%2BgQpIVj9VsF4L16RbkBwfYQe2uay8dLkEYBU1de0jtBbnpj3Gciy4PMCfuKyoGNyPjmZW6FbKabtgNnv1CK3zU6rDjedX1gKjvH6B8Ii4dOO%2FU6fQ8PLQ6A6C7cqYDh%2BLcj0UhGuMJOsS82GJRnGyvVfGOxj1r5mOIGKw3MEqbZZjeQGzWrdAQTsmdWEmOTIznYLtdO100wiP6C5U9yVtz7VEvdt%2FSB1Swb6yZ8ipkDl2VRx%2FcHyww%2BCk2CiXPYl8WurPvMgQDrSzvhOEK4VCJrnipyS7RnoznO3tOhDR%2B39c9hUf6lYbzvlQTeWisjfbfRvuliLYjh8D%2BZ%2FZpWbMXNAO4z2iC0wAwyOQyji%2FAYZaZmYDkRVvjVNzMtR3D2OfqW5mJ%2Bm6YjEgshgc3o6Y3C1yhkmNSopaetqVt%2FM7aQ6jKkvdX8oOq8P0jUGKlbTm9H%2F1va5dCRTprpUFoAkalteMSkZMA1bQEdtd%2B5Hzk6YsivECSb13tPQ3tN2nlJZ5sqTL9CcFbFsp82saarOux4ks95fIkbhH92YVn0E7r6xLzyYgHLXhgXc0N3wMgkLszjSGJISlJZ4F29PwUOw2r%2BFI1bR7JVSakBZk2a29CNM48FkivCatnOyzkOBLNcDeWj0mYYlqHhKKe%2BnipwBq6aKKfM7AaUAHTXq5xfgC5lQJxBIFna5Rf4PZg4EFUPFuo51U0ty12PXzhQUHMdhcW5HxM97IqAPlh2nxj6tWxNFF%2F6j5p5rtMAy%2FAfkTedY2gkox2x7LwU1lDVgiINbT4%2FM%3D,7,0,0,0,0,#1246923437,Silicone,Apple,iphone7 plus  iphone 8 plus,iPhone,Silicone,Silicone- Aveludada,NA
1331, Capa Capinha P/ Apple iPhone 8 Plus - Matemática Símb. ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105189-capa-capinha-p-apple-iphone-8-plus-matematica-simb-_JM,NA,NA,NA,NA,NA,#967105189,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1332, Capa Capinha P/ Apple iPhone 8 Plus Comércio Exterior S ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105221-capa-capinha-p-apple-iphone-8-plus-comercio-exterior-s-_JM,NA,NA,NA,NA,NA,#967105221,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1333, Capa Capinha P/ Apple iPhone 8 Plus Engenharia Mecânica ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105236-capa-capinha-p-apple-iphone-8-plus-engenharia-mecnica-_JM,NA,NA,NA,NA,NA,#967105236,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1334, Capa Capinha P/ Apple iPhone 8 Plus Engenharia Produção ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105242-capa-capinha-p-apple-iphone-8-plus-engenharia-produco-_JM,NA,NA,NA,NA,NA,#967105242,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1335, Capa Capinha P/ Apple iPhone 8 Plus - Letra \\ A\ \ ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105247-capa-capinha-p-apple-iphone-8-plus-letra-a--_JM,NA,NA,NA,NA,NA,#967105247,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1336, Capinha Holográfica iPhone 6 6s Plus 7 8 Plus X Xr Xs Max ,24,NA,NA,10,4x,6.22,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/EXTURO,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=Os81h%2BHSv9Cc1umOUibR2ljzeMlMZnZwufJ1uCiSC4%2FtfI%2BSYBj5PYPE%2BW7yQPGCr3wScxRSCTIBhqgm0Q9dVd0xL5yATkH50369wfAZ%2FevHrl5aw00TlZu6RuQEFhZu4oVbW2Wvt8Nr3ZSo0ZVXEIWuyOdAZLX%2BYTJJYkqzWzLr4%2BRPTL%2F8q%2FLUo8qOBKH4XWBfNI%2BZdMEvVIxKN4A35t1CpSjwhNt69aH9tLy9shwXr9n8fV8V2N%2F1WPuJVN%2FA8dmOJo9UbptwJulumAoYFKwVZm%2Fgz2NZrlGxk9Qz8xrEi2IjckqnWnkvIGGBAEArbUmoEj6Ub10u2Xu7SrYhN7CJ7GgbdEop3PhVI5CmGjkUZcaOh4IN7J%2BC5jVDWmnY9ks%2FG%2B7wjS6T7ipcpgsNJukNjVt9pdt1kX%2BkbLppQDNHbliT%2BPKksGu%2BJDL2LKBt%2Foc6wiIujE8IEBSR00pfggGwd5x1cEWpoB59fsG0gQMi1uxITRXrw7wH7O6BIYJ%2FdZKz8Q3W9wTmLtLqDgzMOznbWak1DLja2%2Bm%2Bob%2FkspCKfl6w%2Bv9BxsZKv8eACcXDvAapFLwVdCr1IB3wdCzmZXI1TwwJtVLAaX2F5bZWvNMZAQa6rVjdGhTHvUBHEGY1S5D%2FeHV9kunR3e4NZqhKcHZbn%2BiQa8CxG7Tpb2ndmSWfT8F29lDxri2MlS%2FLGsB9hBogSUfCObiO8oGeV8uoeD3omX7%2FjSOR9nqiM3Jm%2B%2FRDNEGwDnUyl0PL%2BgxfkeOF9KxwWfBkcHixvXblstvIHVqfBPRhtf%2Bttutcbr%2B76s045M6P0G%2B2VjeGHpRLZrgjjvcmspzlynNjGPcguhZ1%2BqngUXDqIGFsAhBsuZtRMWQ3hkN10277AfVGC3g3afYhb6STaPTJ2Jn5ydP%2BurTDAMV2cj4X560Y%2FuoUWk%2BOE25gs0JmGr1HA93Dl4XORkmiPnWHb8E2ccjKCS%2FMrKkbrwCugxs%2F9p44yd%2BmuSfo5L5TniEKYwLbphuJc1XxT8ZP78j37tL9gD%2BEQvvPip3tYsrTsyB8h%2FCWLSpclCG9kna9w3hxCH8WXAcM22wEaCXmI6xYslAOmaOmhF2A9EJ6at8TBxCNwgOQVBNMLDfW9XGZ59xbRQXoEsnnInkGadez0qLqQhoZRviOkFsRZYfjbz88aB3rIM2jTwVj%2F%2Bu6gHJVSXlxVNw2FkUo3IZg%2B%2FFW4w87zCYseylWD6RnHfm2enrnHbaQ3FZu%2BB4l9xschm96S%2FV1GaEB2m6BT0hLZV84Vc7s0FryVq%2BnVsUKpJErIeNTzVygrWochb%2FSoa9HzWTQcRatdJx4MAM0sl5QlUMLGsOBAaLkgD32tZ1LtXHYtrI%2BnoLThI3cZUP409gbfNobdEVvXldH0qObBq8hn0Yb%2FgcnBUmUNP0%2FaF0pcyexOz%2FUCpBl3qFoWLE3Z5V%2Bq5taCMQQj6ngg7%2BtX0oXRSZJOLHIqwDJyB6jwJdWaL59xiiyvvf8%2FZSAqZ2AcaxfLhaIJywqQqCsKEtIsQgGAtTa56q7Lkvxkm%2B57MW0B6D8gYv2w4AnrV5rYPUd1h%2BWfAGbLMnlQl4HPm6%2FQHITK2nz4z5XUj45PPbhrsIFPrjbNZedlJAVS5B03l%2Fy9jvld5IgvWVGdw0guIOfAnn%2FerMP5YqSo7K1wsWe,NA,NA,NA,NA,NA,#1295273051,NA,Apple,Iphone,Holográfica,Holográfica,TPU/Policarbonato,NA
1337, Capa Capinha P/ Apple iPhone 8 Plus - Letra \\ G\ \ ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105255-capa-capinha-p-apple-iphone-8-plus-letra-g--_JM,NA,NA,NA,NA,NA,#967105255,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1338, Capa Capinha P/ Apple iPhone 8 Plus - Letra \\ M\ \ ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105258-capa-capinha-p-apple-iphone-8-plus-letra-m--_JM,NA,NA,NA,NA,NA,#967105258,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1339, Capa Capinha P/ Apple iPhone 8 Plus - Letra \\ N\ \ ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105266-capa-capinha-p-apple-iphone-8-plus-letra-n--_JM,NA,NA,NA,NA,NA,#967105266,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1340, Capa Capinha P/ Apple iPhone 8 Plus - Letra \\ Q\ \ ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105270-capa-capinha-p-apple-iphone-8-plus-letra-q--_JM,NA,NA,NA,NA,NA,#967105270,QuarkCase,Apple,Iphone 8,iPhone 8,Tpu Flexivel Personaizada,Gel,Transparente
1341, Capa Capinha P/ Apple iPhone 8 Plus - Letra \\ S\ \ ,24,NA,NA,1000,4x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967105276-capa-capinha-p-apple-iphone-8-plus-letra-s--_JM,NA,NA,NA,NA,NA,#967105276,Quark,Apple,NA,NA,NA,Gel,Transparente
