search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Resposta máxima em frequência,Resposta mínima em frequência,Linha,Voltagem,Quantidade de alto-falantes,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Cor
1923, Caixa Som Bluetooth Caixinha Prova Agua Banheiro - Kit 40 Un ,609,NA,2,957,12x,50.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELLECTRO.COM.BR,https://produto.mercadolivre.com.br/MLB-1234630488-caixa-som-bluetooth-caixinha-prova-agua-banheiro-kit-40-un-_JM,NA,NA,NA,NA,NA,#1234630488,CYC,BTS-06,5 W,Mini tweeter,"Ativo, USB, Card",NA,Caixa,2.1,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA
1924, Kit 6 Mini Caixa De Som Bluetooth Usb Sd Fm Atacado/revenda ,99,NA,6,94,12x,9.56,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,1,1,https://perfil.mercadolivre.com.br/MALI4267724,https://produto.mercadolivre.com.br/MLB-1197518064-kit-6-mini-caixa-de-som-bluetooth-usb-sd-fm-atacadorevenda-_JM,0,0,0,0,1,#1197518064,Speaker,WS 887,5 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,70 mm,70 mm,70 mm,NA,NA
1925, Caixa De Som Acústica Bluetooth Vicini Usb Cartão Sd 80w ,389,NA,3,1,12x,32.46,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,34,https://perfil.mercadolivre.com.br/POLTORAFAEL,https://produto.mercadolivre.com.br/MLB-1086381517-caixa-de-som-acustica-bluetooth-vicini-usb-carto-sd-80w-_JM,22,9,1,2,0,#1086381517,Vicini,VC-7080,80 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1926, Caixa Som Portátil Amplificada 15w Bluetooth Usb Fm Cart Sd ,87,NA,70,5,12x,8.36,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/COMPRASNAWEB_,https://produto.mercadolivre.com.br/MLB-1062889126-caixa-som-portatil-amplificada-15w-bluetooth-usb-fm-cart-sd-_JM,2,0,0,0,0,#1062889126,Altomex,A79,15 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,300 g,Paris
1927, Caixa Som Bluetooth 100w Rms Com Bateria Controle Microfone ,367,NA,7,5,12x,30.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SULMART+BR,https://produto.mercadolivre.com.br/MLB-1118268745-caixa-som-bluetooth-100w-rms-com-bateria-controle-microfone-_JM,NA,NA,NA,NA,NA,#1118268745,Lenoxx,CA-305,100 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,USB,NA,30 cm,15 cm,42 cm,NA,NA
1928, Caixa De Som Hopestar H20 Wireless Bluetooth Azul ,232,NA,3,50,12x,19.42,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1217775130-caixa-de-som-hopestar-h20-wireless-bluetooth-azul-_JM,NA,NA,NA,NA,NA,#1217775130,Hopestar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1600 g,Azul
1929, Caixa De Som Dj Mixer Table - Multilaser Sp257 ,399,NA,2,8,12x,38.13,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NEASOUND,https://produto.mercadolivre.com.br/MLB-1232073190-caixa-de-som-dj-mixer-table-multilaser-sp257-_JM,NA,NA,NA,NA,NA,#1232073190,Multilaser,SP257,120 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1930, Caixa De Som Bluetooth Portátil Jbl Clip 2 Vermelha Água ,239,NA,4,1,12x,20.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,9,https://perfil.mercadolivre.com.br/VPSOM,https://produto.mercadolivre.com.br/MLB-907227638-caixa-de-som-bluetooth-portatil-jbl-clip-2-vermelha-agua-_JM,8,0,0,0,1,#907227638,JBL,Clip 2,3 W,NA,Ativo,NA,NA,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,Vermelho
1931, Twitter Xtreme Jbl ,75,NA,23,1,12x,7.17,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETROTEC_ELETRONICA,https://produto.mercadolivre.com.br/MLB-1153994187-twitter-xtreme-jbl-_JM,NA,NA,NA,NA,NA,#1153994187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1932, Caixa Ativa Amplificada 8 Bluetooth - Up-8 55 Watts Rms Nca ,402,NA,11,89,12x,33.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,5,https://perfil.mercadolivre.com.br/YOUNGMUSIC,https://produto.mercadolivre.com.br/MLB-844565558-caixa-ativa-amplificada-8-bluetooth-up-8-55-watts-rms-nca-_JM,3,2,0,0,0,#844565558,LL Audio,UP8,55 W,NA,NA,NA,Caixa,NA,NA,NA,UP-8,NA,NA,USB,NA,NA,NA,NA,NA,Black
1933, Caixa Som Bluetooth Ativa Passiva 1000w Rms Mp3 Fm Usb Led ,1195,NA,1,2,12x,114.24,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/MCACESSORIO,https://produto.mercadolivre.com.br/MLB-1186453847-caixa-som-bluetooth-ativa-passiva-1000w-rms-mp3-fm-usb-led-_JM,NA,NA,NA,NA,NA,#1186453847,Amvox,ACA 1010 TWIN PRETO BIVOL,1000 W,Subwoofer e Tweeter,Ativo/Passivo,"De piso, De mesa",Caixa,2.1,NA,NA,NA,110/220V (Bivolt),NA,Entrada para Microfone,NA,NA,NA,NA,27.5 kg,Preto
1934, Capa Case Bolsa Para Jbl Clip Rígida + Alça Supor Acessórios ,75,NA,28,22,12x,7.26,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,25,https://perfil.mercadolivre.com.br/JKRDEARAUJO,https://produto.mercadolivre.com.br/MLB-1017314373-capa-case-bolsa-para-jbl-clip-rigida-alca-supor-acessorios-_JM,22,2,0,0,1,#1017314373,JBL,Clip 2 - Case LTGEM,3 W,Capa para caixa JBL Clip 2/3,Capa para caixa JBL Clip 2/3,Capa para caixa JBL Clip 2/3,Capa para caixa JBL Clip 2/3,Capa para caixa JBL Clip 2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Preto
1935, Caixa Amplificada Bluetooth Bateria Portátil Mp3 Rodinhas ,345,NA,3,3,12x,33.01,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,34,https://perfil.mercadolivre.com.br/LOJADITUDOTEM,https://produto.mercadolivre.com.br/MLB-1219223951-caixa-amplificada-bluetooth-bateria-portatil-mp3-rodinhas-_JM,22,9,1,2,0,#1219223951,Vicini,VC-7080,80 W,Tweeter,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1 kg,NA
1936, Mini Caixa Caixinha Som Portátil Bluetooth Amplificada Mp3 ,51,NA,10,4,10x,5.90,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DCMAGAZINE,https://produto.mercadolivre.com.br/MLB-1185138830-mini-caixa-caixinha-som-portatil-bluetooth-amplificada-mp3-_JM,NA,NA,NA,NA,NA,#1185138830,Charge,Mini 3,20 W,NA,Ativo,Mesa,Cilindro,NA,20 Hz,20 Hz,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA
1937, Aparelho De Som Portatil Bluetooth Pequeno Usb Radio Fm Aux ,87,NA,9,5,12x,8.36,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/I.GO+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1215023356-aparelho-de-som-portatil-bluetooth-pequeno-usb-radio-fm-aux-_JM,NA,NA,NA,NA,NA,#1215023356,Altomex,A-6039,8 W,Woofer,Ativo/Passivo,Mesa,Caixa,2.1,NA,NA,Portátil,110V/220V (Bivolt),1,USB,NA,13 cm,11 cm,15 cm,440 g,NA
1938, Bom Para Igreja E Cultos Par De Caixa De Som Acústica Sp400. ,291,NA,6,3,12x,24.25,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,12,https://perfil.mercadolivre.com.br/LUIZCARLOSCAGLIARIJUNIOR,https://produto.mercadolivre.com.br/MLB-937474228-bom-para-igreja-e-cultos-par-de-caixa-de-som-acustica-sp400-_JM,9,3,0,0,0,#937474228,Donner,SP400,60 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6 kg,NA
1939, Caixa Caixinha Som Amplificada Bluetooth Mp3 Usb Cartao Rd39 ,120,NA,7,5,12x,10.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-941252268-caixa-caixinha-som-amplificada-bluetooth-mp3-usb-cartao-rd39-_JM,NA,NA,NA,NA,NA,#941252268,Yes,RD-39,NA,NA,Ativo,NA,Caixa,NA,NA,NA,Reader Speaker,NA,2,Entrada para Microfone,NA,NA,NA,NA,NA,NA
1940, Caixa Som Portatil Amplificada Mp3/fm/sd/usb C/ Bluetooth ,120,NA,6,50,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-925201721-caixa-som-portatil-amplificada-mp3fmsdusb-c-bluetooth-_JM,NA,NA,NA,NA,NA,#925201721,Yes,RD-106,20 W,NA,NA,NA,NA,NA,NA,NA,Mini System,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA
1941, Caixa Som Amplificada 4000w Bluetooth Bat Mic Sumay Cap 12t ,859,NA,3,497,12x,71.67,NA,Entrega a combinar com o vendedor,NA,NA,4.5,72,https://perfil.mercadolivre.com.br/BARATAOPONTOCOM,https://produto.mercadolivre.com.br/MLB-1141437649-caixa-som-amplificada-4000w-bluetooth-bat-mic-sumay-cap-12t-_JM,53,10,6,1,2,#1141437649,Sumay,SM-CAP12T,400 W,NA,Ativo,NA,Caixa,NA,NA,NA,CAIXA AMPLIFICADA,Bivolt,NA,USB,NA,NA,NA,NA,11.2 kg,NA
1942, Caixa De Som Tronsmart Element T6 Com Case Pronta Entrega ,389,NA,3,7,12x,32.48,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CPMSHOP,https://produto.mercadolivre.com.br/MLB-1190546741-caixa-de-som-tronsmart-element-t6-com-case-pronta-entrega-_JM,NA,NA,NA,NA,NA,#1190546741,Tronsmart,T6,25 W,Subwoofer,woofer,Livre,Caixa,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546.2 g,NA
1943, Caixa De Som Amplificada Sumay Cap12t - 400w Rms Bluetooth ,825,NA,10,2,12x,68.75,NA,Entrega a combinar com o vendedor,NA,NA,5,1,https://perfil.mercadolivre.com.br/MULTIFORCE,https://produto.mercadolivre.com.br/MLB-979612997-caixa-de-som-amplificada-sumay-cap12t-400w-rms-bluetooth-_JM,1,0,0,0,0,#979612997,Sumay,CAP12T,400 W,portatil,portatil,externo,portatil,fm,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,11.2 kg,NA
1944, Caixa Caixinha De Som Xtreme Mini Portatil Bluetooth Nova ,125,NA,8,94,12x,10.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1918,https://perfil.mercadolivre.com.br/VARIEDADES+R9,https://produto.mercadolivre.com.br/MLB-1273934066-caixa-caixinha-de-som-xtreme-mini-portatil-bluetooth-nova-_JM,1244,333,174,68,99,#1273934066,JBL,Extreme,10 W,Subwoofer,Passivo,De parede,Caixa,5.1,20 kHz,70 Hz,NA,NA,1,NA,80 dB,NA,NA,NA,800 g,NA
1945, Megaphone Caixa De Som C/ Microfone ,34,NA,15,2985,6x,6.47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,1,https://perfil.mercadolivre.com.br/ACMN.VENDAS,https://produto.mercadolivre.com.br/MLB-986133069-megaphone-caixa-de-som-c-microfone-_JM,0,1,0,0,0,#986133069,MEGA FONE,K8,5 W,Subwoofer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946, Caixa De Som Eclapower Portatil 180w Rms 8 Pol Mic Sem Fio ,399,NA,4,996,12x,38.21,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FUSION.SHOP,https://produto.mercadolivre.com.br/MLB-1238970071-caixa-de-som-eclapower-portatil-180w-rms-8-pol-mic-sem-fio-_JM,NA,NA,NA,NA,NA,#1238970071,ECLAPOWER,BR8 180W RMS,180 W,Woofer,8 Polegadas 180W RMS,Solo e Pedestal,Caixa,2.1,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,5 kg,NA
1947, Caixa Som Multiuso Mf800 Bluetooth Usb Controle Remoto Frahm ,1179,NA,5,2,12x,112.68,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SUPER+SONORA,https://produto.mercadolivre.com.br/MLB-966849912-caixa-som-multiuso-mf800-bluetooth-usb-controle-remoto-frahm-_JM,NA,NA,NA,NA,NA,#966849912,Frahm,MF800 app,200 W,NA,12 polegadas,NA,Caixa,NA,NA,NA,MF 800 plus,NA,NA,USB,NA,NA,NA,NA,12.66 kg,NA
1948, Combo Com 04 Google Home Caixa De Som Speaker Wifi Vitrine ,1549,NA,1,5,12x,129.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CLICOU_TELECOM,https://produto.mercadolivre.com.br/MLB-1221219212-combo-com-04-google-home-caixa-de-som-speaker-wifi-vitrine-_JM,NA,NA,NA,NA,NA,#1221219212,Google,Google Home,3 W,Caixa de Som,Caixa de som Speaker,"Mesa, Escritorio, Sala, Quarto",Caixa,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1100 g,NA
1949, Caixa Som Bluetooth Entrada Microfone Usb Sd Portátil D-p4 ,179,NA,4,1,12x,17.20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,71,https://perfil.mercadolivre.com.br/CLICK+LIVRE,https://produto.mercadolivre.com.br/MLB-1146484125-caixa-som-bluetooth-entrada-microfone-usb-sd-portatil-d-p4-_JM,44,15,8,1,3,#1146484125,Grasep (Knup),D-P4,30 W,NA,Ativo,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA
1950, Caixa De Som Bluetooth 100w Sd Fm Usb Aux - Xdg-27 Branco ,139,NA,2,1,12x,11.58,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/GRO+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1261668064-caixa-de-som-bluetooth-100w-sd-fm-usb-aux-xdg-27-branco-_JM,NA,NA,NA,NA,NA,#1261668064,XTrad,NA,100 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 cm,NA,26 cm,NA,NA
1951, Caixa De Som Trc 439 Amplificada Com Bluetooth 300w Usb Led ,749,NA,2,2,12x,62.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DELOX+OFICIAL?brandId=1640,https://produto.mercadolivre.com.br/MLB-1223550646-caixa-de-som-trc-439-amplificada-com-bluetooth-300w-usb-led-_JM,NA,NA,NA,NA,NA,#1223550646,TRC,TRC 439,300 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA
1952, Mini Caixa De Som Bluetooth Mini Speaker 3w Feitun Fn-0006 ,59,NA,5,95,10x,6.70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FANG5108,https://produto.mercadolivre.com.br/MLB-1203056111-mini-caixa-de-som-bluetooth-mini-speaker-3w-feitun-fn-0006-_JM,NA,NA,NA,NA,NA,#1203056111,Feitun,FN0006,3 W,Mini tweeter,Passivo,De teto,Caixa,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74 g,Cinza
1953, Caixa De Som Ativa Ecopower Ep-s308 Amplificada ,359,NA,4,2,12x,34.31,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4,3,https://perfil.mercadolivre.com.br/APTA1529163,https://produto.mercadolivre.com.br/MLB-1198864738-caixa-de-som-ativa-ecopower-ep-s308-amplificada-_JM,2,0,0,1,0,#1198864738,Ecopower,EP-308,30 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,110V/220V (Bivolt),NA,Entrada para Microfone,NA,NA,NA,NA,NA,Preto
1954, Radio Relógio Jbl Tune Preto Portátil Original+nf Caixa Jbl ,323,NA,2,3,12x,30.96,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CITRON+INSTRUMENTOSMUSICAIS,https://produto.mercadolivre.com.br/MLB-1232936042-radio-relogio-jbl-tune-preto-portatil-originalnf-caixa-jbl-_JM,NA,NA,NA,NA,NA,#1232936042,JBL,JBL Tune,5 W,NA,Passivo,NA,Caixa,2.1,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA
1955, Caixa Som Portatil Bluetooth 20w iPhone iPad Sd Usb Radio Fm ,59,NA,1987,9989,10x,6.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,52,https://perfil.mercadolivre.com.br/ODETEX10,https://produto.mercadolivre.com.br/MLB-686058520-caixa-som-portatil-bluetooth-20w-iphone-ipad-sd-usb-radio-fm-_JM,23,19,8,0,2,#686058520,Universal 5,beats,20 W,NA,Universal 5,NA,Caixa,NA,NA,NA,Imput,NA,NA,USB,NA,NA,NA,NA,NA,NA
1956, Kit 5 Caixa Som Bluetooth Caixinha Prova Agua Banheiro Ataca ,84,NA,4,995,12x,7.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELLECTRO.COM.BR,https://produto.mercadolivre.com.br/MLB-1234690190-kit-5-caixa-som-bluetooth-caixinha-prova-agua-banheiro-ataca-_JM,NA,NA,NA,NA,NA,#1234690190,CYC,BTS-06,5 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA
1957, Caixa De Som Jbl Charge 3 Mini ,53,NA,14,96,10x,6.13,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,342,https://perfil.mercadolivre.com.br/ACHEINOSHOP,https://produto.mercadolivre.com.br/MLB-1243827088-caixa-de-som-jbl-charge-3-mini-_JM,297,33,6,3,4,#1243827088,Charge,3,15 W,NA,NA,NA,Caixa,NA,20 kHz,65 Hz,NA,NA,2,USB,80 dB,NA,NA,NA,NA,NA
1958, Caixa Caixinha Som Portátil Bluetooth Mp3 Usb Cartão Fm ,65,NA,3,3,12x,6.21,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DISSO2012,https://produto.mercadolivre.com.br/MLB-1119884211-caixa-caixinha-som-portatil-bluetooth-mp3-usb-carto-fm-_JM,NA,NA,NA,NA,NA,#1119884211,Vimat,DX09,10 W,Ativo/Passivo,Ativo/Passivo,portatil,normal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700 g,NA
1959," Carregador Caixa Som Jbl Xtreme (19v X 3,0 Amp) ",289,NA,3,5,12x,27.62,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PRODUTOS+PREMIUM,https://produto.mercadolivre.com.br/MLB-1225141838-carregador-caixa-som-jbl-xtreme-19v-x-30-amp-_JM,NA,NA,NA,NA,NA,#1225141838,JBL,Xtreme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1960, Kit 50 Caixa Som Banheiro Prova Dágua Bluetooth ,750,NA,3,980,12x,71.68,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/DIGITALBAISEC,https://produto.mercadolivre.com.br/MLB-1174010337-kit-50-caixa-som-banheiro-prova-dagua-bluetooth-_JM,NA,NA,NA,NA,NA,#1174010337,Baisec,caixinha de som,10 W,NA,NA,De parede,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1961, Capa Case Bolsa Maleta Caixa Som Nova Jbl Boombox Specker ,334,NA,1,1,12x,27.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,542,https://perfil.mercadolivre.com.br/TRAQCOMERCIO,https://produto.mercadolivre.com.br/MLB-1202844014-capa-case-bolsa-maleta-caixa-som-nova-jbl-boombox-specker-_JM,427,45,21,20,29,#1202844014,JBL,Boombox,NA,NA,Bolsa,Bolsa,Bolsa,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1962, Caixa De Som Portátil Bluetooth 40w Amplificada Usb Mp3 Fm ,699,NA,3,5,12x,58.33,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/RCAR+DISTRIBUIDORA,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=lpGHFcnzdwxu46dDmOPJlb4espyDDpGW99CkvfkcS93%2FLGR9Ke9wRpeARLaenET31WX4KdPGScr5SwptbRzKOiIbVTf85dkXx3tgqgzzoG7sZLQSNaMNRSjipo%2F5QzNhynnrLGzKprthqbTpGnK4QOo6UEJNWjPt3dZADV1MgL3DQJUkatXm2XPW2MwnJ1rkUfAeQSgFIkIPckdGOmmXwK91S8bFztpzmMfxg2jSwMh1n%2FW009WuFlinsKqWLm6j1A3szqQ%2BTqr8U6FrQWlRaFOCEkrlrcSIFOUia8eCZDWXowBMHU1yE9lM984EZKdeR%2BtFN6iBrlrji1LccpgiN9Mh7POvpYMs1d%2F3WwcORgl4WhwJYoj2QKKbnH1oPyGR5HYn0Y0GmQ76BgTOl0ktWb5%2Bzo%2BFDCYglIpN4xAFa76ME6aiGdYQgp3ypCq9GHhrorMhX%2B2qhRRnAo0w2ySZFa01T7NR%2FXzgEuPtBoy28FPC8jCMSU%2BTIJK33y6L6ggXtVxrXnwIT9rDLSONrKJr0LlE%2BXVdQwejVpZTdyODvbNK4kC%2F5VpHAWLstBgbpbwNFIX2psfZNym8v90wr1nrLk5ocUx1bppfdCNZcwitSdTsKXb3OVSI9MjpfiuplMnzeQ8mo1MQHuZnBbV3MLhJgYY3x%2FjiaR3sSy1xzbslAnkkZ4BENqAEPTOLlZx9RpUb6SexS3%2B6Nho0VWn%2FUkJWS4vuxKwxUKoK1v0Ru1ivfQeYr%2BaUoC0pTo9q32oyhqLBGxsY24a25iLS%2FXhkiizteWt%2FF1sJ6P0dpbBHalkPMOtDoyC98gSro0fhRy3DX8sYCHQLP49FnhCyFT3vxEJDrqAiJc1yLSVmpTLp13RD5aBosbKopZy%2BTaflUZyYvq5uDmDdNK0IaqEef1svvF8yTUWqwd8yf2rW%2FwLaWBGuNbGm3PtjWe6fZwfMeUg%2B9nDafJxuWiO5G4gkjdkdjYqhipeM0aC6mBQlwu49n4aHAwLGVWy62ZElvi0yAhXRbmU99CEvB70G5sySX9%2BJlxnreRBBW4%2FcvPP4prRagXTm3Vq6eWdyZwGUIyjQ%2FAKrpfXbglg2hRFqoEXBxOc%2BTp3%2FyLywr8358%2B7%2BtzTCU9%2FMEONyJbZa8skUE2doabZRKVoSEhdHhxbYbyV7OChSY53s3kTB6Jhy%2Fj1qSTdWy6DctV7WULXXmgjxRYr179rKBbMiDd4bcOj%2BAoDyiCs3OhUoQ76IbkHRiD243uzRhQSNXsfPQiU5tcJuPPwtmOsIBrHNPjTMy7wMiNoReQ60bpMDZrTXJZtNdJyHD1F6mry6AfO8wXb2fYXK%2BpmOI4FTVevm5u4%2Bwlll%2BwEJ6nA2WM%2Bgz3tcjzkSEJ%2F2JHNsnhCF6DPxKirNu29CyVcFcWnkhW0B7xMLnKL9RWMcVgVIAnfQEHbWupn%2BZ%2Fq%2FdRKswxIGR4ccwpPLBDv51Ncfbu7WUHqVXPnVHC1ceqRm4P7zQEMLvjZew5Z34T%2FELYSpkDAWQGvtjbFjfViQrVoxVAGVAroYn6rU1s9y9VFhVoharaMRtnafH28H7ua6uitlgX7LeEOmeXLhYgctQkTBRuOeOw1uv17pa%2BbZe1rA3CHHoErnl%2BP7e0pUErgDTLHUODK2QrXZsOhLcoApelS2XpdyI2EZnbn%2BFhHWpJrIcdusplFZjJZx1h4wy9tPGpr6wo4lJOsX%2BKn%2BmarufhUNsLAFvRWIudaqhDBcep9GBa4Eaw1LSF1jjxj3rGbkKXQVdQDnQuODpZk1sdNdXeRopq%2FShilP3EqyBgL5d%2FJjbHFKHpsvMthlG25MBSaKJiA5RIOOaQvTYnSkLt%2Bb%2F5tDUt72ERAcelv%2BWKzP7ix8JniXpD4DrWCx2JjF6tyGoTgBjmqY4SBIBTk4yzv3dUD5a%2F6jhCI%3D,NA,NA,NA,NA,NA,#1099014454,JBL,bar studio,NA,NA,NA,NA,NA,NA,NA,NA,Studio,NA,NA,Auxiliar,NA,NA,NA,NA,1.4 kg,NA
1963, Mini Caixa De Som Bluetooth Mini Speaker 3w Feitun Fn-0006 ,59,NA,6,97,10x,6.70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LIDERELETRONICOSLIN,https://produto.mercadolivre.com.br/MLB-1210283338-mini-caixa-de-som-bluetooth-mini-speaker-3w-feitun-fn-0006-_JM,NA,NA,NA,NA,NA,#1210283338,Feitun,FN0006,3 W,NA,Mini tweeter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74 g,Cinza
