search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Peso,Marca,Modelo,Tipos de filtros del parlante,Conectores de entrada,Tipos de parlante,Color,Potencia de salida (RMS)
110, Soundbar Samsung Con Woofer M360 Nuevos Sellados 200w ,399,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELECTROFERTAS+SELLADAS,https://articulo.mercadolibre.com.pe/MPE-436238066-soundbar-samsung-con-woofer-m360-nuevos-sellados-200w-_JM,NA,NA,NA,NA,NA,#436238066,1.5 kg,Samsung,M360,Pasivo,Auxiliar,Woofer,NA,200 W
111, Parlante Bluetooth® Inalámbrico Portátil - Seisa ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				213
				vendidos
			
		",(66 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TODATECNOLOGIAPERU.COM.,https://articulo.mercadolibre.com.pe/MPE-426675372-parlante-bluetooth-inalambrico-portatil-seisa-_JM,NA,NA,NA,NA,NA,#426675372,NA,SEISA,NA,NA,NA,NA,NA,NA
112, Parlante Bluetooth Xm6 Radio Fm Puerto Usb Puerto Microsd ,79,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(46 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITAL-PERU,https://articulo.mercadolibre.com.pe/MPE-431306432-parlante-bluetooth-xm6-radio-fm-puerto-usb-puerto-microsd-_JM,NA,NA,NA,NA,NA,#431306432,NA,NA,NA,NA,Auxiliar,NA,Madera,NA
113, Parlante Portátil Bluetooth Jbl Go Colores ,109,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(19 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-431706799-parlante-portatil-bluetooth-jbl-go-colores-_JM,NA,NA,NA,NA,NA,#431706799,NA,JBL,GO,Pasivo,NA,NA,NA,3 W
114, Echo Input - Similar Echo Dot Pero Sin Parlante ,115,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JAPIMPORTA,https://articulo.mercadolibre.com.pe/MPE-424332144-echo-input-similar-echo-dot-pero-sin-parlante-_JM,NA,NA,NA,NA,NA,#424332144,NA,NA,NA,NA,NA,NA,NA,NA
115," Parlantes Ambientales Batblack 120w,activo Y Pasivo,bluetoot ",325,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(16 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/WITROXPERU,https://articulo.mercadolibre.com.pe/MPE-423727231-parlantes-ambientales-batblack-120wactivo-y-pasivobluetoot-_JM,NA,NA,NA,NA,NA,#423727231,NA,NA,NA,NA,NA,NA,NA,NA
116, Parlante Cafini Bluetooh Recargable Usb Tf Luz Led Lince ,89,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MARKETLINCE,https://articulo.mercadolibre.com.pe/MPE-433429209-parlante-cafini-bluetooh-recargable-usb-tf-luz-led-lince-_JM,NA,NA,NA,NA,NA,#433429209,NA,GN,ISC,NA,NA,NA,NA,NA
117, Parlante Bluetooth Portatil Inalambrico Seisa S2025 Radio Fm ,65,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/SEISA+TECNOLOGIES,https://articulo.mercadolibre.com.pe/MPE-436147832-parlante-bluetooth-portatil-inalambrico-seisa-s2025-radio-fm-_JM,NA,NA,NA,NA,NA,#436147832,NA,NA,NA,NA,NA,NA,NA,NA
118, Parlante Portátil Jbl Go ,105,NA,"
			
				Nuevo
			
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ROJASTONDERJOHANANDERSON,https://articulo.mercadolibre.com.pe/MPE-433069482-parlante-portatil-jbl-go-_JM,NA,NA,NA,NA,NA,#433069482,NA,JBL,GO,Pasivo,NA,NA,NA,3 W
119, Altavoz Portátil Mifa Bluetooth Altavoz Impermeable 10 W ,110,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(5 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MAJU4927724,https://articulo.mercadolibre.com.pe/MPE-434630812-altavoz-portatil-mifa-bluetooth-altavoz-impermeable-10-w-_JM,NA,NA,NA,NA,NA,#434630812,NA,NA,NA,NA,NA,NA,NA,10 W
120," Microfono Parlante Inalambrico , Bluetooth Para Karaoke ",55,NA,"
			
				Nuevo
			
			
				
					 - 
				
				15
				vendidos
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PERUOUTLETCENTER,https://articulo.mercadolibre.com.pe/MPE-430577316-microfono-parlante-inalambrico-bluetooth-para-karaoke-_JM,NA,NA,NA,NA,NA,#430577316,NA,NA,NA,NA,NA,NA,NA,NA
121, Parlante Maxtron Bazooka Mx101bt Usb ,235,NA,"
			
				Nuevo
			
			
		",(4 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REYLU+PRODUCTS,https://articulo.mercadolibre.com.pe/MPE-434666347-parlante-maxtron-bazooka-mx101bt-usb-_JM,NA,NA,NA,NA,NA,#434666347,NA,NA,NA,NA,NA,NA,NA,NA
122, Google Home Asistente Virtual Por Voz Nuevo Y Sellado ,419,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BESTOFFERSPERU,https://articulo.mercadolibre.com.pe/MPE-436505859-google-home-asistente-virtual-por-voz-nuevo-y-sellado-_JM,NA,NA,NA,NA,NA,#436505859,NA,Google,Home,NA,NA,"WIFI, BLUETOOTH, SMART, DUALMIC",NA,NA
123, Parlante Bluetooth Xiaomi Mi Rabbit Mdz-20-da Delivery Peru ,105,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(868 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITAL-PERU,https://articulo.mercadolibre.com.pe/MPE-433174796-parlante-bluetooth-xiaomi-mi-rabbit-mdz-20-da-delivery-peru-_JM,NA,NA,NA,NA,NA,#433174796,320 g,Xiaomi,NA,NA,NA,NA,Rojo,NA
124, Parlante Inalámbrico Bluetooth En Forma De Craneo ,72,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(7 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSDA6454778,https://articulo.mercadolibre.com.pe/MPE-434081849-parlante-inalambrico-bluetooth-en-forma-de-craneo-_JM,NA,NA,NA,NA,NA,#434081849,261 g,NA,NA,NA,NA,NA,Negro,NA
125, Parlante Micronics Beat S6017bt Pc Laptop Smartphone Dvd Tv ,115,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LACASADIGITALYAGA,https://articulo.mercadolibre.com.pe/MPE-429043320-parlante-micronics-beat-s6017bt-pc-laptop-smartphone-dvd-tv-_JM,NA,NA,NA,NA,NA,#429043320,NA,NA,NA,NA,NA,NA,NA,NA
126," Parlante Halion 2.1, Woofer 8' Rms 200watts Bluetooth Nuevo ",269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MECSOFT-EIRL,https://articulo.mercadolibre.com.pe/MPE-434758157-parlante-halion-21-woofer-8-rms-200watts-bluetooth-nuevo-_JM,NA,NA,NA,NA,NA,#434758157,NA,NA,NA,NA,NA,Subwoofer,NA,200 W
127, Parlante Amplificador Cafini Bluetooth Karaoke Cn-s2491fm-bt ,440,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CONSORCIOLINEAHOGAR,https://articulo.mercadolibre.com.pe/MPE-433345386-parlante-amplificador-cafini-bluetooth-karaoke-cn-s2491fm-bt-_JM,NA,NA,NA,NA,NA,#433345386,NA,NA,NA,NA,Auxiliar,NA,NA,NA
128, Bola Con Luces Sicodelicas Con Parlante Bluetooth Celular Pc ,38,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMPORTACIONES+HIBRIDA,https://articulo.mercadolibre.com.pe/MPE-436226416-bola-con-luces-sicodelicas-con-parlante-bluetooth-celular-pc-_JM,NA,NA,NA,NA,NA,#436226416,NA,NA,NA,NA,USB,NA,Claro,NA
129, Parlantes Tronsmart 3d ,269,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(9 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/FILIUM360,https://articulo.mercadolibre.com.pe/MPE-432672326-parlantes-tronsmart-3d-_JM,NA,NA,NA,NA,NA,#432672326,NA,Tronsmart,3d,Activo/Pasivo,NA,Mini tweeter,NA,40 W
130, Parlante Bluetooth 3w + Radio Fm + Usb Con Panel Solar ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				10
				vendidos
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PRECIO.PE,https://articulo.mercadolibre.com.pe/MPE-426243561-parlante-bluetooth-3w-radio-fm-usb-con-panel-solar-_JM,NA,NA,NA,NA,NA,#426243561,2 kg,NA,NA,NA,NA,NA,NA,3 W
131, Micrófono Bluetooth Con Parlante Integrado. / Entrada Usb ,60,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(7 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,2,http://perfil.mercadolibre.com.pe/HANNZOTIENDAONLINE,https://articulo.mercadolibre.com.pe/MPE-434148014-microfono-bluetooth-con-parlante-integrado-entrada-usb-_JM,NA,NA,NA,NA,NA,#434148014,NA,NA,NA,NA,NA,NA,NA,NA
132, Parlante Portatil Bluetooth Jbl Go 2 Sellado / Sumergible ,118,NA,"
			
				Nuevo
			
			
				
					 - 
				
				14
				vendidos
			
		",(44 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.8,15,http://perfil.mercadolibre.com.pe/OSCARENRIQUECASTILLOFALCON,https://articulo.mercadolibre.com.pe/MPE-429687887-parlante-portatil-bluetooth-jbl-go-2-sellado-sumergible-_JM,13,1,1,0,0,#429687887,NA,JBL,GO 2,Activo,NA,NA,NA,3 W
133, Huawei - Parlante Bluetooth Am08 Little Swan ,99,119,"
			
			
				
				28
				vendidos
			
		",(49 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-432162229-huawei-parlante-bluetooth-am08-little-swan-_JM,NA,NA,NA,NA,NA,#432162229,244 g,Huawei,Swan,Activo,NA,NA,NA,NA
134, Parlante Halion Pha10mb 10 600w Bluetooth / Linea Hogar ,360,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CONSORCIOLINEAHOGAR,https://articulo.mercadolibre.com.pe/MPE-435221915-parlante-halion-pha10mb-10-600w-bluetooth-linea-hogar-_JM,NA,NA,NA,NA,NA,#435221915,NA,NA,NA,Activo,NA,NA,NA,NA
135, Parlante Bluetooth Zealot S12 (tambien Power Bank) ,219,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(19 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/EZ+TECH,https://articulo.mercadolibre.com.pe/MPE-434999146-parlante-bluetooth-zealot-s12-tambien-power-bank-_JM,NA,NA,NA,NA,NA,#434999146,NA,Zealot,NA,NA,NA,NA,NA,NA
136, P Parlante Logitech Z337 Bluetooth 4.1 Potencia 40 Watts Rms ,259,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INTECGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-432769541-p-parlante-logitech-z337-bluetooth-41-potencia-40-watts-rms-_JM,NA,NA,NA,NA,NA,#432769541,NA,Logitech,NA,NA,RCA,NA,NA,40 W
137, Parlante Baseus Encok 02 Bluetooth Lector Usb & Micro Sd ,55,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(19 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-432979146-parlante-baseus-encok-02-bluetooth-lector-usb-micro-sd-_JM,NA,NA,NA,NA,NA,#432979146,NA,NA,NA,NA,NA,NA,NA,NA
138, Parlante Portatil Bluetooth Recargable + Microfono Gratis ,90,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AHORAONUNCA1978,https://articulo.mercadolibre.com.pe/MPE-436128431-parlante-portatil-bluetooth-recargable-microfono-gratis-_JM,NA,NA,NA,NA,NA,#436128431,NA,NA,NA,NA,USB,NA,Cartón,NA
139, Parlante Portatil Lg Xboom Go Pk3 Negro 16w Bluetooh Origina ,279,318,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOW+1,https://articulo.mercadolibre.com.pe/MPE-436450870-parlante-portatil-lg-xboom-go-pk3-negro-16w-bluetooh-origina-_JM,NA,NA,NA,NA,NA,#436450870,NA,LG,NA,NA,NA,NA,NA,16 W
140, Reloj Parlante Bluetooth Fm Alarma Selfie Micro Sd Radio B20 ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(996 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/GRUPONATIC+TIENDA,https://articulo.mercadolibre.com.pe/MPE-422466610-reloj-parlante-bluetooth-fm-alarma-selfie-micro-sd-radio-b20-_JM,NA,NA,NA,NA,NA,#422466610,NA,NA,NA,NA,NA,NA,NA,NA
141, Parlante Bluetooth Tronsmart T6 Sonido 360 25w 15h De Música ,209,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECNOYAIMPORT,https://articulo.mercadolibre.com.pe/MPE-435177586-parlante-bluetooth-tronsmart-t6-sonido-360-25w-15h-de-musica-_JM,NA,NA,NA,NA,NA,#435177586,NA,NA,NA,NA,NA,NA,NA,25 W
142, Foco Led Color Con Parlante Bluetooth ,29,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(6 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/QUETALCOMPRA,https://articulo.mercadolibre.com.pe/MPE-437030258-foco-led-color-con-parlante-bluetooth-_JM,NA,NA,NA,NA,NA,#437030258,NA,NA,NA,NA,NA,NA,NA,NA
143, Parlante Bluetooth Xiaomi Mini 4 Metal Envío Internacional! ,99,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(94 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PKIMPORTS+TIENDAVIRTUAL,https://articulo.mercadolibre.com.pe/MPE-431136530-parlante-bluetooth-xiaomi-mini-4-metal-envio-internacional-_JM,NA,NA,NA,NA,NA,#431136530,58 g,Xiaomi,Mini,Activo,NA,Woofer,Gris,15 W
144, Parlante Portatil Bluetooth Maxtron Hertz 60w Led Ritmico ,85,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(48 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/REYLU+PRODUCTS,https://articulo.mercadolibre.com.pe/MPE-434666074-parlante-portatil-bluetooth-maxtron-hertz-60w-led-ritmico-_JM,NA,NA,NA,NA,NA,#434666074,NA,NA,NA,NA,Auxiliar,NA,NA,60 W
145, Parlante Portátil Braven Blade Ipx7 Waterproof Hd ,319,NA,"
			
				Nuevo
			
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ELECTRONIC+DEALS,https://articulo.mercadolibre.com.pe/MPE-432326734-parlante-portatil-braven-blade-ipx7-waterproof-hd-_JM,NA,NA,NA,NA,NA,#432326734,NA,NA,NA,NA,NA,NA,NA,NA
146, Parlante Xiaomi Portátil Bluetooth Micro Sd ,159,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(12 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECNOYAIMPORT,https://articulo.mercadolibre.com.pe/MPE-435090495-parlante-xiaomi-portatil-bluetooth-micro-sd-_JM,NA,NA,NA,NA,NA,#435090495,NA,Xiaomi,NA,NA,NA,NA,NA,NA
147, Parlante Bluetooth Recargable De 8 Pulgadas + Tripode ,229,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CIROXELECTRONIC,https://articulo.mercadolibre.com.pe/MPE-434108548-parlante-bluetooth-recargable-de-8-pulgadas-tripode-_JM,NA,NA,NA,NA,NA,#434108548,NA,NA,NA,NA,NA,NA,NA,NA
148, Parlante Bluetooth Con Radio Fm Y Linterna Power Bank ,189,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ALKA+CORP,https://articulo.mercadolibre.com.pe/MPE-428954752-parlante-bluetooth-con-radio-fm-y-linterna-power-bank-_JM,NA,NA,NA,NA,NA,#428954752,384 g,NA,NA,NA,Auxiliar,NA,Negro,NA
149, Xiaomi Mi Parlante Bluetooth Altavoz Metálico Mdz-26-db ,155,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LUISENRIQUEHUIZASOSA,https://articulo.mercadolibre.com.pe/MPE-435362540-xiaomi-mi-parlante-bluetooth-altavoz-metalico-mdz-26-db-_JM,NA,NA,NA,NA,NA,#435362540,270 g,Xiaomi,NA,NA,USB,NA,Azul,NA
150, Parlante Bluetooth 15 Pulgadas +2 Microfono + Tripode 400w ,498,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(98 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-425147359-parlante-bluetooth-15-pulgadas-2-microfono-tripode-400w-_JM,NA,NA,NA,NA,NA,#425147359,NA,Cafini,portatil y a corriente,NA,"USB, buetooth, sd, mic, bateria, fm, audio",portatil y a corriente 220v,NA,350 W
151, Parlante Sony Srs-xb41 Bluetooth Inalámbrico ,699,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(4 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DALTHRON+S.A.C.,https://articulo.mercadolibre.com.pe/MPE-432534821-parlante-sony-srs-xb41-bluetooth-inalambrico-_JM,NA,NA,NA,NA,NA,#432534821,NA,Sony,SRS-XB41,bluethoo,NA,Inalambrico,NA,50 W
152, Minikromatik Parlante Portátil Inalámbrico Kws-612m ,140,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CAPTIVA-STORE,https://articulo.mercadolibre.com.pe/MPE-427028571-minikromatik-parlante-portatil-inalambrico-kws-612m-_JM,NA,NA,NA,NA,NA,#427028571,0.24 g,NA,NA,NA,Auxiliar,NA,NA,5 W
153, Parlante Karaoke Portatil Bluetooth Urbano+ Microfono Gratis ,129,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(398 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INNOVA+LEDS,https://articulo.mercadolibre.com.pe/MPE-423802573-parlante-karaoke-portatil-bluetooth-urbano-microfono-gratis-_JM,NA,NA,NA,NA,NA,#423802573,NA,NA,NA,NA,NA,NA,NA,NA
154, Parlante Skullcandy Mini Barricade Bluetooth - Sellado! ,139,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/INDIKALO+PERU,https://articulo.mercadolibre.com.pe/MPE-437066229-parlante-skullcandy-mini-barricade-bluetooth-sellado-_JM,NA,NA,NA,NA,NA,#437066229,NA,NA,NA,NA,NA,NA,NA,NA
155, Parlante Bluetooth Philips Sb300 Shoqbox Stereo Resiste Agua ,135,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/FASTWAN2016,https://articulo.mercadolibre.com.pe/MPE-436664075-parlante-bluetooth-philips-sb300-shoqbox-stereo-resiste-agua-_JM,NA,NA,NA,NA,NA,#436664075,0.23 kg,Philips,SB300,NA,NA,NA,Fiesta,4 W
156, Parlante Fiddler Fd-10u-g Bluetooth Negro/gris ,29,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(61 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACROTELSTORE+PERU,https://articulo.mercadolibre.com.pe/MPE-434619254-parlante-fiddler-fd-10u-g-bluetooth-negrogris-_JM,NA,NA,NA,NA,NA,#434619254,NA,NA,NA,NA,NA,NA,Gris,NA
157, Ue Wonderboom Bluetooth Lilac ,284,NA,"
			
			
				
				1
				vendido
			
		",(2 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IN5517657?brandId=142,https://articulo.mercadolibre.com.pe/MPE-435024182-ue-wonderboom-bluetooth-lilac-_JM,NA,NA,NA,NA,NA,#435024182,425 g,NA,NA,NA,NA,NA,NA,NA
158, Parlantes Subwoofer Frances Halion Pantal Usb Sd Fm Bluetoot ,140,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(19 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HUANCAYOVENDE.COM,https://articulo.mercadolibre.com.pe/MPE-436235807-parlantes-subwoofer-frances-halion-pantal-usb-sd-fm-bluetoot-_JM,NA,NA,NA,NA,NA,#436235807,NA,NA,NA,NA,NA,Subwoofer,Negro,NA
159, Parlante Bluetooth Speaker Radio Fm Usb Tarjeta Tf (microsd) ,80,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BLUU.STORE,https://articulo.mercadolibre.com.pe/MPE-435097270-parlante-bluetooth-speaker-radio-fm-usb-tarjeta-tf-microsd-_JM,NA,NA,NA,NA,NA,#435097270,NA,NA,NA,NA,NA,NA,NA,NA
160, Parlante Bluetooth Despertador Lampara Led Music Player ,99,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(38 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DGADGET.PE,https://articulo.mercadolibre.com.pe/MPE-429499523-parlante-bluetooth-despertador-lampara-led-music-player-_JM,NA,NA,NA,NA,NA,#429499523,NA,NA,NA,NA,NA,NA,Fiesta,NA
161, Parlante De Madera Con Bluetooth Cafini ,96,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(39 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LA.CAJA.TECNOL%C3%93GICA,https://articulo.mercadolibre.com.pe/MPE-425969062-parlante-de-madera-con-bluetooth-cafini-_JM,NA,NA,NA,NA,NA,#425969062,NA,NA,NA,NA,NA,NA,Roja,NA
162, Smartlamp Lampara Inteligente Parlante Bluetooth ,99,NA,"
			
				Nuevo
			
			
				
					 - 
				
				7
				vendidos
			
		",(22 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/DGADGET.PE,https://articulo.mercadolibre.com.pe/MPE-432255588-smartlamp-lampara-inteligente-parlante-bluetooth-_JM,NA,NA,NA,NA,NA,#432255588,NA,NA,NA,NA,NA,NA,NA,NA
163, Parlante Con Bateria Negro Ha-r34 70w Bluetooth Usb Sd Fm ,183,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	",NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PCGLOBALPERU,https://articulo.mercadolibre.com.pe/MPE-433163714-parlante-con-bateria-negro-ha-r34-70w-bluetooth-usb-sd-fm-_JM,NA,NA,NA,NA,NA,#433163714,NA,NA,NA,NA,USB,NA,Negro,70 W
