search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Línea,Modelo,Tipo de casco,Género,Peso,Tipo,Color
1147,Nuevo V6 Casco Intercom 6 Riders 1200m Motocicleta Bluetooth,32.627,NA,0,115,12,2.719,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TONGUELOVECL,https://articulo.mercadolibre.cl/MLC-489517323-nuevo-v6-casco-intercom-6-riders-1200m-motocicleta-bluetooth-_JM,NA,NA,NA,NA,NA,#489517323,NA,NA,TONGUE-LOVE,NA,TONGUE-LOVE,NA,NA,NA,Rebatible,NA
1148,Casco Para Motos Ls2,66.98,NA,0,NA,6,11.163,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMERCIALDSMOTORS,https://articulo.mercadolibre.cl/MLC-461082416-casco-para-motos-ls2-_JM,NA,NA,NA,NA,NA,#461082416,NA,NA,LS2,NA,NA,NA,NA,NA,Integral,NA
1149,Skid Lid Cascos Sl Original Ft Negro St Rod Motocicleta Clas,83.99,NA,0,3,12,6.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470809329-skid-lid-cascos-sl-original-ft-negro-st-rod-motocicleta-clas-_JM,NA,NA,NA,NA,NA,#470809329,NA,NA,Skid Lid,NA,Original,NA,NA,NA,Abierto,NA
1150,Motobike Casco Motocicleta Apagado Carretera Ligero Moto Suc,12.646,NA,0,10,12,1.054,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONICSSHOPCL,https://articulo.mercadolibre.cl/MLC-492510017-motobike-casco-motocicleta-apagado-carretera-ligero-moto-suc-_JM,NA,NA,NA,NA,NA,#492510017,NA,NA,NA,NA,NA,Rebatible,NA,NA,NA,Mate
1151,"Simpson Calle Bandit Snell/dot Casco De Motocicleta, Blanco",463.99,NA,0,3,12,38.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-465883485-simpson-calle-bandit-snelldot-casco-de-motocicleta-blanco-_JM,NA,NA,NA,NA,NA,#465883485,NA,NA,Simpson,NA,NA,NA,NA,3 lb,Integral,NA
1152,Casco De Mujer Para Moto,38.99,NA,1,1,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/JJYAUTOMOTOS,https://articulo.mercadolibre.cl/MLC-498968023-casco-de-mujer-para-moto-_JM?searchVariation=40986062604,NA,NA,NA,NA,NA,#498968023,Blanco,NA,4RS,NA,PINK FLOWER,Integral,Femenino,NA,NA,NA
1153,Casco De Motocicleta T15 De Rostro Completo De Torc Unisex-a,171.302,NA,0,100,6,28.550,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-473694878-casco-de-motocicleta-t15-de-rostro-completo-de-torc-unisex-a-_JM,NA,NA,NA,NA,NA,#473694878,NA,NA,Torc,NA,T-15,Abierto,NA,2.72 kg,NA,Negro brillante
1154,"Casco De Moto Scorpion Exo-r710 Solid Street (negro Mate, X-",260.32,NA,0,100,6,43.387,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-473599362-casco-de-moto-scorpion-exo-r710-solid-street-negro-mate-x--_JM,NA,NA,NA,NA,NA,#473599362,NA,NA,Scorpion,EXO-R710,Solid,Rebatible,NA,0.41 kg,NA,Negro
1155,Broches De Cierre Rápido Para Cascos De Motos,1.99,NA,1,4,12,166,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DMG_GROUP,https://articulo.mercadolibre.cl/MLC-492333200-broches-de-cierre-rapido-para-cascos-de-motos-_JM,NA,NA,NA,NA,NA,#492333200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1156,Casco Dot Enduro/cross Omoto. Fullpower Moto,38.512,NA,0,3,12,3.209,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FULLPOWER+MOTO,https://articulo.mercadolibre.cl/MLC-460151177-casco-dot-endurocross-omoto-fullpower-moto-_JM,NA,NA,NA,NA,NA,#460151177,NA,NA,NA,NA,NA,NA,NA,NA,Cross,NA
1157,"Casco De Motocicleta Negro Mate Agv K-3 Sv, S, Negro Mate",321.99,NA,0,3,12,26.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-465883933-casco-de-motocicleta-negro-mate-agv-k-3-sv-s-negro-mate-_JM,NA,NA,NA,NA,NA,#465883933,NA,NA,AGV,K-3 SV,K-3 SV,Integral,NA,4.75 lb,NA,NA
1158,Gmax Md-01 Casco De Moto Modular Para Adultos Stealth - Negr,281.175,NA,0,100,6,46.862,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-474295155-gmax-md-01-casco-de-moto-modular-para-adultos-stealth-negr-_JM,NA,NA,NA,NA,NA,#474295155,NA,NA,NA,NA,NA,Rebatible,NA,1.63 kg,NA,NA
1159,"Casco Yescom Para Motociclista, Integral De Doble Visor Con",92.99,NA,0,3,12,7.749,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468643417-casco-yescom-para-motociclista-integral-de-doble-visor-con-_JM,NA,NA,NA,NA,NA,#468643417,NA,NA,NA,NA,NA,NA,NA,4.1 lb,Integral,NA
1160,Xyzctem Aviador Piloto Motocicleta Medio Casco Goggles Volar,27.549,NA,0,100,6,4.592,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-474119108-xyzctem-aviador-piloto-motocicleta-medio-casco-goggles-volar-_JM,NA,NA,NA,NA,NA,#474119108,NA,NA,NA,NA,NA,Abierto,NA,NA,NA,Humo
1161,Casco De Motocicleta Agv Pista Gp-r 46 2.0 Adult Helmet - Bl,1353.201,NA,0,99,6,225.534,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MIMOSPA,https://articulo.mercadolibre.cl/MLC-478239603-casco-de-motocicleta-agv-pista-gp-r-46-20-adult-helmet-bl-_JM,NA,NA,NA,NA,NA,#478239603,NA,NA,AGV,Pista GP R,Pista GP R,NA,NA,NA,NA,NA
1162,Troy Lee Designs One Shot Se3 off-road Casco De Motocicleta ,412.99,NA,0,3,12,34.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470770525-nolan-n40adulto-street-casco-de-motocicletaflat-black-x-_JM,NA,NA,NA,NA,NA,#470770525,NA,NA,Nolan,NA,N40,Integral,NA,4.9 lb,NA,NA
1163,Scorpion Exo-gt920 Modular Shuttle Street Bike Casco De Moto,306.419,NA,0,100,6,51.070,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-476022346-scorpion-exo-gt920-modular-shuttle-street-bike-casco-de-moto-_JM,NA,NA,NA,NA,NA,#476022346,NA,NA,Scorpion,EXO-GT920,Shuttle,Rebatible,NA,2.27 kg,NA,Roja
1164,Nenki Dual Sport Helmet Motocross Y Casco De Motocicleta Con,151.75,NA,0,100,6,25.292,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-474540879-nenki-dual-sport-helmet-motocross-y-casco-de-motocicleta-con-_JM,NA,NA,NA,NA,NA,#474540879,NA,NA,Nenki,NA,NA,NA,NA,2.2 kg,Abierto,NA
1165,Casco Modular De Motocicleta De Cara Completa Aprobado Por E,353.99,NA,0,3,12,29.499,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-470787159-troy-lee-designs-one-shot-se3off-road-casco-de-motocicleta-_JM,NA,NA,NA,NA,NA,#470787159,NA,NA,Troy Lee Designs,SE3,One Shot,NA,NA,5 lb,Integral,NA
1166,Iron Man De Cara Completa Casco De Moto Por Nenki Para Hombr,183.99,NA,0,3,12,15.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-468637353-iron-man-de-cara-completa-casco-de-moto-por-nenki-para-hombr-_JM,NA,NA,NA,NA,NA,#468637353,NA,NA,Nenki,NA,Iron Man,NA,NA,4.65 lb,NA,NA
1167,Tapa Béisbol Mitad Casco Moto De Verano Cascos Para Hombres,15.64,NA,0,200,12,1.303,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRALEGRECL,https://articulo.mercadolibre.cl/MLC-476471848-tapa-beisbol-mitad-casco-moto-de-verano-cascos-para-hombres-_JM,NA,NA,NA,NA,NA,#476471848,NA,NA,NA,NA,NA,NA,NA,NA,Rebatible,NA
1168,Casco Moto Shiro Sh-881 Tiger Blanco,149.983,NA,0,100,6,24.997,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-474542820-casco-modular-de-motocicleta-de-cara-completa-aprobado-por-e-_JM,NA,NA,NA,NA,NA,#474542820,NA,NA,NA,NA,NA,Integral,NA,2.18 kg,NA,Blanco
1169,T001 De La Motocicleta Abierto Cara Casco Vendimia Estilo Pa,56.113,NA,0,200,12,4.676,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/QHXSTOPCL,https://articulo.mercadolibre.cl/MLC-483560232-t001-de-la-motocicleta-abierto-cara-casco-vendimia-estilo-pa-_JM,NA,NA,NA,NA,NA,#483560232,NA,NA,no brand,NA,No Model,NA,NA,NA,Abierto,NA
1170,Casco De Moto Dot Púrpura Mariposa Mujer Medio Up Shop,72.99,NA,NA,36,6,12.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/YAMAHA+OFICIAL?brandId=146,https://articulo.mercadolibre.cl/MLC-478982820-casco-moto-shiro-sh-881-tiger-blanco-_JM?searchVariation=33449031678,NA,NA,NA,NA,NA,#478982820,Blanco,"S,M,L,XL",Shiro,NA,SH-881,Integral,NA,1.39 g,NA,NA
1171,Hjc Cljet Openface Casco De Moto Black Xpequeño,159.27,NA,0,NA,6,26.545,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AKAESCHILESPA,https://articulo.mercadolibre.cl/MLC-478709752-hjc-cljet-openface-casco-de-moto-black-xpequeno-_JM,NA,NA,NA,NA,NA,#478709752,NA,NA,HJC Helmets,NA,NA,NA,NA,NA,Rebatible,NA
1172,Casco Moto Just1 J32 Motocross Enduro Rojo/azul Talla M,99.833,NA,0,NA,6,16.639,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DUNLOPCHILE,https://articulo.mercadolibre.cl/MLC-461205882-casco-moto-just1-j32-motocross-enduro-rojoazul-talla-m-_JM,NA,NA,NA,NA,NA,#461205882,NA,NA,Just1,J32,NA,NA,NA,NA,Cross,NA
1173,Moto Doble Casco De Deporte De Carretera Mmg Dirt Bike Atv -,191.99,NA,0,3,12,15.999,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-487450060-casco-de-moto-dot-purpura-mariposa-mujer-medio-up-shop-_JM,NA,NA,NA,NA,NA,#487450060,NA,NA,NA,NA,NA,NA,NA,NA,Integral,NA
1174,Casco Calavera Burbuja Doble Uso Craneo Choppes Moto,37,NA,3,2,6,6.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VIGA-MOTOS,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=nbhm8E0A3TJ5vlPtZuNVG11j%2F9wtaWu7XV%2B6jTKGz1Y4vr6pNc0qhgQhOLspaXpQlxYxP%2FiMp86gjvVEphMTeJsvxNk9zfChFHisih4fMgDra%2B0l3rwKpNdI%2BOTit%2Ft06HBumw8eg9g%2FgolFKPOyPvoQ7Bk6TrsjC%2BsLROk%2FF1uU3TwrakUNRqhvRvku8SAGfYawHxErfD1ZpcEzA2ofOxl5AVMeqIMSnIQ%2Fz53Urcjj3XBIi%2FTMzUkutWUWFZihvjyb52H230AyQebEQoFcg%2FPDVDK25qmG01LfZc86w2lYrMQpGuzvfLm947554sJ3ZczNH0ihZEfCbzu9%2FXKbf8zEwMVgMCJYmO%2B9YNBoEylOVJ0LQgcGkGXVKt9yzZKzM58%2FBQ2MSHu3CpwWry9kL2RjzZisxo6xST64JYO4tKUZayvq9nFXzkjK%2Fp7DBAMEh6viHk5WPIR8LcNpiun9tv%2Fr68trJVdMlchC4%2BFmAAE3Q3RXdFG4G9f581Ee9mr1z56oFDop81%2BMkyL3Eat8urjfeBwkZIs71GZ8F8FEC8G5apT7VB9xXMaelAjK7nfO%2F%2Fg%2BGqKCff0sxW%2BEEb5k1fgWkwdn9X3TsEkRuGXOHk5J0C%2BwXA2ULPDY5ODQxpCcjtWvcN7NXofznEOr7D3k%2Fq0fdtGjmoNiSs3jRMZGE4R9WnvoenstYL5iKR%2Bvg1%2Bd94w%2BwvhhzpflnZLQXXWpy1LbnYJ6MXy2dYvro8AVOcBLKHljtluFa5x97559q7i2rbkGvN5EfKZZOXigZpbWo7zzOyBWBvS%2F0xzRBTOVJFx3kP%2B3LB3nEFDNTyv93%2BqkFDIZyqSyMxv7oDVqY%2FyBJiOCSvA3G2VoWyCDI36H1Qby4sNLhApFW%2BtZTE8AsJwbrcr%2FDpaEQLREhvDX%2FAOYk9S5qJL38ggSdVQJVVIHRv9iTWJj4Z%2BDGeIIRigBphxpWLx4jZ4fjcA%2BXsPvAkXXgfRGeq7%2BbpKniRbcgahK5bDZ1WL8V6zS2jwNMFtPQ0zvsitg9vcC7HEDG6ZJrnODrg%2BQ1lErtjIkagO33o9auwyHDv86cIuE5gIoAZyeLLa1sblGjy4EFEyWpJzYOAgDf9HoH%2BGbiILSPYnZrt8SI63%2FiBz3OtRrRczjIB5RRJqWiV3dO%2B3BPH4XdcgzRy%2FAuCmR9y%2B7DuLLNYICJWJQ806HIA9figK6SwnSsih4Bh7TA1RDttsUQis8IHknA4eWBoGl7kWYKKc7UWN9EIOhQ6F2ZaWIUlqOVk%2Fy%2F0hvatRvoYd7zJgAl7%2BaFwQExJgVFNDRMDYfudzC9HOHhUpGgYkhKK8NEdpsGUCNwc4n6lp8kgViXt0%2FAZpgthqNpEAN2IyV8UYJJZ5KtlZbEQb0Ya91ovfpHZQ749J1imBM58B%2BvWAmD6wroSLJaHM%2FXt91dqecBa%2Bct%2FLlZw%2BCtmf3sAxWmcoZI%2FIRiYzfUmb%2BHJfO35mlRdKZVsGS3RwVgDxCpuwvtTwwxmMM13lE%2FxmrvR7b%2FMZ3XKXtIvQgPeAAsLRQutp5IzKMSzqa1zz4nsdsCRbFXcqTbuDyfiGl37vWDaiKY5k6rhV9vc%2FVFAczho56vs6788x6K8iXw5L%2FgHUSKE0W7ZHRsVydL3Y53hn%2FrPHqRdi7hGLtE98KdWzZYW4cgf7BmLB3ZzS0z8evoz%2BwozFcRhvZYMSNzKvs9k3CEa3N5JIy9JDBjX0ke77QOD3fBbzY644CmzkgpNZaMpPAyOLVW6hOiVB0K%2BE7B%2FOEVNZpmucWAPDJHb6k1LcOnDl%2F6ZgSLz9DjS9Zwe8%3D,NA,NA,NA,NA,NA,#489832649,NA,NA,NA,NA,NA,NA,NA,NA,Abierto,NA
1175,Casco De Cara Abierta De Motocicleta Aprobado Por Dot - Yema,124.673,NA,0,100,6,20.779,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-483842557-casco-de-cara-abierta-de-motocicleta-aprobado-por-dot-yema-_JM,NA,NA,NA,NA,NA,#483842557,NA,NA,Yema,NA,NA,Abierto,NA,1.93 kg,NA,Negro
1176,Echo Quick Release Para Casco De Moto Blanco,30.296,NA,0,NA,6,5.049,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AKAESCHILESPA,https://articulo.mercadolibre.cl/MLC-478709800-echo-quick-release-para-casco-de-moto-blanco-_JM,NA,NA,NA,NA,NA,#478709800,NA,NA,Vega,NA,NA,NA,NA,NA,Rebatible,NA
1177,Casco De Motor Cara Abierta Capacete Racing Motocicleta,98.99,NA,0,3,12,8.249,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-487451950-moto-doble-casco-de-deporte-de-carretera-mmg-dirt-bike-atv--_JM,NA,NA,NA,NA,NA,#487451950,NA,NA,MMG,NA,NA,NA,NA,4 lb,Integral,NA
1178,Casco Moto Abatible Ghb 158 Camo Negro Azul Matte,36.99,NA,3,2,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VIGA-MOTOS,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=2tLlOoDO5ItkmBrRDzr85WPrGe4RQS%2BCcZWiObIM0gTmWkzGMt6lVWRvpa%2ForCiLujJPwZQSpKn4OkN1XA5%2F5qohl5pbDq8fDfz42P9BXcATQLP1YQGSawH0MEmUgTQwe3Zg8QL47cyY7PBaUNGloeiFhVP1%2B%2BXHTH9tFBliHkIEUmu51D2AVPaXMyYPx08jC55XbiVEvYSptrEFerK27bQjVHyguYB6IwgO2uTTbZAYJFf1GYTgWAOQ%2BnSNkDWcu%2BtTKLbMK0yjJ3Qw48uEuk%2FFF96mfR03cpPheCaqI%2BYegBissgi%2FxQMnyy1Qi1llalSZvWhAc7FC70PtondHdUwn1j%2F%2BtBKj%2BK7ykkpPv0HWPpgKQu2nKqVAuhT2T2SQYQjZDM94Cq%2F8gE3IRSkm4xgKBQ2zC%2BtCk%2Fcex7n%2Blt0%2BTbGoGVCRP3VcWqhDTCfqtz4mgOJrcA0AiqZaqhQHCAPXOL9vd%2FBfJwcu09NFjyJ6o7xgT3ooW9F2VXXwfq5Aaqq1jvDlpw84Q89J1XVb1pftEF1a1ugh1ZtBRV6KOFRi9leDPV1KCsvezjuS934MeN70aAZLZcwheY3sT477Xd9ODyEtnfYqmkE5s26WDK0DTq7WyCqfizb1pQqYJQP%2Fq5NGkCg3SWH89UB1OmXX%2BLX903CPTFSWWbr3ZCkzQsF2tJj8yvCo2s0etaqQuiEmvxTL0mQVwAbxA3f%2BXedTt8p7y54Hf4CdcupusPhP4SzIxPUbMqspDddvu6ii38Vb9KLcVfJLQdHWbVoFyWKSpd%2BWAFwZCRG5z0ONCmDjZNSO0vS%2Fj6v7Cei6PT9IcX2slKZw2ADXGNjS1yaPDm0ce2PzIMb3fgGUXKH%2FMgl%2FcrAzqYwT3nUYvfxcoOxQJnrfhZyLcKjy0j5KFS4sAUSfft9HM8n5vnvqixZHxOo57tVgmkjAQM4nbCCyVicuQNELW6t%2FuD8PMTlouwLgtIK5c84PvYmBfUw%2BmDhMJ6qbw1zDG1GLWLliX1YVfjg9WxWCDly3bxK8vAxW7RfVd1GsA7DAVresc75Lq3wa%2BIwcH7fo4PSHFuH0fhbyTfOAH47on7jC1QTA5eE0Lj8g%2F5lUdCEpurCcBCzJSOYn%2FiudOcwW9sVPPIFwHR9sbvwY%2BqWD%2Bw%2FkmGv9GPMgp8FIG7Y85CW41ZfTLQyl1DPZ1MLCDG4W0XOUp6br9Q8gI0psmFI0JGKnmDKyy1w3BnmpCbmlPKt%2BLrbTIFNjaIo2lxqq4Cs397f8KSjEJtz%2Bk07%2BHD1vr9itHRAUiQv8QoppZD5te9k18r6WW1uz%2B54kRTZU3UyQGx6hZHaAb8uGym1F3OZ1wywpJslpWgU8EH8o%2BLWXobocXXmQECOXEmUnu1nI%2FpMJsAfgGEAyDe7oPtw9JyX2YvptnnNUQ61uxwvtGRgg5tCEd87QXonq33uErv8O5IYYbkBomJzeXBd%2B1gK68IrYa9ptL1ntAfGx3aGId5Axi3P7omIB%2B99Y3%2B6whqKISWpJqUTJ98L5OQgNCe2tQlBp3AjfUZG%2Bvp5U%2FFpTGqnM4tsXkXmLGAJ5jUmyc9Qqjo237jeS8G%2FHc9x%2FdIrH7mkI41t3kMEN6MqQAPJiK10%2BVZBkCzMegbx4D21BmDlWJpEpyVYh922lPOb0YoL2rX2PhJ504mr%2FVg39iaevcoEl4H5njD%2BjGwp6nCPPKHYh1Za2bbFWpAaZZ73%2FU16ZhCaV5Hn8QwY0SayvHOLFmRxu2FlMWgOkxd0boLrNlksF3CAnAjqYrbNVcZCeY%2BOIBRpL3x6uQuX%2ByMI%3D,NA,NA,NA,NA,NA,#477177818,Camuflaje,NA,GHB,NA,158 Abatible,Rebatible,Unisex,1400 g,NA,NA
1179,Casco Moto Ls2 Ff353 Rapid Infinity Negro Gris Amarillo,64.99,NA,2,30,12,5.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME.CL?brandId=329,https://articulo.mercadolibre.cl/MLC-463804344-casco-moto-ls2-ff353-rapid-infinity-negro-gris-amarillo-_JM,NA,NA,NA,NA,NA,#463804344,"M,L,XL",NA,LS2,353,Rapid Infinity,NA,Unisex,1250 g,NA,NA
1180,Cascos De Moto Y Deportes De Motor Hjc Helmets 874-606,201.923,NA,0,100,6,33.654,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486324441-cascos-de-moto-y-deportes-de-motor-hjc-helmets-874-606-_JM,NA,NA,NA,NA,NA,#486324441,NA,NA,HJC,NA,NA,NA,NA,NA,Abierto,NA
1181,Motocicleta Scooter Cara Abierto Mitad Cuero Casco Negro,9.294,NA,0,300,12,774,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/COMPRATECHCL,https://articulo.mercadolibre.cl/MLC-470108269-casco-de-motor-cara-abierta-capacete-racing-motocicleta-_JM,NA,NA,NA,NA,NA,#470108269,NA,NA,Jiekai,NA,NA,Integral,NA,1200 g,NA,NA
1182,"Equipo De Protección,black Metal Más Fuerte Moto Casco D..",44.248,NA,0,2,12,3.687,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SPICEIMPORTSCL,https://articulo.mercadolibre.cl/MLC-479249493-equipo-de-proteccionblack-metal-mas-fuerte-moto-casco-d-_JM,NA,NA,NA,NA,NA,#479249493,NA,NA,RydeWear,NA,Black Metal Helmet Quick Release,NA,NA,NA,Rebatible,NA
1183,Casco De Cara Abierta Motocicleta 3/4 Con Visera De Escudo,6.58,NA,0,200,12,548,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VICAMSTORECL,https://articulo.mercadolibre.cl/MLC-473907349-motocicleta-scooter-cara-abierto-mitad-cuero-casco-negro-_JM,NA,NA,NA,NA,NA,#473907349,NA,NA,Brand New,NA,NA,Integral,NA,NA,NA,Negro
1184,Casco Moto Ls2 Ff352 Negro Matte,52.99,NA,2,4,12,4.416,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MOTOXTREME+STORE,https://articulo.mercadolibre.cl/MLC-467703257-casco-moto-ls2-ff352-negro-matte-_JM,NA,NA,NA,NA,NA,#467703257,NA,"XL,XXL",LS2,NEGRO MATTE,FF352 ROOKIE,Integral,Unisex,1350 g,NA,NA
1185,Casco De Moto De Estilo Vally Hi-viz Hi-viz De Ls2 Casco De,432.568,NA,0,100,6,72.095,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-483006388-casco-de-moto-de-estilo-vally-hi-viz-hi-viz-de-ls2-casco-de-_JM,NA,NA,NA,NA,NA,#483006388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1186,Motocicleta Mate Negro Alemán Mitad Cara Casco Rojo Xl,11.121,NA,0,17,12,927,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CARMOTORSPORTSCL,https://articulo.mercadolibre.cl/MLC-476070598-casco-de-cara-abierta-motocicleta-34-con-visera-de-escudo-_JM,NA,NA,NA,NA,NA,#476070598,NA,NA,Unbranded,NA,NA,NA,NA,NA,Integral,NA
1187,Cascos De Moto Y Deportes De Motor Ls2 Helmets 02-045,38.148,NA,0,NA,6,6.358,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486324499-cascos-de-moto-y-deportes-de-motor-ls2-helmets-02-045-_JM,NA,NA,NA,NA,NA,#486324499,NA,NA,LS2 Helmets,456,Factory,Abierto,NA,NA,NA,Black
1188,Casco Integral Wlt Negro/naranjo L,36.3,NA,1,3,6,6.050,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PEDALSHOP.CL,https://articulo.mercadolibre.cl/MLC-477675781-casco-integral-wlt-negronaranjo-l-_JM,NA,NA,NA,NA,NA,#477675781,Negro/Naranjo,"L,XL",WLT,NA,NA,NA,NA,NA,NA,NA
1189,Cod 115/122/132/133 Casco De Moto Para Adulto,9.7,NA,0,200,12,808,NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/VICAMSTORECL,https://articulo.mercadolibre.cl/MLC-479506947-motocicleta-mate-negro-aleman-mitad-cara-casco-rojo-xl-_JM,NA,NA,NA,NA,NA,#479506947,NA,NA,Brand New,NA,NA,Integral,NA,650 g,NA,Negro
1190,"Casco De Moto Agv 0101-7491 K-3 Sv (negro, Medio)",262.383,NA,0,100,6,43.730,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-484743448-casco-de-moto-agv-0101-7491-k-3-sv-negro-medio-_JM,NA,NA,NA,NA,NA,#484743448,NA,NA,AGV,K-3 SV,K-3 SV,Rebatible,NA,NA,NA,NA
1191,Cascos De Moto Y Deportes De Motor Hjc Helmets 223-602,95.833,NA,0,NA,6,15.972,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-486334776-cascos-de-moto-y-deportes-de-motor-hjc-helmets-223-602-_JM,NA,NA,NA,NA,NA,#486334776,NA,NA,HJC,NA,NA,NA,NA,NA,Abierto,NA
1192,Casco Para Motos Bex Helmets Bx105,22.99,NA,0,1,12,1.916,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/FARENASL,https://articulo.mercadolibre.cl/MLC-482399948-cod-115122132133-casco-de-moto-para-adulto-_JM,NA,NA,NA,NA,NA,#482399948,Gris/Naranjo,M,NA,NA,NA,Integral,NA,NA,NA,NA
