search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Tipo de funda
268, Otterbox Funda Defender Series Para iPhone 8 Y iPhone 7... ,34.99,NA,0,9999,6,5.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469866556-jaholan-funda-iphone-7-plus-funda-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#469866556,Apple,NA,Carcasa
269," Funda iPhone 7, Funda iPhone 8, Pelipop Amarillo Colorido... ",27.445,NA,0,100,6,4.574,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-475305559-funda-iphone-7-plus-funda-iphone-8-plus-rombo-multicolor-p-_JM,NA,NA,NA,NA,NA,#475305559,Apple,NA,Carcasa
270, Original Apple iPhone 8 Plus Funda De Cuero... ((product).) ,38.99,NA,0,9999,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469863345-otterbox-funda-defender-series-para-iphone-8-y-iphone-7-_JM,NA,NA,NA,NA,NA,#469863345,Apple,OtterBox,Carcasa
271, Funda Funda iPhone 7 Plus / iPhone 8 Plus Buho Store ,20.99,NA,0,9999,6,3.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469864655-funda-iphone-7-funda-iphone-8-pelipop-amarillo-colorido-_JM,NA,NA,NA,NA,NA,#469864655,Apple,NA,Carcasa
272," Funda Para iPhone 8 Plus De Torras, Funda iPhone 7 Plus, Fun ",108.99,NA,0,5,6,18.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY+SELECTION,https://articulo.mercadolibre.cl/MLC-475732697-original-apple-iphone-8-plus-funda-de-cuero-product-_JM,NA,NA,NA,NA,NA,#475732697,Apple,Apple,Carcasa
273," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Madera Blanca Flor ",26.5,NA,0,NA,12,2.208,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BUHOSTORE.COM,https://articulo.mercadolibre.cl/MLC-464917843-funda-funda-iphone-7-plus-iphone-8-plus-buho-store-_JM,NA,NA,NA,NA,NA,#464917843,Apple,NA,Carcasa
274," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Gris Madera Marble ",32.29,NA,0,100,6,5.382,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-473576085-funda-para-iphone-8-plus-de-torras-funda-iphone-7-plus-fun-_JM,NA,NA,NA,NA,NA,#473576085,Apple,NA,Carcasa
275," Funda Bomea Para iPhone 8 7 6s 6, Funda De Cinturón De Cuero ",27.445,NA,0,100,6,4.574,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-475059828-funda-iphone-7-plus-funda-iphone-8-plus-madera-blanca-flor-_JM,NA,NA,NA,NA,NA,#475059828,Apple,NA,Carcasa
276, Funda Roja Para iPhone 8 Plus - Funda De Cuero Premium Para ,27.093,NA,0,100,6,4.516,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-475306565-funda-iphone-7-plus-funda-iphone-8-plus-gris-madera-marble-_JM,NA,NA,NA,NA,NA,#475306565,Apple,NA,Carcasa
277," Funda iPhone 8 Plus, Funda Billetera iPhone 7 Plus Con Funda ",28.247,NA,0,100,6,4.708,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-482011228-funda-bomea-para-iphone-8-7-6s-6-funda-de-cinturon-de-cuero-_JM,NA,NA,NA,NA,NA,#482011228,Apple,NA,Carcasa
278," Funda iPhone 8 Plus Para Mujer, Rosa, Volmon Funda Protector ",35.894,NA,0,100,6,5.982,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-482307404-funda-roja-para-iphone-8-plus-funda-de-cuero-premium-para-_JM,NA,NA,NA,NA,NA,#482307404,Apple,NA,Carcasa
279, Carcasa 360° Magnética iPhone 8 Plus 7 Plus + Vidrio Frontal ,15.99,NA,13,1,12,1.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=N5LEVgQLPpIFyNOE4No372%2FwcRNh4STlYsRbc1AQNaMI86D6WNf1guxLdbSxBvhL1%2BIZhS%2BgQuFpvuEsL2GuzenebvosoOodugrg9njlSR5ONSvihswFKGGTGOIIhhVmOYwQsdcdHP%2F7dAzXP0oH24eNw58o44srV%2FnsdNpduWFIEbb%2BNKWDsYadVRoeqgDEt9%2BRN7%2FEcIIe7gcLrW4WoxVOTgOAgm9tYaNlSYQGF8roGIt2DO7%2FhFdlOq2v4UMzKteuSApFXhsCrYkIcCPGwmjxJDPGoSsSsyAUM9m8ioGn%2BI%2FCWar76THCGvSt%2Blx2%2FO%2Fzy057803Hb8w2BfWdUBItOdHfxQa%2FMwuQKkazdY2Fpp0%2FtdoSum2MnAQ7NxrqS3MsOvZr58e%2BP4DIYTfhJQZ6qbN7scPaHF4fFdRjwYkiY449ix3ir%2Fciyg5RxlLmde78dWXkIulbxs2ubQ8G1WihlHZAoEYdcHIsIUdr%2F6VSH3dTzjV7vJm0t6c%2FgFIPYx5EptuClvczJzED%2F2iYk5FB%2Fi6%2BpDqynPQSoVAwXDmt07NlcwAcIo%2BIK6TpH69WO4G%2F2%2ByADp4Bx%2BrjTw91SMEY4PlHOEYDfqU3gce1rve1tJjKrKVbvmeYdSQ6LJyjfYEA65rkaIJcjVRxq5NBxxiMZ%2B1TEf7gfivsZ8kij6Ih11EDbqsGQlp6Hp4Ogczg9rRRRKUGJDzYLSoNKdzn5CnZrj5L1FQGmEIFdsgHzqauzlc7et%2BdksNuEgo3yZQ7egUmUeOpkP67wewNL%2FwfCt2H0EUjpp8LCx0lkLft7sW3MXFElAMaJCKQtcAVIt%2BTrilAV4mwmuOFyYqMVRRhYgGlsz6k8MerkL4vf2ZEV71y2LMenl%2BGhv3TMmE2UEAt35%2FXAZP9G0zTWh9G91QEFZora9DUDGYL2nUFov5iB7HRNw1j34A%2FZ2kYsZPLoE0hlmrGD45HOyy%2BNw2YW3ksBASfHdVsgKi86WHHejCdMTUcdOA9afZDs3fXsU9%2FvTPRXatj61DuPxV0nzBIZSWwXLXOxxGi0%2BMLzjKb%2BA4A7TMnIypxGOPxkdzq8HmJEvvpxajl0EQa5%2F8rFd3EsEFeYuoFptjpa9MffLrUNJbOwLp%2FdMrST2nmohOJ7NrfnQt0W0kEAC1geSRbJl%2F9ap5hvMf0K3FrKTM1S8DArT1lT8Mmn1V4VQFpHzJMZhMhETPtaEfHmcvsU6tXuPHVL%2FZw0mQnjyyU1e2QrW892Jp68gaUPgMW0tU6YYFzTZbw0cZM2hj6Ut4e7OtiXAx3fpz7AP3cGe7Ips7ofW6JYrqttpkDD6gpa0gwqkb8rVkMqIUXkVOZxEez%2BFlPxzX4x5YnAT5cMKDUG%2By4AO4aIVcWE60tL%2FJcN3ZY%2FK0UhgCWIjh9n2%2F0zpPSinmSWjlPiO%2FVgrmCcBHLGi%2Fh9q9cF1HPqkXugT1SlUJ4SXyYf1%2FW70Frnx1Q%2Fv6OxlNLx3hej%2BjzQxMtA9iw%2BYgZbx4IdAl50EO0ZouInMMeUXbQWuQnFuA5qevxf%2FtzLUL86XcO0sRMiCqCpYWApuBIuGGUWWHJi8GmCGEWEkrgoQRIDcp9DHw%3D,NA,NA,NA,NA,NA,#466054141,Apple,Apple,Carcasa
280, Ulak Funda Con Tapa Plegable Para iPhone 8 Plus / iPhone 7 P ,33.875,NA,0,100,6,5.646,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-482504463-funda-iphone-8-plus-funda-billetera-iphone-7-plus-con-funda-_JM,NA,NA,NA,NA,NA,#482504463,Apple,NA,Carcasa
281, Funda Under Armour Ua Protect Arsenal Para iPhone 8 Plus ... ,39.39,NA,0,100,6,6.565,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-482949848-funda-iphone-8-plus-para-mujer-rosa-volmon-funda-protector-_JM,NA,NA,NA,NA,NA,#482949848,Apple,NA,Carcasa
282," Funda iPhone 8 Plus, Funda iPhone 7 Plus Chicas Mujer,... ",35.041,NA,0,100,12,2.920,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-490488157-ulak-funda-con-tapa-plegable-para-iphone-8-plus-iphone-7-p-_JM,NA,NA,NA,NA,NA,#490488157,Apple,NA,Carcasa
283, Carcasa 360 Magnética iPhone 8 Negro Plata Digitek ,11.99,NA,1,9,6,1.998,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DIGITEK.CL,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=GLpu8V7frxo%2BMAY3tR9kxa8BWYL7TVlCpUmW797tk1QYc9QOM8O%2BgpQosCh7cQb%2FQOGKDFEWhhvvHiLuxgAsURi2ufYcL3nswpmX%2Fguncrt%2BJMajl%2BIcvyNLjc5kzW1mCAXiqB6fB7EcuGtJF%2FTseKQScJOA0ioQ4A99bVIPKQJl8p32lLCB%2Fm7Gv03QvF6N35%2F5tNKZ7yRPdWtxSjlh9mW5WIFV%2BPBwdWch5RKOTqGUNvMGKkHwOCxpmkxpjRfjLrK9m2jxhrvHgCpCRiMLCibWc1DEbS2JPF0bgQpXLk532mrU1IrM1DkL62CqvYxYRc9ix7euHisbxEW5BcNRemuSua6QjVxE0tQOPEjBb8IbmDZH2iqoM7m8YNbgIw4ve73Ct5xYFbFiGQAOZj1FqVMva2Ga3QYYwYx1EByttRxoeWrsQaNXGjz2wD%2FfxUBv1YMTgLHjEHNLs7vFJHDY%2BzCoi2QmgQfEOUrusqzaU3w9%2Bn8zSeq5NXkaNQI%2BspuSBYm6dh4T%2F471WAABRL%2B%2Ff1CibhKjyVPMD%2Fn9huyJox%2BK9HEDmt%2BG3RdNnwRshLpkYr2EYk4xEqnRvpQSYjDb9dsP4Gszy3Ddlvpf%2B6TPcm5XGokjjKg%2B9o3YfjHV85KpoT3PLwb0VU1zpnl4fJteISKp8C%2FmZUIr9d%2FWOURddCSGBdyDVs2flGWZXZ0uTBNpXyKFo4ILAQZnWoMNnEz91LI7tlAPJpoFMj%2Buk2Waugw2u9P49FZqzBJK9vXbauO%2FWMPR90%2BnlEDAZ8QM%2B3YlcVLgm9TWT9grLwdDT9bGiuL9MkI5Lhaga8aUMb5zNMbuROWvK50J9mqfy7lY3d3OcD5HzU2yuXZPOT6YEWwKbiXlu1ZasDcEyn1JSedXzX%2FMhLFqcs%2FYqxXwDqPeurxS1twMkYxpYGilTCtexhkk%2BWQitusEVj0TXTmy1Na4kpQ%2FlsqqddxGxyHDEzmqJ59ioxQBu21o3RFn1gUrC4ndqUVWIJBZHuW9qUw88tB1m3URnnkjzYHqXoEiQLDk%2BREvRT7irI1J4NvjN55vMwTuiGhf3Z6tLh4MF9Tfd5lLJwVg9lwq%2Fwbg4y%2B4eXxWDSi25Uw47vERuvGXaDQpys7KxNBakHJSw%2B6mwciKjQW2utfpIPaOsiIOSzya8nXuIuiJrmOxPPjenMc8OU90PJcQxj9hLiIMXSok4C9UBG55zzNAFaeAIF4ArgcXs%2FWda5Dkurl0BYIc7eI8d%2FBFU3d%2Fi8nKuZJsvCU7a%2FadqCEPrMInvtjqjqtD7k92SDcKnKtfDlsRyHgbi43MyVjAudsx3yyli3C2V35bnxNDqnC2Z7O8BOutgmwDwNIbEddjNjnzEcvlpKSzNl0DKSTkNo%2BZOBx7EvGYSKZHadAQ0AtlmAXkUr5T8JPUFSJD3xlcCxxlky0hn7EQc3MF9ZlCd9KaFkkqAgR3a3aVyWK5zXvqmqcszYQdwQhy8WQxOtQujdc577eXDVJUYaa3edmJsPRx18OEm3VCubaxKnRhP32KQ3THa1U7qULPij%2FnlPmO84ICfiVN%2BD1LQ8FMTOX81KO%2FiBgqB1ss3GJREA%3D%3D,NA,NA,NA,NA,NA,#470861069,Apple,NA,Carcasa
284," Funda iPhone 8 Y iPhone 7, Serie X-doria Defense Shield - ",68,NA,0,900,6,11.333,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469272650-funda-under-armour-ua-protect-arsenal-para-iphone-8-plus--_JM,NA,NA,NA,NA,NA,#469272650,Apple,Arsenal Case,Carcasa
285, Otterbox Statement Series Funda Para iPhone 8 Plus - 7 Plus ,31.99,NA,0,9999,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469868890-funda-iphone-8-plus-funda-iphone-7-plus-chicas-mujer-_JM,NA,NA,NA,NA,NA,#469868890,Apple,NA,Carcasa
286," Cornmi Funda iPhone 8, Funda Resistente Al Agua Ip68... ",53.99,NA,0,9999,6,8.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458730909-funda-iphone-8-y-iphone-7-serie-x-doria-defense-shield--_JM,NA,NA,NA,NA,NA,#458730909,Apple,NA,Bumper
287," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Elegante Flor... ",39.196,NA,0,2,6,6.533,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDA+ESHOPEX,https://articulo.mercadolibre.cl/MLC-460165358-otterbox-statement-series-funda-para-iphone-8-plus-7-plus-_JM,NA,NA,NA,NA,NA,#460165358,Apple,OtterBox,NA
288," Funda Cartera iPhone 7, Funda iPhone 8 Con Tarjetero,... ",33.99,NA,0,9999,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-463209874-cornmi-funda-iphone-8-funda-resistente-al-agua-ip68-_JM,NA,NA,NA,NA,NA,#463209874,NA,NA,NA
289," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Zisure [rock... ",31.99,NA,0,9999,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469861627-funda-iphone-7-plus-funda-iphone-8-plus-elegante-flor-_JM,NA,NA,NA,NA,NA,#469861627,Apple,NA,Carcasa
290," Funda iPhone 8, Funda iPhone 7, Mujeres Aloha Verano Rosa... ",36.99,NA,0,9999,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469866003-funda-cartera-iphone-7-funda-iphone-8-con-tarjetero-_JM,NA,NA,NA,NA,NA,#469866003,Apple,NA,Carcasa
291, Becrowmus Funda Impermeable De Buceo Para iPhone 8 8plus Fot ,32.99,NA,0,9999,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469867529-funda-iphone-8-plus-funda-iphone-7-plus-zisure-rock-_JM,NA,NA,NA,NA,NA,#469867529,Apple,ROCK,Carcasa
292," Ocyclone Funda iPhone 8 Plus, Funda iPhone 7 Plus Para Niña ",21.99,NA,0,9999,6,3.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469875476-funda-iphone-8-funda-iphone-7-mujeres-aloha-verano-rosa-_JM,NA,NA,NA,NA,NA,#469875476,Apple,NA,Carcasa
293," Buyus iPhone 8/7 Funda Transparente Con Diseño, Suave Y ",80.432,NA,0,100,6,13.405,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-481511622-becrowmus-funda-impermeable-de-buceo-para-iphone-8-8plus-fot-_JM,NA,NA,NA,NA,NA,#481511622,Apple,NA,Carcasa
294, Funda iPhone 8 / iPhone 7 Designskin [mica] 180¡æ Estuche ,26.405,NA,0,100,6,4.401,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-482068659-ocyclone-funda-iphone-8-plus-funda-iphone-7-plus-para-nina-_JM,NA,NA,NA,NA,NA,#482068659,Apple,NA,Carcasa
295, Spigen Ultra Hybrid S [2nd Generation] Funda iPhone 8 ,30.99,NA,0,9999,6,5.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458713368-buyus-iphone-87-funda-transparente-con-diseno-suave-y-_JM,NA,NA,NA,NA,NA,#458713368,Apple,NA,Bumper
296, Funda iPhone 8 Plus - Rebex & Ipaky 360 Funda Protectora ,38.99,NA,0,9999,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458716801-funda-iphone-8-iphone-7-designskin-mica-180-estuche-_JM,NA,NA,NA,NA,NA,#458716801,Apple,NA,Bumper
297," Jaorty Funda Cartera iPhone 8 Plus, Funda iPhone 7 Plus,... ",36.99,NA,0,9999,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458732511-spigen-ultra-hybrid-s-2nd-generation-funda-iphone-8-_JM,NA,NA,NA,NA,NA,#458732511,Apple,Spigen,Bumper
298, iPhone 8 Plus Funda De Billetera Para Mujeres Hombre Auke... ,25.99,NA,0,9999,6,4.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459675347-funda-iphone-8-plus-rebex-ipaky-360-funda-protectora-_JM,NA,NA,NA,NA,NA,#459675347,NA,Apple,NA
299, Funda iPhone 7 Para Niñas Funda iPhone 8 Golink Mandala D... ,37.99,NA,0,9999,6,6.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-463267981-jaorty-funda-cartera-iphone-8-plus-funda-iphone-7-plus-_JM,NA,NA,NA,NA,NA,#463267981,NA,NA,NA
300, Carcasa 360° iPhone 8 7 Plus + Vidrio Templado Rojo 3 En 1 ,9.995,NA,8,8,6,1.666,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ALPHATECHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=UXQXI3WI2vNQwqYhynvr8T8tiBZWDRDWqXBSLKSVEg7y3TAR8Z3eaYhkh81%2BCoYpekbEv7yHgkyj5ADbFkb6OeFCAjrx0yc1ZPs6FDLcRG3PBs3Hj%2B8ND6pnByZj9EcSyuLqYjkXuR%2B%2BhHcNvDRC33AFDV79mryGkI3B58Dr2dw1bpWuuwx63hIDTRKgGZwBFhi9FaWSYGpmOw%2BTkiyNeE3VoZhOYzd%2F%2F7yJWXbA7lMi89Wuxb0xov4E%2FD9EK7HDMD%2F%2BBBEVxlBpzTIsIkNliP8%2ByrLaZb2F3E6D79AR%2BxBg%2FIvhquaheYzcB5UObEHdv%2BFruS7HEJfuMjAeb%2BfPrmavgaJ5n8z%2FAIB05iVtDFepYTFdgw%2BRhx7L1awwUGp4pmlorV4mGzSzv7rpFI7x3T%2BGsD%2BYaLyMfkCtw2N20wD%2BinbREaQjX2w2goL9GspPbFhdxraJBvlwo2%2BKaipjzgyN69WSV5bCIxEW7IzioEgPzKav4roP5bqkNtvtr2a%2FKpPVchNgIlQ3nTTy2Qew6UeDZgqj5hXGKkNUw8VlWBaozPXGf00GDtu79a7MuLq0INXDa2esZZh4C4JKWPr5svtpYhKcppqgAJmAtTWnMX7gYfaASkenPoRX%2B%2FoJNALPEJYPggSB6851hWafoxtsZHKhO7PWZ3IZA2rQft7nG9aBCJ2gdPjPZe%2BYv%2B7%2BiwCZNS6Js%2B1U%2BMrRQA2brOHx3lQsnISYip5JYyLVwb858g7ESdh%2FLlc85rPPa%2F%2BNj4uFe9JXtOC6JYl1ww4f0JfRFHK3xvRz2n6VCSGH0%2Bs8KL%2FN1R8%2F51i%2Fbqg5CqGRzfH%2F6H%2BuAYV5vz5qa9Mrws8xWfc4gyQyU1dJFovJJFyfVliEVmlKpylz%2BXKHINTIHVdKzNSmlhr5x6KEzKew%2FWkNwJ9Bmjb0aI%2BWPsMUS03zbPjzAt1MpRfsQjh9%2FFcHPPGaJFlXnDOIFlWBUC0Ec5fizCOdgi6YCqB2SPAMt5XPEjeMz%2F5P%2F9b%2B%2F7V33W5rnYvrYJQ8TZUJw4nZn6MZx1S5tWaJSaH%2BCipttiBV0gEdA%2FEqWznbOsaaQlPX6OmIsOLvTdf2Vxu8TzW%2ByGnueplLtMN5sMsAuIylDaC3t0ouNamA1PQkT1xu%2B9WsjJzCyja7FsjKGqK8vNmhm584Yffm3wHhg3jHrXxx5dlQrD2AOlNe2Un0HPFF323ZXe8%2Fnyicj8q8FRNUqUyR32lSE06pzPJQdAJnto9o0I0GpfGQWl%2Br9McJgDLzDHJ5w4Eakz8lWp6FCYsj5qPNDXBm192XY4t7qUcV1YJndU9f8%2FJhYyXM960UnTL%2FFGXrBkCYcBAJco2i98pn6NIbxbr3%2Br1r5zeA49h73Gnuuu850yJd13U22rWJ6Zu1hjB5uyd8S3a7qz3D1YhlaD%2FGSqJJ8m0skSHXXkqnDeDLzJ4XbLybn7P0F4ktouzFCbP0rSFnOUPAsEmlHIwmuk2DZ8KIgSjO3VKS1uKbrNbzXNL5JDIZTxYoMPj3H34AfMn%2BPjWv1ibYzF%2ByUpHALcjFP1ijBIFWji8f%2Fx4HoVSJq0Oz649KYDScwaiE0aNSH0a6UvAK,NA,NA,NA,NA,NA,#452825550,Apple,NA,Carcasa
301, Funda Con Tapa Para Videojuegos Tetris Para iPhone 8 Plus... ,23,NA,0,900,6,3.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465559381-iphone-8-plus-funda-de-billetera-para-mujeres-hombre-auke-_JM,NA,NA,NA,NA,NA,#465559381,Apple,Auker,Flip Cover
302, Fansteck iPhone 8 Plus Funda A Prueba De Agua Para iPhone... ,24,NA,0,900,6,4.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465561096-funda-iphone-7-para-ninas-funda-iphone-8-golink-mandala-d-_JM,NA,NA,NA,NA,NA,#465561096,Apple,Go Link,Carcasa
303," Mupoo Funda iPhone 8, Funda iPhone 7, 360 Protección De... ",35.99,NA,0,9999,6,5.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469862546-funda-con-tapa-para-videojuegos-tetris-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#469862546,Apple,NA,Carcasa
304, adidas Funda Performance Grip Para Apple iPhone 8 Plus /... ,38.99,NA,0,9999,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469863590-fansteck-iphone-8-plus-funda-a-prueba-de-agua-para-iphone-_JM,NA,NA,NA,NA,NA,#469863590,Apple,NA,Carcasa
305, Speck Funda Ultra iPhone 8 Presidio ,32.99,NA,1,9999,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469874026-mupoo-funda-iphone-8-funda-iphone-7-360-proteccion-de-_JM,NA,NA,NA,NA,NA,#469874026,Apple,NA,Carcasa
306," Funda iPhone 8 Plus, Topfunny iPhone 7 Plus Silicona 3d... ",38.99,NA,0,9999,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469876106-adidas-funda-performance-grip-para-apple-iphone-8-plus--_JM,NA,NA,NA,NA,NA,#469876106,Apple,Apple,Carcasa
307," Funda iPhone 8 Plus / 7 Plus, Mixtecc Tpu + Cubierta De... ",38.99,NA,0,9999,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469882285-speck-funda-ultra-iphone-8-presidio-_JM,NA,NA,NA,NA,NA,#469882285,Apple,Speck,Carcasa
308, Original No Utilizado Apple Funda De Silicona iPhone 8... ,32.99,NA,0,9999,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470937012-funda-iphone-8-plus-topfunny-iphone-7-plus-silicona-3d-_JM,NA,NA,NA,NA,NA,#470937012,Apple,NA,Carcasa
309," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda Unicorn ",29.99,NA,0,9999,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470937344-funda-iphone-8-plus-7-plus-mixtecc-tpu-cubierta-de-_JM,NA,NA,NA,NA,NA,#470937344,Apple,NA,Carcasa
310," Funda iPhone 8 Plus / iPhone 7 Plus, Disney Funda ",41.99,NA,0,10,6,6.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY+SELECTION,https://articulo.mercadolibre.cl/MLC-475730154-original-no-utilizado-apple-funda-de-silicona-iphone-8-_JM,NA,NA,NA,NA,NA,#475730154,Apple,Apple,Carcasa
311, Funda iPhone 7 Plus / iPhone 8 Plus - No Soy Especial. ,36.99,NA,0,9999,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458706817-funda-iphone-7-plus-funda-iphone-8-plus-funda-unicorn-_JM,NA,NA,NA,NA,NA,#458706817,Apple,NA,Bumper
312," iPhone 8 plus Funda Tipo Portafolios, Portátil Multifunc ",48.99,NA,0,9999,6,8.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458730970-funda-iphone-8-plus-iphone-7-plus-disney-funda-_JM,NA,NA,NA,NA,NA,#458730970,Apple,NA,Bumper
