search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Color,Modelo del celular,Marca,Modelo,Material
284, Case Protector Funda Touch Armor Ironman Plateado iPhone 7 8 ,39,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NDMSTORE,https://articulo.mercadolibre.com.pe/MPE-424208067-case-protector-funda-touch-armor-ironman-plateado-iphone-7-8-_JM#position=34&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#424208067,Apple,NA,NA,NA,NA,NA
285, Case Protector Cover Funda Dual Hibrido Duro iPhone 7 8 ,49,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NDMSTORE,https://articulo.mercadolibre.com.pe/MPE-424208069-case-protector-cover-funda-dual-hibrido-duro-iphone-7-8-_JM#position=35&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#424208069,Apple,NA,NA,NA,NA,NA
286, Case Protector Funda Cover Armor Parante iPhone 7 / 8 ,49,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NDMSTORE,https://articulo.mercadolibre.com.pe/MPE-429541356-case-protector-funda-cover-armor-parante-iphone-7-8-_JM#position=36&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#429541356,Apple,Negro,NA,NA,NA,NA
287," Fundas Silicona iPhone 7 Plus, iPhone 8 Plus, iPhone 7, ",60,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-429757047-fundas-silicona-iphone-7-plus-iphone-8-plus-iphone-7-_JM#position=37&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#429757047,Apple,NA,NA,NA,NA,Silicona
288, Funda Silicone Case Apple Para iPhone 8 iPhone X Original ,49,NA,"
			
				Nuevo
			
			
		",(16 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/AYD+PERUPHONE,https://articulo.mercadolibre.com.pe/MPE-430008037-funda-silicone-case-apple-para-iphone-8-iphone-x-original-_JM#position=38&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#430008037,Apple,NA,NA,Silicone,NA,Silicona
289, Funda Para iPhone 7/8 Plus | Geometric Premium ,38,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/KINZESHOP,https://articulo.mercadolibre.com.pe/MPE-435471044-funda-para-iphone-78-plus-geometric-premium-_JM#position=39&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#435471044,NA,NA,NA,NA,NA,NA
290, Apple iPhone 8 Funda Case Anti Golpes Estuche Cover ,39,NA,"
			
				Nuevo
			
			
		",(3 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-436650062-apple-iphone-8-funda-case-anti-golpes-estuche-cover-_JM#position=40&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#436650062,Apple,NA,NA,Apple,NA,NA
291, Funda Universal Impermeable Con Correa Para iPhone X 8/7/7 P ,127,NA,"
			
				Nuevo
			
			
		",(12 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436787946-funda-universal-impermeable-con-correa-para-iphone-x-877-p-_JM#position=41&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#436787946,Samsung,NA,NA,ARIZA,NA,NA
292, Funda Impermeable Universal Para iPhone X 8 7 6 Mas Se Galax ,123,NA,"
			
				Nuevo
			
			
		",(12 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436821414-funda-impermeable-universal-para-iphone-x-8-7-6-mas-se-galax-_JM#position=42&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#436821414,Apple,Pink,NA,SMARTLLE,NA,Silicona
293, Funda De Piel Sintetica Con Clip De Cinturon Para iPhone 8 G ,138,NA,"
			
				Nuevo
			
			
		",(12 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436821415-funda-de-piel-sintetica-con-clip-de-cinturon-para-iphone-8-g-_JM#position=43&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#436821415,NA,Brown,NA,HZYISIDA TM,NA,NA
294," Htwon Funda Impermeable Universal Para iPhone X, 8/8 Plus, 7 ",128,NA,"
			
				Nuevo
			
			
		",(12 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436821421-htwon-funda-impermeable-universal-para-iphone-x-88-plus-7-_JM#position=44&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#436821421,Samsung,White,NA,HTWON,NA,NA
295, Funda De Nailon Con Cremallera Para iPhone 8 PlusiPhone Xsam ,123,NA,"
			
				Nuevo
			
			
		",(12 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436821424-funda-de-nailon-con-cremallera-para-iphone-8-plusiphone-xsam-_JM#position=45&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#436821424,Apple,Green,NA,HZYISIDA TM,NA,NA
296," Ailun Funda Impermeable Para iPhone X / 8 / 8plus, 7 / 7plus ",127,NA,"
			
				Nuevo
			
			
		",(12 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NEGOCIOS+DANTE1920,https://articulo.mercadolibre.com.pe/MPE-436821432-ailun-funda-impermeable-para-iphone-x-8-8plus-7-7plus-_JM#position=46&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#436821432,Apple,NA,NA,AILUN,NA,NA
297, Protector Case Funda Pink iPhone 6 7 8 ,30,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/LINESSTORE,https://articulo.mercadolibre.com.pe/MPE-437410896-protector-case-funda-pink-iphone-6-7-8-_JM#position=47&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#437410896,Apple,NA,NA,Apple,NA,NA
298," iPhone 8 funda, iPhone 7 funda, Anker Karapax Seda Funda De ",151,NA,"
			
				Nuevo
			
			
		",(15 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSDA6454778,https://articulo.mercadolibre.com.pe/MPE-437643307-iphone-8funda-iphone-7funda-anker-karapax-seda-funda-de-_JM#position=48&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#437643307,NA,NA,NA,NA,NA,NA
299," Funda Anker Karapax Para iPhone 8 Plus, iPhone 7 Plus, Con T ",124,NA,"
			
				Nuevo
			
			
		",(15 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSDA6454778,https://articulo.mercadolibre.com.pe/MPE-437643671-funda-anker-karapax-para-iphone-8-plus-iphone-7-plus-con-t-_JM#position=49&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#437643671,NA,NA,NA,NA,NA,NA
300," Funda Para iPhone 8 Plus, iPhone 7 Plus, Anker Karapax Funda ",134,NA,"
			
				Nuevo
			
			
		",(15 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSDA6454778,https://articulo.mercadolibre.com.pe/MPE-437643812-funda-para-iphone-8-plus-iphone-7-plus-anker-karapax-funda-_JM#position=50&type=item&tracking_id=0d2d8f9a-7320-461d-9b27-11fb710b7cf7,NA,NA,NA,NA,NA,#437643812,NA,NA,NA,NA,NA,NA
301," Funda Para iPhone 8 Plus, Funda Para iPhone 7 Plus, Anker Ka ",144,NA,"
			
				Nuevo
			
			
		",(15 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/OSDA6454778,https://articulo.mercadolibre.com.pe/MPE-437643907-funda-para-iphone-8-plus-funda-para-iphone-7-plus-anker-ka-_JM#position=1&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#437643907,NA,NA,NA,NA,NA,NA
302, Funda iPhone 7 Plus D30 / iPhone 8 Plus Case D30 ,65,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-430155602-funda-iphone-7-plus-d30-iphone-8-plus-case-d30-_JM#position=2&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#430155602,Apple,NA,NA,NA,NA,NA
303, Apple Leather Case @ iPhone 7 8 Funda Cuero Taupe ,179,NA,"
			
				Nuevo
			
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-436262253-apple-leather-case-iphone-7-8-funda-cuero-taupe-_JM#position=3&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#436262253,Apple,Taupe,NA,Apple,Leather Case,Cuero
304, Funda iPhone 5/5s/se/6/6plus/7/7plus/8/8plus Camuflado Case ,39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				40
				vendidos
			
		",(40 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MERKA.G,https://articulo.mercadolibre.com.pe/MPE-430492292-funda-iphone-55sse66plus77plus88plus-camuflado-case-_JM#position=4&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#430492292,Apple,NA,NA,NA,NA,NA
305, Funda Case Bumper Aluminio Espejo iPhone Se 5s 6s 7 8 Plus ,35,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(6 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DASTOREPERUCASE,https://articulo.mercadolibre.com.pe/MPE-421213280-funda-case-bumper-aluminio-espejo-iphone-se-5s-6s-7-8-plus-_JM#position=5&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#421213280,Apple,NA,NA,NA,NA,Aluminio
306, Case Protector Funda iPhone 7 8 ,18,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MIGUELCALP,https://articulo.mercadolibre.com.pe/MPE-429639037-case-protector-funda-iphone-7-8-_JM#position=6&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#429639037,Apple,NA,NA,NA,NA,NA
307, Funda Case De Silicona Para iPhone 7 Plus-8 Plus ,20,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	",NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DISTRIBUIDORA+BELEN,https://articulo.mercadolibre.com.pe/MPE-431128633-funda-case-de-silicona-para-iphone-7-plus-8-plus-_JM#position=7&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#431128633,Apple,NA,NA,NA,NA,NA
308, Funda Case Tipo Cuero Para iPhone 7 8 Nillkin Con Pie Apoyo ,50,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/BTPERU_VENTAS,https://articulo.mercadolibre.com.pe/MPE-433666051-funda-case-tipo-cuero-para-iphone-7-8-nillkin-con-pie-apoyo-_JM#position=8&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#433666051,Apple,NA,NA,Nillkin,NA,NA
309, Funda Case Silicona iPhone 8 ,15,NA,"
			
				Nuevo
			
			
		",(20 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MAOMATACASTILLO,https://articulo.mercadolibre.com.pe/MPE-432512852-funda-case-silicona-iphone-8-_JM#position=9&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#432512852,Apple,Brillante,NA,NA,NA,Silicona
310, Apple iPhone Skins Case Sticker Protector - 6 7 8 S X Xr Xs ,34,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/DIGITALPARDO,https://articulo.mercadolibre.com.pe/MPE-437226292-apple-iphone-skins-case-sticker-protector-6-7-8-s-x-xr-xs-_JM#position=10&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#437226292,NA,NA,NA,Apple,NA,NA
311, Case Protector Funda Vans Original iPhone 7 Plus / 8 Plus ,34,NA,"
			
				Nuevo
			
			
		",(9 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NDMSTORE,https://articulo.mercadolibre.com.pe/MPE-432341812-case-protector-funda-vans-original-iphone-7-plus-8-plus-_JM#position=11&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#432341812,Apple,NA,NA,NA,NA,NA
312, Case Protector Con Tapa Nillkin Qin iPhone 7 Plus 8 Plus ,65,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(7 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NILLKIN+PERU,https://articulo.mercadolibre.com.pe/MPE-427939597-case-protector-con-tapa-nillkin-qin-iphone-7-plus-8-plus-_JM#position=12&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#427939597,Apple,NA,NA,Nillkin,Qin,Cuero
313, Protector Funda Star Wars Darth Vader iPhone 7 Plus / 8 Plu ,34,NA,"
			
				Nuevo
			
			
		",(10 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/NDMSTORE,https://articulo.mercadolibre.com.pe/MPE-430352642-protector-funda-star-wars-darth-vader-iphone-7-plus-8-plu-_JM#position=13&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#430352642,Apple,Negro,NA,NA,NA,NA
314, Protector 360º Case iPhone 8 8 Plus Super Delgado + Cristal ,34,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(18 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECNUEVAERA,https://articulo.mercadolibre.com.pe/MPE-427032441-protector-360-case-iphone-8-8-plus-super-delgado-cristal-_JM#position=14&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#427032441,Apple,NA,NA,NA,NA,NA
315," Case Funda Silicona Corazón iPhone 8, 8 Plus, 7, 7+, 6, 6s ",14,NA,"
			
				Nuevo
			
			
		",(8 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-434564498-case-funda-silicona-corazon-iphone-8-8-plus-7-7-6-6s-_JM#position=15&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#434564498,Apple,Negro,NA,NA,NA,NA
316," Flip Cover iPhone 5, 6, 7 , 8, S,se,x,plus + Vidrio ",39,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ROMCSR,https://articulo.mercadolibre.com.pe/MPE-432279598-flip-cover-iphone-5-6-7-8-ssexplus-vidrio-_JM#position=16&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#432279598,Apple,NA,NA,NA,NA,Vidrio
317, Case Protector Para iPhone 6/7/8/x/plus/ De Goma Tipo Cuero ,19,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(49 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECNO-ACCESORIOS-PERU,https://articulo.mercadolibre.com.pe/MPE-433397242-case-protector-para-iphone-678xplus-de-goma-tipo-cuero-_JM#position=17&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#433397242,Apple,Roja,NA,NA,NA,Cuero
318, Case iPhone Fresco 6/6plus 7/8 7/8plus X/xs Max /xr / Xs /6s ,29,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(23 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/HAROLD25X,https://articulo.mercadolibre.com.pe/MPE-436848356-case-iphone-fresco-66plus-78-78plus-xxs-max-xr-xs-6s-_JM#position=18&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#436848356,Apple,NA,NA,NA,NA,NA
319, Carcasa Case Forro Estuche iPhone 4 5 6 7 8 X adidas ,42,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(32 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZABIVAKA,https://articulo.mercadolibre.com.pe/MPE-429254163-carcasa-case-forro-estuche-iphone-4-5-6-7-8-x-adidas-_JM#position=19&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#429254163,Apple,NA,NA,NA,NA,Acrílico
320, Case Spigen Apple iPhone 8 iPhone 7 Ultra Hybrid 2 Masplay ,99,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(988 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,5.0,1,http://perfil.mercadolibre.com.pe/MASPLAY+PERU,https://articulo.mercadolibre.com.pe/MPE-427761875-case-spigen-apple-iphone-8-iphone-7-ultra-hybrid-2-masplay-_JM#position=20&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#427761875,Apple,NA,NA,Spigen,Ultra Hybrid,Acrílico
321, Funda Cases Protector 360 + Mica De Vidrio iPhone 8 & 8 Plus ,30,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ASMOBILEACCESORIES,https://articulo.mercadolibre.com.pe/MPE-432015205-funda-cases-protector-360-mica-de-vidrio-iphone-8-8-plus-_JM#position=21&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#432015205,Apple,NA,NA,NA,NA,NA
322," Case Funda Goma Gato iPhone 8plus,6plus,7plus,iPhone 6,7,8 ",38,NA,"
			
				Nuevo
			
			
		",(100 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/JOSE+GOGOME,https://articulo.mercadolibre.com.pe/MPE-431096327-case-funda-goma-gato-iphone-8plus6plus7plusiphone-678-_JM#position=22&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#431096327,Apple,NA,NA,NA,NA,NA
323, iPhone 8 / 8 Plus / 7 Plus - Soporte Movil Coche Auto Funda ,27,NA,"
			
				Nuevo
			
			
				
					 - 
				
				27
				vendidos
			
		",(16 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MOBILE+CONNECT,https://articulo.mercadolibre.com.pe/MPE-418811806-iphone-8-8-plus-7-plus-soporte-movil-coche-auto-funda-_JM#position=23&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#418811806,NA,NA,NA,Apple,NA,NA
324, Funda Case Anti Impacto + Parante iPhone 7 8 7 Plus 8 X ,35,NA,"
			
				Nuevo
			
			
		",(29 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/CASE-COVERS,https://articulo.mercadolibre.com.pe/MPE-425006882-funda-case-anti-impacto-parante-iphone-7-8-7-plus-8-x-_JM#position=24&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#425006882,Apple,Negro,NA,NA,NA,NA
325, iPhone Silicone Case + Mica De Vidrio Gratis! ,30,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(98 disponibles),NA,NA,NA,Envío gratis a todo el país,NA,NA,NA,NA,NA,https://articulo.mercadolibre.com.pe/MPE-437378314-iphone-silicone-case-mica-de-vidrio-gratis-_JM#position=25&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#437378314,iPhone,NA,6/6s - 7/8 - 7+/8+ - X/Xs - Xr - Xsmax,Apple,NA,Silicona
326," Funda Cases Protector 360 + Mica iPhone 7, 7 Plus 8, 8 Plus ",45,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ASMOBILEACCESORIES,https://articulo.mercadolibre.com.pe/MPE-427816611-funda-cases-protector-360-mica-iphone-7-7-plus-8-8-plus-_JM#position=26&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#427816611,Apple,NA,NA,NA,NA,NA
327, Protector Bumper Funda Case iPhone 6 / 6s 7 / 8plus Aluminio ,75,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(14 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/ZONAMOVILPERU1,https://articulo.mercadolibre.com.pe/MPE-434400438-protector-bumper-funda-case-iphone-6-6s-7-8plus-aluminio-_JM#position=27&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#434400438,NA,NA,NA,NA,NA,NA
328, iPhone 8 Funda Protector Armor Cover Clip Gancho Antishock ,59,NA,"
			
				Nuevo
			
			
		",(6 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/MACMELLOWMIRAFLORES,https://articulo.mercadolibre.com.pe/MPE-422001127-iphone-8-funda-protector-armor-cover-clip-gancho-antishock-_JM#position=28&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#422001127,Apple,NA,NA,NA,NA,NA
329," Silicone Case Protector iPhone 5s, 6, 6s, 7, 8, 8 Plus, X ",22,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(1000 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/IMANIA.PERU,https://articulo.mercadolibre.com.pe/MPE-427852567-silicone-case-protector-iphone-5s-6-6s-7-8-8-plus-x-_JM#position=29&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#427852567,Apple,NA,NA,Silicone,NA,Cuero
330, Case Otterbox iPhone 7 8 Plus Estuche Protector Antigolpe ,59,NA,"
			
				Nuevo
			
			
				
					 - 
				
				11
				vendidos
			
		",(82 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/TECHNOW+1,https://articulo.mercadolibre.com.pe/MPE-429538702-case-otterbox-iphone-7-8-plus-estuche-protector-antigolpe-_JM#position=30&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#429538702,Apple,NA,NA,OtterBox,NA,NA
331, Case iPhone X Xs Max Xr 7 8 Y Plus Silk Grip Protector Usa ,109,NA,"
			
				Nuevo
			
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-435990415-case-iphone-x-xs-max-xr-7-8-y-plus-silk-grip-protector-usa-_JM#position=31&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#435990415,Apple,Negro,NA,NA,NA,Silicona
332, Case Mate Estuche Flip 100% Cuero iPhone X Xs 8 7 6 6s Plus ,149,NA,"
			
				Nuevo
			
			
		",(99 disponibles),NA,NA,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.pe/PASAJECENTRALSAC,https://articulo.mercadolibre.com.pe/MPE-436147651-case-mate-estuche-flip-100-cuero-iphone-x-xs-8-7-6-6s-plus-_JM#position=32&type=item&tracking_id=7b4d7473-2e3c-494e-b25a-b85099d4fe25,NA,NA,NA,NA,NA,#436147651,Apple,Black,NA,NA,NA,Cuero
