search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Potencia de salida (RMS),Marca,Modelo,Tipos de filtros del parlante,Peso,Conectores de entrada
121, Barra De Sonido Para Tv + Subwoofer Jbl Bar 3.1 ,599,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(998 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1.16372
		
		 sin interés
		
	

	
		",72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URU_WOOFER,https://articulo.mercadolibre.com.uy/MLU-453742268-barra-de-sonido-para-tv-subwoofer-jbl-bar-31-_JM,NA,NA,NA,NA,NA,#453742268,25 W,JBL,III,NA,NA,NA
122, Parlantes Equipo Audio Sony V21d Bluetooth Pcm ,389,NA,"
			
				Nuevo
			
			
				
					 - 
				
				69
				vendidos
			
		",(999 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 75574
		
		 sin interés
		
	

	
		",74,NA,Envío a todo el país,NA,NA,4.8,21,http://perfil.mercadolibre.com.uy/PCM+URUGUAY-SA,https://articulo.mercadolibre.com.uy/MLU-449857452-parlantes-equipo-audio-sony-v21d-bluetooth-pcm-_JM,16,5,0,0,0,#449857452,NA,Sony,V21D,NA,NA,NA
123, Parlante Portatil Grande - Leds - Display - Central Shop ,640,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(95 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3556
		
		 sin interés
		
	

	
		",56,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CENTRALSHOP01,https://articulo.mercadolibre.com.uy/MLU-459310941-parlante-portatil-grande-leds-display-central-shop-_JM,NA,NA,NA,NA,NA,#459310941,NA,NA,NA,NA,NA,NA
124, Parlantes Logitech Z337 2.1 80w 40w Rms Subwoofer Bluethoot ,96,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(4 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 18651
		
		 sin interés
		
	

	
		",51,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INFINITTECHNOLOGY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=PhaL01W8LVmG7DK2%2FIhU2QjgpaK1stSzR%2FjOym1ghVlXLnKLkLgx77I7ZyoFMnPKBHur66%2BoUGUqoy%2FD0Z0k0UiRWhMfL4T4oIAiJz2%2BI2QhzNUYn3Yem7znvlxvLlO5OGRY0dCBrNcMTE0Vglx04oR6cpihBQVhUe28ddYnLAQLKhyUlfZbJuQWt5qBzpl2GROuljrewb7q7NbMLaLF4h3f9fieL6XECwvfU8aU%2Fou%2B2DyMLcok3OLhQAQxg2fo3c0aQ5g8Y8TCmQ6l5do9xW35yiPGBLb%2F4bJRbT3WnZTuTak873F6aM6gB7u1wPMBWSw6nVoIV3HCP2wSimkwNCcd4D0IwNkoJA77%2FyeO6ZW6AKUHFXRZxMyq8XSdNaWZ7MG5NEVMm8MCkGPXaVv0Hw6He7WWU6pmaqj73omlTferWAmDSAru660h2s%2F8gyNSVVIo69hHl5XhcyqpCQkM%2Bg1Wr14IYPjWZECJLCkXsEBqWwmAoV%2FGqAeqaZuonFqPnNGpCKIT9FuhpNsgpj5LbnsS3mawXpR3AEGnaoEQJ5RAJ6AZMry%2BRhaFnZn5PMWhgfywZzIQWH3T%2B%2F71BLAoBwK7bLIY%2BYf4YVinfthAzyNYePEeO3foSUKi34XfY7v3c8bW9WgOFL0DhDWFqqH0TS2I4Tfsm1w6AtFzwUeupD06SjqrFXjDrsGV4NUBXOfgmIxitDQs1rh38UvBjZbFAMo4w0C3S0dXZIxSkn0W02g78BbXWMTYgAYJ8a1SlG9KoMOSO17T7W4ERZFNNYtSKmIQye3fcLdJMTPIEvTswRZDRp6FBlQNkm7Xa%2Foktc%2BWRWVw5XFLCLvu5pOwMMSpSKDsJwjKQh2obHnnJmuc9v1Fgv93oRPF4x9vITFFme3iu2d5GRJMdA4nI1QZLMtmtcD%2F8HDYZ1PWQ3BqCZnH2sGr%2BKVuxRnGow1ym6xpgNlANAbvXCUknMEMj0R09ANT%2F6RtmR%2Bd3FtiOnJO1NTu5rZYISmCenUkn9zoj90KVyDhA1VA4pzsmsXIJvXYgAHDHh3ANiBIa4QP1jWS3zS%2B8uUL0%2FN27DUArfq2jHLpXk6woF%2BZ4dQQw3OeVNBxswJD5%2F6EMAbu7Q04JgLyOWrHNJQhH2a%2BBIOHHfMtaKMTsyOYgcEaNKW0ifAuqX9mB0QZe8CNt3v80q3eg%2B%2FK5aLJcmEicGGv2c9me0%2BRqfjHdEIxYTvWhe5M1ijJ6cpnKuo5OvduIz7R1wLiVA0QV2f6GMZynxVUGNxh0Y1KK5hYOODXE1oy3vGKovnibn6IGUxJYiRD0XjJFeNYzAs8rgBLf3afo7oU%2B6gJ4jS9py2m6jYxAbP0NIX3ALql5ICMP0p2F%2B0xxRsshG2pPo6%2FPSHNUGVqiFsldFemhbuEycHtY9X6WYGBR%2BWaUMHg9ZI4iLxBWxm%2F0R7jk3kFn%2Bkx1fWIRC7v4t%2BG4%2Bn0ZHAoB%2F481YguJFIQpMQ34Cxp5mxBtH%2FWkUUlU3I%2FNcgEI13bltKo0TfCBb1WCDm86JTXq%2BKi2LfOYqaARWfWuox7ERTb4pV9%2B7lBzZwX34MA%2BP7niMGGYIPTnnXB930szemstmWJV9SkY168I9fQ4buB5wMpT3FTizMA%2BHwYGAmp8rRM8TTcSronCpvtWfz6DNpn7ty27mEitdyhB9euIadehmm3beXpPLF3YWkbGQP5%2FOKcHwdH7jJxUquxFA%3D%3D,NA,NA,NA,NA,NA,#463354792,NA,Logitech,NA,NA,NA,RCA
125, Parlante Bluetooth Portátil Tipo Jbl Extreme ,990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				41
				vendidos
			
		",(29 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 5500
		
		 sin interés
		
	

	
		",00,NA,Entrega a acordar con el vendedor,NA,NA,4.3,7,http://perfil.mercadolibre.com.uy/UNAGANGAUY.COM,https://articulo.mercadolibre.com.uy/MLU-458071733-parlante-bluetooth-portatil-tipo-jbl-extreme-_JM,4,2,0,1,0,#458071733,NA,JBL,NA,NA,NA,USB
126, Parlante Bluetooth Jbl Charge M168 ,650,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(47 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3611
		
		 sin interés
		
	

	
		",11,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/YOVENTAS.COM,https://articulo.mercadolibre.com.uy/MLU-461866093-parlante-bluetooth-jbl-charge-m168-_JM,NA,NA,NA,NA,NA,#461866093,NA,JBL,NA,NA,NA,NA
127, Mini Parlante Bluetooth Luz Led Aux Plug Jack Lector Memoria ,310,NA,"
			
				Nuevo
			
			
				
					 - 
				
				25
				vendidos
			
		",(5000 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1722
		
		 sin interés
		
	

	
		",22,NA,Envío a todo el país,NA,NA,3.0,2,http://perfil.mercadolibre.com.uy/TOPTECNOUY,https://articulo.mercadolibre.com.uy/MLU-448954885-mini-parlante-bluetooth-luz-led-aux-plug-jack-lector-memoria-_JM,NA,NA,NA,NA,NA,#448954885,NA,NA,NA,NA,NA,NA
128, Parlante Bluetooth Portátil Jbl Xtreme Potencia Calidad Febo ,12643,NA,"
			
				Nuevo
			
			
				
					 - 
				
				12
				vendidos
			
		",(99983 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 70239
		
		 sin interés
		
	

	
		",39,NA,Envío a todo el país,NA,NA,4.0,10,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-459146742-parlante-bluetooth-portatil-jbl-xtreme-potencia-calidad-febo-_JM,5,3,0,1,1,#459146742,40 W,Xtreme,Xtreme,Pasivo,2112 g,NA
129, Parlante Grande Equipo Audio Punktal Usb Bluetooth Led Sensa ,199,NA,"
			
				Nuevo
			
			
				
					 - 
				
				23
				vendidos
			
		",(15 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 38661
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,5.0,4,http://perfil.mercadolibre.com.uy/LA+SENSACIONLTDA,https://articulo.mercadolibre.com.uy/MLU-450289666-parlante-grande-equipo-audio-punktal-usb-bluetooth-led-sensa-_JM,4,0,0,0,0,#450289666,NA,Punktal,NA,NA,NA,NA
130, Parlante Bluetooth Thonet&vander Frei 16 Watts (colores) ,89,NA,"
			
			
				
				48
				vendidos
			
		",(494 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 17483
		
		 sin interés
		
	

	
		",83,NA,Envío gratis a todo el país,NA,NA,4.6,45,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://articulo.mercadolibre.com.uy/MLU-453091126-parlante-bluetooth-thonetvander-frei-16-watts-colores-_JM,27,18,0,0,0,#453091126,16 W,Thonet & Vander,Frei,Activo,NA,USB
131, Parlante Activo Xion Torre Profesional Bluetooth Dj Dimm ,429,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(10 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 83345
		
		 sin interés
		
	

	
		",45,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-458752620-parlante-activo-xion-torre-profesional-bluetooth-dj-dimm-_JM,NA,NA,NA,NA,NA,#458752620,NA,rojen,NA,NA,NA,Entrada para Micrófono
132, Estuche Para Parlante Protector Funda Jbl Charge 3 Tpuy ,890,NA,"
			
				Nuevo
			
			
				
					 - 
				
				45
				vendidos
			
		",(59 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 4944
		
		 sin interés
		
	

	
		",44,NA,Entrega a acordar con el vendedor,NA,NA,4.7,28,http://perfil.mercadolibre.com.uy/TUPRODUCTOUY,https://articulo.mercadolibre.com.uy/MLU-450165675-estuche-para-parlante-protector-funda-jbl-charge-3-tpuy-_JM,21,5,2,0,0,#450165675,20 W,JBL,Charge 3,Pasivo,NA,NA
133, Lampara Led Rgb Control Desde Celular Parlante Bluetooth ,340,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(96 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1889
		
		 sin interés
		
	

	
		",89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MILOFERTAS.UY,https://articulo.mercadolibre.com.uy/MLU-462852846-lampara-led-rgb-control-desde-celular-parlante-bluetooth-_JM,NA,NA,NA,NA,NA,#462852846,NA,NA,NA,NA,NA,NA
134, Parlante Multimedia Portable 15 North Tech 2 Microfo 12volt ,270,NA,"
			
				Nuevo
			
			
				
					 - 
				
				2
				vendidos
			
		",(8 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 52455
		
		 sin interés
		
	

	
		",55,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NETKEYGROUP,https://articulo.mercadolibre.com.uy/MLU-463172064-parlante-multimedia-portable-15-north-tech-2-microfo-12volt-_JM,NA,NA,NA,NA,NA,#463172064,NA,NA,NA,NA,NA,NA
135, Parlante Portatil Con Luces Suena Tremendo ,690,NA,"
			
				Nuevo
			
			
				
					 - 
				
				22
				vendidos
			
		",(20 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 3833
		
		 sin interés
		
	

	
		",33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MUEBLERIAENLINEA,https://articulo.mercadolibre.com.uy/MLU-455220845-parlante-portatil-con-luces-suena-tremendo-_JM,NA,NA,NA,NA,NA,#455220845,NA,NA,NA,NA,NA,NA
136, Parlante 12 Activo Bluetooth Bateria Microfono Futuro21 ,2999,NA,"
			
				Nuevo
			
			
				
					 - 
				
				195
				vendidos
			
		",(79 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 16661
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,4.0,1,http://perfil.mercadolibre.com.uy/FUTUROXXI+DIMM,https://articulo.mercadolibre.com.uy/MLU-463651026-parlante-12-activo-bluetooth-bateria-microfono-futuro21-_JM,NA,NA,NA,NA,NA,#463651026,NA,NA,NA,NA,NA,NA
137, Parlante Bluetooth Luces Portátil Jbl Pulse 3 Calidad Febo ,10990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(99996 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 61056
		
		 sin interés
		
	

	
		",56,NA,Envío a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/FEBOUY,https://articulo.mercadolibre.com.uy/MLU-452400389-parlante-bluetooth-luces-portatil-jbl-pulse-3-calidad-febo-_JM,NA,NA,NA,NA,NA,#452400389,NA,JBL,Pulse 3,NA,NA,NA
138, Parlantes Portátiles Potentes Blue Tooth 2x15 Micrófono Ebz ,249,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(19 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 48375
		
		 sin interés
		
	

	
		",75,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ELDOM-EL+BAZAR,https://articulo.mercadolibre.com.uy/MLU-454082497-parlantes-portatiles-potentes-blue-tooth-2x15-microfono-ebz-_JM,NA,NA,NA,NA,NA,#454082497,NA,NA,NA,NA,NA,NA
139, Jbl Flip 4 Bluetooth - Otec ,3729,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(10 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 20717
		
		 sin interés
		
	

	
		",17,NA,Entrega a acordar con el vendedor,NA,NA,4.8,207,http://perfil.mercadolibre.com.uy/O+TEC,https://articulo.mercadolibre.com.uy/MLU-464404764-jbl-flip-4-bluetooth-otec-_JM,175,26,4,1,1,#464404764,16 W,JBL,Flip 4,Activo,965 g,NA
140, Parlante Bluetooth Jbl Flip 4 Portátil Sumergible / 12hs P M ,3747,NA,"
			
				Nuevo
			
			
				
					 - 
				
				54
				vendidos
			
		",(18 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 20817
		
		 sin interés
		
	

	
		",17,NA,Envío a todo el país,NA,NA,4.8,207,http://perfil.mercadolibre.com.uy/PRECIOSMIAMI,https://articulo.mercadolibre.com.uy/MLU-447402732-parlante-bluetooth-jbl-flip-4-portatil-sumergible-12hs-p-m-_JM,175,26,4,1,1,#447402732,NA,JBL,NA,NA,0.51 kg,NA
141, Barra Sonido Bluetooth Tienda Oficial Thonet & Vander Grund ,393,NA,"
			
			
				
				35
				vendidos
			
		",(146 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 76351
		
		 sin interés
		
	

	
		",51,NA,Envío gratis a todo el país,NA,NA,4.8,5,http://perfil.mercadolibre.com.uy/THONET-VANDER-URUGUAY?brandId=148,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=p%2F4ZX%2FN88ELJrhUeQX4PUACM1N4hGNzrDubBavvYilrFlyjRkDYYMPjLQZMmBti3vfy228%2BCJquocaxBWXmsVqtd2C7wWUtxL%2BqWH0VTEEnbbhky6fLr%2FWD6chcZXczFjyPy%2BYcsaViSJ95EieOo9ml%2FKWhNCAY9v%2FmyviKfNRnVVqPoVNs9ipjlBoPXhlTf0qIupLrJM%2Bud%2BsbAfT9hxLh0ojywYfdI2JvqcT3JrE8k2rU0y1uj5i7BlfZO3i4QnAhvxIVijfVF0YbBvN5y5yz7XkfJlk989n7GdGlqkTjtYZNgiTp6uGn9FecEro7rklftPAc2njvDtYNQqUcROVYqKprjtRSNwvdCa8eYBRpbW1yhWzLsOamIfmH0Q%2BDWfnwjGgyvCKwE0npOKLQHIGKDr9Isq7WXFv72WdHbDjyIao3%2BrhAyY054tZkziuupiH5iAFF5HHtX6OC2inE%2Bye23j77mBjJqgZsIPZ42s3Hwgp5kcDDJsGBZr4GoaxxfxRVhcmByvJlSc0uocuU9eahRgMMmgRIJn5voZufAZWJRb3OTjaBAwc0Rq5OAUxntHnAlOLIyXz8S7rpYRe6lsrfcziqGmC0FRVxtNdqbVjQD4W3t0oolshq0zYLJNV3B1N9i63v9xOiVxsY0CQYQIPf8W2kbWRAVzoxTwpGDbXITcXMa45NTKi55WZ5C9q7ey2dFyym49zjQTrS8acdOopQ0xEqw2sUYStOcuZ89CWGsnjdF0W8PpEHytdod%2FkmuTxN7oeUk%2FTfVkIPztii%2Fru4ST8o57kWsjZJlTOtkL%2BdF9beyESMG9Og%2BWAj1As69m4NxYQmVnMaZV1oyVfOjUexFDyZrA4213DVdkdlb8zN2Fzdplml%2FCOwnax6Dd4dHC85J7idO9y%2BWAGFTREBvs5bCR4FSayz%2BpMF2tEtXZr96wfPPyIL9%2FtKsYIq7VlGIdWp4EuVp1EbZE0JDZijHK%2FJV8cL5KY7NK7KFIr8glXDjojetoaMb41J5pCaEWeppVaxvyUt6m8om4e7wV%2B6SkPWfCxxtqwLj7Nj%2F%2BUiENu2D26%2BdGHQRiiUuJzmtfqxj05gg5%2BA5dl2Dv4FXXTF%2FuNBNaR7cqP%2BemwGCdkFJXQO2oeFDa1i25mEd0IXxQ1ZEOpcyk0ca02KmgJyS%2FAhgmxZifPa8axV8qT6AgtnJuOte5lf2Cpry5GkQWHOb3LsyfDR5PfHVs8k1%2BS4U4%2Bli%2FVGxL2eJ3nRqPDljSRTm7biWbI%2BWTpkV1xJiyqfrKks%2B3Dd2F02eM5EC2CrJeV2pYvgVTAWiXrQT%2BmSgFc6gwGU5dUAdmUlVVWaValhOcquBdQX8i6vGD1EQ%2FjA%2BofbZesOIhNZsdiRyZh5zd2YveQEvJNs%2Ft0YD6g0HQdzHcLNQwX4FiAn5ciZiIhpLhQuIbNAU1OQKqja4SODYeV9ObXFcOFUkVHp9DkIDdwVhXVeTUJozhdgRyz9zD2tS%2BEnt0dfEuHiLHQ08ddl94D3AC%2FSty1rfBnsOTvFnrSxSVsyN0vvoabzDrv7LciTBrk5lCV1KFwpzag5eLJm%2FA4MqCW9Rge4P%2F2iWhQnsgGXTEHmuCuUKwcQSWhYGF0WiyAWS0INHHIKPChAZ7kFJGZZYk3uH4sojFZ2LvqbLjOeeH5ZiXbyiYYYau4rwwhcV8kImfsGZ2yNUoXmpKWs0f8QSgPMFecGZ,4,1,0,0,0,#445297707,NA,Thonet & Vander,Grund,NA,NA,NA
142, Miniparlante Cilindrico Con Bluetooth Varios Colores ,450,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(194 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2500
		
		 sin interés
		
	

	
		",00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MDEOFERTAS.UY,https://articulo.mercadolibre.com.uy/MLU-446348726-miniparlante-cilindrico-con-bluetooth-varios-colores-_JM,NA,NA,NA,NA,NA,#446348726,NA,NA,NA,NA,278 g,Auxiliar
143, Parlante Portatil Bluetooth Sony Colores + Envios Gratis ,72,NA,"
			
				Nuevo
			
			
				
					 - 
				
				21
				vendidos
			
		",(9996 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 13988
		
		 sin interés
		
	

	
		",88,NA,Envío gratis a todo el país,NA,NA,4.9,8,http://perfil.mercadolibre.com.uy/MONTEVIDEOPC1,https://articulo.mercadolibre.com.uy/MLU-444847888-parlante-portatil-bluetooth-sony-colores-envios-gratis-_JM,7,1,0,0,0,#444847888,NA,Sony,SRS-XB10,NA,NA,NA
144, Parlante Portátil Jbl Go2 Bluetooth Red Zonatecno ,1379,NA,"
			
			
				
				3
				vendidos
			
		",(12 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 7661
		
		 sin interés
		
	

	
		",61,NA,Envío a todo el país,NA,NA,4.8,215,http://perfil.mercadolibre.com.uy/ZONATECNO?brandId=628,https://articulo.mercadolibre.com.uy/MLU-456690258-parlante-portatil-jbl-go2-bluetooth-red-zonatecno-_JM,182,29,2,2,0,#456690258,3 W,JBL,GO 2,Activo,NA,NA
145, Parlante Portátil Bluetooth Ducha Resistente Agua Led Luces! ,470,NA,"
			
				Nuevo
			
			
				
					 - 
				
				5
				vendidos
			
		",(45 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2611
		
		 sin interés
		
	

	
		",11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/VIKEI+SA,https://articulo.mercadolibre.com.uy/MLU-461914309-parlante-portatil-bluetooth-ducha-resistente-agua-led-luces-_JM,NA,NA,NA,NA,NA,#461914309,NA,NA,NA,NA,NA,NA
146, Parlante Bluetooth Aiwa Aws21w Blanco Tsuy ,33,42,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(96 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 6411
		
		 sin interés
		
	

	
		",11,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TS.UY,https://articulo.mercadolibre.com.uy/MLU-462659165-parlante-bluetooth-aiwa-aws21w-blanco-tsuy-_JM,NA,NA,NA,NA,NA,#462659165,NA,Aiwa,NA,NA,NA,USB
147, Parlante Portátil Bluetooth Kolke Kpp-063 Blanco Districomp ,437,NA,"
			
			
				
				9
				vendidos
			
		",(5 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 2428
		
		 sin interés
		
	

	
		",28,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/DISTRICOMP+S.A.?brandId=11,https://articulo.mercadolibre.com.uy/MLU-451292966-parlante-portatil-bluetooth-kolke-kpp-063-blanco-districomp-_JM,NA,NA,NA,NA,NA,#451292966,NA,Kolke,NA,NA,NA,NA
148, Parlante Portátil Inalámbrico Luz Bluetooth Radio Leds Usb ,840,NA,"
			
				Nuevo
			
			
				
					 - 
				
				49
				vendidos
			
		",(51 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 4667
		
		 sin interés
		
	

	
		",67,NA,Envío gratis a todo el país,NA,NA,4.6,9,http://perfil.mercadolibre.com.uy/ML+IMPORTACIONES,https://articulo.mercadolibre.com.uy/MLU-449995547-parlante-portatil-inalambrico-luz-bluetooth-radio-leds-usb-_JM,6,2,1,0,0,#449995547,7 W,Genérico,GENERICO,N/A,NA,NA
149, Parlantes Bose Soundtouch 10 Wifi Bluetooth 12 S/r Amv ,449,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(10 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 87231
		
		 sin interés
		
	

	
		",31,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMVSTORE,https://articulo.mercadolibre.com.uy/MLU-446542852-parlantes-bose-soundtouch-10-wifi-bluetooth-12-sr-amv-_JM,NA,NA,NA,NA,NA,#446542852,NA,Bose,10,Activo,NA,NA
150, Parlante Bluetooth Energy Sistem Tower 8 G2 + Envios Gratis ,234,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9999 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 45461
		
		 sin interés
		
	

	
		",61,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MONTEVIDEOPC1,https://articulo.mercadolibre.com.uy/MLU-458753858-parlante-bluetooth-energy-sistem-tower-8-g2-envios-gratis-_JM,NA,NA,NA,NA,NA,#458753858,NA,Energy Sistem,NA,NA,NA,NA
151, Parlante Bluetooth 2800w Pmpo Xion Fm Usb Sd Aux In Fm Nnet ,2553,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(999 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 14183
		
		 sin interés
		
	

	
		",83,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/NNET+URUGUAY,https://articulo.mercadolibre.com.uy/MLU-450383871-parlante-bluetooth-2800w-pmpo-xion-fm-usb-sd-aux-in-fm-nnet-_JM,NA,NA,NA,NA,NA,#450383871,NA,Xion,NA,NA,30 kg,NA
152, Mini Parlante Portable Bluetooth Inalambrico Sd Fm Usb ® Ty ,337,NA,"
			
				Nuevo
			
			
				
					 - 
				
				9
				vendidos
			
		",(49991 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1872
		
		 sin interés
		
	

	
		",72,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/TECNOCELL.UY,https://articulo.mercadolibre.com.uy/MLU-458108206-mini-parlante-portable-bluetooth-inalambrico-sd-fm-usb-ty-_JM,NA,NA,NA,NA,NA,#458108206,NA,NA,NA,NA,165 g,NA
153, Parlante Perro Bailarín Bluetooth Niños Música Usb ,340,NA,"
			
				Nuevo
			
			
				
					 - 
				
				8
				vendidos
			
		",(42 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 1889
		
		 sin interés
		
	

	
		",89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/FONOTIENDAUY,https://articulo.mercadolibre.com.uy/MLU-457572057-parlante-perro-bailarin-bluetooth-ninos-musica-usb-_JM,NA,NA,NA,NA,NA,#457572057,NA,Cafini,NA,NA,NA,NA
154, Parlantes Portatiles Bluetooth Edifier If-330 12w Rms ,47,NA,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(6 disponibles),"
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 9323
		
		 sin interés
		
	

	
		",23,NA,Envío gratis a todo el país,NA,NA,5.0,1,http://perfil.mercadolibre.com.uy/LIDERTEK+SRL,https://articulo.mercadolibre.com.uy/MLU-457258214-parlantes-portatiles-bluetooth-edifier-if-330-12w-rms-_JM,NA,NA,NA,NA,NA,#457258214,NA,Edifier,IF-330,NA,NA,NA
155, Parlante Activo Xion Xi-xt92 ,359,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		","
		
			¡Último disponible!
		
	","
	
		
			Hasta
		
		18 cuotas de
		
			
				$ 69746
		
		 sin interés
		
	

	
		",46,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ZONA_OFERTA,https://articulo.mercadolibre.com.uy/MLU-459936247-parlante-activo-xion-xi-xt92-_JM,NA,NA,NA,NA,NA,#459936247,NA,Xion,NA,NA,NA,Auxiliar
