search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potência de saída (RMS),Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Formato do alto-falante,Configuração de canais,Quantidade de alto-falantes,Peso,Linha,Voltagem,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Resposta máxima em frequência,Resposta mínima em frequência,Cor
883, Caixa De Som Portátil Bluetooth Jbl Xtreme 2 Black Com N.f ,1158,NA,2,15,12x,96.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1871,https://perfil.mercadolivre.com.br/PEGMIX,https://produto.mercadolivre.com.br/MLB-1219193776-caixa-de-som-portatil-bluetooth-jbl-xtreme-2-black-com-nf-_JM,1217,321,170,67,96,#1219193776,JBL,Xtreme 2,40 W,NA,Subwoofer,NA,Caixa,NA,1,2.393 kg,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,70 Hz,NA
884, Caixinha Som Bluetooth 4.0 Fm P2 Mp3 Pendrive C/ Garantia Nf ,58,NA,255,40,10x,5.84,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,3.9,11,https://perfil.mercadolivre.com.br/REIDOSELETR%C3%94NICOS,https://produto.mercadolivre.com.br/MLB-699694712-caixinha-som-bluetooth-40-fm-p2-mp3-pendrive-c-garantia-nf-_JM,4,4,2,0,1,#699694712,GiBox,G63,10 W,Subwoofer,Ativo,"Casa, De piso",Caixa,NA,NA,300 g,NA,110V/220V (Bivolt),USB,80 dB,NA,NA,NA,NA,NA,NA
885, Caixa Amplificada Multiuso Portatil Frahm Cm 300 Bluetooth ,527,NA,18,4,12x,43.98,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/RGOMESACESSORIOS,https://produto.mercadolivre.com.br/MLB-955122203-caixa-amplificada-multiuso-portatil-frahm-cm-300-bluetooth-_JM,1,0,0,0,0,#955122203,Frahm,Cm 300 BT,300 W,NA,NA,NA,NA,NA,NA,3900 kg,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA
886, Caixa Jbl Charge 4 - Cor Preto - Original - Lançamento ,765,NA,8,1,12x,63.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,87,https://perfil.mercadolivre.com.br/E-COMPANY+SHOP,https://produto.mercadolivre.com.br/MLB-1257765343-caixa-jbl-charge-4-cor-preto-original-lancamento-_JM,60,11,9,1,6,#1257765343,JBL,Charge 4,30 W,Woofer,Ativo,De piso,Caixa,sem configurações,NA,NA,NA,NA,NA,80 dB,NA,NA,NA,NA,NA,NA
887, Caixa Som Amplificada 500w Bluetooth Portátil + 2 Microfones ,742,NA,4,91,12x,70.94,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,161,https://perfil.mercadolivre.com.br/BANANA-SHOP,https://produto.mercadolivre.com.br/MLB-1236342305-caixa-som-amplificada-500w-bluetooth-portatil-2-microfones-_JM,114,27,11,4,5,#1236342305,Amvox/Knup,ACA501 NEW X/KPM0001 PRETO BIVOL,500 W,Woofer e Tweeter,Ativo,De piso,Caixa,2.1,NA,13.64 kg,NA,110/220V (Bivolt),NA,NA,NA,NA,NA,NA,NA,Preto
888, Caixa De Som Jbl Boombox Original 1 Ano De Garantia Com Nf ,1769,NA,22,190,12x,169.07,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,540,https://perfil.mercadolivre.com.br/DIRETOCOMVOCE?brandId=1328,https://produto.mercadolivre.com.br/MLB-1001525557-caixa-de-som-jbl-boombox-original-1-ano-de-garantia-com-nf-_JM,424,46,21,20,29,#1001525557,JBL,Boombox,60 W,NA,Ativo,NA,NA,NA,NA,5.25 kg,NA, , ,NA,NA,NA,NA,20 kHz,20 Hz,NA
889," Aparelho De Som Com Bluetooth - Compre Agora, Promoção! ",659,NA,13,10,12x,55.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NATUSELF,https://produto.mercadolivre.com.br/MLB-963259711-aparelho-de-som-com-bluetooth-compre-agora-promoco-_JM,NA,NA,NA,NA,NA,#963259711,Panasonic,SC-AKX100LBK,250 W,Subwoofer,Ativo,Na tomada,Caixa,7.1,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
890, Caixa Som Amplificada Bluetooth 20w Portátil Usb Microfone ,235,NA,255,4,12x,22.55,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-999337586-caixa-som-amplificada-bluetooth-20w-portatil-usb-microfone-_JM,1,1,0,0,0,#999337586,Briwax,BX-668,20 W,NA,Ativo,NA,NA,NA,NA,NA,NA,NA,USB,80 dB,NA,NA,NA,NA,NA,NA
891, Jbl Charge 4 Original Lançamento Caixa De Som Speaker ,738,NA,2,1,12x,61.51,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,87,https://perfil.mercadolivre.com.br/XTREME-IMPORTADOS,https://produto.mercadolivre.com.br/MLB-1272203757-jbl-charge-4-original-lancamento-caixa-de-som-speaker-_JM,60,11,9,1,6,#1272203757,JBL,Charge 4,NA,NA,NA,NA,NA,NA,NA,965 g,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892, Caixa Som Amplificada Bluetooth Aca 110 Bateria Recarregável ,229,NA,23,9,12x,21.89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,1,1,https://perfil.mercadolivre.com.br/RPGROUPBRASIL,https://produto.mercadolivre.com.br/MLB-1103741821-caixa-som-amplificada-bluetooth-aca-110-bateria-recarregavel-_JM,0,0,0,0,1,#1103741821,AMVOX,ACA 110,110 W,padrao,Woofer,todos lugares,Caixa,5.1,NA,NA,ACA110,Bivolt,USB,NA,NA,NA,NA,NA,NA,NA
893, Extreme Caixa Som Xtreme Grande Bluetooth 40w - Nova ,209,NA,27,22,12x,17.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1871,https://perfil.mercadolivre.com.br/LIBERALIODAIR,https://produto.mercadolivre.com.br/MLB-1254662190-extreme-caixa-som-xtreme-grande-bluetooth-40w-nova-_JM,1217,321,170,67,96,#1254662190,JBL,Xtreme,40 W,2 Falantes,2 Falantes,Mesa,Caixa,2,1,NA,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,70 Hz,NA
894, Caixa De Som Bluetooth Amplificada 65w Rms Microfone Mp3 Usb ,179,NA,8,5,12x,15.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,100,https://perfil.mercadolivre.com.br/ELETRONICOS+PLAY,https://produto.mercadolivre.com.br/MLB-1255943680-caixa-de-som-bluetooth-amplificada-65w-rms-microfone-mp3-usb-_JM,68,18,5,3,6,#1255943680,Briwax,FBX-105,65 W,ATIVO,Passivo,"BAR, CASA, LOJAS,",ATIVO,5.1,NA,800 g,PORTÁTIL,NA,"Bluetooth, P2, Aux, USB, Micro SD",85 dB,30 cm,15 cm,NA,80 Hz,18 Hz,NA
895, Capa Case Caixa Som Jbl Clip Rígida + Alça Supor Acessorios ,75,NA,89,111,12x,6.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,21,https://perfil.mercadolivre.com.br/JKRDEARAUJO,https://produto.mercadolivre.com.br/MLB-1017311155-capa-case-caixa-som-jbl-clip-rigida-alca-supor-acessorios-_JM,18,2,0,0,1,#1017311155,JBL,Clip 2 - Case LTGEM,3 W,SOMENTE A CAPA P/ JBL CLIP 2/3,SOMENTE A CAPA P/ JBL CLIP 2/3,SOMENTE A CAPA P/ JBL CLIP 2/3,SOMENTE A CAPA P/ JBL CLIP 2/3,SOMENTE A CAPA P/ JBL CLIP 2/3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
896, Bateria P/ Jbl Xtreme Original Lipo 7.4v 5000mah Jbl Extreme ,309,NA,14,1,12x,25.75,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1871,https://perfil.mercadolivre.com.br/ANGELO+GRAMINHO,https://produto.mercadolivre.com.br/MLB-1203329392-bateria-p-jbl-xtreme-original-lipo-74v-5000mah-jbl-extreme-_JM,1217,321,170,67,96,#1203329392,JBL,Bateria JBL Xtreme,40 W,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,80 dB,NA,NA,NA,20 kHz,70 Hz,NA
897, Lançamento Jbl Boombox Camuflada 60w Original Nota Fiscal ,1799,NA,2,5,12x,172.03,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,540,https://perfil.mercadolivre.com.br/RCAR+DISTRIBUIDORA,https://produto.mercadolivre.com.br/MLB-1084132295-lancamento-jbl-boombox-camuflada-60w-original-nota-fiscal-_JM,424,46,21,20,29,#1084132295,JBL,bombox,NA,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,1 m,NA,NA,NA,NA
898, Caixa Som Bluetooth Amplificada Alça Bivolt Rádio Microfone ,699,NA,4,8,12x,58.29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ENTERLIGHTILUMINACAO,https://produto.mercadolivre.com.br/MLB-1205439515-caixa-som-bluetooth-amplificada-alca-bivolt-radio-microfone-_JM,NA,NA,NA,NA,NA,#1205439515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
899, Caixa Original Jbl Wind Portátil Moto Bike Nfe + 1 Ano Garan ,166,NA,13,3,12x,13.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,883,https://perfil.mercadolivre.com.br/RICARDOALTOVALE,https://produto.mercadolivre.com.br/MLB-1144610584-caixa-original-jbl-wind-portatil-moto-bike-nfe-1-ano-garan-_JM,715,118,34,6,10,#1144610584,JBL,Wind,3 W,NA,Ativo,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 kHz,20 Hz,NA
900, Caixa De Som Led 80w Rms Bluetooth Usb Sd Multilaser Sp289 ,239,NA,7,5,12x,22.84,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NEASOUND,https://produto.mercadolivre.com.br/MLB-1197330405-caixa-de-som-led-80w-rms-bluetooth-usb-sd-multilaser-sp289-_JM,NA,NA,NA,NA,NA,#1197330405,Multilaser,Sp289,80 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
901, Caixa De Som Multifuncional Wireless Speaker Para Smartphone ,39,NA,4,48,6x,6.66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LIJO663716,https://produto.mercadolivre.com.br/MLB-1207113213-caixa-de-som-multifuncional-wireless-speaker-para-smartphone-_JM,NA,NA,NA,NA,NA,#1207113213,DF,Q3,5 W,NA,NA,NA,Caixa,NA,NA,457 g,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
902, Caixa De Som Bluetooth Bazuka Xb860 Polyvox 480wradio Fm Led ,899,NA,6,1,12x,74.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOPPING+PRICE,https://produto.mercadolivre.com.br/MLB-1159359132-caixa-de-som-bluetooth-bazuka-xb860-polyvox-480wradio-fm-led-_JM,NA,NA,NA,NA,NA,#1159359132,Polyvox,XB860,240 W,"woofer, subwoofer, médio",Ativo,"lazer, casa, camping",Caixa,Stereo,NA,8 kg,Bazuka,110/220,USB,NA,NA,NA,NA,NA,NA,NA
903, Caixa Som Bluetooth Amplificada 12 Polegadas Bateria Microfo ,699,NA,4,8,12x,58.29,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ENTERLIGHTILUMINACAO,https://produto.mercadolivre.com.br/MLB-1205433606-caixa-som-bluetooth-amplificada-12-polegadas-bateria-microfo-_JM,NA,NA,NA,NA,NA,#1205433606,Bootes,BTU 522,200 W,NA,NA,NA,NA,NA,NA,7.9 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
904, Caixa Jbl Party Box 300 S/juros C/nfe 1ano De Garantia ,2189,NA,4,5,12x,182.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,34,https://perfil.mercadolivre.com.br/CLAUDIO+SUZANA,https://produto.mercadolivre.com.br/MLB-1287677393-caixa-jbl-party-box-300-sjuros-cnfe-1ano-de-garantia-_JM,29,4,0,0,1,#1287677393,JBL,PartyBox 300,120 W,Woofer,Ativo,De piso,Torre,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
905, Caixa De Som Sound Bar Tomate 40w Barata + Nfe ,175,NA,11,4,12x,14.66,NA,Entrega a combinar com o vendedor,NA,NA,5,1,https://perfil.mercadolivre.com.br/FERTRON+ELETRONICA,https://produto.mercadolivre.com.br/MLB-1104742972-caixa-de-som-sound-bar-tomate-40w-barata-nfe-_JM,1,0,0,0,0,#1104742972,Tomate,MTS2000,40 W,1,9.0dB,"conectado a sua TV, PC, Vídeo game, Notebook ou celular e entrada para cartão de memória SD.",Caixa,2.0,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
906, Caixa De Som Bluetooth Speaker Super Bass Tf / Fm S311 ,94,NA,38,2,12x,8.98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VIFA+COM,https://produto.mercadolivre.com.br/MLB-929087393-caixa-de-som-bluetooth-speaker-super-bass-tf-fm-s311-_JM,NA,NA,NA,NA,NA,#929087393,Dex,Bluetooth,5 W,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907, Caixinha Som Bluetooth Potente 80w Rms Portátil Mondial Usb ,229,NA,14,11,12x,21.97,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,116,https://perfil.mercadolivre.com.br/WE+MARKET?brandId=1869,https://produto.mercadolivre.com.br/MLB-1189438826-caixinha-som-bluetooth-potente-80w-rms-portatil-mondial-usb-_JM,72,26,8,3,7,#1189438826,Mondial,MCO-07,80 W,NA,Ativo,NA,Caixa,NA,NA,2.2 kg,Multi Connect,NA,NA,NA,22 cm,12 cm,32 cm,NA,NA,NA
908, Caixa De Som Port Bluetooth Amplificada Usb Mp3 Microfone ,109,NA,343,39,12x,10.51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,24,https://perfil.mercadolivre.com.br/MELITOTAL,https://produto.mercadolivre.com.br/MLB-1064867836-caixa-de-som-port-bluetooth-amplificada-usb-mp3-microfone-_JM,19,4,1,0,0,#1064867836,BT SPEAKER,SY-M1649BT,5 W,NA,NA,NA,Caixa,NA,NA,1300 g,NA,220V,USB,NA,NA,NA,NA,NA,NA,NA
909, Micro System Bluetooth 50w Potencia Knup Kp--6026bh ,19,NA,19,981,3x,7.08,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VENDAS.MIX.OFERTAS,https://produto.mercadolivre.com.br/MLB-1183632709-mini-caixa-caixinha-som-portatil-bluetooth-mp3-fm-sd-usb-aux-_JM,NA,NA,NA,NA,NA,#1183632709,FEL,WS-887,5 W,interno,Subwoofer,NA,NA,NA,NA,NA,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
910, Mini Caixa Caixinha Som Portátil Bluetooth Mp3 Fm Sd Usb Aux ,369,NA,97,6,12x,30.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/HEMA3733757,https://produto.mercadolivre.com.br/MLB-1221224941-som-bombox-grande-34cmpendrive-16gbcarregador-de-brinde-_JM,1,0,0,0,0,#1221224941,JBL,BOMBOX,60 W,Subwoofer,Passivo,De piso,redondo,7.1,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
911, Som Bombox Grande 34cm+pendrive 16gb+carregador De Brinde ,269,NA,4,16,12x,22.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CLICK.BUY,https://produto.mercadolivre.com.br/MLB-1279201095-caixa-de-som-bluetooth-xboom-go-pk3-preta-lg-prova-dagua-_JM,NA,NA,NA,NA,NA,#1279201095,LG,XBOOM GO PK3,16 W,NA,NA,NA,NA,NA,NA,NA,XBOOM Go,NA,NA,80 dB,NA,NA,NA,NA,NA,NA
912, Caixa De Som Bluetooth Xboom Go Pk3 Preta Lg À Prova D´água ,390,NA,4,1,12x,32.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ELETROHALEN,https://produto.mercadolivre.com.br/MLB-1238761694-soundbar-mts-2016-tomate-80w-rms-bluetooth-e-controle-top-_JM,NA,NA,NA,NA,NA,#1238761694,Tomate,MTS-2016,80 W,soundbar,NA,"fixado na parede, sobre o móvel",barra,2.0,NA,NA,NA,NA,RCA,NA,NA,NA,NA,NA,NA,NA
913, Soundbar Mts 2016 Tomate 80w Rms Bluetooth E Controle Top! ,46,NA,31,34,6x,7.70,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-932922912-caixa-de-som-q3-bluetooth-fm-aux-pen-drive-cartao-memoria-_JM,NA,NA,NA,NA,NA,#932922912,Sony,HF-Q3,5 W,NA,NA,NA,Caixa,NA,1,457 g,Primeira,DC5V,Auxiliar,NA,NA,NA,NA,20 kHz,150 Hz,NA
914, Caixa De Som Q3 Bluetooth Fm Aux Pen Drive Cartao Memoria ,69,NA,16,10,12x,6.59,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/WEIJIELIELETRONICOS,https://produto.mercadolivre.com.br/MLB-1215899652-caixa-de-som-portatil-potente-15w-bluetooth-aux-fm-_JM,NA,NA,NA,NA,NA,#1215899652,Altomex,A28,15 W,NA,NA,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
915," 4 Caixa De Som Portátil Com Bluetooth Micro Sd, Pen Drive ",1902,NA,3,1,12x,181.88,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1156787865-caixa-de-som-portatil-bluetooth-jbl-party-box-200-com-luzes-_JM,NA,NA,NA,NA,NA,#1156787865,JBL,Party Box 200,NA,NA,NA,NA,NA,NA,NA,15.32 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
916, Caixa De Som Portátil Potente 15w Bluetooth Aux Fm ,1199,NA,4,3,12x,99.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STATUSSOMEGAMES,https://produto.mercadolivre.com.br/MLB-1257669138-caixa-de-som-amplificada-1000w-bluetooth-trc1000-mic-sem-fio-_JM,NA,NA,NA,NA,NA,#1257669138,TRC,TRC1000,1000 W,Woofer,Woofer,De piso,Caixa,NA,NA,NA,NA,NA,"USB, Bluetooth",NA,NA,NA,NA,NA,NA,NA
917, Caixa De Som Portátil Bluetooth Jbl Party Box 200 Com Luzes ,60,NA,16,8,12x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2376,https://perfil.mercadolivre.com.br/MERCATRONIX+SHOPONLINE,https://produto.mercadolivre.com.br/MLB-1224720056-1-alto-falante-oem-10w-4ohm-2-polegadas-neodimio-charge-3-_JM,1764,336,136,53,87,#1224720056,JBL,Charge 3,10 W,Full Range,1,Caixa portátil DIY,Caixa,2.0,1,NA,NA,NA,NA,80 dB,NA,NA,33 mm,20 kHz,65 Hz,NA
918, Caixa De Som Amplificada 1000w Bluetooth Trc1000 Mic Sem Fio ,120,NA,272,47,12x,10.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,1871,https://perfil.mercadolivre.com.br/NAVEGUE+FACIL,https://produto.mercadolivre.com.br/MLB-789794537-case-capa-caixa-de-som-jbl-xtreme-somente-a-capa-_JM,1217,321,170,67,96,#789794537,JBL,Xtreme,NA,Case Da Caixa,Case,Interno e externo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
919, 1 Alto Falante Oem 10w 4ohm 2' Polegadas Neodímio Charge 3 ,166,NA,3,156,12x,13.89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,883,https://perfil.mercadolivre.com.br/ZAUDIOVIDEO,https://produto.mercadolivre.com.br/MLB-1270193913-caixa-jbl-wind-bluetooth-original-caixinha-jblwind-_JM,715,118,34,6,10,#1270193913,JBL,18747,3 W,Portátil,Ativo,"mesa, bike, bicicleta, moto",Caixa,NA,NA,0.185 kg,JBL,NA,P2,80 dB,NA,NA,NA,20000 Hz,20 Hz,NA
920, Case Capa Caixa De Som Jbl Xtreme Somente A Capa) ,599,NA,40,1,12x,49.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/SHOPPING+PRICE,https://produto.mercadolivre.com.br/MLB-1048286820-caixa-de-som-bazuka-amplificada-bluetooth-e-bateria-xb-650-_JM,1,0,0,0,0,#1048286820,Polyvox,Xb650,200 W,Subwoofer,Woofer,"casa, lazer, camping",subwoofer,2,NA,NA,Bazuka,NA,NA,NA,NA,NA,NA,NA,NA,NA
921, Caixa De Som Multilaser Portátil Bluetooth Sd P2 Usb - Sp256 ,549,NA,27,1,12x,45.82,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TIOCHICO_SHOP,https://produto.mercadolivre.com.br/MLB-995596257-caixa-som-torre-bluetooth-voxmax-aux-usb-fm-tv-pc-sd-bivolt-_JM,NA,NA,NA,NA,NA,#995596257,VoxMax,VM-X1100,70 W,"Tweeter, Subwoofer",NA,Sala,Caixa,NA,NA,NA,NA,NA,"RCA, Bluetooth, FM, Cartão de memória, Rádio FM",NA,NA,NA,NA,NA,NA,NA
922, Caixa Jbl Wind Bluetooth Original Caixinha Jblwind ,476,NA,10,5,12x,45.49,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUALITYSP?brandId=515,https://produto.mercadolivre.com.br/MLB-1032037073-caixa-som-amplificada-portatil-frahm-cm-300-bt-300w-rms-150w-_JM,NA,NA,NA,NA,NA,#1032037073,Frahm,CM 300 BT,NA,NA,NA,De piso,NA,NA,NA,3.9 kg,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA
923, Caixa De Som Bazuka Amplificada Bluetooth E Bateria Xb-650 ,289,NA,10,989,12x,24.16,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FP+VAREJOEATACADO,https://produto.mercadolivre.com.br/MLB-1245626687-kit-10-caixinha-som-portatil-bluetooth-mp3-pen-drive-oferta-_JM,NA,NA,NA,NA,NA,#1245626687,Goldenultra,GT-356BT,8 W,NA,NA,NA,Caixa,5.1,NA,518 g,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
924, Caixa Som Torre Bluetooth Voxmax Aux Usb Fm Tv Pc Sd Bivolt ,499,NA,12,488,12x,41.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,84,https://perfil.mercadolivre.com.br/BARATAOPONTOCOM,https://produto.mercadolivre.com.br/MLB-1149170562-caixa-som-2500w-amplificada-bluetooth-ativa-led-grave-12p-fm-_JM,61,17,3,2,1,#1149170562,Multilaser,SP219,150 W,NA,Subwoofer,"Festas, bares, palestra, igreja, karaoke, etc",Caixa,NA,NA,3.5 kg,CAIXA AMPLIFICADA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925, Caixa Som Amplificada Portátil Frahm Cm 300 Bt 300w Rms 150w ,328,NA,5,6,12x,31.35,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,39,https://perfil.mercadolivre.com.br/MCACESSORIO,https://produto.mercadolivre.com.br/MLB-1184944645-caixa-som-amplificada-bluetooth-150w-bateria-recarregavel-_JM,24,7,4,3,1,#1184944645,AMVOX,ACA 768 PRETO BIVOL,150 W,Subwoofer e Tweeter,Ativo,De mesa,Caixa,2.1,NA,4800 kg,NA,110/220V (Bivolt),NA,NA,NA,NA,NA,NA,NA,Preto
926, Kit 10 Caixinha Som Portátil Bluetooth Mp3 Pen Drive Oferta ,649,NA,26,7,12x,54.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,38,https://perfil.mercadolivre.com.br/ELITEAUTOMOTIVA,https://produto.mercadolivre.com.br/MLB-1047646280-caixa-de-som-frahm-cm-600-bt-multiuso-usb-sd-bluetoot-200rms-_JM,17,16,3,1,1,#1047646280,Frahm,CM 600 BT,200 W,NA,Ativo,NA,Caixa,NA,NA,6.3 kg,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA
927, Caixa Som 2500w Amplificada Bluetooth Ativa Led Grave 12p Fm ,64,NA,20,25,12x,5.37,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MAGAZINEHELENA,https://produto.mercadolivre.com.br/MLB-916829149-caixa-caixinha-som-portatil-via-bluetooth-mp3-pendrive-pc-_JM,NA,NA,NA,NA,NA,#916829149,Yes,Caixa de Som Portátil,15 W,NA,Auto-falante com caixa de madeira selada,NA,NA,NA,2,NA,Caixa de Som Portátil,110V/220V (Bivolt),Auxiliar,NA,NA,NA,NA,80 kHz,18 kHz,NA
928, Caixa Som Amplificada Bluetooth 150w Bateria Recarregável ,42,NA,NA,10000,6x,7.15,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JUNIOROUTLETSTORE,https://produto.mercadolivre.com.br/MLB-1209047783-caixa-de-som-bluetooth-q3-usb-mp3-aux-com-suporte-celular-_JM,NA,NA,NA,NA,NA,#1209047783,SOM,HFQ3,5 W,NA,NA,NA,Caixa,NA,NA,457 g,NA,NA,Auxiliar,NA,NA,NA,NA,NA,NA,NA
929, Caixa De Som Frahm Cm 600 Bt Multiuso Usb Sd Bluetoot 200rms ,128,NA,30,24,12x,12.23,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3,1,https://perfil.mercadolivre.com.br/SUPER25_,https://produto.mercadolivre.com.br/MLB-1022116271-2-unidades-caixa-som-fusca-caixinha-portatil-carro-mp3-usb-_JM,0,0,1,0,0,#1022116271,Importado,Fusca,3 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,USB,NA,NA,NA,NA,NA,NA,NA
