search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Cor,Potência de saída (RMS),Formato do alto-falante,Conectores de entrada,Sensibilidade de entrada,Largura,Profundidade,Altura,Peso,Linha,Voltagem,Tipos de alto-falante,Tipos de filtros do alto-falante,Lugares de colocação,Configuração de canais,Quantidade de alto-falantes,Resposta máxima em frequência,Resposta mínima em frequência
1572, Caixa Som Amplificada Bluetooth 150w Bateria Recarregável ,659,NA,22,7,12x,55.00,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,3.5,2,https://perfil.mercadolivre.com.br/SANBOX-BR,https://produto.mercadolivre.com.br/MLB-953715416-caixa-som-amplificada-bluetooth-150w-bateria-recarregavel-_JM,0,1,1,0,0,#953715416,Philco,PHT5000,NA,150 W,Caixa,USB,NA,NA,NA,NA,8 kg,NA,NA,Subwoofer,Ativo,De piso,NA,NA,NA,NA
1573, Caixa Som Bluetooth Portátil Bulldog Francês Cachorro E Late ,39,NA,5,995,6x,7.40,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MEGA+EXOPLANET.SHOP,https://produto.mercadolivre.com.br/MLB-1297050002-caixa-som-bluetooth-portatil-bulldog-francs-cachorro-e-late-_JM,NA,NA,NA,NA,NA,#1297050002,Altomex,M 12,NA,5 W,Cachorro,USB,NA,NA,NA,NA,NA,NA,NA,Ativo/Passivo,Woofer,Mesa,5.1,NA,NA,NA
1574, Mini Caixa Caixinha Som Portátil Bluetooth Mp3 Fm Sd Aux Usb ,29,NA,28,42,5x,6.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4,1,https://perfil.mercadolivre.com.br/SMART+UNIC,https://produto.mercadolivre.com.br/MLB-1106401364-mini-caixa-caixinha-som-portatil-bluetooth-mp3-fm-sd-aux-usb-_JM,0,1,0,0,0,#1106401364,Caixa de som,WS-887,NA,887 W,Caixa,Auxiliar,NA,NA,NA,NA,246 g,NA,NA,Tweeter,NA,NA,NA,NA,NA,NA
1575, Caixa De Som Bluetooth Portatil Exbom Lançamento Cs-m432bt ,143,NA,4,1,12x,11.94,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MV3AUTOMACAO,https://produto.mercadolivre.com.br/MLB-1235016513-caixa-de-som-bluetooth-portatil-exbom-lancamento-cs-m432bt-_JM,NA,NA,NA,NA,NA,#1235016513,Exbom,CS-M432BT,NA,12 W,Caixa de Som,NA,NA,NA,NA,NA,NA,NA,NA,Woofer,NA,NA,NA,NA,NA,NA
1576, Caxinha Caixa De Som Bluetooth Kaidi Original Prova D'agua ,180,NA,7,9958,12x,17.20,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/VA.+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-1228343431-caxinha-caixa-de-som-bluetooth-kaidi-original-prova-dagua-_JM,1,0,0,0,0,#1228343431,Kaidi,Kaidi,NA,NA,Line array,NA,80 dB,NA,NA,NA,NA,kd805,110V/220V (Bivolt),NA,kaidi,NA,NA,NA,NA,NA
1577, Caixa Caixinha De Som 20w Portátil Bluetooth Mp3 Usb Fm A708 ,119,NA,62,18,12x,11.46,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,103,https://perfil.mercadolivre.com.br/B3+BRINQUEDOS,https://produto.mercadolivre.com.br/MLB-1060240362-caixa-caixinha-de-som-20w-portatil-bluetooth-mp3-usb-fm-a708-_JM,55,31,13,0,4,#1060240362,Altomex,A-7088,NA,20 W,Caixa,Entrada para Microfone,NA,NA,NA,NA,400 g,NA,NA,NA,Woofer,De piso,Não se aplicau,NA,NA,NA
1578, Mini Caixa Caixinha Som Portatil Rd-309 Mp3 Fm Sd Usb ,35,NA,9,206,6x,6.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SELETOSTORE,https://produto.mercadolivre.com.br/MLB-925182687-mini-caixa-caixinha-som-portatil-rd-309-mp3-fm-sd-usb-_JM,NA,NA,NA,NA,NA,#925182687,Golden,MS-246BT,NA,8 W,Redondo,USB,80 dB,NA,NA,NA,NA,Reader Speaker,(Bivolt),Redondo,Papel,Portátil,Automático,1,108 MHz,87.5 MHz
1579, Caixa De Som Jbl Rádio Relógio Bluetooth Horizon ,668,NA,3,2,12x,55.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SHOP+PRATICO,https://produto.mercadolivre.com.br/MLB-1029665941-caixa-de-som-jbl-radio-relogio-bluetooth-horizon-_JM,NA,NA,NA,NA,NA,#1029665941,JBL,Caixa De Som Jbl Rádio Relógio Bluetooth Horizon,Preto,NA,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1580, Caixa De Som Bluetooth Karaokê Amplificada Usb 200w Taicon ,269,NA,144,9,12x,22.50,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,32,https://perfil.mercadolivre.com.br/NOVA+DIGITAL2,https://produto.mercadolivre.com.br/MLB-960307550-caixa-de-som-bluetooth-karaok-amplificada-usb-200w-taicon-_JM,23,6,0,0,3,#960307550,Taicon,TA-S2018,NA,200 W,Caixa,USB,NA,NA,NA,NA,2.4 kg,NA,NA,Tweeter,Ativo,NA,NA,NA,NA,NA
1581, Caixa Som Sumay Amplificada 400w Microfone+led+bluetooth+led ,859,NA,5,99,12x,71.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,26,https://perfil.mercadolivre.com.br/LOJAVALENCIO,https://produto.mercadolivre.com.br/MLB-1074085086-caixa-som-sumay-amplificada-400w-microfoneledbluetoothled-_JM,19,4,3,0,0,#1074085086,Sumay,Thunder Black,NA,400 W,Caixa,USB,NA,NA,NA,NA,NA,NA,NA,"Alto-falante 12”, Subwoofer 12”, Tweeter 5”",Ativo,De piso,NA,NA,NA,NA
1582, Caixa De Som Ecopower Ep-1288 - Bluetooth 15 Polegadas Usb ,1099,NA,2,2,12x,105.04,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/VSB+IMPORTS,https://produto.mercadolivre.com.br/MLB-1257793127-caixa-de-som-ecopower-ep-1288-bluetooth-15-polegadas-usb-_JM,NA,NA,NA,NA,NA,#1257793127,Ecopower,EP-1288,NA,900 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,Subwoofer,Woofer,De piso,todos,NA,NA,NA
1583, Caixa Som Speaker Philco Pbs50 Extreme 50 W Bivolt+n/fis ,329,NA,5,3,12x,27.42,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/COGO+VARIEDADES,https://produto.mercadolivre.com.br/MLB-1236700942-caixa-som-speaker-philco-pbs50-extreme-50-w-bivoltnfis-_JM,NA,NA,NA,NA,NA,#1236700942,Philco,PBS50 Speaker Extreme,NA,50 W,NA,NA,NA,NA,NA,NA,1.12 kg,NA,NA,NA,NA,NA,NA,NA,NA,NA
1584, Arandela Quadrada 6 Coaxial Embutir Borderless 70w Frahm ,167,NA,6,44,12x,13.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VSSOM+BTOS,https://produto.mercadolivre.com.br/MLB-1121506455-arandela-quadrada-6-coaxial-embutir-borderless-70w-frahm-_JM,NA,NA,NA,NA,NA,#1121506455,Frahm,31823,NA,70 W,NA,NA,NA,25 cm,NA,8 cm,1.4 kg,Borderless,NA,Woofer,Woofer,NA,NA,NA,NA,NA
1585, Caixa De Som Bluetooth Kaidi Kd812 Preto ,100,NA,5,1,12x,8.42,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/T.K.S.,https://produto.mercadolivre.com.br/MLB-1206803012-caixa-de-som-bluetooth-kaidi-kd812-preto-_JM,1,0,0,0,0,#1206803012,Kaidi,KD812,NA,6 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1586, Mini Caixa Som Portátil Potente Qualidade Bluetooth Fm P2 ,30,NA,45,955,6x,5.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.7,7,https://perfil.mercadolivre.com.br/PEREGRINUS_OFICIAL,https://produto.mercadolivre.com.br/MLB-844946163-mini-caixa-som-portatil-potente-qualidade-bluetooth-fm-p2-_JM,5,2,0,0,0,#844946163,wster,WS-887,Vermelha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1587, Caixa De Som 8w Rms Bluetooth Amplificada Usb Fm Sd ,33,NA,500,115,6x,6.27,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,6,https://perfil.mercadolivre.com.br/123+COMPROU,https://produto.mercadolivre.com.br/MLB-1019262688-caixa-de-som-8w-rms-bluetooth-amplificada-usb-fm-sd-_JM,6,0,0,0,0,#1019262688,Importado,QS-501,NA,8 W,Caixa,Auxiliar,80 dB,NA,NA,NA,410 g,NA,NA,NA,NA,NA,NA,1,150 kHz,18 kHz
1588, Caixa De Som Portátil Bluetooth Display Led Usb Fm Sd Card ,74,NA,48,3,12x,7.12,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,3,https://perfil.mercadolivre.com.br/RAJ_02,https://produto.mercadolivre.com.br/MLB-1136041705-caixa-de-som-portatil-bluetooth-display-led-usb-fm-sd-card-_JM,3,0,0,0,0,#1136041705,X Zhang,XZ-001S,NA,10 W,NA,USB,NA,NA,NA,NA,800 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
1589, Alto Falante Jbl Charge 3 (tl) Original C/ Nfe E Garantia ,145,NA,7,2,12x,12.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.5,2379,https://perfil.mercadolivre.com.br/BSTECNLOGIA,https://produto.mercadolivre.com.br/MLB-1255786842-alto-falante-jbl-charge-3-tl-original-c-nfe-e-garantia-_JM,1765,338,134,52,90,#1255786842,JBL,Charge 3,NA,20 W,NA,NA,80 dB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20 kHz,65 Hz
1590, Caixa De Som Jbl Charge 3 Mini ,59,NA,17,93,10x,6.82,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.8,349,https://perfil.mercadolivre.com.br/ACHEINOSHOP,https://produto.mercadolivre.com.br/MLB-1243827088-caixa-de-som-jbl-charge-3-mini-_JM,301,35,5,3,5,#1243827088,Charge,3,NA,15 W,Caixa,USB,80 dB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20 kHz,65 Hz
1591, Caixa Caixinha Som Amplificada Mp3 Usb Fm Bluetooth Portátil ,33,NA,8,27,6x,5.51,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BANANA-SHOP,https://produto.mercadolivre.com.br/MLB-790478626-caixa-caixinha-som-amplificada-mp3-usb-fm-bluetooth-portatil-_JM,NA,NA,NA,NA,NA,#790478626,Grasep,D-BH1064,NA,10 W,Caixa,Auxiliar,NA,NA,NA,NA,0.6 kg,NA,NA,Subwoofer e Tweeter,Ativo,De mesa,2.1,NA,NA,NA
1592, Caixa De Som Portatil Jbl Partybox 200 Com Usb Bluetooth ,1999,NA,1,7,12x,166.67,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/BESTWAYCOMERCIOELETRONICO,https://produto.mercadolivre.com.br/MLB-1173082749-caixa-de-som-portatil-jbl-partybox-200-com-usb-bluetooth-_JM,NA,NA,NA,NA,NA,#1173082749,JBL,Partybox 200,NA,120 W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1593, Caixa Som Thunder Black +nota Fiscal + Garantia 1 Ano Sumay ,859,NA,8,99,12x,71.67,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.6,26,https://perfil.mercadolivre.com.br/LOJAVALENCIO,https://produto.mercadolivre.com.br/MLB-1070234835-caixa-som-thunder-black-nota-fiscal-garantia-1-ano-sumay-_JM,19,4,3,0,0,#1070234835,Sum. Import BR,Thunder Black,NA,400 W,Caixa,USB,NA,NA,NA,NA,NA,NA,NA,"Alto-falante 12”, Subwoofer 12”, Tweeter 5”",Ativo,De piso,NA,NA,NA,NA
1594, Caixa Amplificada 8 Master Voice Bluetooth Mv8 - Loja ,199,NA,4,96,12x,19.02,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASAR%C3%83O+SOM3,https://produto.mercadolivre.com.br/MLB-1266365708-caixa-amplificada-8-master-voice-bluetooth-mv8-loja-_JM,NA,NA,NA,NA,NA,#1266365708,Master Voice,MV-08,NA,NA,NA,Auxiliar,NA,NA,NA,NA,2.7 kg,NA,NA,Não se aplica,NA,NA,NA,NA,NA,NA
1595, Caixa De Som Portátil Charge Mini Pen Drive ,38,NA,30,10,6x,6.48,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/BIG-WORLD+STORE,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=KKynTA2W23a7ShWfRkENx0bk1R7OVzQJkGjmAswRSVxpe7d66I1KZOdrVzf7ejrGdiBWvCILbex7wTFm%2Bp7yaGU1aTLE3U5fqlWfUgBwbLjdxL2AXok%2BLdEcAoUKM6Y8BFujy3UzfJronu5kEvl%2Ff5nIMYf6gjZ7TolU%2FLyjnpHzoSUFCfOwgoLiQSxuVVVO5T%2FqqFntUWvs4AzO7PWM0%2B6Vwi3Xttmdp7QFHCtPwjngKT%2BzbKsB9eemNQ01SC%2FVHSwmr4urTGA68QrtWi58WnKEeQAScMr6kxP2gO5x9PcFQ2MTI3iy%2FZE60FqBGF8prASurYwQF9T%2F4qVVmLVsoC98Ufp2iAyDbNfneTwPFYOi5ABYSPFtNp5mk1IXhDfTi7744tNbxVLovO3TXFHpyyP%2Fd2ka9vik0cPsM7GLI%2F499%2FgFNT4WjV%2B09mG5%2BYCM2LFryPOfkDOGlTUhri8MLBiXlqZ99PP%2BtPKG%2F1R5GvC2BhNj9FdWJx3a%2B0jPQftwHLj4C0w1i3FYg%2Fb3j%2FoZ5s7rXkwMbfYcykgFybOht4PmwYXTFs86VpSfd0GXmWoCGn%2F5o%2FOXZHxspS94898rKUKySyS%2FlbgLwxVRKm%2F5h%2B6LR%2F1s6r5svlVv6oKzgNsePfdE%2B2NEu1d0OCpdCEtqbw%2FS9nnaq%2FLkc%2BoM9RCbPwDp6d7BJEkaQl2GFtNu%2F6pvYCdfWKH%2BtxJQF75kfB1Diu4Z3ir8JZzjl2RHuuR5ZFefI3kEOyyWr9D6OurA%2F9BP7TmRdRHp%2F6t94B3wdrjBmOrr1pi7X8t3FkM2WJvOjIphtDDu3Ot3Au3Ru26aATeASXN8kvt4l01j1z6Ww5ZEFt6qkGBZQbTaOLEGJTkwxNWllII5hlZuAQUlsXDPjKaZD0njl2TcUcQzYdnWEnUV1TYWgfZK7ZmiXxy274J2yQ23vLuozyFpAKq5Ts23%2F4A%2FmcwFPpeHYRL3RJXZWYgRqQYcbar43i1A8lmgmEWDrwaTft2PTFVouQffoSptdI5qUoZbaE352t3DG%2FQeeElmxg0WfDwEGxPl1e9kIN3bpAfp526CCRLJvopMevXKEbl%2FOyCg67sZMWh%2FUVDhqmWFhJSPdyp4EsLdvQ1J88cOrUQ5fJL%2Bg6fki4mh8lUmrzfIr%2BzPAYPP7pW03Iz%2BAB8LSXKW6scys4R2A8VdRcpmK49%2BKoPmnBqDNe58Pr2bXPwXgHSPJ4%2F%2BK4SXpHVJ0XyHLeblDDRpZyHbx1VmME9fmOsMXAM4mc%2B1xScrqcxFNuxFWOcsYLFnzhCZLvBDazpir7qN8w9lmwAFq%2BZKaTNEXAkIErumfiV9yLYIONjIREK%2BYfLCAnVEDlu2421YSjYu4f39SEp%2BUArATKvw69uSdkhlncB5vUlJM%2BUsHdSLuSSXFDKCtcF3RTi4PsRbylTGaNgKzvcAen1UkFOVwmFwgi4ThSOGxil3dc9D5aelYtmJRlmHmc0Lfukpgr2znqVa5BULhanVjXTj1r5jipLGOXwcPMRYkKRDhB1znmsvkFmX1R0aRa4VA16HWzJyMPjZhTqgl7Hfag1waRzlncY9KTtJi69iZa79QdWwUnx1bWUV2o6s1i5VKAToqdAcGuC0uKogWCE4erDFIbDvaC9OYFXXHnrUhAKXrlE3IeChk%2BMUsAvGmZDPT1Avq3viYF7YqBiERNq4f5rz6slweOOQ%2BhRL1awgEPi07xMEyeNyBQRAy5A4iW6%2B79Oq7LaKlaEOrdNTUg%2FS3%2Bhrsn9lXAF%2FdLuXMqtw7eragfkVim1fl51z5VioavDs19mjBmC8doHoOwXHkYGelagiKHxT42SERmPTZbFOSHTSEk119lwJcfjj0yfUSk9gHxpwmx6memONYUoCnuJuCLhvKXkWYTjmrdYp,NA,NA,NA,NA,NA,#1280978428,Importado,Charge3 Mini,NA,20 W,Torre,USB,NA,NA,NA,NA,400 g,NA,NA,mini twiter,subwofer,portatil,NA,NA,NA,NA
1596, Caixa Som Bluetooth Amplificada Portátil 40w Rms Karaokê Fm ,249,NA,761,18,12x,23.89,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,31,https://perfil.mercadolivre.com.br/NETUNO.WEB,https://produto.mercadolivre.com.br/MLB-997746526-caixa-som-bluetooth-amplificada-portatil-40w-rms-karaok-fm-_JM,19,7,2,0,3,#997746526,Briwax,FBX-108,NA,40 W,Torre,Entrada para Microfone,NA,NA,NA,NA,2.75 kg,Portatil,NA,Woofer,Ativo/Passivo,De piso,2.1,2,80 kHz,18 kHz
1597, Feitun Caixinha De Som Bluetooth 3w Pequena Completo ,48,NA,32,69,6x,8.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,2,https://perfil.mercadolivre.com.br/LUG_ELETRON,https://produto.mercadolivre.com.br/MLB-1212390174-feitun-caixinha-de-som-bluetooth-3w-pequena-completo-_JM,2,0,0,0,0,#1212390174,Faixa de som De ferro pequena Bluetooth,Mini,NA,5 W,Caixa,NA,NA,NA,NA,NA,70 g,NA,NA,REDONDO,Redondo,qualquer,nenhum,NA,NA,NA
1598, Caixa De Som Bluetooth 30w Portátil Amplificada Fm Sd D-p4 ,199,NA,5,5,12x,19.02,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.3,74,https://perfil.mercadolivre.com.br/GOMESARAUJOCELLCENTERLTDA,https://produto.mercadolivre.com.br/MLB-1198157774-caixa-de-som-bluetooth-30w-portatil-amplificada-fm-sd-d-p4-_JM,44,18,8,1,3,#1198157774,Grasep,D-P4,NA,30 W,Torre,USB,NA,NA,NA,NA,2.4 kg,NA,NA,NA,Ativo,Portátil,NA,NA,NA,NA
1599, Jbl Charge 4 Original Com Nota Lançamento 2019 Cinza ,890,NA,1,2,12x,85.06,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,92,https://perfil.mercadolivre.com.br/VANEIMPORTS,https://produto.mercadolivre.com.br/MLB-1168543149-jbl-charge-4-original-com-nota-lancamento-2019-cinza-_JM,65,11,9,1,6,#1168543149,JBL,Charge 4,NA,40 W,arredondado,NA,NA,8.66 cm,3.74 cm,3.66 cm,2.13 lb,charge,bivolt,externo,Ativo,ar livre,nao,NA,NA,NA
1600, Google Home Assistente Pessoal Caixa De Som Original Vitrine ,419,NA,3,86,12x,34.99,NA,Entrega a combinar com o vendedor,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/EMANX+TELECOM,https://produto.mercadolivre.com.br/MLB-1151875734-google-home-assistente-pessoal-caixa-de-som-original-vitrine-_JM,NA,NA,NA,NA,NA,#1151875734,Google,Google Home GA3A00417A14,NA,7 W,Caixa,NA,NA,NA,NA,NA,1100 g,NA,NA,Caixa,Ativo/Passivo,Casa,5.1,NA,NA,NA
1601, Caixa Amplificador Acústico De Som De Bambu Celular Estek ,129,NA,2,995,12x,10.76,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/INOVAESTETICA,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=%2FgZuvSjxhq7iKQhaaKsUc9B6mYVW98QqiIOjHyeqjE0KCBD%2FBQNmO24PcpYg%2FE5im9SwtWzt5vUX0hmfKkiMjCrhrdAVLnmEgT%2F1yqUl1971pamNDeuxx2VDCLqaguViBDOuBPWSY6lU0UbFCJ8o3nL850Sqtu%2FICmkipIY9hPjI8%2Fh3jO5qBLx0v8xtaNHKG6bjXOas0OZRwTHQQW2%2BWWTWN49FDNUh8vFFXr2dX317PFaO7Q5GOKZF2bslNMenQA0iumPqjas6cMrFRbfmgW4Yo%2FU0k6MsqzMndyW%2BCoAJ80VDft9mn%2FvGHr9pHLjjToSys4c6o0jis4cnJox34uwdC66lUUQISI7Yxvee1x6pXPJ%2BtjM4BbzLY%2FyDY38ehCr86xL0jh5kVuGjH5Mi8Y5eBCggQzEL4T4gigIb7OqsPBOBKPkG8BDYte7VLTEGRZZl3zJ5IkzExkYldX2SjDlrsyB4p2Fqtlnv4KlsTHgusiFLCqg5R09xqNmZOq3cbPeXp8WdzwzXmkKk8%2BQHIvs38MWz%2B0be7b8jzJS74hgy2NhvJedSzotxFrayhivYY4DETxFVgkuibXWvxqeEfd21X9czPSv84z1w6MEqoeXhkHVjEqVzvqNOi3U%2Bqy%2FYfZPChC7TjEaIXHbyFA8dZxTzL9%2BWJ7mmIBm3ebETFEOeDrhcG32GRFzp36dpeZAjTma1nOcvwuo9TBu8uAHl6JaZ7ZkLCTPH8sURXBfo%2FrfV%2Fga4%2F6UUWd%2BXZPprSD1gwC3Ps4mhGkEDfBYU1jZGoD3E0YjuDPhlITsCqz7Cz2cTFvJHQ7abtFSk6bebDUaYXr%2BzpzjcBHxmEEiRv%2FiPiCuxAaQO3R45GNHQ9Klkyh%2B59ijgzkOidpwrKiRkD1E7swl%2Fy6dgx07s9mt0RJLMulz94P%2BdA8qq25bfGubFlIhX8BSvxVQcYRz%2B8kBvvuc%2FIyP9VdGpOHRk8HF0fApVL4Xd6APSflDH%2FPig9jk5ZTxti24tQJeWzo8nVTdKO01AIyPO6qHy9y33Ol8HNJKclq%2Bt0OLVfbbvnpcT%2Bx5eGvtIjWYbcj4SnjRNADiAiyeHwWJTWlBmffWuc32b1532gIMZ9rTX9r6jZQ%2BoIV0Ma7wWLbp4fOvilPmZuftPe1xl4Bp1uJLb5bcextdBErjzhjCkNWhitO5VDAfR6%2FTRW2eyT9kIIKBqMcpeE9sZ7WaaWO%2BSWsLAt8pdo1baqC91gUIPm66YcG3SW8JIKOrygO57lyaEq0dYmZTRZ3s37SEIOfafEwpGGkbhMbgad4maXG77MENL9US%2FrirV4K2nodbJjNhRXZRraJs3oASN%2BD%2BQy9of602CMmPV1wSXdd5cyt9T1KnTws8TB%2BMfZAX%2F4Y3clUd0Xkbmp9aZmClky1oxKtLuWgD89vLXfskVE1zGafbeGfZUI6E5af%2Bwk3Q5z4mOtLdBGoKsIhfmkjW%2BnhQIhfnLkpEYEW%2BVKWyW2c6rS548mrcGAKBxHfvtR7CQsoQZmQFLbmGszKkJ0M%2F8eDXR%2FTo3%2FYxrCLm01GPq49f8XOAKacPD5cIWu1romC80%2BFN6W%2B8HfGKxhQxvPS21fV%2BywZ4pE6UUVhMXCQ6Brq%2FA%2F0uOb6hrzvRw%2FKs9BUMjzUcoFuy%2BtHO5yen%2F0OWXzuUhhbSan%2Fp0DHUg6Pc6HOtDPsP34cD0m7e73%2FOzAFpk3L6WYFOO3%2B6ECW%2FgpGKVF8jZ7%2FXDEmHj%2Bx4Kf0qQDk9NhGLo5MfL3j4qnbofWpDj73anHoLAHgSziU0snFCxwFs7BuN6EyWzluYrpZb1h9l315H93tWha%2FGRPeFkSRa61wxVyciECbT9sVTMRZh6sPsJ0ev3%2BRIkmbuX9iQZrgiJ70DbYLHDqivhR9RwyqRAU20jGj5hoATLopDFaSYhCzX8,NA,NA,NA,NA,NA,#1052522153,Estek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1602, Jbl Charge 4 Original Com Nota Lançamento 2019 Cinza Sem Jur ,899,NA,4,2,12x,74.92,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,92,https://perfil.mercadolivre.com.br/VANEIMPORTS,https://produto.mercadolivre.com.br/MLB-1168540271-jbl-charge-4-original-com-nota-lancamento-2019-cinza-sem-jur-_JM,65,11,9,1,6,#1168540271,JBL,Charge 4,NA,40 W,NA,NA,NA,"8.66 ""","3.74 ""","3.66 """,2.13 lb,charge,NA,NA,Ativo,NA,NA,NA,NA,NA
1603, Kit 5 Caixa De Som Portátil Inova Rad-8105 Atacado ,116,NA,13,88,12x,11.09,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,5,1,https://perfil.mercadolivre.com.br/INNOVAIMPORTADORA,https://produto.mercadolivre.com.br/MLB-1131514134-kit-5-caixa-de-som-portatil-inova-rad-8105-atacado-_JM,1,0,0,0,0,#1131514134,Inova,Rad-8105,NA,10 W,Caixa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mini tweeter,De piso,2.1,NA,NA,NA
1604, Speaker Jbl Go 2 Portátil 3w Original Bluetooth Todas Cores ,149,NA,8,20,12x,14.33,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.9,1569,https://perfil.mercadolivre.com.br/LUNA+INFORMATICA,https://produto.mercadolivre.com.br/MLB-1256793452-speaker-jbl-go-2-portatil-3w-original-bluetooth-todas-cores-_JM,1439,100,19,5,6,#1256793452,JBL,GO 2,NA,3 W,NA,NA,80 dB,NA,NA,NA,184 g,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605, Caixa Jbl Charge 4 Bluetooth Original C/ Nf-e Envio Imediato ,728,NA,57,15,12x,69.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,4.4,92,https://perfil.mercadolivre.com.br/PRIMOS+ELETRONICOS,https://produto.mercadolivre.com.br/MLB-996963178-caixa-jbl-charge-4-bluetooth-original-c-nf-e-envio-imediato-_JM,65,11,9,1,6,#996963178,JBL,Charge 4,NA,30 W,Caixa,NA,80 dB,NA,NA,NA,1.55 kg,charge 4,NA,portatil,Passivo,NA,5.1,2,20 kHz,65 Hz
1606, Caixa Som Portátil Bluetooth Amplificada Fm Microsd Praia Ca ,29,NA,763,9919,5x,6.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,4.2,84,https://perfil.mercadolivre.com.br/NOWSHOPIMPORT,https://produto.mercadolivre.com.br/MLB-740378195-caixa-som-portatil-bluetooth-amplificada-fm-microsd-praia-ca-_JM,43,23,11,4,3,#740378195,WS,887,NA,5 W,redondo,Auxiliar,NA,NA,NA,NA,NA,BLUETOOTH,NA,Tweeter,comum,full,full,NA,16 kHz,280 Hz
