search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,color,size,Marca,Tipo,Modelo,Tipo de casco,Línea,Tipo de visor,Materiales del exterior,Edad,Género
636, Casco Repuesto Visor Mica Clara Ls2 Ff323 ,41,NA,1,6,18 cuotas,83.53,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-450830538-casco-repuesto-visor-mica-clara-ls2-ff323-_JM,NA,NA,NA,NA,NA,#450830538,NA,NA,LS2,NA,NA,Integral,NA,NA,NA,NA,NA
637, Cascos Infantiles ,890,NA,2,8,18 cuotas,49.44,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/WINSTONG2010,https://articulo.mercadolibre.com.uy/MLU-450501424-cascos-infantiles-_JM,NA,NA,NA,NA,NA,#450501424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638, Casco Repuesto Visor Mica Oscura Ls2 Ff352 ,27,NA,3,5,18 cuotas,55.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-449791959-casco-repuesto-visor-mica-oscura-ls2-ff352-_JM,NA,NA,NA,NA,NA,#449791959,NA,NA,LS2,NA,NA,Integral,NA,NA,NA,NA,NA
639, Casco Niño Azul Y Rosado ,315,350,4,96,18 cuotas,17.50,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MADEINCHINAUY0,https://articulo.mercadolibre.com.uy/MLU-459768058-casco-nino-azul-y-rosado-_JM,NA,NA,NA,NA,NA,#459768058,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA,NA
640, Visor Rain Off Repele El Agua De La Visera De Tu Casco ,226,NA,0,NA,18 cuotas,12.56,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-454171191-visor-rain-off-repele-el-agua-de-la-visera-de-tu-casco-_JM,NA,NA,NA,NA,NA,#454171191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641, Casco Integral Power Maxx Varios Diseños Homologado Talles.. ,1620,NA,52,5,18 cuotas,90.00,NA,Entrega a acordar con el vendedor,NA,NA,5,2,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-446149343-casco-integral-power-maxx-varios-disenos-homologado-talles-_JM,2,0,0,0,0,#446149343,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA,NA
642," Casco Integral Acerbis | Profesional, Hecho En Italia ",99,160,1,5,18 cuotas,201.69,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-460096356-casco-integral-acerbis-profesional-hecho-en-italia-_JM,NA,NA,NA,NA,NA,#460096356,NA,NA,Acerbis,Integral,NA,NA,NA,NA,NA,NA,NA
643, Visera Casco Moto Motocross Hjc Cs-mx 2 Graffed Mc8 ,19,NA,0,NA,18 cuotas,38.71,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-463971104-visera-casco-moto-motocross-hjc-cs-mx-2-graffed-mc8-_JM,NA,NA,NA,NA,NA,#463971104,NA,NA,HJC,Cross,NA,NA,CS-MX II,NA,NA,NA,NA
644, Casco Repuesto Visor Mica Dorada Ls2 Ff352 ,26,NA,1,2,18 cuotas,52.97,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-450827705-casco-repuesto-visor-mica-dorada-ls2-ff352-_JM,NA,NA,NA,NA,NA,#450827705,NA,NA,LS2,NA,NA,Integral,NA,NA,NA,NA,NA
645, Casco Repuesto Mecanismo Ls2 Ff352 ,27,NA,1,9,18 cuotas,55.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-450815572-casco-repuesto-mecanismo-ls2-ff352-_JM,NA,NA,NA,NA,NA,#450815572,NA,NA,LS2,NA,NA,Integral,NA,NA,NA,NA,NA
646," Casco Abierto Bell Custom 500 Pulse | Dot, Americanos ",260,286,0,2,18 cuotas,529.68,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-463085907-casco-abierto-bell-custom-500-pulse-dot-americanos-_JM,NA,NA,NA,NA,NA,#463085907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647, Casco Mixs Aprobado Rosado Oferta! ,980,NA,6,993,18 cuotas,54.44,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-452285856-casco-mixs-aprobado-rosado-oferta-_JM,NA,NA,NA,NA,NA,#452285856,NA,NA,Mixs,Integral,NA,NA,NA,NA,NA,NA,NA
648, Casco Repuesto Visor Mica Transparente Ls2 Ff370 ,33,NA,2,8,18 cuotas,67.23,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-448542240-casco-repuesto-visor-mica-transparente-ls2-ff370-_JM,NA,NA,NA,NA,NA,#448542240,NA,NA,LS2,NA,NA,Integral,NA,NA,NA,NA,NA
649," Casco Halcon Eco Para Moto Gris Plata S, M, L Y Xl. ",1150,NA,3,20,18 cuotas,63.89,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ROUMAX+DIRECTO,https://articulo.mercadolibre.com.uy/MLU-450889590-casco-halcon-eco-para-moto-gris-plata-s-m-l-y-xl-_JM,NA,NA,NA,NA,NA,#450889590,NA,NA,Halcon,NA,Eco,Integral,NA,NA,NA,NA,NA
650, Casco Moto Husqvarna Motorcycles Moto 9 Gotland ,890,NA,0,1,18 cuotas,1.813.13,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMERICANDREAM+URUGUAY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=m7PYJrGqX7WgIw7YELE5bZR%2FSfgoTCtHGGKhTfrHKTrP6KVNsuUml%2Fd6ooVKwCq7gSaKsdHsLFdHnxcEgPerAxIEDWEkl%2Faw3T8w%2FF1jmIo6vhK2kYXB5M4I3Uj7as2YmIUkQsqFB1XN9MlSuwhxtTDgvb5mw43tJf%2FNTZHc0oqH2xMVy%2FKTgJNSoz%2FEqFgycHIUXlpVY0zJgVaFmNqbPQ5kRLKgFZ8y6t%2BXEUPpkO25rj58IYomeTy63p8DjliwgCNDqMeRfoZj2THxM9UbXjWxFZTYdKpL0q%2BpO34U7nCO%2FFAUBpSBusyjqfO2PZrHqEKqAXZXlnBi4N529ceFxvi%2B7CSQZhwTfCKof%2BHBEE8OxLZAGubNaqn3%2BVqXVimNkDFQth6npLzrqItKCCkyBe0ZohWoD1rSXjoGC%2FjMyi2fJ4QOz%2BeZ191OsfKU%2FT1aP1nrh5zSCmQA9mWrtmpFRtJ1b1myEoI3OfibwLFHlD7c4SGbhSSatkYB0f%2Fq6XciCApdSeR3o3l%2FlbHiSDMYHXt04X1QuuxmBDrVbaP3Z4M6s2SUkuTbdjo66OYmeU0pAu88rGi36RlXOJSRCzBkXffUH%2BsPh6Hq3WUSLIRTN3cqBlzEHRdDXqzJdfgQP2b%2FX3gTV9EeKHqKnvMXG3rnic0gjem7FzB9aC1DqKttIcQLLF3VHljaXuoH3R3ThDBkkAoAW%2FwfM9taAikJPF3hjnOCGt28LrPidrdLZTrGN7FSzA4SujeKIoUG4aaGcfrCdje1OiLbft2wZuwqYYVj5G09SY0gtjdw2UQ1x7oCr2g3t1Cp4zwk1nZuqw4FP1CDS2kvS1umAiY6jdhTrb8Slicq4sdt3FeMzhbxb0krA8PL4VYQ%2FWwRTkpp8MN%2FgXRxSurAcxqbUrsP0JGx1x2vaR1QbvgdBQpXBR7f5u3%2FovxJqL1YJgL55y2XGVqsrI2tLOxMuwVJf%2Ft0yJZ4s%2F4a34MuSCGkbvspnn%2BzmvH2mypbJG5QrNCYtKdwcFrGKgvv%2FqyhOYQF%2BJdKmeYc56mEJXXdntswUxe7tdIRmLOBPx0YZoaTlRPWdvbWD3m%2F5AN%2FroklAN%2Fq2KoGjmhe7wZJy6R66lmQcbqk9A2nfw%2Fk6qmJCBNvub%2BHM8QrOW1YWyP%2Blo5k%2BWHVtjdShkP9HvS482hlPgg1vNoZYGwPH0Kv42vQUsM0JCDxkkqYbuPlyRucexWdf4Y5uRwHaZfUrCdtDDQNd6YjQFe6i1gxaI%2B%2FfRhdkeW4H%2BzteStIpO4O7fdUYPqPtOwAusJ5wkOg%2Bf0gmUHTsy0P7eWosXwDYNmiTW7tAIEFD5OkuooIWCALmIymU22VsvePN6Q9VrNeEMyW2LffGalTepiYa8znWnwb3zdiYmp0jBfzScArDkWQk1v9xQytIs9TAVp22XqqfDnKKC0Et3KZPpK4T0p72SPHlKqbVQjSOenNDQ9aM22NzJSWUQ5DYBhlSuvYlIPaOoCB%2FJ9zreOwK%2BpxqrdEFDFf9ZtVOzGCWCU2OvdAoMZXWkWSeIrGueRz0uJf4ExUMSOcVlVLV909LBCK86c4uajYd1r8eqjHujXQOA9EmJMfPkxydo4%2BE4ABKGvifxDIBzFn3dDfZWaqZNGrg%2Fi3RVk4tnxDDJ1ubR6d%2BBPy4JkuysjOUJpRRD0cNjDLwFIekNCj9F1g%2Fe7kEBwdi53pyO1ZI5Xd8SJC%2BVGOd7oTlHaEsTTu2WRqma95cDxircZDG86ufhq3cjYdeprlRhAJol6LlUil0CYCwMW33aA%2BpzhNsQR7mS%2BPKC9AcbglBH9yUWC5miOf9kuWVJWO7WbCnlI1u4p9rv0%2BVdCdNdFGfaPDKD%2FdOabOAfhw18Fp8gQFyeEW0txbMhb1Y5%2F5CA%3D%3D,NA,NA,NA,NA,NA,#459369166,Azul oscuro,S,Husqvarna Motorcycles,NA,Moto 9 Gotland,Integral,NA,Simple,Policarbonato ligero,Adultos,Unisex
651," Casco 3/4 Daytona Gris | Americano, Dot, Retro, Abierto ",140,154,0,NA,18 cuotas,285.21,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-451100404-casco-34-daytona-gris-americano-dot-retro-abierto-_JM,NA,NA,NA,NA,NA,#451100404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652, Casco Repuesto Mecanismo Ls2 Ff390 Ff397 Ff323 ,27,NA,3,7,18 cuotas,55.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-455625777-casco-repuesto-mecanismo-ls2-ff390-ff397-ff323-_JM,NA,NA,NA,NA,NA,#455625777,NA,NA,LS2,NA,NA,Integral,NA,NA,NA,NA,NA
653, Casco Halcon H50 Para Moto Gris Plata S Y M ,1200,NA,0,18,18 cuotas,66.67,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ROUMAX+DIRECTO,https://articulo.mercadolibre.com.uy/MLU-454881415-casco-halcon-h50-para-moto-gris-plata-s-y-m-_JM,NA,NA,NA,NA,NA,#454881415,NA,NA,Halcon,Integral,NA,NA,NA,NA,NA,NA,NA
654, Casco Hjc Moto Cs-15 Treague Mc-8f Mate ,109,NA,2,NA,18 cuotas,222.06,NA,Envío a todo el país,NA,NA,5,4,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=ap9x0PVGwI798BGNFATG372Upw3YaEtPZXy3WxGyVB7ej4kb5xrnYK26cYNzl94fdMJyDk%2BcjNHn%2BQPDg3BZOy4pcSA21B3OModGez4ctF4vXkAbeesA%2Bwlsr%2BqgQAgIBXocF3LXa8bQDz1%2FxoJYqG9lG6MXZ5sIg6c1FAY14B6D8nXfhFaGz5r%2FNO0pumiwB9tCF4th%2Fb3QN9QBeyfClRZ8hsHR5thoWwHyu1SiMCKBvTX1l%2B1JTiNP0sOmWXvGq3YxVw0CMm4NdVUgqYJSGJwl3Oc33gOHPf62an43U1x7dpIh0CY8IlHiKLZ%2FQySzVu16xHrpoj1gnGABE7dM%2FrZ%2Bi4hJq%2BsQUvitBZIN3hob75gyFmacth8DKqO4f0fyO77Gurwk9D4CztVhR4nFM%2Fj03EzXxQQpRYmNfexzGNwonnb0NmXIIokF5dP457TTtZWUTwTentiIwb3D8fZc0YbEHcg%2FU5HVy2DheSG1Iwd05LtdtGEgDP1We9PQUExlI6w%2FKv%2FkDbJKkEwu9Xj78sKgwyUkb9nHKI3mVbQSbWi7zUMrX7yj3nvfqctfH85tTeXxsHjEzIRFeg8H7eVm8nzPMTiEzDDP%2FfqrzYa60pQHk7y%2B2TAXKHtjvYcom%2FeDDPmKVQkS1JUTN3O%2FwSPt5QRBnatxsfDkUGrrA5NgWQE47MHDu09qRybglyngDLx0UWpZoV9z4xBDJzYiTjHp2cXyQdxq9F%2B5uJnRJm7WyBR8O8fw6A1gL9pJx9WlQTCadCYGgoixUawh0rd3z6oQm8HrwE1mKfgV7wQmK%2BYrJIR5H1gJh45JHbDfAvQzzMAyAypqvegRRzckF1hFRyOI4Pzljr3v4BHB3lkfbJBgeWH7ho96wmzXlnkjY0T9jqxSQ27nPby2x5eNRmPh6XPVLhcQjtB4Njecn%2B64uoCIlXfoFO7CqduuQvTViCQECQDFeWHrXNUDyyIOX1uJcLQKJkPY60G98LiIO%2BvxOI%2BxEKeMahhMGH4Hvnb3YnUi1Yr%2FIcTAdxSwi9rwef3Ut8l8Qfr7CRIMnvCVDsfPYd%2BQ28y3kuwHE%2BtOGMvq7r0d7j4mymiQ47yM65SXXTP4byzq6sjYUQ5N0AdmXk6%2BEiASdfLe4jbQ1NI2nhGBdFijE41YMUNj956pCM7MRiWUnFxVBapG%2BxI0LxjrTP0XBdbZhvxyE3JFugQ6iX03Wf3%2FkVWfdC1p%2BP4uhbt7JOskYsOL6LTVD59X0mfIKxEUPT5ryUlEyjOCF1Y1jJlcQGID4bvyd0ivyYmTVGTn158rzW0uv9sOlvilX5Vvb6tL8%2BhRo6jZS4Row0QXey0hz5XpyCEk2rMxuLdQHW5EP2uMe5umX2Yj3xyopHnqhAKTHqwR7nR1cpf0b1T21zkMUktifeKY0gfBWNUiWt8G%2B3YQaQH%2Fy0%2FVFBMharBn%2FuOmLm1FXQxR8%2FnBt5Pf4jhCJ2BN9JfgbjPaJod891CCc%2BfoUcufpOjND%2F5k9Hj0rxBRIvUg0lTi7gpZwamouBH4wHRrCqB4zZWYIGCiWryFhvNVjYHFKNSGvuJvhTQD7g9K%2B1fSyuJfP%2FhXyD89cTZH3ey1D86ysUrwjFX%2BmUdKxdgTF3bPDuaiLSUdsq%2F67A7dBMm9D%2BfT6c6rS9jHCqLBuJ4eOTnvajvP%2FwrZnX4ELE1GM66rowXv6PsM8B6UoM0EmRAZenaRSrIK1TSKFi2S8DQngib2Eou54TjPTZGdi36uFaly2Iu8tJkCgZuMND0%2B%2FxRlb3KQ2Say6SWLie4BeA8c%2F%2BZvwPcik10JCs0ANvuQcrHfEZyjLn6rNfGHx4NZDJPk0AVbsWLQYNBf3SdbqedE6kMSv%2FajxRedeQi%2BZTCMwLpuPpk%3D,4,0,0,0,0,#454979602,NA,NA,HJC,Integral,Treague,NA,CS-15,NA,NA,NA,NA
655, Visera Casco Moto Motocross Hjc Cs-mx 2 Graffed Mc2h ,19,NA,0,NA,18 cuotas,38.71,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTO_TORRE,https://articulo.mercadolibre.com.uy/MLU-463971130-visera-casco-moto-motocross-hjc-cs-mx-2-graffed-mc2h-_JM,NA,NA,NA,NA,NA,#463971130,NA,NA,HJC,Cross,NA,NA,CS-MX II,NA,NA,NA,NA
656, Casco Repuesto Tornillo Ls2 Ff322 - Ff396 - Ff325 - Ff370 ,27,NA,4,6,18 cuotas,55.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ALLROADURUGUAY,https://articulo.mercadolibre.com.uy/MLU-450815743-casco-repuesto-tornillo-ls2-ff322-ff396-ff325-ff370-_JM,NA,NA,NA,NA,NA,#450815743,NA,NA,LS2,NA,NA,Integral,NA,NA,NA,NA,NA
657, Cascos Ls2 Ff390 Physics Negro Mate Titanium - Tr ,170,NA,0,50,18 cuotas,346.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RACINGTAURO,https://articulo.mercadolibre.com.uy/MLU-463126533-cascos-ls2-ff390-physics-negro-mate-titanium-tr-_JM,NA,NA,NA,NA,NA,#463126533,NA,NA,LS2,NA,NA,NA,NA,NA,NA,NA,NA
658, Intercomunicador Universal Para Cascos Miura ,999,NA,1,5,18 cuotas,55.50,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/INTERNACIONALRACEIMPORT,https://articulo.mercadolibre.com.uy/MLU-454999929-intercomunicador-universal-para-cascos-miura-_JM,NA,NA,NA,NA,NA,#454999929,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA,NA
659," Casco Halcon Eco Para Moto Azul L, Xl ",1120,NA,0,20,18 cuotas,62.22,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ROUMAX+DIRECTO,https://articulo.mercadolibre.com.uy/MLU-453910848-casco-halcon-eco-para-moto-azul-l-xl-_JM,NA,NA,NA,NA,NA,#453910848,NA,NA,Halcon,NA,Eco,Integral,NA,NA,NA,NA,NA
660," Casco Hawk Cross Rs7 Para Moto Rojo S, M, Xl ",2300,NA,0,20,18 cuotas,127.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ROUMAX+DIRECTO,https://articulo.mercadolibre.com.uy/MLU-453911826-casco-hawk-cross-rs7-para-moto-rojo-s-m-xl-_JM,NA,NA,NA,NA,NA,#453911826,NA,NA,Hawk,NA,RS7,Cross,NA,NA,NA,NA,NA
661, Casco Integral Ktm | Visera + Lentes Internos | Xl Y 2xl ,98,107,3,4,18 cuotas,199.65,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-445663628-casco-integral-ktm-visera-lentes-internos-xl-y-2xl-_JM,NA,NA,NA,NA,NA,#445663628,NA,NA,KTM,Integral,NA,NA,NA,NA,NA,NA,NA
662, Roja Solar Auto Oscurecimiento Soldadura Casco Semi Abierto ,3373,NA,NA,100,18 cuotas,187.39,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/HERMES_STORE?brandId=520,https://articulo.mercadolibre.com.uy/MLU-456357463-roja-solar-auto-oscurecimiento-soldadura-casco-semi-abierto-_JM,NA,NA,NA,NA,NA,#456357463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663, Boquera Para Cascos Ls2 - Tr ,690,NA,1,49,18 cuotas,38.33,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RACINGTAURO,https://articulo.mercadolibre.com.uy/MLU-464118398-boquera-para-cascos-ls2-tr-_JM?searchVariation=38962394118,NA,NA,NA,NA,NA,#464118398,Negro,NA,LS2,NA,NA,Integral,NA,NA,NA,NA,NA
664, Casco Integral Nenki Espejado Varios Colores Nk-861 ,3600,NA,0,10,18 cuotas,200.00,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-448541847-casco-integral-nenki-espejado-varios-colores-nk-861-_JM,NA,NA,NA,NA,NA,#448541847,NA,s - xl,Nenki,NA,NA,Integral,NA,NA,NA,NA,NA
665," Casco Hawk Cross Rs7 Para Moto Verde S, M, L, Xl ",2300,NA,0,20,18 cuotas,127.78,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/ROUMAX+DIRECTO,https://articulo.mercadolibre.com.uy/MLU-453911835-casco-hawk-cross-rs7-para-moto-verde-s-m-l-xl-_JM,NA,NA,NA,NA,NA,#453911835,NA,NA,Hawk,Cross,RS7,NA,NA,NA,NA,NA,NA
666, Visor Para Casco Niño Modelo 801 ,181,NA,1,3,18 cuotas,10.06,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/MOTOSHOPSRLMOTOSHOPSRL,https://articulo.mercadolibre.com.uy/MLU-463171866-visor-para-casco-nino-modelo-801-_JM,NA,NA,NA,NA,NA,#463171866,NA,NA,NA,Integral,NA,NA,NA,NA,NA,NA,NA
667, Casco Mt Integral Stinger Gris Con Rojo Y Amarillo ,86,NA,2,8,18 cuotas,175.20,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RUBIBIKES,https://articulo.mercadolibre.com.uy/MLU-456689628-casco-mt-integral-stinger-gris-con-rojo-y-amarillo-_JM,NA,NA,NA,NA,NA,#456689628,"gris, rojo, amarillo","S, M, L, XL",MT,NA,Stinger,Integral,NA,NA,NA,NA,NA
668, Cascos Ls2 Revatible Ff370 Gloss Negro - Tr ,180,NA,0,50,18 cuotas,366.70,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/RACINGTAURO,https://articulo.mercadolibre.com.uy/MLU-463107364-cascos-ls2-revatible-ff370-gloss-negro-tr-_JM,NA,NA,NA,NA,NA,#463107364,NA,NA,LS2,NA,NA,NA,NA,NA,NA,NA,NA
669, Casco Integral Ls2 | Varios Modelos Y Colores! Mejor Precio! ,80,94,0,5,18 cuotas,162.98,NA,Envío gratis a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/CAFERACEUY,https://articulo.mercadolibre.com.uy/MLU-457879913-casco-integral-ls2-varios-modelos-y-colores-mejor-precio-_JM,NA,NA,NA,NA,NA,#457879913,NA,NA,LS2,NA,NA,Integral,NA,NA,NA,NA,NA
670, Casco Deportivo Agv K-5 S Torn 46 (carbono Y Fibra ) ,550,NA,1,10,18 cuotas,1.120.47,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/URURACER,https://articulo.mercadolibre.com.uy/MLU-458943024-casco-deportivo-agv-k-5-s-torn-46-carbono-y-fibra--_JM,NA,NA,NA,NA,NA,#458943024,NA,NA,AGV,NA,K-5 S,Integral,K-5 S,NA,NA,NA,NA
671, Casco Moto Evs T5 Venture Dual Sport ,295,NA,0,1,18 cuotas,600.98,NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/AMERICANDREAM+URUGUAY,https://click1.mercadolibre.com.uy/mclics/clicks/external/MLU/count?a=jIuMdUEoID9jshkLcP8WZVkOpyu508f8O%2FDoDayzbzQi%2BeF0MDBuFhuUsO%2BM98OGMh9BC4BvqM0442eDJJfM5cuod1Bq85L6C92wr4hdpK1W2EPfNuCEy43KealBQzkI1hFh7TypW1kv9jiKLBU3zB7ylCsy81vDr30teTBsEhGKWQY8gxxVk%2FTaq86wKxuHkasoAkmfy%2Bt1UXifK7GTFwzFW4iKRk1du%2BOhSkx90T4g3iMZLu5iR2O1CHgTv8nWbomOIKuOsIOPxAuPVW31Wf6LHjvmWF5rpzzYTJHDSRTuZsRQQkHFULdU9b3DvS%2FDXT%2FJJm76oycrbyOI8LlfqGtCzCt5%2FqfPpaBoJsGKKfjre13dHDFUPMQszeR3FbLlavoy7RjMOgZW59Htyw66HkvF9hoi%2BBv8AcmPlAVdi7zmRUuEaGMlvC71OJorvclV36W6II6MXeFzP6es00eHwObn%2Ftl0DWFZmKkrpduVvU3FmPrL8SIkRl9tnRZYEFh9SVSOjDXKKbK5XN2kc08%2F9JqF8ccKi2D3S1fe7AigUX%2BT7Dw4bE29DMugnXcJZGwa6cTUID%2F3o%2BwQivYmUArihvT43XMowV7SWiQrut98D6gAlHaK5kGpB%2FdXw2QbRMGf7p8SoY2FiPbevvfdxojujIz9KBG5nCtneXaZfNT2xto33u%2FjP%2BFcRbfEwIYDkELK3S%2F%2BSvARMJCNdJ%2F6oNw2iVcpDblgipidLfZWvFCvW5wP26R8iiNl0QqdpQIbBjRLKASpdZkjgqz9x6vuPSQ%2F9R83XtEh2nYgTWDj8OqyAsJsseqQOj%2FoqhDLbE2lfCylLB%2FwRQV38kAZTo%2BaZKeIsYj3WPA33gInQGPAV8SbeMMTPUJVE1ZM2eL7d%2Bm1AdDuzctUTRSTVw8OMCEXEtEE75%2BWAfVA9nD4WzkBKLfABS3ohbMoIVLAgpSWPm2om2qd1INVeRuLVrNsICYlSN4hF7opwHnhZhR1FeYssAf0F5weML%2F%2BvYMR0d46JcxcKyE7vDaKvD02iUEAh17%2BF1XKcCPeQo8Ui1CvQRuyQk%2Fx9Sk7GvJF6ZZocsMidikbdzYQWt%2FhXd3ElSsBTVOcI4TTYIKJouZrEpH%2BFdtVTgP%2BNCzaFSK%2Fisj1bMEWJEGenY%2BtKnF4LJl%2BaiNUbrSnw%2FCQEBNcTBXB5pk8QUF1MyFAeQ7quQgXrBS7cOdcVhvzVxGzDHPaxYFvVOh6LdOV2JXoR4Mnr1Nl4Up9ftQR0gCq3QfsYhlNB0uwb76zfVoO2ngxlSAghum2qaHK%2FWzDVgfeqYpx5qpTS8SbYrZaP1%2BhVMGmCc0s8seqimGFiaM9ANBSbous%2BOvKaiMFOpBZXwZJ8YQZrDhtQXSy92KLw6m%2BgKGjXjDeuVcLdNsaX50GJaOGpvSB4%2BTg3sl5daM7BLMxbgOITUhZsNRESOVOQ57DZ5FeusiUTtqkPm5yAI5IaWed5v9aWpxpejeeOlnOd3uedQL3PC32qWjZZ10hCQhEeYLAyIWw0GKE%2Fu0PYjDWEMc8Kk8cRyhtn%2Bt1HzPs83zluiedave%2FQ9LwPN379svti01FOcFw2TYpzER4lsq5glK%2FUUR%2BHTFJy%2B3NcISshMFrqGImktraZgbDvHtjK3SVmqC0gK2i%2BrMsqFD2oN%2FzjAEHsReQR41SDTNKGs3VNepvI3plLeS8gcDF%2FBlPihZOtOt9EDjF22EJMFvzNksn6kMKpTI57cDYOsVbj17D0JHTdQhgJIohgEU6jJXQBLTQa2fpnDh%2FjE%2Bz1rAie1pxergYcs5Gx%2FHtSKiG6hF82q%2F%2FLmz1k7hzBKW%2FF8z90%2FaIc2p4WB9d4Y5q%2FJfw%2BcdYjAm0pMMDQsDqjCjmfkIoODs%3D,NA,NA,NA,NA,NA,#459347885,Negro,L,EVS,NA,DUAL SPORT VENTURE,Cross,NA,Simple,Policarbonato ligero,Adultos,Unisex
672, Casco Cross Jett Veneno ,2952,NA,2,8,18 cuotas,164.00,NA,Envío a todo el país,NA,NA,NA,NA,http://perfil.mercadolibre.com.uy/POCHOMOTOSPB,https://articulo.mercadolibre.com.uy/MLU-453444332-casco-cross-jett-veneno-_JM,NA,NA,NA,NA,NA,#453444332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
