search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material
1184, Capa Capinha P/ Apple Iphone 8 Plus - Mandala Azul 3 ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967108719-capa-capinha-p-apple-iphone-8-plus-mandala-azul-3-_JM,NA,NA,NA,NA,NA,#967108719,Apple,Iphone 8,QuarkCase,Iphone 8,Tpu Flexivel Personaizada,Gel
1185, Capa Capinha P/ Apple Iphone 8 Plus - Pattern Olhos ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967108748-capa-capinha-p-apple-iphone-8-plus-pattern-olhos-_JM,NA,NA,NA,NA,NA,#967108748,Apple,Iphone 8,QuarkCase,Iphone 8,Tpu Flexivel Personaizada,Gel
1186, Capa Capinha P/ Apple Iphone 8 Plus - Patchs Fashion ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967109071-capa-capinha-p-apple-iphone-8-plus-patchs-fashion-_JM,NA,NA,NA,NA,NA,#967109071,Apple,Iphone 8,QuarkCase,Iphone 8,Tpu Flexivel Personaizada,Gel
1187, Capa Capinha P/ Apple Iphone 8 Plus - Pedagogia 2 ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967112918-capa-capinha-p-apple-iphone-8-plus-pedagogia-2-_JM,NA,NA,NA,NA,NA,#967112918,Apple,Iphone 8,QuarkCase,Iphone 8,Tpu Flexivel Personaizada,Gel
1188, Capa Capinha P/ Apple Iphone 8 Plus - Cabeleireira ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967112925-capa-capinha-p-apple-iphone-8-plus-cabeleireira-_JM,NA,NA,NA,NA,NA,#967112925,Apple,Iphone 8,QuarkCase,Iphone 8,Tpu Flexivel Personaizada,Gel
1189, Capa Capinha P/ Apple Iphone 8 Plus - Pequeno Príncipe ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967113218-capa-capinha-p-apple-iphone-8-plus-pequeno-principe-_JM,NA,NA,NA,NA,NA,#967113218,Apple,Iphone 8,QuarkCase,Iphone 8,Tpu Flexivel Personaizada,Gel
1190, Capa Capinha P/ Apple Iphone 8 Plus - Nutricionista ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-967113242-capa-capinha-p-apple-iphone-8-plus-nutricionista-_JM,NA,NA,NA,NA,NA,#967113242,Apple,Iphone 8,QuarkCase,Iphone 8,Tpu Flexivel Personaizada,Gel
1191, Capinha Serie Game Of Thrones Daenerys - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 596
		
		 sem juros
		
	

	
		",96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1017497625-capinha-serie-game-of-thrones-daenerys-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1017497625,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1192, Capinha Harry Potter Alvo Dumbledore - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 596
		
		 sem juros
		
	

	
		",96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1017563330-capinha-harry-potter-alvo-dumbledore-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1017563330,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1193, Capinha Heróis Capitão América Deadpool - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 596
		
		 sem juros
		
	

	
		",96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1017889536-capinha-herois-capito-america-deadpool-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1017889536,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1194, Capinha Anime Nanatsu No Taizai Meliodas - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 596
		
		 sem juros
		
	

	
		",96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1018082861-capinha-anime-nanatsu-no-taizai-meliodas-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1018082861,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1195, Capa Capinha P/ Iphone 8 Plus - Flores Desenho 2 ,24,NA,"
			
				Novo
			
			
		",(1000 disponíveis),"
	
		
			
		
		4x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/QUARKCASE,https://produto.mercadolivre.com.br/MLB-1020461311-capa-capinha-p-iphone-8-plus-flores-desenho-2-_JM,NA,NA,NA,NA,NA,#1020461311,Apple,Iphone 8,QuarkCase,Iphone 8,Tpu Flexivel Personaizada,Silicone
1196, Capinha Heróis Dc Arqueiro Verde Flash - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 596
		
		 sem juros
		
	

	
		",96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021122364-capinha-herois-dc-arqueiro-verde-flash-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021122364,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1197, Capinha Heróis Capitão América Deadpool - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 596
		
		 sem juros
		
	

	
		",96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021128128-capinha-herois-capito-america-deadpool-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021128128,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1198, Capinha Anime Bleach Ichigo Kurosaki - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 596
		
		 sem juros
		
	

	
		",96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021261249-capinha-anime-bleach-ichigo-kurosaki-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021261249,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1199, Capinha Anime Tokyo Ghoul Ken Kaneki - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 596
		
		 sem juros
		
	

	
		",96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021391080-capinha-anime-tokyo-ghoul-ken-kaneki-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021391080,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1200, Capinha Serie Arrow Oliver Queen - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 596
		
		 sem juros
		
	

	
		",96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021404574-capinha-serie-arrow-oliver-queen-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021404574,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1201, Capinha Serie The Flash Barry Allen - iPhone 8 8 Plus ,35,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 596
		
		 sem juros
		
	

	
		",96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021407211-capinha-serie-the-flash-barry-allen-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021407211,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1202, Capinha Serie Supernatural Dean Sam - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
		",(97 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEBR8016912,https://produto.mercadolivre.com.br/MLB-1022326725-capinha-serie-supernatural-dean-sam-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1022326725,Apple,Variados,Capinha 2D,Variados,2D,NA
1203, 2 Capinhas Heróis Marvel Capitão América - iPhone 8 8 Plus ,61,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		12x 
		
			
				R$ 592
		
		 sem juros
		
	

	
		",92,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1061779398-2-capinhas-herois-marvel-capito-america-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1061779398,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1204, Capinha Time Bahia Tricolor De Aço - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 563
		
		 sem juros
		
	

	
		",63,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1069466295-capinha-time-bahia-tricolor-de-aco-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1069466295,Apple,Iphone,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1205, Capinha Heróis Chibi Batman E Robin - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
				
					 - 
				
				1
				vendido
			
		",(99 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEFE6665973,https://produto.mercadolivre.com.br/MLB-1079864194-capinha-herois-chibi-batman-e-robin-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1079864194,Apple,Iphone,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1206, Capa Capinha Case Santos iPhone 8 / iPhone 8 Plus ,27,NA,"
			
				Novo
			
			
		",(88 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1094915330-capa-capinha-case-santos-iphone-8-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1094915330,Outros,Mais de 150 MODELOS,Tudo Celular,Silicone Flexível,Silicone,Silicone
1207, Capinha Led Zeppelin Ac Dc Rock - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1107169958-capinha-led-zeppelin-ac-dc-rock-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1107169958,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1208, Capinha Capa Bandas De Rock And Roll - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEBR8016912,https://produto.mercadolivre.com.br/MLB-1108284644-capinha-capa-bandas-de-rock-and-roll-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1108284644,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1209, Capinha Linkin Park Chester Banda Rock - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEBR8016912,https://produto.mercadolivre.com.br/MLB-1108937273-capinha-linkin-park-chester-banda-rock-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1108937273,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1210, Capinha The 100 Clarke Lexa Octavia - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1115202385-capinha-the-100-clarke-lexa-octavia-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1115202385,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1211, Capinha Para Celular Iphone 8 Plus ,25,NA,"
			
				Novo
			
			
		","
		
			Único disponível!
		
	","
	
		
			
		
		5x 
		
			
				R$ 547
		
		 sem juros
		
	

	
		",47,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MARI_KISS,https://produto.mercadolivre.com.br/MLB-1117757675-capinha-para-celular-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1117757675,iPhone,8 Plus,Sem marca,De pluminha,Protetora,Neoprene
1212, Capinha Capa Time Internacional Grêmio - iPhone 8 8 Plus ,33,NA,"
			
				Novo
			
			
		",(100 disponíveis),"
	
		
			
		
		6x 
		
			
				R$ 625
		
		 sem juros
		
	

	
		",25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEBR8016912,https://produto.mercadolivre.com.br/MLB-1130067197-capinha-capa-time-internacional-grmio-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1130067197,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
1213, Capa Capinha Case Colors iPhone 8 / 8 Plus ,27,NA,"
			
				Novo
			
			
		",(78 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 550
		
		 sem juros
		
	

	
		",50,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1153632619-capa-capinha-case-colors-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1153632619,Outros,Mais de 150 MODELOS,Tudo Celular,Silicone Flexível,Silicone,Silicone
1214, Capinha Anti Impacto P/ iPhone 5 6 7 8 Plus 10 X + Pel. Gel ,15,NA,"
			
				Novo
			
			
		",(1 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 533
		
		 sem juros
		
	

	
		",33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CELLMA912,https://produto.mercadolivre.com.br/MLB-1221185038-capinha-anti-impacto-p-iphone-5-6-7-8-plus-10-x-pel-gel-_JM?searchVariation=36126271489,NA,NA,NA,NA,NA,#1221185038,Apple,Escolher no anúncio.,H+,TPU,capinha de silicone,Silicone
1215, Capinha Anti Queda Silicone iPhone X Xs Xr Max 5 6 7 8 Plus ,14,NA,"
			
				Novo
			
			
		",(496 disponíveis),"
	
		
			
		
		2x 
		
			
				R$ 786
		
		 sem juros
		
	

	
		",86,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CAPAS+DELIVERY,https://produto.mercadolivre.com.br/MLB-1222282250-capinha-anti-queda-silicone-iphone-x-xs-xr-max-5-6-7-8-plus-_JM?searchVariation=36207062949,NA,NA,NA,NA,NA,#1222282250,Apple,Iphone,Marketmix1,Silicone,Anti impacto,Silicone
1216, Capinha Flor Rosa Nome No Cabo iPhone 8 Plus ,29,NA,"
			
				Novo
			
			
		",(2000 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 598
		
		 sem juros
		
	

	
		",98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJAATALHOCRIATIVO,https://produto.mercadolivre.com.br/MLB-1245232731-capinha-flor-rosa-nome-no-cabo-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1245232731,Apple,Iphone,Lucases,Iphone 8 Plus,Personalizada,Silicone
1217, Capinha Borboletas Cima E Baixo Com Nome iPhone 8 Plus ,29,NA,"
			
				Novo
			
			
		",(2000 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 598
		
		 sem juros
		
	

	
		",98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJAATALHOCRIATIVO,https://produto.mercadolivre.com.br/MLB-1245235631-capinha-borboletas-cima-e-baixo-com-nome-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1245235631,Apple,Iphone,Lucases,Iphone 8 Plus,Personalizada,Silicone
1218, Capinha Com 2 Nomes E Coração iPhone 8 Plus ,29,NA,"
			
				Novo
			
			
		",(2000 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 598
		
		 sem juros
		
	

	
		",98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJAATALHOCRIATIVO,https://produto.mercadolivre.com.br/MLB-1245236184-capinha-com-2-nomes-e-coraco-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1245236184,Apple,Iphone,Lucases,Iphone 8 Plus,Personalizada,Silicone
1219, Capinha Mapa Branco Viagem Com Nome iPhone 8 Plus ,29,NA,"
			
				Novo
			
			
		",(2000 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 598
		
		 sem juros
		
	

	
		",98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJAATALHOCRIATIVO,https://produto.mercadolivre.com.br/MLB-1245236409-capinha-mapa-branco-viagem-com-nome-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1245236409,Apple,Iphone,Lucases,Iphone 8 Plus,Personalizada,Silicone
1220, Capinha Casinha Pet Com Nome iPhone 8 Plus ,29,NA,"
			
				Novo
			
			
		",(2000 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 598
		
		 sem juros
		
	

	
		",98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJAATALHOCRIATIVO,https://produto.mercadolivre.com.br/MLB-1245236876-capinha-casinha-pet-com-nome-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1245236876,Apple,Iphone,Lucases,Iphone 8 Plus,Personalizada,Silicone
1221, Capinha Pet Fundo Preto Com Nome iPhone 8 Plus ,29,NA,"
			
				Novo
			
			
		",(2000 disponíveis),"
	
		
			
		
		5x 
		
			
				R$ 598
		
		 sem juros
		
	

	
		",98,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/LOJAATALHOCRIATIVO,https://produto.mercadolivre.com.br/MLB-1245239003-capinha-pet-fundo-preto-com-nome-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1245239003,Apple,Iphone,Lucases,Iphone 8 Plus,Personalizada,Silicone
1222," Capa Capinha Anti Impacto iPhone 8 Plus Tela 5,5 Envio Hoje ",15,NA,"
			
				Novo
			
			
		",(39 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 500
		
		 sem juros
		
	

	
		",00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASENOWMAGAZINE,https://produto.mercadolivre.com.br/MLB-1253928979-capa-capinha-anti-impacto-iphone-8-plus-tela-55-envio-hoje-_JM,NA,NA,NA,NA,NA,#1253928979,Apple,iPhone 8 Plus,H REBOS,ANTI IMPACTO,Transparente,Silicone
1223, Capa Case Anti Shock Celular Apple iPhone 8 Plus Capinha ,15,NA,"
			
				Novo
			
			
		",(39 disponíveis),"
	
		
			
		
		3x 
		
			
				R$ 566
		
		 sem juros
		
	

	
		",66,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/VENDOCASEMAGAZINE,https://produto.mercadolivre.com.br/MLB-1253935039-capa-case-anti-shock-celular-apple-iphone-8-plus-capinha-_JM,NA,NA,NA,NA,NA,#1253935039,Apple,iPhone 8 Plus,H REBOS,ANTI IMPACTO,Transparente,Silicone
