search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Potencia de salida (RMS),Peso,Tipos de filtros del parlante,Conectores de entrada,Altura
1195, Sony Srs-xb01 Mini Altavoz Bluetooth Porttil 4.2 Subwoofer ,28.626,NA,"
			
				Nuevo
			
			
		",(200 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 2.386
			
		
		 sin interés
		
	

	
		","
				$ 2.386
			",NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/SUNMUSICCL,https://articulo.mercadolibre.cl/MLC-487166757-sony-srs-xb01-mini-altavoz-bluetooth-porttil-42-subwoofer-_JM,NA,NA,NA,NA,NA,#487166757,Sony,NA,NA,NA,NA,NA,NA
1196," Parlante Bluetooth Tech-live Modelo Bt5, Color Blue ",34.813,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 5.802
			
		
		 sin interés
		
	

	
		","
				$ 5.802
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AZTEKAVENTAS,https://articulo.mercadolibre.cl/MLC-461266822-parlante-bluetooth-tech-live-modelo-bt5-color-blue-_JM,NA,NA,NA,NA,NA,#461266822,TECH-LIVE,NA,NA,NA,NA,NA,NA
1197, Parlante Idol 2 Bluetooth (metallic Black) ,22.733,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 3.789
			
		
		 sin interés
		
	

	
		","
				$ 3.789
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AZTEKAVENTAS,https://articulo.mercadolibre.cl/MLC-461267041-parlante-idol-2-bluetooth-metallic-black-_JM,NA,NA,NA,NA,NA,#461267041,XOOPAR,NA,NA,NA,NA,NA,NA
1198, Sistema Parlante Bluetooth Pioneer Xwsx50 ,279.990,299.990,NA,(1 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 23.332
			
		
		 sin interés
		
	

	
		","
				$ 23.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MUSICWORLDCHILE?brandId=183,https://articulo.mercadolibre.cl/MLC-489690288-sistema-parlante-bluetooth-pioneer-xwsx50-_JM,NA,NA,NA,NA,NA,#489690288,Pioneer,NA,NA,NA,NA,NA,NA
1199, Parlante Caja Activa 200w Bluetooth (envio Gratis) Pro Bass ,88.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(71 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 7.416
			
		
		 sin interés
		
	

	
		","
				$ 7.416
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EMMETT+LIMITADA,https://articulo.mercadolibre.cl/MLC-461110056-parlante-caja-activa-200w-bluetooth-envio-gratis-pro-bass-_JM,NA,NA,NA,NA,NA,#461110056,Pro Bass,NA,NA,NA,NA,NA,NA
1200, Yamaha Yas-203 Sound Bar Con Bluetooth Y Subwoofer Inalámbri ,912.990,1.239.990,"
			
				Nuevo
			
			
		",(3 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 76.082
			
		
		 sin interés
		
	

	
		","
				$ 76.082
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-456046967-yamaha-yas-203-sound-bar-con-bluetooth-y-subwoofer-inalambri-_JM,NA,NA,NA,NA,NA,#456046967,Yamaha,NA,NA,NA,NA,NA,NA
1201, Parlante Portátil Bluetooth Philips Bt3900p 4w ,50.000,NA,"
			
				Nuevo
			
			
				
					 - 
				
				4
				vendidos
			
		",(69 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 8.333
			
		
		 sin interés
		
	

	
		","
				$ 8.333
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PROVIDENCIA+HOGAR,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=m40fJEbZYWqClDpZMaPa9GVw3yFA2D2OzJsv%2FzYMhDe%2BIUL1xTYzlPkbbI4lczWggjoTTr6NucgxNbYxgi3XaVARxGyP39OEIh%2FiqXVs%2BcZcmgWZMMtS32arzP5KfpUVVnT%2Bx5c9MnbUuyrpxdSH6pZY3tx6teR3cvgZ6g6w3UTb%2F8H2UjBtS%2F5KnPU6pIPwiRnjLr5zTiDc0J7aWRHrK7ngWFhOj2%2FTqV6xrHKPih%2BSMDMNkvPpO8aPvEHvKQsqCy13ditta%2FNbdk1gOL8N2oXOeaLOSNmbqxQUW5WGPV0QIUSKJmfwmBoGWAxwYYCnQ2H1Dp7JNWcDxCYIPgEDnYWa8caC6ol7ysciwjscsRsJORiN1Fv26Jj8eBqCaGVbuQ1u6F%2F%2BgDGMXJvFuj9ai4FXuzzrg%2Bejr6F%2FPUDGo%2FG0Xwz8pHtaC17iNgQBlktIymI%2B5k5H0P9%2BpZ971K%2FUVjmII9f63xJRbN%2B8Z6W3gF%2B%2BH%2BZFgEI0ll2TeoLWXLi6HFtA%2BQ3Hu27qfJ6FiQdELcpGNHV6ByD6YtgGbB5n%2ByIbd%2FKgitvrLkDXL%2Fka%2BJlDJd7XX2Awpuaf7xhKgKFkt2qcm%2BQcAxfPkl2O40Yeu6cS8n39g0eAOST2KgPEoKpoItlH0%2F%2F1ypDeQnI%2BlJ3cs2LitHNGekomk%2BJeNS7MeDTj4fW3ea9DcTlKZ0Wy5VWtzTNg28ydU1OcA%2Br%2FngPuB0IjO2TZ1GvZRzmsikCjhketOkGjcQrkoFbCOfFOJhykOsiwGhrvJyg2Uj11Rl%2FF3rX%2FLJM45Nrxr7%2FLka87MMAqelc1z2xSqWqEvnsO5RVEWOFds1bdhDCMasR1BCCBts1S5oDee2JJBYtkepUufHF5BAibkh8sABdRbzUUEpz3jyW9OxqhIefUg6oYdsw%2Fn0V648kzCypo84PipHGNg1wdpyf2t2MGdVBfHnRJseUZW9QiqHz8yUzgqkqz1P60QzmrbV7FoviolZ%2Fn%2BIJhR3GZOXLMbKP%2BAvliEpmvpVGAU%2BhkGBOAYIwy0n0W1wS2lNo4heQShoiQF84qoZnuN%2FthXGvoCtX304EDe8BHS8QV4G0G%2B1FzinEaXt3d3lbVRl9siiFZ%2B%2Fd9eRDgaRuqIWFyAB8HqbDzeDWGqzMmYH8e0o3gxhptBErjbsXInlSApga3hARJwT1a2CcSdPRnTpCFyXmaeLlBfqJafJd%2B2eP7o0lCeOoINqCLoUm5UpSosrF8zfKC%2BtEh5tHwO7eKOlmGKnjV7zqV6qQM9jss2g0%2FONpwUlZjXgbSiPzOPcKmsjnxc2jpChEY%2B7iDgeoPxZDsc2M22iSF0A4lzWRdm%2BaG36yAx%2B%2FwvbVOxG2SPl6vilEiUP0grF9jS9O2IEbwWEMg4Z51JAA20%2B%2BUSKSktKLyyvhym34j4PQOlA%2FAHZWM4k6bIEggguTQrGOKY%2FajHbpYUgRZHE301xGkIbGlHXDTuWFgp8Bel7AqfGAE7DrMT8QDCYXhdftYtZrnf1mGViKbrCB%2F9gO6%2FQ6C1L4JfDrONHiuhCjtzn68YnZSTiwdzqU1oO6pVJbxG41%2Fb8C1k%2BoQAVi3Hq8Mfw2tTUIpXle%2BtCH2Ebh8,NA,NA,NA,NA,NA,#467345508,Philips,NA,NA,NA,NA,NA,NA
1202, Parlante Portatil Jbl Boombox Bluetooth Verde - Techbox ,409.990,NA,"
			
				Nuevo
			
			
		",(5 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 68.332
			
		
		 sin interés
		
	

	
		","
				$ 68.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECHBOX_CHILE,https://articulo.mercadolibre.cl/MLC-488048575-parlante-portatil-jbl-boombox-bluetooth-verde-techbox-_JM,NA,NA,NA,NA,NA,#488048575,JBL,Parlante Portatil Jbl Boombox Bluetooth Verde - Techbox,NA,1 kg,Activo,NA,15 cm
1203, Parlante Bluetooth / Nfc Tech-live Modelo F2 Silver ,42.363,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 7.060
			
		
		 sin interés
		
	

	
		","
				$ 7.060
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AZTEKAVENTAS,https://articulo.mercadolibre.cl/MLC-461266734-parlante-bluetooth-nfc-tech-live-modelo-f2-silver-_JM,NA,NA,NA,NA,NA,#461266734,TECH-LIVE,NA,NA,NA,NA,NA,NA
1204," Parlante Bluetooth Tech-live Modelo Bt5, Color Rojo ",34.813,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 5.802
			
		
		 sin interés
		
	

	
		","
				$ 5.802
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AZTEKAVENTAS,https://articulo.mercadolibre.cl/MLC-461266760-parlante-bluetooth-tech-live-modelo-bt5-color-rojo-_JM,NA,NA,NA,NA,NA,#461266760,TECH-LIVE,NA,NA,NA,NA,NA,NA
1205," Parlante Bluetooth Tech-live Modelo Bt5, Color Gris ",34.813,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 5.802
			
		
		 sin interés
		
	

	
		","
				$ 5.802
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AZTEKAVENTAS,https://articulo.mercadolibre.cl/MLC-461266777-parlante-bluetooth-tech-live-modelo-bt5-color-gris-_JM,NA,NA,NA,NA,NA,#461266777,TECH-LIVE,NA,NA,NA,NA,NA,NA
1206, House Of Marley Em-ja012-sb Sistema De Audio Portátil... ,146.990,NA,"
			
				Nuevo
			
			
		",(9999 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 24.498
			
		
		 sin interés
		
	

	
		","
				$ 24.498
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-444581408-house-of-marley-em-ja012-sb-sistema-de-audio-portatil-_JM,NA,NA,NA,NA,NA,#444581408,House of Marley,EM-JA012-SB,NA,NA,NA,NA,NA
1207, Parlante Monitor Piso Activo 500w + Funda (envio Gratis) Jbl ,444.990,NA,"
			
				Nuevo
			
			
		",(4 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 37.082
			
		
		 sin interés
		
	

	
		","
				$ 37.082
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EMMETT+LIMITADA,https://articulo.mercadolibre.cl/MLC-478446772-parlante-monitor-piso-activo-500w-funda-envio-gratis-jbl-_JM,NA,NA,NA,NA,NA,#478446772,JBL,NA,NA,NA,NA,NA,NA
1208," Parlante Bluetooth Tech-live Modelo S8bt, Color Silver ",42.363,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 7.060
			
		
		 sin interés
		
	

	
		","
				$ 7.060
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AZTEKAVENTAS,https://articulo.mercadolibre.cl/MLC-461266668-parlante-bluetooth-tech-live-modelo-s8bt-color-silver-_JM,NA,NA,NA,NA,NA,#461266668,TECH-LIVE,NA,26 W,NA,NA,NA,NA
1209, Jbl Flip 4 Rojo Parlante Portátil Bluetooth Inalámbrico ,69.990,79.990,NA,(3 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 11.665
			
		
		 sin interés
		
	

	
		","
				$ 11.665
			",NA,Envío gratis a todo el país,NA,NA,5.0,2,https://perfil.mercadolibre.cl/MOBILEHUT?brandId=166,https://articulo.mercadolibre.cl/MLC-469199287-jbl-flip-4-rojo-parlante-portatil-bluetooth-inalambrico-_JM,NA,NA,NA,NA,NA,#469199287,JBL,Flip 4,NA,515 g,NA,NA,NA
1210, Parlante Bluetooth / Nfc Tech-live Modelo F2 Negro ,42.363,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 7.060
			
		
		 sin interés
		
	

	
		","
				$ 7.060
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AZTEKAVENTAS,https://articulo.mercadolibre.cl/MLC-461266725-parlante-bluetooth-nfc-tech-live-modelo-f2-negro-_JM,NA,NA,NA,NA,NA,#461266725,NA,NA,NA,NA,NA,NA,NA
1211, Bud Light Bluetooth Can Speaker- Wireless Audio Sound Stereo ,33.762,NA,"
			
				Nuevo
			
			
		",(99 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 5.627
			
		
		 sin interés
		
	

	
		","
				$ 5.627
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GESATLTDA,https://articulo.mercadolibre.cl/MLC-467988835-bud-light-bluetooth-can-speaker-wireless-audio-sound-stereo-_JM,NA,NA,NA,NA,NA,#467988835,NA,NA,NA,NA,NA,NA,NA
1212, Sony Srs-xb10 Mini Altavoz Inalmbrico Bluetooth 4.2 ,49.637,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(199 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 4.136
			
		
		 sin interés
		
	

	
		","
				$ 4.136
			",NA,NA,NA,NA,0.0,1,https://perfil.mercadolibre.cl/CASATECNICACL,https://articulo.mercadolibre.cl/MLC-481347645-sony-srs-xb10-mini-altavoz-inalmbrico-bluetooth-42-_JM,NA,NA,NA,NA,NA,#481347645,Sony,SRS-XB10,NA,NA,Activo,NA,NA
1213, Microlab Parlante Bluetooth Zukabass Negro ,19.990,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 3.332
			
		
		 sin interés
		
	

	
		","
				$ 3.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/AZTEKAVENTAS,https://articulo.mercadolibre.cl/MLC-474901401-microlab-parlante-bluetooth-zukabass-negro-_JM,NA,NA,NA,NA,NA,#474901401,Microlab,NA,NA,900 g,NA,NA,NA
1214, Xiaomi Original Barra De Xiaomi 33 Pulgada Tv Cable Y Sin Hi ,55.218,NA,"
			
				Nuevo
			
			
				
					 - 
				
				1
				vendido
			
		",(9 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 4.602
			
		
		 sin interés
		
	

	
		","
				$ 4.602
			",NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ELECTRONICSSHOPCL,https://articulo.mercadolibre.cl/MLC-492547340-xiaomi-original-barra-de-xiaomi-33-pulgada-tv-cable-y-sin-hi-_JM,NA,NA,NA,NA,NA,#492547340,Xiaomi,NA,NA,4.24 lb,NA,NA,NA
1215, Parlante Karaoke Microlab Funky Disco 3000w + Micrófono ,49.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				3
				vendidos
			
		",(10 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 4.166
			
		
		 sin interés
		
	

	
		","
				$ 4.166
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EMETRONICSLIMITADA,https://articulo.mercadolibre.cl/MLC-471417993-parlante-karaoke-microlab-funky-disco-3000w-microfono-_JM,NA,NA,NA,NA,NA,#471417993,Microlab,Funky Disco,3000 W,NA,NA,"USB, Lector SD, Auxiliar",NA
1216, Altavoz Bluetooth Inalámbrico Ue Boom - Negro ,204.143,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 17.012
			
		
		 sin interés
		
	

	
		","
				$ 17.012
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-480161992-altavoz-bluetooth-inalambrico-ue-boom-negro-_JM,NA,NA,NA,NA,NA,#480161992,Logitech,NA,NA,NA,NA,NA,NA
1217, Parlante Bluetooth Jbl Xtreme 40w 15 Horas + Envío Gratis ,199.990,NA,"
			
				Nuevo
			
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 33.332
			
		
		 sin interés
		
	

	
		","
				$ 33.332
			",NA,Envío gratis a todo el país,NA,NA,5.0,5,https://perfil.mercadolibre.cl/CHARLYS_SHOP,https://articulo.mercadolibre.cl/MLC-496546623-parlante-bluetooth-jbl-xtreme-40w-15-horas-envio-gratis-_JM,4,0,0,0,0,#496546623,JBL,Xtreme,40 W,NA,Pasivo,NA,NA
1218, Parlante Mojo Asistente Por Voz Zolo By Anker ,39.999,NA,"
			
				Nuevo
			
			
		",(2 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 3.333
			
		
		 sin interés
		
	

	
		","
				$ 3.333
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/LUISDEMEND7,https://articulo.mercadolibre.cl/MLC-456333704-parlante-mojo-asistente-por-voz-zolo-by-anker-_JM,NA,NA,NA,NA,NA,#456333704,Anker,Mojo,NA,312 g,NA,Entrada para Micrófono,93 mm
1219, Macetero Parlante Bluetooth Musical / Hb Importaciones ,7.990,15.280,"
			
				Nuevo
			
			
				
					 - 
				
				6
				vendidos
			
		",(450 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.332
			
		
		 sin interés
		
	

	
		","
				$ 1.332
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HBIMPORTACIONES+LTDA,https://articulo.mercadolibre.cl/MLC-450872508-macetero-parlante-bluetooth-musical-hb-importaciones-_JM,NA,NA,NA,NA,NA,#450872508,NA,NA,NA,NA,NA,NA,NA
1220, Parlante Profesional - Jbl Eon 612 - 101db ,359.990,409.990,"
			
				Nuevo
			
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 59.998
			
		
		 sin interés
		
	

	
		","
				$ 59.998
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/101DB+CHILE,https://articulo.mercadolibre.cl/MLC-457393264-parlante-profesional-jbl-eon-612-101db-_JM,NA,NA,NA,NA,NA,#457393264,JBL,EON612,NA,NA,NA,NA,NA
1221," House Of Marley, Altavoz Bluetooth Chant Sport, Diseñado Par ",112.739,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 9.395
			
		
		 sin interés
		
	

	
		","
				$ 9.395
			",NA,Entrega a acordar con el vendedor,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-480852956-house-of-marley-altavoz-bluetooth-chant-sport-disenado-par-_JM,NA,NA,NA,NA,NA,#480852956,House of Marley,NA,NA,NA,NA,NA,NA
1222, Parlante Soundbar 40w Bluetooth - Impowick ,65.990,90.406,"
			
				Nuevo
			
			
		",(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 10.998
			
		
		 sin interés
		
	

	
		","
				$ 10.998
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOWICK.SHOP,https://articulo.mercadolibre.cl/MLC-463382852-parlante-soundbar-40w-bluetooth-impowick-_JM,NA,NA,NA,NA,NA,#463382852,Genérica,NA,NA,NA,NA,NA,NA
1223, Parlante Jbl Boombox Bluetooth 60w Ipx7 Verde ,399.990,NA,NA,(2 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 66.665
			
		
		 sin interés
		
	

	
		","
				$ 66.665
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/ADMINISTRADORA+ADP?brandId=209,https://articulo.mercadolibre.cl/MLC-499479400-parlante-jbl-boombox-bluetooth-60w-ipx7-verde-_JM,NA,NA,NA,NA,NA,#499479400,JBL,Boombox,60 W,0.965 kg,Activo,NA,NA
1224, Parlante Portatil Bluetooth Philco ,4.990,NA,"
			
				Nuevo
			
			
		",(100 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 832
			
		
		 sin interés
		
	

	
		","
				$ 832
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOCENTERCURICOSPA,https://articulo.mercadolibre.cl/MLC-475791479-parlante-portatil-bluetooth-philco-_JM,NA,NA,NA,NA,NA,#475791479,Philco,NA,NA,NA,NA,Auxiliar,NA
1225, Microfono Con Parlante Bluetooth Karaoke Inalambrico ,7.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				33
				vendidos
			
		",(492 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.332
			
		
		 sin interés
		
	

	
		","
				$ 1.332
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/CUPOCLICKCHILE,https://articulo.mercadolibre.cl/MLC-446615645-microfono-con-parlante-bluetooth-karaoke-inalambrico-_JM,NA,NA,NA,NA,NA,#446615645,NA,NA,NA,NA,NA,NA,NA
1226, Parlante Portátil Bazooka Bluetooth Master G Negro ,6.990,9.990,"
			
			
				
				1
				vendido
			
		",(12 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 1.165
			
		
		 sin interés
		
	

	
		","
				$ 1.165
			",NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GASEI+S.A.?brandId=278,https://articulo.mercadolibre.cl/MLC-472370815-parlante-portatil-bazooka-bluetooth-master-g-negro-_JM,NA,NA,NA,NA,NA,#472370815,Master-G,Parlante Portátil Bazooka Bluetooth Master G Negro,5 W,0.8 kg,Activo,"Auxiliar, USB",22.9 cm
1227, Parlante Master-g Mgultrapro 1 Karaoke Bluetooth /3gmarket ,139.990,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 23.332
			
		
		 sin interés
		
	

	
		","
				$ 23.332
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/GARCIASKARLETH,https://articulo.mercadolibre.cl/MLC-468771494-parlante-master-g-mgultrapro-1-karaoke-bluetooth-3gmarket-_JM,NA,NA,NA,NA,NA,#468771494,Master-G,NA,NA,NA,NA,Auxiliar,NA
1228," Aomais Go Mini Portable Bluetooth Speakers, 25w Hi-quality ",99.332,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		12 cuotas de
		
			
				$ 8.278
			
		
		 sin interés
		
	

	
		","
				$ 8.278
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/DUGU+STORE,https://articulo.mercadolibre.cl/MLC-474842248-aomais-go-mini-portable-bluetooth-speakers-25w-hi-quality-_JM,NA,NA,NA,NA,NA,#474842248,Bose,NA,NA,NA,NA,NA,NA
1229, Marshall Parlante Stockwell Portátil Bluetooth Negro 12ctas ,179.990,279.990,"
			
				Nuevo
			
			
		",(900 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 14.999
			
		
		 sin interés
		
	

	
		","
				$ 14.999
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/PHONESTORE-RETAILCHILE,https://articulo.mercadolibre.cl/MLC-454089490-marshall-parlante-stockwell-portatil-bluetooth-negro-12ctas-_JM,NA,NA,NA,NA,NA,#454089490,NA,NA,NA,NA,NA,NA,NA
1230, Parlante Jbl Flip 4 Bluetooth - Prophone ,84.990,NA,"
			
				Nuevo
			
			
				
					 - 
				
				23
				vendidos
			
		",(925 disponibles),"
	
		
			
		
		6 cuotas de
		
			
				$ 14.165
			
		
		 sin interés
		
	

	
		","
				$ 14.165
			",NA,Envío gratis a todo el país,NA,NA,4.7,57,https://perfil.mercadolibre.cl/PROPHONELTDA,https://articulo.mercadolibre.cl/MLC-450581771-parlante-jbl-flip-4-bluetooth-prophone-_JM,45,9,2,1,0,#450581771,JBL,Flip 3,16 W,NA,Activo,NA,NA
1231, Barra De Sonido Bluetooth Portátil Multifunción Con Subwoo ,16.522,NA,"
			
				Nuevo
			
			
		",(2 disponibles),"
	
		
			
		
		12 cuotas de
		
			
				$ 1.377
			
		
		 sin interés
		
	

	
		","
				$ 1.377
			",NA,NA,NA,NA,NA,NA,https://perfil.mercadolibre.cl/HOMEGARDENTOYSCL,https://articulo.mercadolibre.cl/MLC-472439153-barra-de-sonido-bluetooth-portatil-multifuncion-con-subwoo-_JM,NA,NA,NA,NA,NA,#472439153,NA,NA,NA,NA,NA,NA,NA
1232, Parlante Portatil Anti Golpe Bluetooth Karaoke / Ekipofertas ,24.990,NA,"
			
				Nuevo
			
			
		","
		
			¡Único disponible!
		
	","
	
		
			
		
		6 cuotas de
		
			
				$ 4.165
			
		
		 sin interés
		
	

	
		","
				$ 4.165
			",NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EKIPOFERTAS,https://articulo.mercadolibre.cl/MLC-449715226-parlante-portatil-anti-golpe-bluetooth-karaoke-ekipofertas-_JM,NA,NA,NA,NA,NA,#449715226,NA,NA,NA,NA,NA,NA,NA
