search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Modelo,Formato,Línea,Modelo alfanumérico
112, Auricular Bluetooth Samsung Original Galaxy Buds S10 Plus S9 S8 Garantia Oficial ,12999,NA,21,43,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,56,https://perfil.mercadolibre.com.ar/PUNTO_+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-781234119-auricular-bluetooth-samsung-original-galaxy-buds-s10-plus-s9-s8-garantia-oficial-_JM,43,11,1,0,1,#781234119,Samsung,Buds,In-ear,Galaxy Buds 2019,SM-R170
113, Auriculares Bluetooth Inalambricos Celular Deportivos Earpods Ios Android ,748,NA,77,349,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,2,1,https://perfil.mercadolibre.com.ar/GROUPMHS,https://articulo.mercadolibre.com.ar/MLA-774430358-auriculares-bluetooth-inalambricos-celular-deportivos-earpods-ios-android-_JM,0,0,0,1,0,#774430358,TWS,I7s,In-ear,Earpod,NA
114, Tablet Celular Samsung Tab A6 7 4g Lte T285 + Auriculares ,13200,NA,323,177,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,19,https://perfil.mercadolibre.com.ar/EXPERTO+COMPUTACION,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=cT%2BH6FDueGWAPv65qAXInkBiuYWG5gY4a6xMGLjcDClg0MVeqow3ZXSikKtoXhROU4VD20%2FUwZt5UHFMA0OQqlYpMood%2BjNPS6pVJ7H4HZh5W5JyM%2Basg3GHPlejlHatRwy%2BjBZ3bcL1665QY5X75DCXONXaU%2Be4FF5CuAxsg3UXz87ppEtc5B6nwcuT9Zlggf73yfoWfn5rFq9ww0GyKUd93LG9bZ%2FVxWyYuN%2BIlyQGtHqs96Fn5wdtkkxJGI0CHlqWj7aVqKGP58E6r9cLh8WbknLECxxzqzEtzEPcRaE0TZ64gqxFccguNYXEnhNSCk0qbP9FeLfkYxjU1KHuvruksoOwlZcUj2qPaFpkCA2KVNpbk9ait3aAXtugLRyuFegkhCkJXGsDcqt6DYZ7yGq5eTXS8P4PC0It3PJRTCBdeid0a9VP2EbMjTbw4kPKVAW4HmP4d0YtPq7HRnMyDoPmSUW5Ng6iWC7z9AHpdWMFJzznT6LtBXeNxTY1WO%2FfJzVFKU57bQ9mnUbMd2lKz6N5XbrZKYYd8wvg7ACB3liXHcApbfzOgxPsrw23ewqBDmMUnmMV2RZFew3Pp1xZQ9oP1XE8Y1ooFT0fnjPvdeihYxgNuK2sm87P8pDXFNJ2AUkbUbF2z29Wq12F573H38ZhDi2L19xDK96D0FRqvLOtyhhZ8Yjt68mHd3ae4TGcAQ2yXIhl%2FKcVmGHJbRM6zwjtaZJEQ30VFcyutvCfVnQtJRji5k8GTOSXqukwOoft4dcdh%2FN5MX1A7xrdsFaaqVlBVQ47VxIcxs3d0X1GqiRY%2F4hUuAxPwLUq2%2FoQbwfjyRT0EelJtIUnUR2tVRekZdYBdBRvyY8QM6v3Ejxvj%2FnLkoauUFBpfOpjrA2HAeEXIZTb8P26PanqOhuZgmFRbv%2B4tYZkLOVG8hb143uZ2jOsbi5hU0iV3Q0308GQq0afRbOPFoUacVBXcb0L%2FND%2BfWumwU4Vef3YSEvwFw0u0mM6XdIWcA4AAq5nDT8wE5%2Bhm74ssRR%2FJcEQD%2BJSfIHX4QG0yZF4Cv30S%2BdNy5X9bnwz0t5wYG8eaP3F3ZQmogjQJ7n2ERnBxpuQi3o1CiDrrjs0q%2FfPIf75UxcsBUqdil5acL5nRF%2B0QqCckhedev8sQ98ALWZUgYXfmLMsPsO75ukuXY8Kctv%2FkCvxV570PJ0j16Qz7paasZBEHG2Oh5hNx6w4BhfyK9PdB2SvWCvyfA%2BEWT03%2BhDIEIYqYQxJ7O0Cdd4dtWLVEBUXWZMx3D%2BwyuM8n90KJcehB1tFef%2F68B%2FucEbcMYr3gRI6DjmmsHBq0yaK6L%2BjNIi%2BvAtvH%2BMlXRF%2Fdwvn3sthUwrfPVDHrHGbF1hYjN7AUTkpCUjF0wI04yhdg5asFM2TzTLVufJrLzJeB2MFtjkGUWvePJ580xF1XBbWs%2FkgY6xmVqvwDEz1rxkp%2FgIFk095Ze2dI%2BaJKOC1p%2FlC0ksR5MdI5iTCHgBCQQDMYlxnCwxJwtKJyX%2B1euNujlZ7%2FhBx4KAXGYRoWRzsuzBrwpQQmEurjklUGvTDxMyglWXdpkTZzpj4egCMYz304crI5w0vNnzm%2FyFAI73cHabZk3zF0AqH77fWboMyBkKUOedZ6QA7GRFBtGh%2BJcciCSLIbgPRyyAUvwxLhqQj03AohsveJrts,14,5,0,0,0,#650499069,Samsung,SAMSUNG TAB A,NA,Galaxy Tab A,NA
115, Auriculares Bluetooth Tws Deportivos Inalambricos Manos Libres In Ear ,1290,NA,91,8,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,2,https://perfil.mercadolibre.com.ar/TECNO-DELTA,https://articulo.mercadolibre.com.ar/MLA-740530252-auriculares-bluetooth-tws-deportivos-inalambricos-manos-libres-in-ear-_JM,0,2,0,0,0,#740530252,Genérico,i7S TWS,In-ear,NA,NA
116, Auriculares Samsung Galaxy Buds ,11999,NA,48,40,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,56,https://perfil.mercadolibre.com.ar/BAIRESIT,https://articulo.mercadolibre.com.ar/MLA-781731127-auriculares-samsung-galaxy-buds-_JM,43,11,1,0,1,#781731127,Samsung,Galaxy Buds,In-ear,Galaxy Buds,SM-R170
117, Auricular AirPods 2 Da Generacion Original iPhone 7 8 X Plus ,17899,NA,22,17,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,168,https://perfil.mercadolibre.com.ar/QUIEROESO+YA,https://articulo.mercadolibre.com.ar/MLA-748969148-auricular-airpods-2-da-generacion-original-iphone-7-8-x-plus-_JM,93,38,19,9,9,#748969148,Apple,AirPods,In-ear,Wireless,MMEF2
118, Mini Auricular Inalambrico Bluetooth Deportivo X 1 ,409,NA,98,999,6 cuotas sin interés,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,1,https://perfil.mercadolibre.com.ar/INOTECH+SA,https://articulo.mercadolibre.com.ar/MLA-755898401-mini-auricular-inalambrico-bluetooth-deportivo-x-1-_JM,0,1,0,0,0,#755898401,Genérico,AST-376,In-ear,NA,NA
119, Auricular Inalambrico Bluetooth Daewoo Di-469bt Pintumm ,1209,NA,118,5,18 cuotas sin interés,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.3,4,https://perfil.mercadolibre.com.ar/TIMAROSRL?brandId=245,https://articulo.mercadolibre.com.ar/MLA-800596066-auricular-inalambrico-bluetooth-daewoo-di-469bt-pintumm-_JM,2,0,0,1,1,#800596066,Daewoo,DI-469BTVI,Over-ear,Auriculares,DI-469BTVI
120, Auriculares Bluetooth +5.0 Inalambricos I7s Pro In Ear ,812,855,1952,30,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.1,94,https://perfil.mercadolibre.com.ar/TOPTEK_,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=IvEAtj238Jy9hY5ptnr3B%2FBtsmdH%2FgQFl1C1CmLr1stjhH6VKTYrTSxarCvEWWvY%2BiXiEpwpdDlwXrLNSL4l7KyloFFw1VpCySpfeFpobwFAm8pt7A3J84Cd4h5DC%2F6EAemld3wzsEaDEKwg0FOlPGr8Ri4u2xzrogKXrRItdCXK7xcSiuUp0xW%2B0VGBbv%2FFOLZn3KJyHOEwOLDV8E0uuYfV4xFxD5LJbfGn0DuRZhuxA6nadizGz5FAQHvdjoaT5lzCR5ZSyAy%2BygBNCaMPJyiJRY81jgyszls2TlzTdrZ16JoQ81y7u4qTJto4ezkzENZt9HJEcYWEjmO3MEX0%2FNnCvDJfidftjXQcALDFOk8VTXvY%2Bfjn%2BLUDFO1XL5o2u1FPPPPhPGUpVB2fFkjthpgaCuDpBmcNFwvpTInbKDY1zXLKlQr1dChXetwvoZby658R1Ws6aisdZ6dtuS5oFlX7fsKjQ5EzE7yZuiFge37f9MNiPfvnqcVDu2awBBfER1Wey6%2BQrHOYKyBjqwZHzgOgHDwBdz0AgxAjK2by8NPvI1E5yl0jWaQTMqnpsSNQtXvRADXiNMlSCYTdyLw6dc21VNr6nHWX5BYoqROP5EyiC0S0cXhEqKkQf%2BcegwsV2SHlBMf1GZv3zGsbd3Lr%2BAiMkpX7kG0em7qkerz%2Bkge4NVlzpNYjsonsI7ZzcDFT0AUPBUypxrywXbNcLCz7Ql2PqSDNDg3LTyEF14qic%2BgIhKVqima%2Fr97020wTdOfZEh7OQO9RNQXSl1e0uxW2EukDcBo%2F3w6V68N7N64HBubB4zE6asYcIDbHZp325Ta6FS1Gtg%2FainefhQeLK7MdeWEYyLTYOujM1%2BKaJeyd0sftu7Qx7VGy8no2j%2FF6qlHUa%2BNLbSgH4OiHonoRzLc33KGD53ufShJYuB8E4KHKxhaOCV1tK%2B1G6Aw2iIw%2F48R6%2Fjn3xq%2BnaksIYbMwaOJzsBbRXk56Wn8UU3um5Xpz122Z2Dlm4xW%2FpuB%2BJfh6NyxHvAoHZ7%2FDPPRWk%2Fjg6TrOAnIr2fjNCWh%2FU7gblNCcMNBM8SRUgybwwuHhhPBCz3RfRWD73eJ07p35yTjODfaHFccQ%2FF%2FrT5X1EceDcP3Km0qHjLS%2BBdqpi8sZrHIO%2BfIQoHQ6O4C8C2GWz9vnMPMH8P%2B%2F2tBBLXUK2ZqXeoY9btNvxeCfazcz4QFRMQqmTDfJphPrTtpPz1211sskea6f5v3pT8h2WjrNYlvAF6pw5s67jI77SBe4ttR%2FpNJifnkLhjMn%2F7PyHYGkvRuiqxjVPjBKyatHsqFibnud5w3U0iZoC9CO6KJeTqqWh9Slix7sHlkD5wyU%2Fq9IijibhjYIjCpZGFkRX2DtU2KkngUuTHKPK1Onqrz%2BSMihIX7xcAuG9ddQVQljcjjapMLIt0OIJeMlpfF7kyj9vXR9flhHr0ErIXlMQSlkOYmbuLP2TbqrAaPV0KqosrUyn%2FMwQNz7EDQk93tV1rk3JvMYjcJl3PeBkiSq5MTHEhY%2FCODLSkPv9SMfmTyXA4KoFIGk86U3OIqsEWu49bTGU8rPbBnUO0KDLwKSJiJzVIFrrtz8Z%2FxkNHdiS3mNjPMPHQIizgUSPn%2FIHUQHLGwI9suHlsKsmxtxyWrDNR8k63nbkk38ck0lxuiTmxnegKjYuA%3D%3D,52,22,6,5,9,#726718392,TWS,I7s,In-ear,inear,3213213211
121, Auriculares Bluetooth Qcy T1 Inalambricos Micrófono Carga ,2499,NA,66,7,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,6,https://perfil.mercadolibre.com.ar/PREMIUM_SHOP,https://articulo.mercadolibre.com.ar/MLA-785517700-auriculares-bluetooth-qcy-t1-inalambricos-microfono-carga-_JM,5,1,0,0,0,#785517700,QCY,t1 Tws BT,In-ear,T1,QCY t1 Tws BT
122, Auricular Deportivo Bluetooth Samsung iPhone Sony Xiaomi Redmi Lg Nuevo Modelo ,399,NA,45,967,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/PANDASHOP_ARG,https://articulo.mercadolibre.com.ar/MLA-763940364-auricular-deportivo-bluetooth-samsung-iphone-sony-xiaomi-redmi-lg-nuevo-modelo-_JM,NA,NA,NA,NA,NA,#763940364,Pandashop,Pods Bluetooth,In-ear,Bluetooth Pods,NA
123, Auricular Casco Moto Mh01 Bluetooth Manos Libres Mh01 ,1559,NA,38,2,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,2,https://perfil.mercadolibre.com.ar/GOUFITARGENTINA,https://articulo.mercadolibre.com.ar/MLA-683062130-auricular-casco-moto-mh01-bluetooth-manos-libres-mh01-_JM,0,2,0,0,0,#683062130,MH01,MH-01,Headset,Auricular Casco,NA
124, Auriculares Bluetooth Deportivo Soundpeats Magnetic New Q36 ,3390,NA,142,11,6 cuotas sin interés,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,20,https://perfil.mercadolibre.com.ar/AURICULARESCOM,https://articulo.mercadolibre.com.ar/MLA-674461168-auriculares-bluetooth-deportivo-soundpeats-magnetic-new-q36-_JM,16,4,0,0,0,#674461168,SoundPEATS,Magnetic,In-ear,Deportiva,Q36/BLK
125, Auriculares Bluetooth + Brazalete Earbuds iPhone Samsung Lg ,838,NA,273,34,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.3,12,https://perfil.mercadolibre.com.ar/QUIEROESO+YA,https://articulo.mercadolibre.com.ar/MLA-710446833-auriculares-bluetooth-brazalete-earbuds-iphone-samsung-lg-_JM,4,3,1,1,3,#710446833,Quiero eso ya,Quiero eso ya,Ear-Buds,Sport,NA
126, Auriculares Bluetooth 5.0 Tws I12 Táctiles iPhone Android ,1990,NA,230,40,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,12,https://perfil.mercadolibre.com.ar/TIENDA+SILOE,https://click1.mercadolibre.com.ar/mclics/clicks/external/MLA/count?a=ziDFe4UbxJXQ0eeG3nnKVoI7ISARVPmMCXT2UQBmZ5QWbr106atsgb451vu8%2FRRYW%2BwPhpcZKSSLSC6wJjTUEHJJOKdEPdUvmA57TFOBvUB6unH4RORfTHJgdmhME4qGUkK87SZM7RBz0FhdgqbHuO0KTMZYZw8pojoWZeZ0EDtwCTPzQ0c1owDr%2BPWwd9HNCJ%2Bmcvna1jl8dgtVH9QKfrH%2BlINZrUWiOokYrqDHcoqu3S98FMqFqLlxqYHhjcqVpSG%2B89Ep2pca7tsphrYBQGArHwQGEownsBuD1egTv3kfs9JwNP0YEADhMPZVgOEhkW3oTJjCVxBP9ozs26XoxxQz0FAveHHH4E4iAlg3%2BSSpMcLyPq6qtqQNl%2F%2FRYMMzym7jfAIcTVqh0ftQJlAzKNGS3uLJwB5fetMipus7UPTTWiGWV5ITONy4XXCBj8jsQwjU2HAJxh%2BWmdp7Yu93tQrsIACAuUm%2BFvv4NOUJ4wDa9WSWgkMJOlb0XnerWGbJCinDNY4g%2BFzHJNz4DI%2F2RO%2B0UMkU0D6cFWRZVLx8%2BgxZKby0e5AcQs01qORXXC0jTDPmbWPHZESVEG%2BPHyVqVJu%2BDdT3Ucg3voiut5j7huuJbGX0OFDCr1pURnT0bD0R3FSjb0SjwJF09nBkUxtmXXKcMvTt7XAjV9Op9hHsortmCUFg0bJKK%2FxG3TeAjpgM%2FyY4v7imazA3ACJoW9ATzb5oxV5myUuUcWHM2GIDIhQTbXd2ld%2Bo28kOgHrvp4SSi%2BoEDGKrljiVtgbw7Uvo6BuoYmwCFGWc29wXOl9SmgU%2FikEUpml2Jbzu9lKxgV3WvP34TyUex0on4mQqHEfflOYqLVhYyn1V6TE49dlnKb1bYvMqzQliZVwTXXc8x0wNrqTTGwbp2ggqtYsZi3XL%2Fdvbwb8TFpIiZJUlXBdkM5UqF31qpbESSIMv8vzg3vdG9zbiEENkz0XnliVIrDPkRQplDuMBw8t8izOV0dCRAhi9BXgb8KB1XqBEmQJ4j80EUXrg%2FzkWtVNhPclZELRoaZ%2BYqfRCmxDNPj%2Bmv2BzaH3uluXiSfoFhVRaw2JiijDwhuzfTU9l6JlIZOT9qYgJsYBLiqPSN%2BFsI9MmshB5Uf2XWo5Cb1uKeUKNQhBjwG3725rblJM20uc8PJKgSU1NVFqtDYyJl2yp9Gtj3M%2FMSG4Wj6JgKHC9co1lFsWUl5%2F1%2Bg6Bxl%2Fcmbb%2FFMqwJYtROTuzbeUOhFYqf0PeOVf3Z6w%2Fff%2BRjCqWAcPBg8SihOMleVT8Qsfc29gV3eR%2FPhun4V1%2BbJDR7Q3bTU6IVCjp2yIQySfdmO3qgdVF4crJ%2F%2F35NKDic5wczUfby8BV9Nwh9AUTTQ3jxbEC%2FNKcqdQI7ueAfw%2BiWQbRzIf1j0%2F1yHAMQ9tc%2FsYhAgRnC8XHhFmKE0qjYAwhqWAAY4V9QIeKGL%2FRn18WE2x6aVrprJ0aeTsQ1YLJZqGvf%2Bzl1FtBqkkzl3PVPIXaSprGFFol7F%2BFbljGBkA9vxXaAzsjxYgdbCW5n0xlSogFOygUIXt1QWlzxG3mtQAk6lWra%2FVYlrq94DYCZQ1WUYSy7A1doXbtEaJuu40ht4Gce7gLfVqCSSPi5bBVGTqW3NlyDD1CVh0H7pkCv1AVOTANSlSygGmpDXAJ8ilpwamUkmfpNqCjE60%3D,10,1,0,1,0,#794869179,TWS,I12,In-ear,Earphone,I12
127, Auriculares Bluetooth Inalambrico I7s Android Videcom ,875,NA,139,1,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,2,https://perfil.mercadolibre.com.ar/VIDECOM2007,https://articulo.mercadolibre.com.ar/MLA-754565556-auriculares-bluetooth-inalambrico-i7s-android-videcom-_JM,1,1,0,0,0,#754565556,Genérico,WJ-I7S,In-ear,bluetooth,i7s
128, Auriculares Bluetooth Deportivos Noga Bt326 Running Bt Full ,425,NA,48,21,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,34,https://perfil.mercadolibre.com.ar/DALECL%C3%8DCK,https://articulo.mercadolibre.com.ar/MLA-782266058-auriculares-bluetooth-deportivos-noga-bt326-running-bt-full-_JM,19,7,4,3,1,#782266058,Noganet,NG-BT326,In-ear,Sport Fit,NG-BT326
129, Auriculares Sony Ps4 Gold Wireless Headset 7.1 Ultimo Modelo ,7999,8999,77,24,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.8,310,https://perfil.mercadolibre.com.ar/PHI-DIGITAL,https://articulo.mercadolibre.com.ar/MLA-781094013-auriculares-sony-ps4-gold-wireless-headset-71-ultimo-modelo-_JM,258,41,5,3,3,#781094013,Sony,CECHYA-0080,Headset 7.1 Wireless,PlayStation,NA
130, Auricular Inalambrico I7 Tws AirPods Android iPhone ,749,NA,56,21,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/ELECTRONICTHINGSOK,https://articulo.mercadolibre.com.ar/MLA-806690392-auricular-inalambrico-i7-tws-airpods-android-iphone-_JM,NA,NA,NA,NA,NA,#806690392,TWS,I7,In-ear,TWS,I7
131, Instto Insun X Auriculares Inalambricos C/estuche Cargador ,2999,NA,199,260,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.5,79,https://perfil.mercadolibre.com.ar/PHOTOSTORE,https://articulo.mercadolibre.com.ar/MLA-719486128-instto-insun-x-auriculares-inalambricos-cestuche-cargador-_JM,48,23,6,2,0,#719486128,Instto,InSun X,In-ear,Insun,Insun X
132, Auricular Bluetooth Inalambrico Deportivo Earbuds In Ear Mic ,418,NA,374,30,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.9,13,https://perfil.mercadolibre.com.ar/QUIEROESO+YA,https://articulo.mercadolibre.com.ar/MLA-705185412-auricular-bluetooth-inalambrico-deportivo-earbuds-in-ear-mic-_JM,6,3,2,1,1,#705185412,Quiero eso ya,QUIERO ESO YA,Ear-Buds,Bluetooth,NA
133, Auriculares Inalambricos Bluetooth 5.0 Akz-w4 Tws ,1499,NA,60,3,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/SYSIMPORTACIONESS,https://articulo.mercadolibre.com.ar/MLA-792496401-auriculares-inalambricos-bluetooth-50-akz-w4-tws-_JM,2,0,0,0,0,#792496401,TWS,AKZ-W4,In-ear,earphone,AKZ-W4
134, Auriculres Manos Libres Con Cierre ,126,NA,426,904,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4,3,https://perfil.mercadolibre.com.ar/OPORTUNIDADES-VIP,https://articulo.mercadolibre.com.ar/MLA-768943800-auriculres-manos-libres-con-cierre-_JM,0,3,0,0,0,#768943800,Genérico,zipper LY-M4,In-ear,Bluetooth,NA
135, Auricular Sony Bluetooth New Wi-c400 Original Negro/ Blanco ,3200,NA,317,9,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,94,https://perfil.mercadolibre.com.ar/AURICULARESCOM,https://articulo.mercadolibre.com.ar/MLA-685741843-auricular-sony-bluetooth-new-wi-c400-original-negro-blanco-_JM,76,13,3,2,0,#685741843,Sony,WI-C400,In-ear,NA,NA
136, Auriculares Inalambricos Xiaomi Redmi Airdots Bluetooth 5.0 ,3799,NA,34,496,6 cuotas sin interés,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,5,2,https://perfil.mercadolibre.com.ar/TIENDASHOPEALOML,https://articulo.mercadolibre.com.ar/MLA-794156952-auriculares-inalambricos-xiaomi-redmi-airdots-bluetooth-50-_JM,2,0,0,0,0,#794156952,Xiaomi,REDMI AirDots,In-ear,REDMI,REDMI AirDots
137, Auriculares Bluetooth Noga Manos Libres Pc Notebook ,899,NA,65,2,6 cuotas sin interés,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,171,https://perfil.mercadolibre.com.ar/TIENDAS+DEPOT?brandId=391,https://articulo.mercadolibre.com.ar/MLA-788635920-auriculares-bluetooth-noga-manos-libres-pc-notebook-_JM,92,52,17,5,5,#788635920,Noganet,NG-BT469,Over-ear,Aris,NG-BT469
138, Auriculares Bluetooth Tws Original Xiaomi Redmi Airdots 2019 ,3199,NA,300,960,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,28,https://perfil.mercadolibre.com.ar/TIENDASHOPEALOML,https://articulo.mercadolibre.com.ar/MLA-693323221-auriculares-bluetooth-tws-original-xiaomi-redmi-airdots-2019-_JM,20,7,1,0,0,#693323221,Xiaomi,REDMI Airdots,In-ear,REDMI,REDMI Airdots
139, Auricular Bluetooth Xiaomi Redmi Airdots Wireless ,1801,NA,44,999,6 cuotas sin interés,NA,NA,NA,NA,NA,4.6,157,https://perfil.mercadolibre.com.ar/MEJORARTUVIDAAR,https://articulo.mercadolibre.com.ar/MLA-808690712-auricular-bluetooth-xiaomi-redmi-airdots-wireless-_JM,114,36,3,2,2,#808690712,Xiaomi,AirDots,In-ear,Mi,NA
140, Auriculares Bluetooth Noga Bt469 Manos Libres Oficial Cuotas ,929,NA,157,14,6 cuotas sin interés,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.3,171,https://perfil.mercadolibre.com.ar/DALECL%C3%8DCK,https://articulo.mercadolibre.com.ar/MLA-788080744-auriculares-bluetooth-noga-bt469-manos-libres-oficial-cuotas-_JM,92,52,17,5,5,#788080744,Noganet,NG-BT469,Over-ear,Aris,NG-BT469
141, Auriculares H Plus Bluedio Original Bluetooth iPhone Samsung ,3570,NA,18,7,12 cuotas,NA,NA,Llega gratis mañana,Devolución gratis,Tenés 30 días desde que lo recibís,4.7,27,https://perfil.mercadolibre.com.ar/TIENDASHOPEALO,https://articulo.mercadolibre.com.ar/MLA-780420249-auriculares-h-plus-bluedio-original-bluetooth-iphone-samsung-_JM,22,3,2,0,0,#780420249,Bluedio,H Plus,Over-ear,Turbine,H Plus
142, Auriculares Bluetooth 5.0 Inalambricos I9s Tws In Ear ,1759,NA,26,66,6 cuotas sin interés,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,2.5,2,https://perfil.mercadolibre.com.ar/SYSIMPORTACIONESS,https://articulo.mercadolibre.com.ar/MLA-788233758-auriculares-bluetooth-50-inalambricos-i9s-tws-in-ear-_JM,0,0,1,1,0,#788233758,TWS,I9s,In-ear,earphone,I9s
143, Auriculares Bluetooth Inalambrico iPhone Android Cuotas Mmk ,1176,NA,84,24,6 cuotas sin interés,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.2,168,https://perfil.mercadolibre.com.ar/MMKIMPORTADORA,https://articulo.mercadolibre.com.ar/MLA-788647179-auriculares-bluetooth-inalambrico-iphone-android-cuotas-mmk-_JM,93,38,19,9,9,#788647179,Apple,EarPods,In-ear,NA,MMEF2
144, Auriculares Bluetooth I7s Tws iPhone Samsung Microcentro ,1300,NA,103,397,12 cuotas,NA,NA,Envío a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,NA,NA,https://perfil.mercadolibre.com.ar/FUXCELL,https://articulo.mercadolibre.com.ar/MLA-778807405-auriculares-bluetooth-i7s-tws-iphone-samsung-microcentro-_JM,NA,NA,NA,NA,NA,#778807405,I7,Bluetooth,In-ear,I7S TWS,I7S TWS
145, Auriculares Bluetooth Inalambricos Manos Libre Tv Noga Bt409 ,799,NA,349,933,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,22,https://perfil.mercadolibre.com.ar/ELECTRO+POINT,https://articulo.mercadolibre.com.ar/MLA-672920071-auriculares-bluetooth-inalambricos-manos-libre-tv-noga-bt409-_JM,15,5,2,0,0,#672920071,Noganet,BT409,Over-ear,Auriculares Inalambricos,bt-409
146, Auriculares Inalambricos AirPods 2 Apple Cargador Wireless ,19990,NA,40,30,12 cuotas,NA,NA,Envío gratis a todo el país,Devolución gratis,Tenés 30 días desde que lo recibís,5,1,https://perfil.mercadolibre.com.ar/FC+GROUP-STORE,https://articulo.mercadolibre.com.ar/MLA-749680755-auriculares-inalambricos-airpods-2-apple-cargador-wireless-_JM,1,0,0,0,0,#749680755,Apple,AirPods 2nd,NA,NA,NA
147, Auriculares Deportivos Bluetooth Noga Bt07 Manos Libres Gtia ,489,NA,61,10,12 cuotas,NA,NA,Llega hoy,Devolución gratis,Tenés 30 días desde que lo recibís,3.3,3,https://perfil.mercadolibre.com.ar/DALECL%C3%8DCK,https://articulo.mercadolibre.com.ar/MLA-775795661-auriculares-deportivos-bluetooth-noga-bt07-manos-libres-gtia-_JM,0,1,2,0,0,#775795661,Noganet,NG-BT07,In-ear,Sport Fit,NG-BT07
148, Auricular Bluetooth Motorola Hk275 Multipunto Music Original ,2199,NA,34,49,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4,9,https://perfil.mercadolibre.com.ar/PUNTO_+DIGITAL,https://articulo.mercadolibre.com.ar/MLA-731580987-auricular-bluetooth-motorola-hk275-multipunto-music-original-_JM,5,1,3,1,0,#731580987,Motorola,HK275,Clip-ear,HK275,HK275
149, Sony Mdr Xb650bt Auriculares Bluetooth Extra Bass Sueltos ,6500,NA,91,1,12 cuotas,NA,NA,Llega gratis hoy,Devolución gratis,Tenés 30 días desde que lo recibís,4.6,86,https://perfil.mercadolibre.com.ar/HARLEM,https://articulo.mercadolibre.com.ar/MLA-745910072-sony-mdr-xb650bt-auriculares-bluetooth-extra-bass-sueltos-_JM,59,21,3,2,1,#745910072,Sony,MDR-XB650BT,Over-ear,EXTRA BASS,NA
