search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca de Celular,Modelo de Celular,Marca da Capa,Modelo da Capa,Tipo de capa,Material
680, Capinha Capa Case iPhone 5s Se 6 6s 7 7 Plus X Anti Impacto ,24,NA,4,3920,4x,6.75,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PRIMEIRA_DA_NET,https://produto.mercadolivre.com.br/MLB-1026285520-capinha-capa-case-iphone-5s-se-6-6s-7-7-plus-x-anti-impacto-_JM?searchVariation=23609976569,NA,NA,NA,NA,NA,#1026285520,Apple,Iphone 5s/se/6/6s/7/Plus/X,Markemtix1,Anti Impacto,NA,Silicone
681, Capinha Silicone Ultra Fina Casca De Ovo Iphone 8 / 8 Plus ,11,NA,NA,65,2x,5.95,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JPMAGAZINE.GYN,https://produto.mercadolivre.com.br/MLB-1189815426-capinha-silicone-ultra-fina-casca-de-ovo-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1189815426,iPhone,8 / 8 Plus,HRebros,Ultra Fina casca de ovo,Braçadeira,Silicone
682, Capa Case Capinha Batman Superman Coringa iPhone 8 Plus ,32,NA,3,291,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-938381656-capa-case-capinha-batman-superman-coringa-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#938381656,Apple,iPhone 8,FS Store,Case,NA,Emborrachada
683, Capinha Corações Rosas Com Nome iPhone 8 Plus ,22,NA,NA,2000,4x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1173369682-capinha-coracoes-rosas-com-nome-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1173369682,Apple,Iphone,Lucases,iPhone 8 Plus,Personalizada,Silicone
684, Capinha Capa Case Game Of Thrones iPhone 8 / 8 Plus ,24,NA,NA,984,4x,6.22,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/TAMIRISLENHARO,https://produto.mercadolivre.com.br/MLB-1237387145-capinha-capa-case-game-of-thrones-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1237387145,Samsung,Mais de 150 Modelos,Tudo Celular,Silicone,Silicone,Silicone
685, Capinha Case iPhone 8 Plus - Verde Água ,37,NA,NA,1000,6x,6.96,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1245032184-capinha-case-iphone-8-plus-verde-agua-_JM,NA,NA,NA,NA,NA,#1245032184,Apple,NA,Cases e Acessorios I.L,NA,NA,Silicone
686, Capa Capinha Case Hora Da Aventura Jake - iPhone 8 Plus ,32,NA,2,268,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-936732700-capa-capinha-case-hora-da-aventura-jake-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#936732700,Apple,iPhone 8,Fanatic Store,iPhone 8,capinha,Emborrachada
687, Capinha Textura Couro Borda Dourada iPhone 6 6s 7 8 E Plus ,67,NA,NA,297,12x,5.66,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FAVA+STORE,https://produto.mercadolivre.com.br/MLB-975776557-capinha-textura-couro-borda-dourada-iphone-6-6s-7-8-e-plus-_JM?searchVariation=21634312557,NA,NA,NA,NA,NA,#975776557,Apple,iPhone,HA,Silicone,Comum,Silicone
688, Capinha/ Case iPhone 7 Plus / iPhone 8 Plus Preta Ou Rose ,55,NA,NA,1,10x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MONIQUE.M.CORREA,https://produto.mercadolivre.com.br/MLB-1226055790-capinha-case-iphone-7-plus-iphone-8-plus-preta-ou-rose-_JM,NA,NA,NA,NA,NA,#1226055790,iPhone,7/8 Plus,NA,Tradicional,NA,NA
689, Capinha Minnie Mickey Mouse - iPhone 8 8 Plus ,33,NA,1,96,6x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEBR8016912,https://produto.mercadolivre.com.br/MLB-1021732210-capinha-minnie-mickey-mouse-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021732210,Apple,Variados,Capinha 2D,Variados,2D,NA
690, Capinha Case iPhone 8 Plus Preta Com Película De Vidro 5d ,42,NA,NA,11998,6x,7.81,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1181897306-capinha-case-iphone-8-plus-preta-com-pelicula-de-vidro-5d-_JM,NA,NA,NA,NA,NA,#1181897306,NA,NA,Cases e Acessorios I.L,NA,NA,NA
691, Capinha Minnie Mouse Disney Mickey - iPhone 8 8 Plus ,33,NA,NA,100,6x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/SALES+PERSONALIZADOS,https://produto.mercadolivre.com.br/MLB-1115132108-capinha-minnie-mouse-disney-mickey-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1115132108,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
692, Capa Capinha Case Tribal Reggae Asteca iPhone 8 Plus ,32,NA,1,190,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-937422778-capa-capinha-case-tribal-reggae-asteca-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#937422778,Apple,iPhone 8 Plus,Fs Store,Case,capinha,Emborrachada
693, Case Capinhas iPhone 8 7 E Plus - Diversas Cores ,44,NA,NA,NA,6x,7.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/FARIASMARIANA,https://produto.mercadolivre.com.br/MLB-969082078-case-capinhas-iphone-8-7-e-plus-diversas-cores-_JM,NA,NA,NA,NA,NA,#969082078,iPhone,IPHONE 7 8 E  X,Genérico,IPHONE 7 8 E X,Emborrachada,Silicone
694, Capa Case Capinha iPhone 8 Plus Anti Impacto Transparente ,26,NA,NA,50,5x,5.91,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ALL_MIX,https://produto.mercadolivre.com.br/MLB-1205260176-capa-case-capinha-iphone-8-plus-anti-impacto-transparente-_JM,NA,NA,NA,NA,NA,#1205260176,Apple,iPhone 8 Plus,ccs store,Anti Impacto,Anti impacto,Silicone
695, Capa Capinha iPhone 7 / 7 Plus Caseology Legion Original ,19,NA,NA,50,3x,6.63,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/TUBAR%C3%83O.DO.LITORAL,https://produto.mercadolivre.com.br/MLB-1230446225-capinha-a-prova-dagua-para-apple-iphone-8-8-plus-iphone-x-_JM,NA,NA,NA,NA,NA,#1230446225,Android e Iphone,"Até 6,5 Polegadas",Tubarão do Litoral,Cordão de Pvescoço,A prova d'água,Plástico PVC
696," Capinha A Prova Dágua Para Apple iPhone 8, 8 Plus, iPhone X ",54,NA,NA,1673,10x,5.50,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JKCAPAS,https://produto.mercadolivre.com.br/MLB-1263231434-capa-capinha-magnetica-premium-iphone-7-8-plus-x-xs-xr-xsmax-_JM?searchVariation=39569616944,NA,NA,NA,NA,NA,#1263231434,Apple,iphone,jk capas,magnetica,capa protetor,metal e vidro
697, Capa Capinha Magnetica Premium iPhone 7 8 Plus X Xs Xr Xsmax ,49,NA,13,66,6x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STORECASE-BR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=fn6qdD68tg6JwV1o9AKJ9OV%2FnD5SG%2FiKAgriDNPXfLv8UN1%2B5E7iM%2F22NkpIC8ktq%2FyjpEXBw%2F%2B8DHG3Md73kR%2BNrfhqYkM6Z%2F94SrqRZmSeaf4zS6w72ofw3YnLHozAxO7OuIxE6iN3wDAs3%2BIpCLPp%2BuqMGa0Vpd%2B3FTIl0GAbwuOjL%2BzMwLJM%2Bm66REX1rJcjXpNYlQtpMe5eSGXsb%2FxgDAmozakfOs0TQQnhNga2A2uOKpsA0hOgEHIwAcNyb9YnlOsimN31sH1ohAWeeiy8LEzFAdWNwuHVT9sJFRnSlr%2Bd9zIbv7YPZEDM8xbRnG2%2Bbo0lph0em%2BhNczGtnQXoTQ%2FhF1FoOjVoe%2BGhTramI0T8Q8dhLG4ynZGscSuaG0XfwrvloTn5wGwLQRcpnonrcat3AZthYtUdRj7owRo9EJosQzqj68Py0YWv9COwdwiSDvLd8ZPT%2BsAq4jzDJLxYLAp0aKd2yGsDTLR4rWryPDBne0Uk%2FGCBjC2gswEaSiQsL3VfhWhgw%2B58%2B5qDDqn5J3nTrcH0NB0KOC%2BRO2wVPMAMCCyUMMKNckSfaBwx%2FAlgi0jM2CXphPkIdVR%2F0PYajtiuJUbMX2w5TuKMcjqVDJz00et9C1Rt%2BCGv4yGkTOopBZKFMQxl12WyFx5c3zfKLuOilKJu8zTI20U7N9pvkS25SuekZe9aqyGxSqZVLqVqljcEe8MGhWHO3Y%2FBreuqhBYJpcaMqX3nqhUTXdClmqjEjiin7AWH2sI9itTlZobJHAMQ9866I2pAk4y5TEUDYYt87wzkYjl2JKhpQrSBQx5D3DhSYSllsG0etX4i1Oe6zPueivSvNzWySwa2JOuuRPgEZ%2BvgklRG2pGLkDKXvoWOh%2BHLmHRdW3CprdZmehl%2BbX%2F6hiIyy63lLXwKp5oA8ewcZb8%2BEugXO8mtS15vgOESC6ldSOUNhuv8TPQqQJJd3TtugLJK31dG%2By5c6qpDzgrw4cM0FrwcC4Qt7g0NSSvFpoWFt%2FEcNS7728TPuZWJ5FQUGlYGxee7wrfq4LmD%2BQL%2F%2FBrlnX8wHq357rArFf1MKTIkQoB170pCqAnErQ7lz4oPEdCbgeoxBhux5Hc05GJzgclOtaE0eFhBZOu3oGRpZwftppPJ1jyKd%2FSYKLlji4BLNAftJ00zlEZqdJmchd0OQaNQHFPM9GZDPn5ArPd8B2f3RK15tNZdSAlPmyPLze3d8H7UO9Y3eGXqqlPQwBQTC355PqvTJZ9MxcBR%2FvKjdvU%2FRkaarpXA5me4WD2Vo7MDnDS6K1E2TvI%2BDcVbrdBmDjvw3wLjfpBy%2FjkpkAWNzdwJt8%2Bh%2F9MdKbavGGh1DiOeYPi7QrF1aCU7agVYrj%2BO1j0Rwcu1pLkja2TUU8%2Fuhtx%2BqPZn5qPMA4Jh%2Fesa41TS8733OCv9DTnF9PL15JCVRllagKR9G5%2BqOCwBLFa87aloFgt7ViQoV8G3iqPzlQuVoRctxv8A3I0ew88gQTkeDeeF1rkoRkJOSTy1D3Rh,NA,NA,NA,NA,NA,#1085186592,Apple,iPhone 8 / 8 Plus / 7 / 7 Plus,caseology,Legion,protetora,TPU/Policarbonato
698, Capa Capinha Case Femininas Flamingo iPhone 8 / 8 Plus ,27,NA,NA,88,5x,5.50,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1119328223-capa-capinha-case-femininas-flamingo-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1119328223,Outros,Mais de 150 MODELOS,Tudo Celular,Silicone Flexível,Silicone,Silicone
699, Capinha Case iPhone 8 Plus - Vermelha ,37,NA,NA,1000,6x,6.33,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1245025557-capinha-case-iphone-8-plus-vermelha-_JM,NA,NA,NA,NA,NA,#1245025557,Apple,NA,Cases e Acessorios I.L,NA,NA,Silicone
700, Capinha Case iPhone 8 Plus - Preta ,37,NA,NA,12000,6x,6.33,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/OLIST?brandId=866,https://produto.mercadolivre.com.br/MLB-1245025560-capinha-case-iphone-8-plus-preta-_JM,NA,NA,NA,NA,NA,#1245025560,Apple,NA,Cases e Acessorios I.L,NA,NA,Silicone
701, Capa Capinha iPhone 8 Plus / 7 Plus Caseology Vault Case ,32,NA,NA,289,6x,5.99,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/ABC+CASES,https://produto.mercadolivre.com.br/MLB-937427273-capa-case-capinha-pokemon-go-pokebola-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#937427273,Apple,iPhone 8 Plus,Fanatic Store,iPhone 8 Plus,capinha,Emborrachada
702, Capa Case Capinha Pokemon Go Pokebola - iPhone 8 Plus ,35,NA,NA,100,6x,5.96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021242195-capinha-harry-potter-mapa-do-maroto-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021242195,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
703, Capinha Harry Potter Mapa Do Maroto - iPhone 8 8 Plus ,49,NA,3,79,6x,8.33,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STORECASE-BR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=yAs9liyNysnnh2UqCmj1yuMm45FwBaeXTjPKvWrbiyS2yorBoeC%2B1CvW24fIIyaIITBYGC7cpPjzR%2FATJkRB6XhWZKqYvEy7upezpP5A236gelduSTG%2BrlLDA8w35D484gxsKig0WvdyHGou4Q4J3%2FtfzLQPQ%2FaeVwOTA6Ojs0gOz9%2BgD9M1xZm1s26ukbDS7vCnWghlyxj6bS3vjT8HGjfjh9nYpRrZrjW0HHX7Sa54CoNd3vyRaHkJrx1dTtCjWbKmGgHVzvCxXbV%2BaaNZODOUEPPe1r8QFP%2FFxg9WNq44Ba8EhgNAqmGLUyJjYVCsUDd83GZGm%2BOgaFVK1zLX9AsXEz9wtld837NAzl93U6n6UzVePB4TSpfNu3WG3Tri7Yiei%2FqPROJlFtWa2%2Bql0NjrLwUVJLnrOVRFf6NxUjQjBK4hZ5SWnLgJHMTIcuGjC4eZo2o5MRZINYlI2SZiTdB3nuPQGIoJUPDijYgCZJtyCv4S4OHPrtftGOxBzkgk284C3M%2B%2F%2B%2FOSp6nlNRnqc49trVWzwwvFbRQ0SNvDKFOqowyoglfnMVx%2FWpFlH3pC6vV8pTAlaiZdT8JZ0nskDnhxU6%2FTV%2BVQkoOEuULCVA0KK980Y16S%2B7C19aaX0YbFUtxa5fd9t2N6rI6FDsnHpHzpsVaI1%2BFu1F5EjyhYjYjAQoJQvsoa8lkvyjf71ogkMACxsxsf41BpfKGfgN3ZrBV67x9XgvXPKt4OUShXfv02ylth4PUqY9noGmdfxN4uzNXJAVE%2FRG8ySC%2FDB7%2B6HUaHTNrPZ5ruqc5fhhPH1apRtjI3QItRibKBQJ5vt%2Bb91j2vkeaO%2BGNTObv%2F2U20V0OvASHMofyf0ol%2FaH2Z1peNt7Lhxu6X%2BMSe6fgu7kKX5squuQ1m5dCMhA%2Fxy65LZR2mOJWTgN7u19FiicQZ39HNNmOqVhR3VO9ny4cG%2Fmm36mANy%2BDFDwtCHhgq2cE87pvvOtUgP4xkFevaPgEY7vsTmTxECDnMrxwtpaSmg%2FS7z27EYr6aggXLXmeqHK%2Fn%2BR6hbOemfYAiHZxUyqHTQAhHcdA5YR0Km0zlm4Lf1lC%2Bnnhv3pnIM9tTkeEAybqJwoN6OGlQahPK3nY%2Bx%2FFKysBwbJALyr1zpPcKVhB7ndFqo2hxwUCso60q1z93WfoxZ%2FCybXfx5xCAkoCmXU6gfMTiwkvXEScrOHJSilivU70pDmpVYCjsA4HS6WBN3HWOT39wQTNG46Dp%2BWDCe0cRr5CxfbgE4m%2FKQDgPP%2Bpis4pHuLxoFsEsUrpD6uhf00uX6eCzznm1jRrz1frhYtaPOygFqEKmvrQ7GBbC%2FVuadu5YRaSwb9P4vPOqfX9uCMqfuOrzsqZZ8%2FA0vG2wYGdvv9coj1IMJDcupBW37rjqt%2FHqnPClTHwyaJrctsUTxqM4MkbueU7xm8T2fOHd8xqH5k4qsh9coyk5Ef%2Bx8L70%2FEksemmpTwcwv%2BJQsZVQyoCaPsZtQ%2FwIE1UAV1R6VHeAzLKu61Q%3D,NA,NA,NA,NA,NA,#942285220,Apple,Iphone 8 Plus / 7 Plus,Caseology,Vault,protetora,TPU/Policarbonato
704, Capinha Capitão América Para iPhone 8 Plus ,43,NA,NA,1010,6x,7.32,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1096858811-capinha-capito-america-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1096858811,Apple,Iphone,Lucases,iPhone 8 Plus,Personalizada,Silicone
705, Capinha Minnie Mouse Disney Mickey - iPhone 8 8 Plus ,33,NA,NA,100,6x,6.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEBR8016912,https://produto.mercadolivre.com.br/MLB-1115238187-capinha-minnie-mouse-disney-mickey-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1115238187,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
706, Capinha Flamingo Com Nome iPhone 8 Plus ,22,NA,NA,2000,4x,5.72,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/NOVALOJALUCASES,https://produto.mercadolivre.com.br/MLB-1173363237-capinha-flamingo-com-nome-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1173363237,Apple,Iphone,Lucases,iPhone 8 Plus,Personalizada,Silicone
707, Capa Capinha iPhone 7 / 8 4.7 Caseology Vault ,13,NA,NA,385,2x,6.81,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/MALU+CASES,https://produto.mercadolivre.com.br/MLB-1236051040-case-capinha-anti-impacto-apple-iphone-todos-modelos-brinde-_JM?searchVariation=37597633950,NA,NA,NA,NA,NA,#1236051040,Apple,iPhone,CAPINHA,ANTI CHOQUE,Capinha Anti Impacto,TPU/Policarbonato
708, Case Capinha Anti Impacto Apple iPhone Todos Modelos +brinde ,27,NA,NA,88,5x,5.50,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/CAROLL41,https://produto.mercadolivre.com.br/MLB-1091928386-capa-capinha-case-profissao-iphone-8-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#1091928386,NA,NA,NA,NA,NA,NA
709, Capa Capinha Case Profissao iPhone 8 / iPhone 8 Plus ,49,NA,3,20,6x,9.25,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/STORECASE-BR,https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=RS4tmBUreAumFOGkm%2FmY7XRvA8f4FcwWtF5QuEb2plBtE2OT391ySIle%2FU18PLxxTsfqxW8m4hrQcNk2KpfB78ZATTsvwmrM6NfEuTG%2Fs%2BMYGsNHoF1HNWz6KzCSIL49ZH0mHtBQgqgK7sv7ly0g%2F5%2B3x4gqn1g25G2KwmQEdeObMnjoT1GKjVbFBYP6knonAQ%2FPlZgzovXi9%2Fi8owNW0D144k%2BbfywvXnZY7oBamehcF44cHp6qAyq3YKrqwA9pBARaC7uxhv%2BO7RanobkKQNYCVWpUvysVefA7YIQnUWf6QLfeBh3qLBeBUkhA5A2IjUva00pWZEoCFN2NoymTY5uNtjjRcYFO8nYxR3RNNfYHGeGzjk5H2r7KHq1ZllDBjAjGoPy375rK5iZBf0IZggMHtJzykHAXWY7e%2BqTGjErfwhpyWhJ%2Fk9a%2F5YdEhAWQv84kxlc6R12TC%2FgQQl6xzHxtTHOx3ILR4yXq7ngUSBzjR%2F85feqUw6ghFjSAscumctD5OVdS14eofsh6wkZX0HiUkYTc5rjX58zbLH8VYwAfnWjObC6%2FiTVKFysVeVelID0rnCGjW2FWOFpR369n%2FwFcyWep4EMB49zXrlK26x5qCQ%2F%2FUWoQuvSe2tvfISFQ2o17HPPPEQLRZ4A6qNHpa45W0WWaozt8P0wOACGPP4Y5J2QKrywkwDiDXH4VubKMj1dta2EEsWQMUFQMVoAnhetOiR5lA3yU31IvwB0YvKB4%2Flpikw4tTF%2B1HkVX9Mze9oLD%2Fgkgor0NtIPJNDc5AyWI6OTdmF499l7rlvzhMra8dCNbNuQ6%2F3IgHRj9Rlym2K%2FSrdJvSxIHOtOBVCCw%2FVovLp%2ByxfeiQJz89mf14Zol%2BR1Fl2kZs0dZJ2HZEohbqRXz69TAOkl17qq%2FOGDcu5T3cVVj8h9XEU4BvwLQ6EqEsXvC0X427WnW152%2B0gTJpwNlxpI6S%2FSYB7EG2W91rNcpw0E69vK32142MScoRWwcEOZDdWORqi%2FvIf3Gbq6vVkzCNIDgDzqIOOymB81GLPj26tXP18oHFtxhlnw8bqUG%2BVrjDXUzrkNGC%2Bsme39YmWteN52NrTdGSCpA5%2B9Yktbd10sh3l4Erkaa2ECqFESvs5JQfAgRvxn7pXlGuUZtf1uCgXmlJukW0NhtNYBgpBarXbOWbnenyhD4LM3bRoywxXPcyu3WELS8kLPi0hzC%2F13CKXVB1ekOb8KCDh9Kl56bNIO%2BHKQlG4WjcB0uPLQrvRVslo0Fv5KWQ%2BQlG9dU%2Bmqxo3W7uQyrZ54xBwmqQayYgazkvQcP6ipynlfW%2BTwZzzS8vNSPomx93juHvVlMg3oGEAXcEjpZ2nJbjtQDc8ViFCFEhTdy0mL2hkCSpBq6cGt165GExXmFso6xM%2BHIVUSTAureLyL93xbptqkzEhOhgkWEuydGhEYklDAdZrheUDAyxlP8Gmh%2Ff7zS8nN3w9PKYCYCmPlHvP131YnLlcwoT%2FD6y%2FQ%3D,NA,NA,NA,NA,NA,#942282397,Apple,Iphone 8 / 8 Plus / 7 / 7 Plus,Caseology,Vault,protetora,TPU/Policarbonato
710, Capinha Serie Stranger Things Dustin - iPhone 8 8 Plus ,35,NA,NA,100,6x,5.96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021399210-capinha-serie-stranger-things-dustin-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021399210,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
711, Capinha Anti Queda Silicone iPhone X Xs Xr Max 5 6 7 8 Plus ,14,NA,NA,496,2x,7.86,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/CASTOLDIC,https://produto.mercadolivre.com.br/MLB-1193773864-capinha-anti-queda-silicone-iphone-x-xs-xr-max-5-6-7-8-plus-_JM?searchVariation=34020916875,NA,NA,NA,NA,NA,#1193773864,Apple,Iphone,Marketmix1,Silicone,Anti impacto,Silicone
712, Capinha Capa Anti Impacto iPhone 5 Se 6 7 8 Plus X 10 Xs Xr ,24,NA,NA,500,4x,6.73,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/2M.SHOP,https://produto.mercadolivre.com.br/MLB-1200566678-capinha-capa-anti-impacto-iphone-5-se-6-7-8-plus-x-10-xs-xr-_JM?searchVariation=34479933369,NA,NA,NA,NA,NA,#1200566678,Apple,iPhone,CAPINHA,ANTI CHOQUE,Capinha Anti Impacto,TPU/Policarbonato
713, Capa Capinha Silicone Ultra Slim Fosca iPhone 7 Plus 8 Plus ,29,NA,NA,3,5x,6.00,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/PEREGRINUS_OFICIAL,https://produto.mercadolivre.com.br/MLB-1269687637-capa-capinha-silicone-ultra-slim-fosca-iphone-7-plus-8-plus-_JM,NA,NA,NA,NA,NA,#1269687637,Apple,"iPhone 8 Plus / 7 Plus 5.5""",Primeiros Danet®,Ultra Fina Fosca,Tpu fosca,Silicone
714, Capinha Iphone 8 Plus Couro Cartão Capa Importada Pronta Ent ,120,NA,NA,1,12x,10.08,NA,Frete grátis,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/ANDRO200392,https://produto.mercadolivre.com.br/MLB-997635978-capinha-iphone-8-plus-couro-carto-capa-importada-pronta-ent-_JM,NA,NA,NA,NA,NA,#997635978,Apple,iphone,Outros,Plus,Carteira,Silicone
715, Capinha Heróis Marvel Capitão América - iPhone 8 8 Plus ,35,NA,NA,100,6x,5.96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1020150369-capinha-herois-marvel-capito-america-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1020150369,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
716, Capinha Serie Pretty Little Liars Pll - iPhone 8 8 Plus ,35,NA,NA,100,6x,5.96,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JEJO5699786,https://produto.mercadolivre.com.br/MLB-1021402285-capinha-serie-pretty-little-liars-pll-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1021402285,Apple,Variados,Capinha 2D Sublimação,Case,2D,TPU/Policarbonato
717, Capa Case Capinha Frente Verso360 iPhone 8 Plus 7 Plus ,22,NA,1,NA,4x,5.75,NA,Envio para todo o país,NA,NA,NA,NA,https://perfil.mercadolivre.com.br/SOGI5291161,https://produto.mercadolivre.com.br/MLB-1070828427-capa-case-capinha-frente-verso360-iphone-8-plus-7-plus-_JM,NA,NA,NA,NA,NA,#1070828427,Apple,Iphone 8 PLUS,Iphone 8,Iphone 8 PLUS,360º,NA
718, Kit Capinha Ultra Fina + Película Gel iPhone 8 / 8 Plus ,16,NA,NA,85,3x,5.63,NA,Envio para todo o país,Devolução grátis,Você tem 30 dias a partir do recebimento,NA,NA,https://perfil.mercadolivre.com.br/JPMAGAZINE.GYN,https://produto.mercadolivre.com.br/MLB-1187228532-kit-capinha-ultra-fina-pelicula-gel-iphone-8-8-plus-_JM,NA,NA,NA,NA,NA,#1187228532,iPhone,8 / 8 Plus,HRebros,Antichoque,Braçadeira,Silicone
