search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca del celular,Marca,Tipo de funda
286, iPhone 7 8 Plus Funda Resistente Con Tarjeta Multiusos 26... ,36,NA,0,999,6,6.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469263341-iphone-7-8-plus-funda-resistente-con-tarjeta-multiusos-26-_JM,NA,NA,NA,NA,NA,#469263341,Apple,Olixar,Carcasa
287," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda De Marmol ",23.99,NA,0,9999,6,3.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458732823-funda-iphone-7-plus-funda-iphone-8-plus-funda-de-marmol-_JM,NA,NA,NA,NA,NA,#458732823,Apple,NA,Bumper
288," Funda Con Tapa Abatible Para iPhone 8 Plus, Funda Con... ",36.99,NA,0,9999,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469877857-funda-con-tapa-abatible-para-iphone-8-plus-funda-con-_JM,NA,NA,NA,NA,NA,#469877857,Apple,NA,Carcasa
289," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Phezen Lujo... ",33.99,NA,0,9999,6,5.665,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469888127-funda-iphone-8-plus-funda-iphone-7-plus-phezen-lujo-_JM,NA,NA,NA,NA,NA,#469888127,Apple,NA,Carcasa
290," Funda iPhone 8 Plus Glitter, Funda iPhone 7 Plus Para... ",20.99,NA,0,9999,6,3.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-468037658-funda-iphone-8-plus-glitter-funda-iphone-7-plus-para-_JM,NA,NA,NA,NA,NA,#468037658,NA,NA,NA
291, Apple Funda De Cuero Para iPhone 8 Plus / 7 Plus -... ,59.99,NA,0,9999,6,9.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469863800-apple-funda-de-cuero-para-iphone-8-plus-7-plus--_JM,NA,NA,NA,NA,NA,#469863800,Apple,Apple,Carcasa
292," iPhone Xs Max, Xr, 8 Plus, 7 Plus, 6s Plus, 6 Plus Funda... ",37.99,NA,0,9999,6,6.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469866732-iphone-xs-max-xr-8-plus-7-plus-6s-plus-6-plus-funda-_JM,NA,NA,NA,NA,NA,#469866732,Apple,NA,Carcasa
293," Funda Funda Cinturón Para iPhone 8 Plus, Miadore Funda... ",22.99,NA,0,9999,6,3.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469868789-funda-funda-cinturon-para-iphone-8-plus-miadore-funda-_JM,NA,NA,NA,NA,NA,#469868789,Apple,NA,Carcasa
294," Funda iPhone 7 Plus, Funda iPhone 8, Mujeres Niñas... ",31.99,NA,0,9999,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469877377-funda-iphone-7-plus-funda-iphone-8-mujeres-ninas-_JM,NA,NA,NA,NA,NA,#469877377,Apple,NA,Carcasa
295, Casesophy Super Mario Funda Para iPhone 7 Plus 7 8 8 Plus... ,25,NA,0,999,6,4.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465564396-casesophy-super-mario-funda-para-iphone-7-plus-7-8-8-plus-_JM,NA,NA,NA,NA,NA,#465564396,Apple,CASESOPHY,Carcasa
296, iPhone 7 Plus Funda De Piel Para Niñas iPhone 8 Plus Fund... ,30,NA,0,999,6,5.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469268312-iphone-7-plus-funda-de-piel-para-ninas-iphone-8-plus-fund-_JM,NA,NA,NA,NA,NA,#469268312,Apple,Jesiya,Carcasa
297, Fansteck Funda A Prueba De Agua Para iPhone 8 Plus iPhone... ,31,NA,0,999,6,5.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469274071-fansteck-funda-a-prueba-de-agua-para-iphone-8-plus-iphone-_JM,NA,NA,NA,NA,NA,#469274071,Apple,Fansteck,NA
298, Funda Rhinoshield Para iPhone 8 iPhone 7 No Plus | Playpr... ,41,NA,0,999,6,6.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469272887-funda-rhinoshield-para-iphone-8-iphone-7-no-plus-playpr-_JM,NA,NA,NA,NA,NA,#469272887,NA,Apple,NA
299," Jaholan Funda iPhone 7 Plus, Funda iPhone 8 Plus... ",34.99,NA,0,9999,6,5.832,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469866556-jaholan-funda-iphone-7-plus-funda-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#469866556,Apple,NA,Carcasa
300, Carcasa 360° iPhone 8 Plus 7 Plus + Lámina Negro 3 En 1 ,9.995,NA,35,4,6,1.666,NA,Envío gratis a todo el país,NA,NA,5,1,https://perfil.mercadolibre.cl/ALPHATECHILE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=6N%2Ftdwu7nDTmjpBf8tipdPpk4RnuvGr1b9NrJu32XtI2yLBlSfTSni9vM3IzMbPreSM6GBDZNYGvzgHqn3aMWHCsCwBzPgEPaV7stKIDoHSq%2F7VAWII9k33KelaEYiOSw%2FaUG74QLsAkdo%2FQiZn17ZLhEW44xpzPElxrPmCkp344rLWdh3DqTCyGm07JAjtXNbf4zVhz9moPZjI%2BgZ7ogdVA46HeBdomI1hzK6yr7W20qY7JAxS%2BTUJW4%2Fht0feBItZGWat6OLxenk1D0wyOr8538jyn%2F757INF5JEcYhjheoZWCOrv9Z30S2CT%2BSOViyyoRRiU36%2BookRxFfoccKlHcEab5oGszSJUDbnv0Wf%2FRnnpGwOOPH4kr7jqkqrIc35mw0rk9DXb7YhVeKUmEHoog768Eup4%2FaVkIDyUJ7R1uwn1wieaxAVDGbI0gsqyz2PJLNRjnrksV%2FVFaRekKKZwCsqJ%2B9a2suRobLPEByqgVcKl5w4ZZBgmooro6wDwFvQCnVSQaSjEOmckgzw%2FtsuNkkVPBhzxTlrbazwPui10E92arA6Nq2FBJu0BIDvue9%2FJ2d%2BVVduhgcn9vBs3c8Er4137hIpG2n%2B%2BCD%2FQBINkiKcYI6BntbVdYwyLSkpPOD4Az1%2FET2gE9ZWrhbQOr9aeIG6kHZG0u6utZz1lVeDr1kIt2qbTnni%2FbTqMQvIqI1z%2BtOnLWcbaYVZXVkZHHq%2FBWK65KydY%2B76b49cms85mYwkXkNhJ0AjGIJxEcYdz9jz114HhwZE14X1lY%2Fs3276hwTwoNdjVc4PT1rsll4bau2ip9wM3QN%2BefSANvCau%2FRbuxT43q%2BqhRc%2BaF9gta9H%2BCHkIqCw%2FLhyDH8CVcUrlhKJtb56M7i0OEbsIm5e7hfXK3GsplhFHx%2FmjcSsRutQfxSZJDR4VOhgWkR2MC7%2FLlxFVDJtKz7JAQbtsgUTeh07HmTxoAqywfitGePrAFMGkly3FqrnCSizI%2FA%2B5UdQY67wUyRxtuCUL4AaHtm4LYd4TU0rtms1pKTZ4QXvIQkawBTy%2BedBdVL2exh%2B0HO6302Ll90LpItQF4rSBbjZaKHQsZNbgVdGqaPzUVHscLHFce5KuczTwozsXFZ4ShkzK8HEeQOaLE2aarjuXI35A8D7heWi84x6b3OtvZt1XZSaDsSw4Lm6qRtTTUHzXJgSv1ynBr%2FxtOKIk8ExoxUfv9i6feuHvEZy7kJ4draoIjemkCBlxQ4IJdYjoCDkwi3ml%2FS%2BhnOjdTH%2FSmpshK3NVBVVyIXpuTAg0hxddZTuNg2IRryNI6B69zRNSig2SkAJxzQExmCZf4GAEVnZj1xEBD8dN9ljqCZa60opwdgIyfs6YXl3m6MvSM04xQSuX1m%2B5gjFxzXlkPstj6ogys2r6U%2B16xAPvel9fPlkNmiySM%2F0q1UrAlZTXouOJbAyuVNE1o1BXEWWzehBA5qfvfqPTxFu2aRLnNnEDoz8jVhwla%2Ftr5Ma7j6vHvViBV4COgWoZh9mwV%2B0UsNHTOIE3zg3ojHoAotHb5K6kgXdeLPwVISsvDX0m4wwH%2B6%2FfVjU45I%2B71iRZecGYwUcNZ1EynJWmTUQPYRl4z5DVf1g%3D%3D,1,0,0,0,0,#452824745,Apple,NA,Carcasa
301," Funda Jordan 23 Para iPhone 7 Plus Y 8 Plus, Cubierta... ",36.99,NA,0,9999,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469882357-funda-jordan-23-para-iphone-7-plus-y-8-plus-cubierta-_JM,NA,NA,NA,NA,NA,#469882357,Apple,NA,Carcasa
302," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Rombo Multicolor P ",27.445,NA,0,100,6,4.574,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-475305559-funda-iphone-7-plus-funda-iphone-8-plus-rombo-multicolor-p-_JM,NA,NA,NA,NA,NA,#475305559,Apple,NA,Carcasa
303, iPhone X 10 8 7 6 6s Plus Funda De Cuero Pu Multi Titular... ,32,NA,0,999,6,5.333,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469263129-iphone-x-10-8-7-6-6s-plus-funda-de-cuero-pu-multi-titular-_JM,NA,NA,NA,NA,NA,#469263129,Apple,KiSSCASE,Carcasa
304, Honeyake Funda Para iPhone 7 Plus 8 Plus Brillo Bling Dia... ,29,NA,0,999,6,4.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469268617-honeyake-funda-para-iphone-7-plus-8-plus-brillo-bling-dia-_JM,NA,NA,NA,NA,NA,#469268617,Apple,HoneyAKE,Carcasa
305, For iPhone Xs Xr Xs Max 8 7 6s 6 Plus X Funda Con Tapa De... ,26.99,NA,0,3,6,4.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY+SELECTION,https://articulo.mercadolibre.cl/MLC-475694727-for-iphone-xs-xr-xs-max-8-7-6s-6-plus-x-funda-con-tapa-de-_JM,NA,NA,NA,NA,NA,#475694727,Apple,NA,Flip Cover
306, Original Apple iPhone 8 Plus Funda De Cuero... ((product).) ,108.99,NA,0,5,6,18.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/EBAY+SELECTION,https://articulo.mercadolibre.cl/MLC-475732697-original-apple-iphone-8-plus-funda-de-cuero-product-_JM,NA,NA,NA,NA,NA,#475732697,Apple,Apple,Carcasa
307, Funda Funda iPhone 7 Plus / iPhone 8 Plus Buho Store ,26.5,NA,0,NA,12,2.208,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/BUHOSTORE.COM,https://articulo.mercadolibre.cl/MLC-464917843-funda-funda-iphone-7-plus-iphone-8-plus-buho-store-_JM,NA,NA,NA,NA,NA,#464917843,Apple,NA,Carcasa
308," iPhone 6/6s/7/8 Plus Soporte Para Bicicleta, Funda Deportiva ",84.99,NA,0,3,12,7.082,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/UP-SHOP,https://articulo.mercadolibre.cl/MLC-472731248-iphone-66s78-plus-soporte-para-bicicleta-funda-deportiva-_JM,NA,NA,NA,NA,NA,#472731248,NA,NA,NA
309," Funda Para iPhone 8 Plus De Torras, Funda iPhone 7 Plus, Fun ",32.29,NA,0,100,6,5.382,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-473576085-funda-para-iphone-8-plus-de-torras-funda-iphone-7-plus-fun-_JM,NA,NA,NA,NA,NA,#473576085,Apple,NA,Carcasa
310," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Madera Blanca Flor ",27.445,NA,0,100,6,4.574,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-475059828-funda-iphone-7-plus-funda-iphone-8-plus-madera-blanca-flor-_JM,NA,NA,NA,NA,NA,#475059828,Apple,NA,Carcasa
311," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Gris Madera Marble ",27.093,NA,0,100,6,4.516,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-475306565-funda-iphone-7-plus-funda-iphone-8-plus-gris-madera-marble-_JM,NA,NA,NA,NA,NA,#475306565,Apple,NA,Carcasa
312, Funda Roja Para iPhone 8 Plus - Funda De Cuero Premium Para ,35.894,NA,0,100,6,5.982,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-482307404-funda-roja-para-iphone-8-plus-funda-de-cuero-premium-para-_JM,NA,NA,NA,NA,NA,#482307404,Apple,NA,Carcasa
313," Funda iPhone 8 Plus, Funda Billetera iPhone 7 Plus Con Funda ",33.875,NA,0,100,6,5.646,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-482504463-funda-iphone-8-plus-funda-billetera-iphone-7-plus-con-funda-_JM,NA,NA,NA,NA,NA,#482504463,Apple,NA,Carcasa
314," Funda iPhone 8 Plus Para Mujer, Rosa, Volmon Funda Protector ",39.39,NA,0,100,6,6.565,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-482949848-funda-iphone-8-plus-para-mujer-rosa-volmon-funda-protector-_JM,NA,NA,NA,NA,NA,#482949848,Apple,NA,Carcasa
315, Ulak Funda Con Tapa Plegable Para iPhone 8 Plus / iPhone 7 P ,35.041,NA,0,100,12,2.920,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/IMPOGLOBAL.COM,https://articulo.mercadolibre.cl/MLC-490488157-ulak-funda-con-tapa-plegable-para-iphone-8-plus-iphone-7-p-_JM,NA,NA,NA,NA,NA,#490488157,Apple,NA,Carcasa
316, Funda Under Armour Ua Protect Arsenal Para iPhone 8 Plus ... ,68,NA,0,900,6,11.333,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469272650-funda-under-armour-ua-protect-arsenal-para-iphone-8-plus--_JM,NA,NA,NA,NA,NA,#469272650,Apple,Arsenal Case,Carcasa
317," Funda iPhone 8 Plus, Funda iPhone 7 Plus Chicas Mujer,... ",31.99,NA,0,9999,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469868890-funda-iphone-8-plus-funda-iphone-7-plus-chicas-mujer-_JM,NA,NA,NA,NA,NA,#469868890,Apple,NA,Carcasa
318, Otterbox Statement Series Funda Para iPhone 8 Plus - 7 Plus ,39.196,NA,0,2,6,6.533,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TIENDA+ESHOPEX,https://articulo.mercadolibre.cl/MLC-460165358-otterbox-statement-series-funda-para-iphone-8-plus-7-plus-_JM,NA,NA,NA,NA,NA,#460165358,Apple,OtterBox,NA
319," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Elegante Flor... ",31.99,NA,0,9999,6,5.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469861627-funda-iphone-7-plus-funda-iphone-8-plus-elegante-flor-_JM,NA,NA,NA,NA,NA,#469861627,Apple,NA,Carcasa
320," Funda iPhone 8 Plus, Funda iPhone 7 Plus, Zisure [rock... ",32.99,NA,0,9999,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469867529-funda-iphone-8-plus-funda-iphone-7-plus-zisure-rock-_JM,NA,NA,NA,NA,NA,#469867529,Apple,ROCK,Carcasa
321, Becrowmus Funda Impermeable De Buceo Para iPhone 8 8plus Fot ,80.432,NA,0,100,6,13.405,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-481511622-becrowmus-funda-impermeable-de-buceo-para-iphone-8-8plus-fot-_JM,NA,NA,NA,NA,NA,#481511622,Apple,NA,Carcasa
322," Ocyclone Funda iPhone 8 Plus, Funda iPhone 7 Plus Para Niña ",26.405,NA,0,100,6,4.401,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/2EBOX,https://articulo.mercadolibre.cl/MLC-482068659-ocyclone-funda-iphone-8-plus-funda-iphone-7-plus-para-nina-_JM,NA,NA,NA,NA,NA,#482068659,Apple,NA,Carcasa
323, Funda iPhone 8 Plus - Rebex & Ipaky 360 Funda Protectora ,25.99,NA,0,9999,6,4.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-459675347-funda-iphone-8-plus-rebex-ipaky-360-funda-protectora-_JM,NA,NA,NA,NA,NA,#459675347,NA,Apple,NA
324," Jaorty Funda Cartera iPhone 8 Plus, Funda iPhone 7 Plus,... ",37.99,NA,0,9999,6,6.332,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-463267981-jaorty-funda-cartera-iphone-8-plus-funda-iphone-7-plus-_JM,NA,NA,NA,NA,NA,#463267981,NA,NA,NA
325, iPhone 8 Plus Funda De Billetera Para Mujeres Hombre Auke... ,23,NA,0,900,6,3.833,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465559381-iphone-8-plus-funda-de-billetera-para-mujeres-hombre-auke-_JM,NA,NA,NA,NA,NA,#465559381,Apple,Auker,Flip Cover
326, Tianyuanxuan iPhone 7 8 Plus Bling Funda De Silicona Para... ,24,NA,0,999,6,4.000,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465565835-tianyuanxuan-iphone-7-8-plus-bling-funda-de-silicona-para-_JM,NA,NA,NA,NA,NA,#465565835,Apple,Tianyuanxuan,Carcasa
327, Lionkingcase iPhone 7 7 Plus 8 8 Plus Funda Transparente ... ,21,NA,0,999,6,3.500,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-465690525-lionkingcase-iphone-7-7-plus-8-8-plus-funda-transparente--_JM,NA,NA,NA,NA,NA,#465690525,Apple,Lionkingcase,Carcasa
328, Naruto Kakashi Funda Temática Para iPhone 7 Plus 8 Plus 5... ,25,NA,0,999,6,4.167,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TODOENCARGO-CL,https://articulo.mercadolibre.cl/MLC-469266954-naruto-kakashi-funda-tematica-para-iphone-7-plus-8-plus-5-_JM,NA,NA,NA,NA,NA,#469266954,Apple,phpkim88,Carcasa
329, Funda Con Tapa Para Videojuegos Tetris Para iPhone 8 Plus... ,35.99,NA,0,9999,6,5.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469862546-funda-con-tapa-para-videojuegos-tetris-para-iphone-8-plus-_JM,NA,NA,NA,NA,NA,#469862546,Apple,NA,Carcasa
330, Fansteck iPhone 8 Plus Funda A Prueba De Agua Para iPhone... ,38.99,NA,0,9999,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469863590-fansteck-iphone-8-plus-funda-a-prueba-de-agua-para-iphone-_JM,NA,NA,NA,NA,NA,#469863590,Apple,NA,Carcasa
331, adidas Funda Performance Grip Para Apple iPhone 8 Plus /... ,38.99,NA,0,9999,6,6.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-469876106-adidas-funda-performance-grip-para-apple-iphone-8-plus--_JM,NA,NA,NA,NA,NA,#469876106,Apple,Apple,Carcasa
332, Carcasa 360 iPhone 7 Plus Y iPhone 8 Plus - Tecnostrike ,15,NA,3,17,6,2.500,NA,Envío a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/TECNOSTRIKE,https://click1.mercadolibre.cl/mclics/clicks/external/MLC/count?a=EH8nU83pMVc4fRSwvnW5MYazQE3PmL2FuFXUH1KNLf8ZHE6xsowtgA20p4nel1%2FXQoHjoe1G0ErEpcUolnCxnHgIfoiyk9cuCDvV%2BoPHKme%2BEKBY0hvEoPv5p%2FiB9HPfE2gi4fIujwDCtbSEGwshGZXVAY1Ok4xz3A14qpsdnew9wPn%2FyuinGKOnxaZNvcs189%2BQOfgnWZUKxY0Pf5NcemV9zsqf5DW%2F16Rw0hUBCx5uOHSB7v83QK%2FiHvE%2BU7CsidMasseFCGP8g9xgIHoJhjhgcW6nwOBrlqWYC4rLNIszyuesCyyf%2BRSpumd93V0IYZoy8Vk75Xo15AsYSrJ2R%2B9o0sip9hIy9%2FkcD3BdbTjtX1e7EXTyCafOuv1Zkjp%2BvrfK7ZGTzCqkHy3GuKwTpnfrjw%2FGzJZ%2FTjnCNzueSNvjlNKbiG8tq9QbnkHNlskEeSerxAqP6B7XYhhExEFo1rvO6n7ArtitRVF719Nr8ZCIPhzODULOdorH0HfOmuQU3hLmSkqXNhzU%2BSLwLPRQAxD%2FU4g%2Fu%2F7sb0n7RblFTtlV7B6zE33avG7haC6ggyd%2BBWUm24ciQ6CZdPr2YU2TOt5apXwr7rL6CPjcyLbCtSyG1%2B21pII8kzkhpZDqQxw%2FBj0h9qnXGekyPiuQgPjaY76iMj4E58U4N5mUq7HCpfTMVpVD3WGOx0v9VIcp1OTVkok0cOsa24L5vfO6UC43WKVf593X56RvIlZF%2BofdcUtXl1cFxYNE%2F9pSAFmH59eUvUhRSogRpARmddjbSrZbUH2BFuYJBt%2F1%2BAdQha6cIqXFDtrHsOtT0R0DhGIgOU6VllPwWU9F%2FrbnaOM39Tz7lY6y9GRF0vGmMSFdTdc1Yf7YpH1daE1dQFAhcKtNgy9dl%2FPhavL6Zxh%2FXIw4Fu%2B0k%2BGZF2IZrdItxyn5WOAPODjPexanIupDk3XG6Vyy8QwmkcjBoRV4Q3%2F6JF9rPPIjHVDp6fhb1N26i9ygnrau1CMWXw%2B7foI9FNC4Kl9jfWWv480FJeu1sfmyb1GnV%2F21LIbVJeVk9os8G9CU5OgiXnMDMHTr8y0LeUQK%2BDNHg47uloYXq0ZXhmS9OIFWfhm%2B03XYrCCjXkDMRaG45ng%2F6zILnPNhelPIOdAJQ9P9la2jRVRNWF1vNGstjr%2BFCIiZk27HoWKs%2FOHpnpco0%2BEHOMKp7jkgHQjK6z3ZVY1W4h7eh8TXrwe0afbawP7k%2FSKB9u9Ho84B1DZ%2FmCd0OuI7ioeZouM6TjDwLrA6hsIHMlwyWb5UGpbvlMuK0ul%2FRRnbLtgv8sShosMOBM158kKy9LucvAVEI2y3CuJxE2ZvxzBUPZ7C1pADkikv0TUI39nODx2WPi6h9W%2BTxVK72AKz3c25HR2y5Yae7m30NHrAbwBjOIbI1LGC0jm004odPnKI%2Fzr47sOz6%2BCp0TxHTJifQQLr%2BtT%2BtPBfWx9ULn2czc2Xbp9Bk4oVrTVxPq5ukCldcsQQUKCWOAv8RoHZuPlGRJWOP1bE0AesntnlMcJaHPd%2Bb6qKmJz5GOdnOEA7vJpkhvebGY3ydnQYd8ByOIAOOHB9LsBGj7rRct5zPRK6BHHy23erSvSTIOy7tVfr,NA,NA,NA,NA,NA,#470876449,Apple,NA,Carcasa
333," Funda iPhone 8 Plus, Topfunny iPhone 7 Plus Silicona 3d... ",32.99,NA,0,9999,6,5.498,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470937012-funda-iphone-8-plus-topfunny-iphone-7-plus-silicona-3d-_JM,NA,NA,NA,NA,NA,#470937012,Apple,NA,Carcasa
334," Funda iPhone 8 Plus / 7 Plus, Mixtecc Tpu + Cubierta De... ",29.99,NA,0,9999,6,4.998,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-470937344-funda-iphone-8-plus-7-plus-mixtecc-tpu-cubierta-de-_JM,NA,NA,NA,NA,NA,#470937344,Apple,NA,Carcasa
335," Funda iPhone 7 Plus, Funda iPhone 8 Plus, Funda Unicorn ",36.99,NA,0,9999,6,6.165,NA,Envío gratis a todo el país,NA,NA,NA,NA,https://perfil.mercadolibre.cl/MELONCARGO,https://articulo.mercadolibre.cl/MLC-458706817-funda-iphone-7-plus-funda-iphone-8-plus-funda-unicorn-_JM,NA,NA,NA,NA,NA,#458706817,Apple,NA,Bumper
