search_position,name,curr_price,orig_price,num_sold,in_stock,num_installments,amt_installments,arrival_time,shipping,free_return,free_return_info,review_avg,num_reviews,seller_link,product_link,five_star,four_star,three_star,two_star,one_star,item_id,Marca,Línea,Modelo,Potencia de salida (RMS),Tipos de filtros del parlante,Conectores de entrada,Peso,Color
122, Estuche Duro Parlante Jbl Charge 3 + Correa + Llavero ,59.9,NA,11,5,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,8,https://perfil.mercadolibre.com.co/AXELGROUPCOL,https://articulo.mercadolibre.com.co/MCO-510203669-estuche-duro-parlante-jbl-charge-3-correa-llavero-_JM,7,1,0,0,0,#510203669,JBL,NA,Charge 3,20 W,Pasivo,NA,NA,Negro
123," Cabina Activa 8 Bluetooth, Microfono, Usb, Fm, Micro + Envio ",189.9,NA,11,NA,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/CORALLI+SHOP2,https://articulo.mercadolibre.com.co/MCO-505118825-cabina-activa-8-bluetooth-microfono-usb-fm-micro-envio-_JM,1,0,0,0,0,#505118825,Sonivox,NA,NA,NA,NA,NA,3.2 kg,Roja
124, Mini Camara Espia 4k Parlante Bluetooth Y Vision Nocturna ,249.9,NA,9,NA,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MYINNOVATION,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=2o%2FV%2BfTK2GoImyOza1WFR2TpOExdZQDEdKdMa1q5I5FgyY10dbwrwO15Xaw6ZtJP9CWsEKE3UVuhNRiTD08Uce9baav1DLfKV57KXkwsKwW8jNhqLrLn3jfW7yaKgqkIV7AohFMrybVY0rcwbbkiP4CkS00BvkQVMvFk8YuA%2FinYt%2FwTaVmkpNcx%2FGrFJbse%2FAo6KmQ6WB0DX9AhLUiuPaZg9r8bTGi7P1EaxP%2B7yIsVA6vQELWGjfjnMxhbaqE3Xk5RdbW189zF%2F1RxERKOrU6%2BmKJxRMi5m16dJpuGF6xDGRGL%2FJye9xEB4asGspIBAdxCkCwUZS6ubs%2FYza7KUD7e8KTL7CYpfPDSVE%2BMSHhXuvX1zf%2B9bywPktuseHfYXBD1FBaZul%2FmZgHIy4C%2Fo3HMQkC5900%2Fmds2kUWngWtgAKuLEAaR%2FRXwHsX5GhXjvCjG0ZPfVLmrb4oO9Fa1DMM3HkeEMSyUZFmfjcxUeBcMHMGBet1TEv0Z8dLirppNyWEiAI%2BCcpmVIco%2FqaWMRmNax8WdubRRtC4Pk72xiU2kA%2Fm5jreT7%2BfIEbXIpgWDML0MsBohxI8bAP51GwlonF%2BMb9tLOlqp3Nc99aNHnLANiQECbIjtY1MJGKzIqXz%2BfMZehI8TB84gVHCj%2BLpGKhI4pnAy8HJ4bCevbS3AHeBbosHFN%2FeD37OGz2aXx%2Bcl9HGO7lMpGvyzgDx%2FZHlQPrqBmDirDemJY4lQQ6Vw91aJ8uD%2Fm6yLuc8CPK3c5MyvHXzJYW28r0p8%2FA%2Bl1rvCj6M42GvuxbF9nkKSl9s24KyvJgnZ6VGF9CwxkJZF6LetdTkkxX%2BOOxeyM3Lx9H6X7m37PTnjDHLfuVbD3KzrlAxcSXS6GAvbG9RtTfk3EwwvDGwcDf%2B8ZxibfzRwgYtLaW%2FPjRqs6xXEDEiBP3gx405LWMCw4HqjnOYfHxfixKQDCGRcCZCp%2BgZUGhRO54KGOuQlKD8uBYIeUant3rTu08QbGX2xVvEaQD%2FbzeMwfgL5L5ijPUudb%2BHJNiPzSZ0RUcGm9SGfMxrkkUqj%2FRlnobuz20FiiPqKP1rgwCyVph1L0jvEKv%2FXh6LjtElolLDn9pitujQSjABul6W5CpqLhJ%2BsywEUC8QKjOdRgRdannrdQzpiX8JAlONw2w%2BOzdTLj1aKQIur6lAqSyV158DUvd2iSkEVqmBO3PgRgthpz%2FHRf9tQBsiSXVasDo3M1ckx6v%2BHSZjmG54yn59lta23BkKgwf2ynXxAf82tkvwkxaHsWCaIiFZrO5L3rmidBmA1Nsm4g91FtBgm7KW1dWobvyWFMF32hFu59O3Dbpn8cScQSVQPDoVWhKsYps%2FbuJf3135FmFS43afj1MHsc95Me9bga8odNh3l6Gub3k2i%2BUvyR5fm2fIJdDoDqr%2BfxkO%2Fc6jojM1Tj6TPDsHZ8d%2BaPIZBupl50VJuqVFtKN3EvvU3wNblGtVVHJA%2BSqWpJincT0KNEvVAYMqEgZTSd3f1r8xmJsBkDncqVDnduS1fHZ19t2AXMpG8FgoUag0mO4AhhLDdlN8cbLquANs9nGlNUE7Fda%2FzPhoD9HQyzXOt0a4GyMOHECsotWzRQ9raA4J%2B2ed9TGbBs7Flnn8b0y6pjBd6LajK92VKq8gR6klE15jv6loBQGvll8pPzYV2knm5Fyc%3D,NA,NA,NA,NA,NA,#497483956,Vision,NA,NA,NA,NA,NA,NA,NA
125, Parlante Portable Bose Soundlink Color Ii Bluetooth Negro ,499,NA,29,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,7,https://perfil.mercadolibre.com.co/PREMANU,https://articulo.mercadolibre.com.co/MCO-448282797-parlante-portable-bose-soundlink-color-ii-bluetooth-negro-_JM,6,1,0,0,0,#448282797,Bose,SoundLink,Color II,NA,Activo,Auxiliar,NA,NA
126, Cargador Para Bose Soundlink I Ii Iii Adaptador 414255 30114 ,72,NA,33,2,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.6,5,https://perfil.mercadolibre.com.co/VGACOLOMBIA,https://articulo.mercadolibre.com.co/MCO-474011943-cargador-para-bose-soundlink-i-ii-iii-adaptador-414255-30114-_JM,3,2,0,0,0,#474011943,Bose,NA,NA,NA,Pasivo,"Auxiliar, USB",NA,NA
127, Parlantes Logitech 2.1 Z337 Con Bluetooth Integrados. Nuevos ,230.6,NA,62,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.8,6,https://perfil.mercadolibre.com.co/EXPOCOLSUMINISTROSSAS,https://articulo.mercadolibre.com.co/MCO-466137872-parlantes-logitech-21-z337-con-bluetooth-integrados-nuevos-_JM,5,1,0,0,0,#466137872,Logitech,NA,NA,NA,NA,NA,NA,NA
128, Parlante Harman Kardon Onyx Studio 4 / Portable Inalámbrico ,599,800,41,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,5,https://perfil.mercadolibre.com.co/TIENDANOSTRA.COM,https://articulo.mercadolibre.com.co/MCO-455629337-parlante-harman-kardon-onyx-studio-4-portable-inalambrico-_JM,5,0,0,0,0,#455629337,Harman Kardon,NA,Onyx Studio 4,60 W,Activo,NA,2 kg,Negro
129," Parlantes 2.1 Con Bluetooth 4.1 Logitech Z337, 40 Vatios Rms ",219.9,284,13,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4,1,https://perfil.mercadolibre.com.co/JD+MARKET,https://articulo.mercadolibre.com.co/MCO-446660967-parlantes-21-con-bluetooth-41-logitech-z337-40-vatios-rms-_JM,0,1,0,0,0,#446660967,Logitech,NA,z337,40 W,NA,RCA,NA,NA
130," Ultimate Ears Boom 3, Parlante Bluetooth Impermeable ",499.9,849.9,7,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TIENDA.OFICIAL?brandId=672,https://articulo.mercadolibre.com.co/MCO-447922859-ultimate-ears-boom-3-parlante-bluetooth-impermeable-_JM,NA,NA,NA,NA,NA,#447922859,Logitech,NA,BOOM 3,NA,Activo,NA,608 g,NA
131, Parlante Altec Lansing Sonic Boom Bluetooth Bateria 50 Horas ,299.9,800,15,32,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,3.5,2,https://perfil.mercadolibre.com.co/TIENDANOSTRA.COM,https://articulo.mercadolibre.com.co/MCO-510811366-parlante-altec-lansing-sonic-boom-bluetooth-bateria-50-horas-_JM,0,1,1,0,0,#510811366,NA,NA,NA,NA,NA,Auxiliar,NA,NA
132, Bombillo Led Con Parlante Y Bluetooth - Domotica. ,70,NA,13,9,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,2,https://perfil.mercadolibre.com.co/JAYR1323,https://articulo.mercadolibre.com.co/MCO-453434961-bombillo-led-con-parlante-y-bluetooth-domotica-_JM,2,0,0,0,0,#453434961,NA,NA,NA,NA,NA,NA,NA,NA
133, Mini Parlante Ducha Bluetooth Resiste Agua Manos Libres ,19.99,NA,20,3,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/HEPA+TECNOACCESORIOS,https://articulo.mercadolibre.com.co/MCO-470992091-mini-parlante-ducha-bluetooth-resiste-agua-manos-libres-_JM,1,0,0,0,0,#470992091,NA,NA,NA,NA,NA,NA,NA,NA
134, Parlante Bluetooth Wifi Bose Soundtouch 30 Serie Iii Negro ,1799,NA,14,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/PREMANU,https://articulo.mercadolibre.com.co/MCO-446475481-parlante-bluetooth-wifi-bose-soundtouch-30-serie-iii-negro-_JM,1,0,0,0,0,#446475481,Bose,SoundTouch,30 Series III,NA,Activo,Auxiliar,11.7 kg,NA
135, Cabina Recargable Portátil Usb 8 Pulg + Tripode + Microfono ,284.9,NA,17,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.5,2,https://perfil.mercadolibre.com.co/VITTORIA+ONE...SHOP,https://articulo.mercadolibre.com.co/MCO-475605454-cabina-recargable-portatil-usb-8-pulg-tripode-microfono-_JM,1,1,0,0,0,#475605454,NA,NA,NA,NA,NA,NA,NA,Negro
136, Cabina Parlante 15 Pulgadas Bluetooth Mp3 Usb + Base Trípode ,529.9,NA,5,46,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/ARTICULOSALTAGAMA,https://articulo.mercadolibre.com.co/MCO-496340568-cabina-parlante-15-pulgadas-bluetooth-mp3-usb-base-tripode-_JM,NA,NA,NA,NA,NA,#496340568,Audio Sound,NA,AS600,NA,NA,NA,NA,NA
137, Parlante Bluetooth Cabina De Sonido Activa Microf Recargable ,173.9,NA,6,11,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MUNDONOVEDAD.CO,https://articulo.mercadolibre.com.co/MCO-509106233-parlante-bluetooth-cabina-de-sonido-activa-microf-recargable-_JM,NA,NA,NA,NA,NA,#509106233,Krombi,NA,KB-SS1822,NA,NA,Auxiliar,NA,NA
138," Parlante Sonivox 1456 Recargable, Usb, Fm, Sd. Promoción ",89.8,NA,56,9,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,3,3,https://perfil.mercadolibre.com.co/ALI-BAG,https://articulo.mercadolibre.com.co/MCO-451016838-parlante-sonivox-1456-recargable-usb-fm-sd-promocion-_JM,1,0,1,0,1,#451016838,NA,NA,NA,NA,NA,USB,NA,NA
139, Tripode Para Cabina Activa Pasiva Bluetooth Reflectores Led ,48,NA,26,14,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,3,https://perfil.mercadolibre.com.co/ELECTRICOS+ANDLIGHT,https://articulo.mercadolibre.com.co/MCO-464729923-tripode-para-cabina-activa-pasiva-bluetooth-reflectores-led-_JM,3,0,0,0,0,#464729923,NA,NA,NA,NA,NA,NA,NA,NA
140, Parlante Cabina Bluetooth Karaoke Microfono Usb Envio Gratis ,227,NA,109,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.7,21,https://perfil.mercadolibre.com.co/ELECTRICOS+ANDLIGHT,https://articulo.mercadolibre.com.co/MCO-456256554-parlante-cabina-bluetooth-karaoke-microfono-usb-envio-gratis-_JM,16,4,1,0,0,#456256554,NA,NA,NA,NA,NA,NA,NA,NA
141, Cabina Parlante Bluetooth Con Micrófono Batería Recargable ,129.9,NA,24,30,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/GANI2289235,https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=lsY%2BLhAj%2BzG4P00Q%2FbFVvNEseuhYyYWpf7xp8b89CO1YWZbXslecl%2BXs6ZFFy3XtbtAa7m1F7BXsDfkduqLpkAfpmhaBrx4Tinyhrg61HouZtE2%2Fh7L7OnhOhoDKtYwwGuRMx96l6tRKZbKm20sYiYk6M9%2B6qK%2FuHAW4RCVqCUCP54wQrciN5LeYMNIDsxz80uCHaJNrvwforejeOUN%2FV4mOm0%2FQlvPnPocrzJn18I46Jhiq%2BmYN%2BcPfOBvxmG6B0keJXwUaJkV56usc%2BMEmzTIswfJcY8Ac4F39PS9oMHt0vSnogMuO578tWwNaLMnNzl52rMZe4ld2%2BimHIPqj%2FoWZM%2Bc0USjvMsRUXLh5XNKJ9Fu86EiSBnTUB5z2GlHPNsUsXMS5MH0nnklFS3liCPzdGM%2Bqj0GBqtr81HXUXLeNlssENPV68aX32mmpC8y8XjWBqzDnPUoSBZgBmPdYXDhC9ETAVDHtF0gJPZ2ylgc7OyawQ6BYlsy1x7x4Y0v9do%2Bqtt7B62BPE9oPbmZ7nNAhw0M6t4uIyWwuB9GygR2mb4ZhYG6unsd8AT%2BooaFlbMGKldlE3kULLpsRrUvbO2avTWEZKQMnD%2BlfrrKNcE1ltCA3AO432P6DFWeTnLnlOjCY%2F3pQ0cwotOMKKdsfdxYF3aXTZDJR8uQeuv7FTOp0yV0cWR%2F2J8zPBO59qUlWfxNKje7Z1AjXliPQ3PO0o2TPxBkfPYj%2BIGQgWossBX2biVuyJeHcAZ1TTJjCy8tLcuCQEoObPV74HWd903khWzmwuGzJitZXFjy4MUolbpYEFQsDLgXzHdKzZivGzAZtduIRUNyrEio685yVUwZfcIND8a2Vq2nGXGXFDMtXjS3mWj2YH%2Fi1%2BlbzVmGYTCA7fk9iKZElxkFKNKaaUDvwtmq0wUc%2B0bV6Tiyo6Pmu3IwGQGIummhxfbSzXr1jF%2FuTxCvCpPE6ARG4h4aIGtS%2B1C5Z9HlU9yD6krwT272NN9nL48C7%2Fb5Yhcdd0natasRw1B5ws64OIs%2FeWqfDk40ORBoHNY%2BideJEQb44WyK9mrMwXMyJPUJ6HdZJV5CkuLRIgnEXvjPVoVAOn%2BAq%2FkngBNM2lt5Ht4NxS8JbgTHckpg1l7pStzXodoQ1vVo0dSLs2DnaijQgCVRrZtnvLIUr%2Fp9K1GTUlUp%2BFvpBvbHmFU51SHLW7PeHBs0Uu1vIEDlce36Jb6QdM8yqkGSuATaroC%2B81Y9wqkohTarA2IyXelbIbnB18j4z0EFQvoBsoQN98C3xlIIrLRRdBbZLc1iJEbEGg3M2IHRjyWcRPmZ6axPKDxUHttEk0CtPc%2Fp8e%2FYl%2Ffx8VdcDQQRG8tY0reqDi5qTNQJZRXUSWT2Y4PGhbO8fYPyVvTxYZh5L6rlHN4OBLBqhlMJ%2FlxlwM3%2BpX3jDWldovxy64rkUwDEjHC6i5TCs3t4mF%2Fv3od1altELWG3bqYt9SHOcbqrkODysfGydLRlhhn2MqYIZKfLWScEYDsZLsyLcVBNM7DW%2BWBIS%2FJ50XV%2F4Uq5XY%2Fo6nrRjxhCVOmciEtWYFyyMBbs1Xs2v%2B4VC8eePOUwo5lcQdOYg6iEfckjwn7m2xc5bBtp8tx4AcXqixCPhdE2T4STy294%2FBgXDKMW3DEBZwISkyfIXkvwFNBCClF5mY2iP7xiz0msgDIs6,1,0,0,0,0,#518788217,NA,NA,NA,NA,NA,NA,NA,NA
142, Parlante Bluetooth Resistente Al Agua Manos Libres Para Baño ,19.9,NA,18,1,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/IMPORTADORA+JOGRI,https://articulo.mercadolibre.com.co/MCO-454132953-parlante-bluetooth-resistente-al-agua-manos-libres-para-bano-_JM,1,0,0,0,0,#454132953,NA,NA,NA,NA,NA,NA,NA,NA
143, Parlante Bluetooth Usb Tf Dc/5v 13x5. 5cm ,17,NA,11,79,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/BOGALIACOLOMBIA,https://articulo.mercadolibre.com.co/MCO-495458574-parlante-bluetooth-usb-tf-dc5v-13x5-5cm-_JM,NA,NA,NA,NA,NA,#495458574,Bose,NA,NA,NA,NA,NA,NA,NA
144, Tronsmart Element T6 Plus Altavoz Bluetooth 40w Impermeable ,375,NA,6,4,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/JAEOLOS,https://articulo.mercadolibre.com.co/MCO-522643277-tronsmart-element-t6-plus-altavoz-bluetooth-40w-impermeable-_JM,NA,NA,NA,NA,NA,#522643277,Tronsmart,NA,Element 6 Plus,40 W,Activo,NA,NA,NA
145, Parlante Bicicleta Bluetooth Linterna Radio Power Bank Andro ,54.899,NA,137,9,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,4.7,7,https://perfil.mercadolibre.com.co/MUNDOLINK1,https://articulo.mercadolibre.com.co/MCO-465052016-parlante-bicicleta-bluetooth-linterna-radio-power-bank-andro-_JM,6,0,1,0,0,#465052016,MYM,NA,S1,5 W,NA,NA,NA,NA
146, Cabina Sonido Bluetooth Portátil Radio Fm Usb Sd + Obsequio ,89.9,149.9,37,63,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.9,7,https://perfil.mercadolibre.com.co/COLOMBIADECOMPRASTV,https://articulo.mercadolibre.com.co/MCO-474146105-cabina-sonido-bluetooth-portatil-radio-fm-usb-sd-obsequio-_JM,6,1,0,0,0,#474146105,NA,NA,NA,NA,NA,NA,NA,NA
147, Sistema Bose S1 Con Batería ,2250,NA,4,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4,1,https://perfil.mercadolibre.com.co/INGELECTROVENTAS,https://articulo.mercadolibre.com.co/MCO-509635877-sistema-bose-s1-con-bateria-_JM,0,1,0,0,0,#509635877,Bose,NA,S1 Pro,180 W,cuenta con tonemach y bluetooth,NA,NA,NA
148," Parlantes 2.1 Bluetooth Omega Sw-2.1 900, 20w, Usb, Micro Sd ",79.9,108,60,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,3.9,14,https://perfil.mercadolibre.com.co/JD+MARKET,https://articulo.mercadolibre.com.co/MCO-453376478-parlantes-21-bluetooth-omega-sw-21-900-20w-usb-micro-sd-_JM,7,2,3,1,1,#453376478,NA,NA,NA,20 W,NA,NA,NA,NA
149, Micrófono Parlante Inalambrico Karaoke Bluetooth Estéreo ,45.999,NA,11,NA,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/MERCOMPRAR,https://articulo.mercadolibre.com.co/MCO-506737898-microfono-parlante-inalambrico-karaoke-bluetooth-estereo-_JM,NA,NA,NA,NA,NA,#506737898,Wster,NA,WS-858,NA,NA,NA,NA,NA
150," Parlante Bluetooth Perro Bulldog 11cms, Peq Usb Sd Radio Fm ",32,NA,9,12,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/CORALLI+SHOP2,https://articulo.mercadolibre.com.co/MCO-508730483-parlante-bluetooth-perro-bulldog-11cms-peq-usb-sd-radio-fm-_JM,1,0,0,0,0,#508730483,NA,NA,NA,NA,NA,NA,190 g,NA
151, Parlante Portatil Bluetooth Bafle Microfono Bowmann Bts-250k ,99,NA,8,5,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COMERCIALLACABRERASAS?brandId=791,https://articulo.mercadolibre.com.co/MCO-513434060-parlante-portatil-bluetooth-bafle-microfono-bowmann-bts-250k-_JM,NA,NA,NA,NA,NA,#513434060,NA,NA,NA,NA,NA,Entrada para Micrófono,NA,NA
152, Khanka Estuche Rígido Para Soundlink Revolve + Plus ,91.9,NA,89,5,12 cuotas,NA,NA,Entrega a acordar con el vendedor,NA,NA,4.9,15,https://perfil.mercadolibre.com.co/AKARGO+COLOMBIA,https://articulo.mercadolibre.com.co/MCO-462149749-khanka-estuche-rigido-para-soundlink-revolve-plus-_JM,13,2,0,0,0,#462149749,Bose,SoundLink,Revolve,NA,NA,NA,0.69 lb,NA
153, Parlante Hopestar P10 Bluetooth 5w Stereo Super Bass ,85.9,NA,18,82,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/CESAR-LINE,https://articulo.mercadolibre.com.co/MCO-482343846-parlante-hopestar-p10-bluetooth-5w-stereo-super-bass-_JM,1,0,0,0,0,#482343846,HOPESTAR  P10,NA,P10,5 W,Activo,NA,NA,NA
154, Adaptador De Audio Bluetooth Logitech Usb ,67,NA,64,10,36 cuotas,NA,NA,Envío a nivel nacional,NA,NA,5,4,https://perfil.mercadolibre.com.co/EXPOCOLSUMINISTROSSAS,https://articulo.mercadolibre.com.co/MCO-455524962-adaptador-de-audio-bluetooth-logitech-usb-_JM,4,0,0,0,0,#455524962,Logitech,NA,NA,NA,NA,RCA,NA,NA
155, Parlante Bluetooth Fm Usb Sd 100w Aiwa Awp01 ,319,NA,4,7,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/SASCOMERCIALLACABRERA,https://articulo.mercadolibre.com.co/MCO-499099115-parlante-bluetooth-fm-usb-sd-100w-aiwa-awp01-_JM,NA,NA,NA,NA,NA,#499099115,Aiwa,NA,NA,100 W,NA,NA,4.5 kg,Negro
156, Torre De Sonido Lg Xboom Ok55 Bluetooth Tipo Dj Oferta ,778,NA,14,14,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/POWERCOMPUTERBGA,https://articulo.mercadolibre.com.co/MCO-477790925-torre-de-sonido-lg-xboom-ok55-bluetooth-tipo-dj-oferta-_JM,NA,NA,NA,NA,NA,#477790925,LG,NA,NA,NA,NA,NA,NA,NA
157, Parlante Despertador Reloj Altavoz X31 Bluetooth Fm Micro Sd ,59.99,NA,11,39,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,1,https://perfil.mercadolibre.com.co/ALI-BAG,https://articulo.mercadolibre.com.co/MCO-506691331-parlante-despertador-reloj-altavoz-x31-bluetooth-fm-micro-sd-_JM,1,0,0,0,0,#506691331,InnovallMusic,NA,NA,NA,NA,NA,350 g,NA
158, Sistema De Parlantes 40watts Bluetooth Radio Usb Negro ,169,NA,26,10,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/EXONICA+SAS.,https://articulo.mercadolibre.com.co/MCO-476950773-sistema-de-parlantes-40watts-bluetooth-radio-usb-negro-_JM,NA,NA,NA,NA,NA,#476950773,NA,NA,NA,40 W,NA,USB,NA,NA
159, Parlante Bluetooth Portatil Jbl Flip 5 Sumergible Ipx7 Origi ,340,NA,4,18,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,3,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-523922329-parlante-bluetooth-portatil-jbl-flip-5-sumergible-ipx7-origi-_JM,2,0,0,0,0,#523922329,JBL,Flip Series,Flip 5,20 W,Activo,NA,NA,NA
160, Teatro En Casa Dvd Kalley 140w 5.1 Ch Hdmi Usb Karaoke Hd ,379.99,NA,4,4,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/TODOENUNASOLATIENDA,https://articulo.mercadolibre.com.co/MCO-482745004-teatro-en-casa-dvd-kalley-140w-51-ch-hdmi-usb-karaoke-hd-_JM,NA,NA,NA,NA,NA,#482745004,KALLEY,NA,K-HTR140,NA,NA,NA,NA,NA
161, Parlante Portable Jbl Flip 4 Azul Sumergible Bluet Original ,309.9,NA,18,5,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.5,4,https://perfil.mercadolibre.com.co/JL+LUJO,https://articulo.mercadolibre.com.co/MCO-459249562-parlante-portable-jbl-flip-4-azul-sumergible-bluet-original-_JM,3,0,1,0,0,#459249562,JBL,Flip,Flip 4,16 W,Activo,NA,NA,NA
162, Parlante Altavoz T Xtreme Jbl Bluetooth Radio Fm ,87.9,NA,7,16,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,3.6,9,https://perfil.mercadolibre.com.co/YEKARS,https://articulo.mercadolibre.com.co/MCO-524193741-parlante-altavoz-t-xtreme-jbl-bluetooth-radio-fm-_JM,3,3,0,2,1,#524193741,JBL,NA,Charge 3,20 W,Pasivo,NA,2112 g,NA
163," Parlante Bluetooth Nfc Para Deportes Ipx4, Avantree Cyclone ",139.9,189,43,14,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.5,10,https://perfil.mercadolibre.com.co/JD+MARKET,https://articulo.mercadolibre.com.co/MCO-449494654-parlante-bluetooth-nfc-para-deportes-ipx4-avantree-cyclone-_JM,6,3,1,0,0,#449494654,NA,NA,NA,NA,NA,NA,433 g,NA
164, Parlante Impermeable Bluetooth Altavoz Ducha Manos Libres X1 ,19.9,NA,7,93,12 cuotas,NA,NA,Envío a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/COMPRALOENCASATIENDA,https://articulo.mercadolibre.com.co/MCO-501369206-parlante-impermeable-bluetooth-altavoz-ducha-manos-libres-x1-_JM,NA,NA,NA,NA,NA,#501369206,NA,NA,NA,NA,NA,NA,138 g,NA
165, Altavoz Bluetooth Portátil Parlante Anker Soundcore Motion B ,119.9,NA,12,2,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,NA,NA,https://perfil.mercadolibre.com.co/IMPORTAMOSTUSACCESORIOS,https://articulo.mercadolibre.com.co/MCO-502290043-altavoz-bluetooth-portatil-parlante-anker-soundcore-motion-b-_JM,NA,NA,NA,NA,NA,#502290043,Anker,SoundCore Motion B,Soundcore Motion B,12 W,N/A,NA,NA,NA
166, Parlante Portable Jbl Go Bluetooth Rojo ,99,129,61,1,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,9,https://perfil.mercadolibre.com.co/HARMAN+COLOMBIA?brandId=81,https://articulo.mercadolibre.com.co/MCO-452117223-parlante-portable-jbl-go-bluetooth-rojo-_JM,9,0,0,0,0,#452117223,JBL,NA,GO,3 W,Pasivo,NA,NA,NA
167, Parlante Tipo Charge3 Jbl Bluetooth Radio Fm ,84.9,NA,36,14,12 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,4.5,15,https://perfil.mercadolibre.com.co/NOVEDOSOSLOS,https://articulo.mercadolibre.com.co/MCO-509851413-parlante-tipo-charge3-jbl-bluetooth-radio-fm-_JM,9,5,0,1,0,#509851413,JBL,NA,Charge 3,NA,NA,NA,NA,NA
168," Logitech Z337, Altavoces 2.1 Con Bluetooth, Audio Sin Cables ",229.9,NA,14,3,36 cuotas,NA,NA,Envío gratis a nivel nacional,NA,NA,5,2,https://perfil.mercadolibre.com.co/TIENDA.OFICIAL?brandId=151,https://articulo.mercadolibre.com.co/MCO-446227304-logitech-z337-altavoces-21-con-bluetooth-audio-sin-cables-_JM,2,0,0,0,0,#446227304,Logitech,NA,NA,NA,NA,RCA,NA,NA
